method,mass_MeV,sigma_MeV,r,p0,Ahat_window,sigma_A_window,Ahat_total,sigma_A_total,signal_fraction_in_fit,fit_low_MeV,fit_high_MeV,support_low_MeV,support_high_MeV,nfit,nleft,nright,left_events,right_events,count_min_fit,nll_fit,nll_null,max_score,min_lambda,kernel_constant,kernel_ls_logmass,kernel_ls_sigma,kernel_upper_factor,kernel_at_boundary,log_marginal_likelihood,covariance_load_relative,warning_count,poisson_deviance,gof_nominal_dof
gp_12_28,17.5,0.8391056644345499,1.4186420279200582,0.07800170320019377,2913.01810569925,2053.4672343554535,2963.8461350204434,2089.2973215745214,0.9828506518200741,15.499999999999998,19.5,11.999999999999998,27.999999999999996,16,14.0,34.0,19239.0,5505309.0,8044.0,6.747262036672413,7.75353463836298,1.349475328149552e-07,8039.696232410623,84.3760520990663,0.374678564018746,8.0,8.0,True,136.2190836845655,1e-08,1.0,,
gp_12_28,17.75,0.8524104354009749,1.14821069013964,0.1254407986123401,2512.9159294690335,2188.6213005759128,2561.485464594489,2230.9228825301893,0.9810385279179618,15.75,19.749999999999996,11.999999999999998,27.999999999999996,16,15.0,33.0,27283.0,5419476.0,10473.0,7.1684214571361835,7.827615351611658,1.400076423685448e-07,10439.337006170106,81.53189149772474,0.375245197618976,8.0,8.0,True,135.07874598587603,1e-08,1.0,,
gp_12_28,18.0,0.8657152063674,0.5083486796857674,0.3056044183729856,1181.2490567421332,2323.733400445421,1206.433973153106,2373.2767470560075,0.9791244966807837,16.0,19.999999999999996,11.999999999999998,27.999999999999996,16,16.0,32.0,37756.0,5327406.0,13308.0,7.942827746128042,8.072036936197174,6.694644838489694e-14,13255.96766457576,78.49253449271264,0.3757960529222222,8.0,8.0,True,134.20056458983512,1e-08,1.0,,
gp_12_28,18.25,0.879019977333825,-0.3465673216075132,0.5,-855.1912596127819,2467.5786444763207,-875.2254043958945,2525.3853950382236,0.9771097311818311,16.249999999999996,20.249999999999996,11.999999999999998,27.999999999999996,16,17.0,31.0,51064.0,5229061.0,16475.0,8.29735287997645,8.357407334179554,6.59472476627343e-14,16483.547259301435,78.07859274320941,0.37633177991615563,8.0,8.0,True,133.4476491851923,1e-08,1.0,,
gp_12_28,18.5,0.8923247483002499,-1.053445437607314,0.5,-2750.5497369838135,2610.91386322335,-2821.089061489844,2677.8721507899527,0.9749957115962946,16.499999999999996,20.499999999999996,11.999999999999998,27.999999999999996,16,18.0,30.0,67539.0,5124142.0,20115.0,8.035217647798111,8.590091292805944,5.895284260759581e-14,20104.843280068035,79.4248431168476,0.376852993370289,8.0,8.0,True,132.71323907462192,1e-08,1.0,,
gp_12_28,18.75,0.9056295192666749,-1.5853819073083815,0.5,-4370.848687231986,2756.8210458346994,-4493.132913223001,2833.9492540864308,0.9727841957153904,16.749999999999996,20.749999999999996,11.999999999999998,27.999999999999996,16,19.0,29.0,87654.0,5013279.0,24011.0,7.846828239598494,9.103546135608875,3.2707419828081896e-08,24117.800138208364,78.633624254836,0.37736027518937587,8.0,8.0,True,132.33594282714972,1e-08,1.0,,
gp_12_28,19.0,0.9189342902330999,-1.7110183910550758,0.5,-4969.769635418722,2904.3974058076988,-5120.95460632185,2992.7518506815127,0.9704771897965099,16.999999999999996,20.999999999999996,11.999999999999998,27.999999999999996,16,20.0,28.0,111665.0,4896879.0,28510.0,7.433341711483133,8.897133678747483,9.908658560320305e-09,28502.145440872657,80.43471620037273,0.3778541765805839,8.0,8.0,True,131.30769565646074,1e-08,1.0,,
gp_12_28,19.25,0.9322390611995248,-1.4250817726190246,0.5,-4305.8548958696365,3021.3273209108816,-4447.843767880577,3120.9579096433263,0.968076920094116,17.249999999999996,21.249999999999996,11.999999999999998,27.999999999999996,16,21.0,27.0,140175.0,4774389.0,33345.0,9.022900416717503,10.038329446042994,1.2656542480726785e-13,33233.17462927483,77.6096494269911,0.3783352200514102,8.0,8.0,True,131.6860537809828,1e-08,1.0,,
gp_12_28,19.5,0.94554383216595,-1.0752055583816784,0.5,-3635.7221294269316,3381.3611153097836,-3699.8487993284452,3441.00137942795,0.9826677593113662,17.249999999999996,21.75,11.999999999999998,27.999999999999996,18,21.0,25.0,140175.0,4514237.0,33345.0,9.889563608892606,10.467597105280035,2.9281601587882733e-09,33232.675239085016,81.37357123304241,0.37880390125356317,8.0,8.0,True,122.58511655735302,1e-08,1.0,,
gp_12_28,19.75,0.9588486031323749,-0.37696710108000664,0.5,-1326.6648011141301,3519.2893227267928,-1352.2871143433622,3587.2585138106833,0.9810526086084362,17.499999999999996,22.0,11.999999999999998,27.999999999999996,18,22.0,24.0,173520.0,4376024.0,38639.0,10.400171985312703,10.471224082961035,1.2361967222096482e-07,38279.46664387519,83.55538597086081,0.3792606906864899,8.0,8.0,True,121.84617375212636,1e-08,1.0,,
gp_12_28,20.0,0.9721533740988,0.3298326853768903,0.37076319438196453,1205.3620684730504,3654.48593670402,1230.7689200866084,3731.515888405831,0.9793569278530609,17.75,22.25,11.999999999999998,27.999999999999996,18,23.0,23.0,212159.0,4232316.0,43342.0,9.859197677882683,9.913592478054149,1.0524914273446484e-13,43597.89659315144,85.48945584626757,0.3797060352728572,8.0,8.0,True,120.60736828483041,1e-08,1.0,,
gp_12_28,20.25,0.9854581450652249,1.1996303178611492,0.11514147326161744,4536.864916008296,3781.965975403043,4640.906962674403,3868.696236891347,0.9775815271663729,18.0,22.5,11.999999999999998,27.999999999999996,18,24.0,22.0,255501.0,4084232.0,49502.0,7.600320189803729,8.31987663956955,5.088439336553563e-09,49143.91190804688,80.04463656671618,0.380140359817076,8.0,8.0,True,118.38593811253904,1e-07,2.0,,
gp_12_28,20.5,0.99876291603165,1.4055178699117936,0.07993366963786169,5587.588252698027,3975.560982044581,5726.587356370429,4074.4586438098954,0.9757274105811421,18.25,22.75,11.999999999999998,27.999999999999996,18,25.0,21.0,305003.0,3931415.0,54719.0,6.917620765453522,7.905361006774215,2.1094237467877974e-13,54922.7336875203,83.88619760065001,0.3805640683568753,8.0,8.0,True,117.39676959243369,1e-08,1.0,,
gp_12_28,20.75,1.012067686998075,1.771001652451393,0.03828021346740859,7365.96427759074,4159.334347926054,7564.177810931712,4271.259457304747,0.9737957596588336,18.5,23.0,11.999999999999998,27.999999999999996,18,26.0,20.0,359722.0,3773733.0,61080.0,5.97259078352621,7.5408142100189925,5.540012892879531e-14,60868.85676746757,78.04505916297734,0.3809775454169631,8.0,8.0,True,116.48995917149551,1e-08,1.0,,
gp_12_28,21.0,1.0253724579644998,1.455089596179032,0.07282222950928935,6381.3637546315185,4385.655446913505,6566.621833311026,4512.975896442154,0.9717879172301754,18.75,23.249999999999996,11.999999999999998,27.999999999999996,18,27.0,19.0,420802.0,3612400.0,66658.0,6.30599931412111,7.3646421805753395,5.66109463499484e-08,66977.51378049885,80.53272773409907,0.3813811571729543,8.0,8.0,True,115.82226809771217,1e-08,1.0,,
gp_12_28,21.25,1.038677228930925,1.340432359913023,0.09005241053262508,6121.057096152794,4566.588161377906,6312.285439022703,4709.253239149931,0.969705371419402,19.0,23.499999999999996,11.999999999999998,27.999999999999996,18,28.0,18.0,487460.0,3446663.0,73015.0,6.403335839693875,7.301715295444873,1.1379786002407855e-13,73175.32817500665,79.53328933473297,0.38177525253296574,8.0,8.0,True,115.28088502344036,1e-08,1.0,,
gp_12_28,21.5,1.0519819998973499,0.753445959891483,0.2255909867210386,3553.4206080725744,4716.29070005118,3672.5973465325205,4874.468468814093,0.9675497400845027,19.25,23.749999999999996,11.999999999999998,27.999999999999996,18,29.0,17.0,560475.0,3277878.0,79172.0,7.39508868059283,7.6789290878312295,2.7533531010703882e-14,79454.88634264302,78.46309570036593,0.3821601641435986,8.0,8.0,True,115.21672756542822,1e-08,1.0,,
gp_12_28,21.75,1.065286770863775,0.32350925083542215,0.3731548013665032,1664.6882098719072,5145.734876013706,1696.819404453411,5245.055942616771,0.9810638689673319,19.25,24.249999999999996,11.999999999999998,27.999999999999996,20,29.0,15.0,560475.0,2928139.0,79172.0,8.583456330457484,8.635785448145532,1.4988010832439613e-13,79477.61052412733,84.86057227186426,0.3825362093264012,8.0,8.0,True,106.36368934203688,1e-08,1.0,,
gp_12_28,22.0,1.0785915418302,-0.0030333579531221667,0.5,-15.881066440242915,5235.473691816427,-16.2127493027447,5344.818798279435,0.979541849669776,19.5,24.499999999999996,11.999999999999998,27.999999999999996,20,30.0,14.0,639647.0,2748700.0,85833.0,8.667339203992492,8.667343804622728,1.7896795156957523e-13,85769.26733983208,85.69800893078805,0.38290369095035376,8.0,8.0,True,105.97161987428822,1e-08,1.0,,
gp_12_26,15.0,0.7060579547703,1.2697052283635641,0.10209482486232596,539.7594034683374,425.33215130822674,558.5436376581957,440.1341884516494,0.9663692629843302,13.499999999999998,16.499999999999996,11.999999999999998,26.0,12,6.0,38.0,331.0,4463914.0,305.0,2.0105948304764194,2.8166705139433046,1.6554510540167655e-10,315.60377706809163,70.38674490525057,0.3679703505610088,8.0,8.0,True,130.6304694579805,1e-09,1.0,,
gp_12_26,15.25,0.7193627257367249,0.9740886235210713,0.16500626883867398,535.1767018302899,549.5655491056767,555.7696696115836,570.712182746001,0.9629469384400092,13.749999999999998,16.749999999999996,11.999999999999998,26.0,12,7.0,37.0,636.0,4443799.0,548.0,2.3619481098729076,2.8363724331094953,5.774120070967115e-11,544.1330781379437,70.00986744665312,0.3687404313197972,8.0,8.0,True,128.57766854050718,1e-09,1.0,,
gp_12_26,15.5,0.7326674967031499,0.14394057621524645,0.4427736970579328,116.97597420070952,812.6854820067059,118.9887667757554,826.6692706881663,0.983084179880281,13.749999999999998,17.249999999999996,11.999999999999998,26.0,14,7.0,35.0,636.0,4391278.0,548.0,3.205916063328387,3.2162755080689758,3.2307490016592055e-14,544.1431086009991,76.72559420999025,0.3694856001906592,8.0,8.0,True,121.17630245660938,1e-09,1.0,,
gp_12_26,15.75,0.7459722676695749,-0.5992983405047843,0.5,-576.7534467613063,962.3219425716076,-587.9117677682477,980.9397717454683,0.9810204156155964,13.999999999999998,17.499999999999996,11.999999999999998,26.0,14,8.0,34.0,1184.0,4357933.0,921.0,2.9395910461236783,3.1191702965895725,2.453592884421596e-14,897.386655078575,78.98111195627338,0.37020704677358174,8.0,8.0,True,118.9732713504503,1e-10,2.0,,
gp_12_26,16.0,0.7592770386359999,-1.0279758132044179,0.5,-1100.9849019234994,1070.9216588621198,-1124.8042379566903,1094.090589528738,0.9788235719342053,14.249999999999998,17.75,11.999999999999998,26.0,14,9.0,33.0,2105.0,4319294.0,1445.0,3.8269160701834593,4.3552832064501015,3.1513566117746805e-08,1415.789015943089,81.1394576587453,0.3709058861135694,8.0,8.0,True,118.26607598850102,1e-08,1.0,,
gp_12_26,16.25,0.772581809602425,-1.1474899310408728,0.5,-1364.6676593269174,1189.143745158343,-1397.5156539839134,1217.7668220814287,0.9764954370540638,14.499999999999998,18.0,11.999999999999998,26.0,14,10.0,32.0,3550.0,4275952.0,2180.0,4.3709432509192085,5.029309821839302,3.2625291357391006e-12,2145.6676047256387,84.2473461909443,0.371583164451224,8.0,8.0,True,117.18037692361902,1e-09,2.0,,
gp_12_26,16.5,0.78588658056885,-0.8367772407044516,0.5,-1092.671932347216,1305.713857606992,-1121.7956368456746,1340.5159088199307,0.9740383154097922,14.75,18.25,11.999999999999998,26.0,14,11.0,31.0,5730.0,4226450.0,3107.0,6.021122594263945,6.371220669544423,9.769962616701378e-15,3133.798834664574,88.3188991486706,0.3722398644491452,8.0,8.0,True,116.90623795443152,1e-09,1.0,,
gp_12_26,16.75,0.799191351535275,-0.2150137280514342,0.5,-311.68003817495696,1449.5566846786594,-320.8383792405226,1492.15015518095,0.9714549702961193,15.0,18.5,11.999999999999998,26.0,14,12.0,30.0,8837.0,4171731.0,4456.0,6.06560533024265,6.088720781867938,5.54945295827558e-08,4424.440017403199,84.40599843201575,0.3728769099490601,8.0,8.0,True,115.19542358882232,1e-09,2.0,,
gp_12_26,17.0,0.8124961225016999,0.32463603953812403,0.3727282738466459,528.4220632528394,1627.7746635335882,545.4687428558076,1680.2860083178605,0.9687485674912918,15.249999999999998,18.75,11.999999999999998,26.0,14,13.0,29.0,13293.0,4110651.0,5946.0,6.820357559101527,6.8730518381850265,3.017031069418863e-14,6053.400180471574,91.23388523266838,0.37349517030811535,8.0,8.0,True,114.63051555492619,1e-08,1.0,,
gp_12_26,17.25,0.8258008934681249,1.120344136736168,0.13128357025254017,2033.9721853616518,1815.6166091987945,2105.729943402355,1879.670866319525,0.9659226206733994,15.499999999999998,19.0,11.999999999999998,26.0,14,14.0,28.0,19239.0,4043993.0,8044.0,5.796928549611094,6.424514041970649,1.3108958363261536e-13,8047.770753746393,91.12042834581908,0.37409546435713575,8.0,8.0,True,112.98125473627651,1e-08,1.0,,
gp_12_26,17.5,0.8391056644345499,1.247015313002856,0.10619594141073246,2756.728154023213,2210.717307453825,2804.8291456267702,2249.2911851459307,0.9828506518200741,15.499999999999998,19.5,11.999999999999998,26.0,16,14.0,26.0,19239.0,3891806.0,8044.0,6.41923116446924,7.1967547599010455,8.779966736982558e-08,8042.5502199934745,84.97705260918785,0.374678564018746,8.0,8.0,True,104.8734074266896,1e-08,1.0,,
gp_12_26,17.75,0.8524104354009749,1.126439452839271,0.1299897776145692,2688.863653944533,2387.0980448972477,2740.833899409694,2433.235777154785,0.9810385279179618,15.75,19.749999999999996,11.999999999999998,26.0,16,15.0,25.0,27283.0,3805973.0,10473.0,6.597972518825806,7.232405439282224,8.388878341980543e-08,10441.891432647277,84.10766567764733,0.375245197618976,8.0,8.0,True,103.68563660231996,1e-08,1.0,,
gp_12_26,18.0,0.8657152063674,0.6048953040559518,0.272624281775552,1522.778534753052,2517.45642857532,1555.2450581261594,2571.1300627340615,0.9791244966807837,16.0,19.999999999999996,11.999999999999998,26.0,16,16.0,24.0,37756.0,3713903.0,13308.0,7.183354350116849,7.36630351455132,4.085620730620576e-14,13258.366907593478,82.5654064096574,0.3757960529222222,8.0,8.0,True,102.68236996969557,1e-08,1.0,,
gp_12_26,18.25,0.879019977333825,-0.1442919823962926,0.5,-377.96942715759536,2619.466993096397,-386.8239309216937,2680.8319572542855,0.9771097311818311,16.249999999999996,20.249999999999996,11.999999999999998,26.0,16,17.0,23.0,51064.0,3615558.0,16475.0,7.503532939351444,7.51394302744337,8.903988657493755e-14,16490.67149257676,82.47723907984141,0.37633177991615563,8.0,8.0,True,101.7790777870458,1e-08,2.0,,
gp_12_26,18.5,0.8923247483002499,-0.7267897018314387,0.5,-1971.3771775430876,2712.3876058755704,-2021.9342035007362,2781.9482420438153,0.9749957115962946,16.499999999999996,20.499999999999996,11.999999999999998,26.0,16,18.0,22.0,67539.0,3510639.0,20115.0,7.700968953935856,7.965080589279972,1.7019376538640607e-07,20114.173063754577,82.51421349575948,0.376852993370289,8.0,8.0,True,101.26572303148697,1e-08,1.0,,
gp_12_26,18.75,0.9056295192666749,-1.1481738918541722,0.5,-3254.8408974243193,2834.695130704827,-3345.9023201242417,2914.002039907914,0.9727841957153904,16.749999999999996,20.749999999999996,11.999999999999998,26.0,16,19.0,21.0,87654.0,3399776.0,24011.0,8.108285249976657,8.767436892944435,7.991046713229366e-09,24128.375409962136,80.94085817329592,0.37736027518937587,8.0,8.0,True,101.19452319511299,1e-08,1.0,,
gp_12_26,19.0,0.9189342902330999,-1.220688163778742,0.5,-3678.4189278438735,3013.2838715326416,-3790.3198205154786,3104.950743009703,0.9704771897965099,16.999999999999996,20.999999999999996,11.999999999999998,26.0,16,20.0,20.0,111665.0,3283376.0,28510.0,8.009426629098991,8.75446642569375,3.907985046680551e-14,28512.572973202085,81.33365858777235,0.3778541765805839,8.0,8.0,True,100.3894570237326,1e-08,1.0,,
gp_12_26,19.25,0.9322390611995248,-0.9486911440264665,0.5,-3069.308821625306,3235.220212464389,-3170.521637192744,3341.90408356173,0.968076920094116,17.249999999999996,21.249999999999996,11.999999999999998,26.0,16,21.0,19.0,140175.0,3160886.0,33345.0,9.803744089264935,10.253751532642058,1.3922196728799463e-13,33241.63874469727,79.05639190475561,0.3783352200514102,8.0,8.0,True,101.16232574534365,1e-08,1.0,,
gp_12_26,19.5,0.94554383216595,-0.6648247690743975,0.5,-2516.28261639574,3784.8590679887834,-2560.6646728280784,3851.616207131021,0.9826677593113662,17.249999999999996,21.75,11.999999999999998,26.0,18,21.0,17.0,140175.0,2900734.0,33345.0,10.255031577782642,10.476027564570055,5.573319583618286e-14,33241.259000482125,81.4788243887181,0.37880390125356317,8.0,8.0,True,91.94953724971191,1e-08,1.0,,
gp_12_26,19.75,0.9588486031323749,-0.028891521946480855,0.5,-118.85954806219841,4113.993111131577,-121.15512156967146,4193.448011893091,0.9810526086084362,17.499999999999996,22.0,11.999999999999998,26.0,18,22.0,16.0,173520.0,2762521.0,38639.0,10.338863324675335,10.339280684695527,3.7893403692645933e-10,38284.23655281863,84.35481293327553,0.3792606906864899,8.0,8.0,True,91.0928294206361,1e-08,1.0,,
gp_12_26,20.0,0.9721533740988,0.6001104993544107,0.27421629786724067,2628.156546557331,4379.473532388932,2683.5533315915336,4471.784910930871,0.9793569278530609,17.75,22.25,11.999999999999998,26.0,18,23.0,15.0,212159.0,2618813.0,43342.0,9.270131452766082,9.450197758483782,1.787459069646502e-13,43589.10426885058,88.44816291552692,0.3797060352728572,8.0,8.0,True,89.52106507148315,1e-08,1.0,,
gp_12_26,20.25,0.9854581450652249,1.3692103599318188,0.08546676427924732,6148.141009795039,4490.33569627113,6289.133784694253,4593.310707585544,0.9775815271663729,18.0,22.5,11.999999999999998,26.0,18,24.0,14.0,255501.0,2470729.0,49502.0,7.328644383602612,8.266012888474922,3.6766391042775126e-09,49131.88544705171,83.75104917980688,0.380140359817076,8.0,8.0,True,87.70172470846612,1e-08,2.0,,
gp_12_26,20.5,0.99876291603165,1.3040556069808757,0.09610731173960346,5991.01993484307,4594.205703476991,6140.054968092805,4708.49302136617,0.9757274105811421,18.25,22.75,11.999999999999998,26.0,18,25.0,13.0,305003.0,2317912.0,54719.0,7.174633571974406,8.024914085023536,6.350475700855895e-14,54913.882078668896,88.31916776290176,0.3805640683568753,8.0,8.0,True,86.86817092416123,1e-08,1.0,,
gp_12_26,20.75,1.012067686998075,1.391618557489416,0.08201896813846732,6426.581655770043,4618.144226876982,6599.51698498007,4742.41562573135,0.9737957596588336,18.5,23.0,11.999999999999998,26.0,18,26.0,12.0,359722.0,2160230.0,61080.0,6.164721168708569,7.13302227348303,1.2969598173206975e-08,60864.67817793929,83.07376469507265,0.3809775454169631,8.0,8.0,True,85.45113257209064,1e-08,1.0,,
gp_12_26,21.0,1.0253724579644998,0.8059014676034895,0.21014983248674352,3848.7043832178215,4775.703268948525,3960.4365468831265,4914.347240044314,0.9717879172301754,18.75,23.249999999999996,11.999999999999998,26.0,18,27.0,11.0,420802.0,1998897.0,66658.0,6.870385268171435,7.195123855914164,6.136294972147738e-08,66982.07007741925,84.24286258104263,0.3813811571729543,8.0,8.0,True,85.0500931714025,1e-08,1.0,,
gp_12_26,21.25,1.038677228930925,0.5270312641921177,0.2990859388433711,2650.897035496208,5029.9011700164065,2733.713882203178,5187.040639626354,0.969705371419402,19.0,23.499999999999996,11.999999999999998,26.0,18,28.0,10.0,487460.0,1833160.0,73015.0,6.364100615813006,6.502981592530976,1.2332669607761915e-13,73186.68556796019,82.33494952206577,0.38177525253296574,8.0,8.0,True,83.95569092341142,1e-08,1.0,,
gp_12_26,21.5,1.0519819998973499,-0.17962955569102967,0.5,-988.5935912374822,5503.502286874595,-1021.749632376669,5688.082027073809,0.9675497400845027,19.25,23.749999999999996,11.999999999999998,26.0,18,29.0,9.0,560475.0,1664375.0,79172.0,7.199622839097208,7.215756227736087,1.8361709930303505e-08,79464.7144219117,82.76396407677449,0.3821601641435986,8.0,8.0,True,84.32310107994294,1e-08,1.0,,
gp_12_26,21.75,1.065286770863775,-0.6606620797272047,0.5,-4318.571680743857,6536.738694513294,-4401.92715005353,6662.908401054324,0.9810638689673319,19.25,24.249999999999996,11.999999999999998,26.0,20,29.0,7.0,560475.0,1314636.0,79172.0,7.988517323877004,8.206754515671742,4.276579090856103e-13,79464.9774234646,86.60324642972274,0.3825362093264012,8.0,8.0,True,75.75980191410414,1e-08,1.0,,
gp_12_26,22.0,1.0785915418302,-0.9285203032179712,0.5,-6848.340818779338,7375.552986533929,-6991.371344764961,7529.59456405092,0.979541849669776,19.5,24.499999999999996,11.999999999999998,26.0,20,30.0,6.0,639647.0,1135197.0,85833.0,8.245553729610979,8.676628706354975,2.034372670323137e-12,85746.9213904594,91.9220493013517,0.38290369095035376,8.0,8.0,True,75.88867290849564,1e-08,1.0,,
gp_12_30,15.0,0.7060579547703,0.6305139672569168,0.26417918370240334,266.7981375064855,423.2543061291978,276.08301270113105,437.9840319238929,0.9663692629843302,13.499999999999998,16.499999999999996,11.999999999999998,30.0,12,6.0,54.0,331.0,7736679.0,305.0,2.125892204370407,2.3246661358234353,1.6667223157185163e-14,315.79278056940217,82.5759884869196,0.3679703505610088,8.0,8.0,True,195.11412525321634,1e-10,1.0,,
gp_12_30,15.25,0.7193627257367249,0.4318346102968112,0.3329308113838799,232.9414995144326,539.4908611564813,241.9048134591942,560.2498326963538,0.9629469384400092,13.749999999999998,16.749999999999996,11.999999999999998,30.0,12,7.0,53.0,636.0,7716564.0,548.0,2.232672204947819,2.3259127702729185,1.161348794909145e-12,545.8941007584692,80.0693530612887,0.3687404313197972,8.0,8.0,True,193.03651000537587,1e-09,1.0,,
gp_12_30,15.5,0.7326674967031499,-0.21690332917615973,0.5,-169.69597641476207,782.331535733115,-172.61591620305342,795.7930274377791,0.983084179880281,13.749999999999998,17.249999999999996,11.999999999999998,30.0,14,7.0,51.0,636.0,7664043.0,548.0,2.4929666216795803,2.516490148783431,4.18554080283684e-14,546.0976640212369,87.34744187935723,0.3694856001906592,8.0,8.0,True,185.38843166882506,1e-10,1.0,,
gp_12_30,15.75,0.7459722676695749,-0.5839884181092534,0.5,-534.3600584546839,914.9566495535188,-544.6982039811777,932.6581129092791,0.9810204156155964,13.999999999999998,17.499999999999996,11.999999999999998,30.0,14,8.0,50.0,1184.0,7630698.0,921.0,2.4122359264650446,2.5827571627079187,7.020236270083302e-08,900.4153677274722,87.13972471461153,0.37020704677358174,8.0,8.0,True,183.3473062820904,1e-09,1.0,,
gp_12_30,16.0,0.7592770386359999,-0.6700202901754164,0.5,-680.5401382302545,1015.6299995786292,-695.2633321707531,1037.6027189166405,0.9788235719342053,14.249999999999998,17.75,11.999999999999998,30.0,14,9.0,49.0,2105.0,7592059.0,1445.0,4.354300244409703,4.578763839033078,6.439293542825908e-14,1420.5811593867136,90.52217436692037,0.3709058861135694,8.0,8.0,True,183.40127277211693,1e-08,2.0,,
