method,mass_MeV,sigma_MeV,r,p0,Ahat_window,sigma_A_window,Ahat_total,sigma_A_total,signal_fraction_in_fit,fit_low_MeV,fit_high_MeV,support_low_MeV,support_high_MeV,nfit,nleft,nright,left_events,right_events,count_min_fit,nll_fit,nll_null,max_score,min_lambda,kernel_constant,kernel_ls_logmass,kernel_ls_sigma,kernel_upper_factor,kernel_at_boundary,log_marginal_likelihood,covariance_load_relative,warning_count,poisson_deviance,gof_nominal_dof
gp_12_30,16.25,0.772581809602425,-0.5442783773085863,0.5,-612.6364462288375,1125.5328802393742,-627.382804856792,1152.6248229432933,0.9764954370540638,14.499999999999998,18.0,11.999999999999998,30.0,14,10.0,48.0,3550.0,7548717.0,2180.0,4.662210370125257,4.810329846128091,1.6218796050626594e-07,2151.7745850643555,96.13359329207297,0.371583164451224,8.0,8.0,True,181.84925708275713,1e-08,1.0,,
gp_12_30,16.5,0.78588658056885,-0.08260323173311307,0.5,-102.29629188180702,1238.39534281441,-105.02286230780302,1271.4031093257342,0.9740383154097922,14.75,18.25,11.999999999999998,30.0,14,11.0,47.0,5730.0,7499215.0,3107.0,6.637210554029783,6.640622200976161,2.8199664825478976e-14,3140.6661391489506,107.55079482033683,0.3722398644491452,8.0,8.0,True,182.00666202307784,1e-09,1.0,,
gp_12_30,16.75,0.799191351535275,0.5943964218476616,0.2761235005634972,815.2559235362718,1371.6441383446588,839.2112331133219,1411.9482428779522,0.9714549702961193,15.0,18.5,11.999999999999998,30.0,14,12.0,46.0,8837.0,7444496.0,4456.0,6.321044485539659,6.49769803869231,1.300314023122695e-13,4423.870868504676,102.87489981056416,0.3728769099490601,8.0,8.0,True,180.44216711946606,1e-08,1.0,,
gp_12_30,17.0,0.8124961225016999,1.0733204344683607,0.14156368491035343,1648.7639518708424,1536.2674634792818,1701.9524025109472,1585.826823421952,0.9687485674912918,15.249999999999998,18.75,11.999999999999998,30.0,14,13.0,45.0,13293.0,7383416.0,5946.0,6.603129451238218,7.179137828761894,8.271994200725885e-13,6047.63381431828,115.79274843152706,0.37349517030811535,8.0,8.0,True,179.6990444931328,1e-08,1.0,,
gp_12_30,17.25,0.8258008934681249,1.6408933603533926,0.05040977676825399,2785.345063054492,1697.6589304927795,2883.610967835778,1757.551685982098,0.9659226206733994,15.499999999999998,19.0,11.999999999999998,30.0,14,14.0,44.0,19239.0,7316758.0,8044.0,5.772992771143192,7.119258281169117,8.242295734817162e-13,8038.406982531431,110.77378240787205,0.37409546435713575,8.0,8.0,True,178.46198245139638,1e-08,2.0,,
gp_12_30,17.5,0.8391056644345499,1.406785208532524,0.0797455449713127,2854.1437729717823,2028.9275204510577,2903.9445287912135,2064.3294245100465,0.9828506518200741,15.499999999999998,19.5,11.999999999999998,30.0,16,14.0,42.0,19239.0,7164571.0,8044.0,7.438191045261511,8.42771335673446,1.4756432878404446e-07,8036.234951859352,91.65816995610868,0.374678564018746,8.0,8.0,True,170.9055670933986,1e-08,1.0,,
gp_12_30,17.75,0.8524104354009749,0.8997982012189034,0.1841138259018627,1959.6836266432592,2177.971462263334,1997.560310706916,2220.067204583289,0.9810385279179618,15.75,19.749999999999996,11.999999999999998,30.0,16,15.0,41.0,27283.0,7078738.0,10473.0,8.240092088950252,8.64491049040864,3.5083047578154947e-14,10436.420156658825,86.42178573817587,0.375245197618976,8.0,8.0,True,169.8902670205768,1e-08,1.0,,
gp_12_30,18.0,0.8657152063674,0.04221317770423309,0.48316437881796004,96.7952896008248,2293.0141410883057,98.85902143083875,2341.902535235904,0.9791244966807837,16.0,19.999999999999996,11.999999999999998,30.0,16,16.0,40.0,37756.0,6986668.0,13308.0,9.11162851869344,9.112519494879384,8.060219158778636e-14,13255.341671563627,81.8609987816175,0.3757960529222222,8.0,8.0,True,169.20276049236338,1e-08,1.0,,
gp_12_30,18.25,0.879019977333825,-0.9342335628257983,0.5,-2230.7772620263722,2387.740282575818,-2283.036583136071,2443.6766991234495,0.9771097311818311,16.249999999999996,20.249999999999996,11.999999999999998,30.0,16,17.0,39.0,51064.0,6888323.0,16475.0,9.09704401197043,9.533440186925523,1.4904744105592727e-12,16471.433698806864,81.48507007696193,0.37633177991615563,8.0,8.0,True,168.56742503624548,1e-08,1.0,,
gp_12_30,18.5,0.8923247483002499,-1.6541179361942242,0.5,-4093.883008135643,2474.809324858555,-4198.872835484584,2538.2771384775806,0.9749957115962946,16.499999999999996,20.499999999999996,11.999999999999998,30.0,16,18.0,38.0,67539.0,6783404.0,20115.0,8.233426408152056,9.601479481571776,5.984102102729594e-14,20092.94463345632,84.93086476862112,0.376852993370289,8.0,8.0,True,167.66084519327808,1e-08,2.0,,
gp_12_30,18.75,0.9056295192666749,-2.129213193162945,0.5,-5475.839147736938,2571.542958484644,-5629.0379426959935,2643.487599624825,0.9727841957153904,16.749999999999996,20.749999999999996,11.999999999999998,30.0,16,19.0,37.0,87654.0,6672541.0,24011.0,7.748541350889916,10.015315761859489,1.0352829704629585e-13,24108.29254780453,84.59335160845237,0.37736027518937587,8.0,8.0,True,167.17225333948812,1e-08,1.0,,
gp_12_30,19.0,0.9189342902330999,-2.1615314533476004,0.5,-5833.088267494342,2698.3495183212244,-6010.5361865510995,2780.4357966280645,0.9704771897965099,16.999999999999996,20.999999999999996,11.999999999999998,30.0,16,20.0,36.0,111665.0,6556141.0,28510.0,7.293704365492951,9.629813477398447,8.898459957773497e-08,28497.067659040786,87.60973727805234,0.3778541765805839,8.0,8.0,True,165.97125469148665,1e-08,1.0,,
gp_12_30,19.25,0.9322390611995248,-1.751520544873861,0.5,-4958.993670647397,2831.0478937455837,-5122.520295355545,2924.403872236052,0.968076920094116,17.249999999999996,21.249999999999996,11.999999999999998,30.0,16,21.0,35.0,140175.0,6433651.0,33345.0,9.455496810619612,10.989408920177226,1.3361957351687437e-07,33235.559598158005,80.69331738232077,0.3783352200514102,8.0,8.0,True,166.55135028079673,1e-08,1.0,,
gp_12_30,19.5,0.94554383216595,-1.2356913708853308,0.5,-3975.5095184653746,3217.1565243552463,-4045.6293399219,3273.9005567962918,0.9826677593113662,17.249999999999996,21.75,11.999999999999998,30.0,18,21.0,33.0,140175.0,6173499.0,33345.0,10.418373416517252,11.181839998557486,6.7820037363830465e-09,33234.59268964663,85.95843094540284,0.37880390125356317,8.0,8.0,True,157.2215468146912,1e-08,1.0,,
gp_12_30,19.75,0.9588486031323749,-0.3226690120728291,0.5,-1100.6510169977678,3411.0628379052264,-1121.9082517490826,3476.9418153259003,0.9810526086084362,17.499999999999996,22.0,11.999999999999998,30.0,18,22.0,32.0,173520.0,6035286.0,38639.0,11.059141617524332,11.11119926320036,6.6674263332622274e-09,38288.721874904295,88.3723669668798,0.3792606906864899,8.0,8.0,True,156.41728791970124,1e-08,1.0,,
gp_12_30,20.0,0.9721533740988,0.652571988441278,0.2570161245211337,2329.689413280425,3570.0554658209826,2378.7950511439717,3645.305775951605,0.9793569278530609,17.75,22.25,11.999999999999998,30.0,18,23.0,31.0,212159.0,5891578.0,43342.0,10.622126691846354,10.835051791895456,1.4068454179394507e-07,43603.699773686625,87.84470366697431,0.3797060352728572,8.0,8.0,True,155.44896539645927,1e-08,1.0,,
gp_12_30,20.25,0.9854581450652249,1.7925513330673912,0.0365223470585646,6552.0276708012325,3655.2752608512446,6702.2826114493,3739.100176582162,0.9775815271663729,18.0,22.5,11.999999999999998,30.0,18,24.0,30.0,255501.0,5743494.0,49502.0,7.77088290346572,9.377503044306561,9.636735853746359e-14,49144.995059122346,79.36270723008542,0.380140359817076,8.0,8.0,True,153.29242221885494,1e-07,1.0,,
gp_12_30,20.5,0.99876291603165,2.1372939230901458,0.01628704641028264,8021.055025460382,3753.075111477334,8220.59003209006,3846.4381248057866,0.9757274105811421,18.25,22.75,11.999999999999998,30.0,18,25.0,29.0,305003.0,5590677.0,54719.0,6.435417542251948,8.719430199090981,9.737665895848124e-08,54918.22763314861,85.49110042335948,0.3805640683568753,8.0,8.0,True,152.06624664350724,1e-08,1.0,,
gp_12_30,20.75,1.012067686998075,2.5826443132887897,0.0049023173536327435,9736.788219827482,3770.32253556969,9998.799156035282,3871.779578184455,0.9737957596588336,18.5,23.0,11.999999999999998,30.0,18,26.0,28.0,359722.0,5432995.0,61080.0,5.712094126485426,9.047119950966888,6.891709425360659e-14,60858.8791869446,76.67547801038376,0.3809775454169631,8.0,8.0,True,151.75309151017888,1e-07,1.0,,
gp_12_30,21.0,1.0253724579644998,2.269841052203021,0.01160861438473982,8718.79970291051,3841.376117084517,8971.916143762255,3952.8955330432013,0.9717879172301754,18.75,23.249999999999996,11.999999999999998,30.0,18,27.0,27.0,420802.0,5271662.0,66658.0,6.0714561260002045,8.647545327133264,5.5011550870176507e-14,66964.08722412765,80.92646389086147,0.3813811571729543,8.0,8.0,True,150.87442332607932,1e-07,1.0,,
gp_12_30,21.25,1.038677228930925,2.0974471555364307,0.01797700523224812,8193.829365056072,3906.7966509497496,8449.813321197127,4028.849139229984,0.969705371419402,19.0,23.499999999999996,11.999999999999998,30.0,18,28.0,26.0,487460.0,5105925.0,73015.0,6.613758375338015,8.813400660471947,2.495781359357352e-13,73158.80392866123,78.39734681733103,0.38177525253296574,8.0,8.0,True,150.5267314031637,1e-07,1.0,,
gp_12_30,21.5,1.0519819998973499,1.4526859283899591,0.07315548786010832,5846.338144288177,4024.662446331526,6042.41611782933,4159.643974458641,0.9675497400845027,19.25,23.749999999999996,11.999999999999998,30.0,18,29.0,25.0,560475.0,4937140.0,79172.0,8.270286552667095,9.325434755938193,5.3512749786932545e-14,79433.0862701235,77.0778965766252,0.3821601641435986,8.0,8.0,True,150.5945544212109,1e-07,1.0,,
gp_12_30,21.75,1.065286770863775,0.8624856572676041,0.19421016118475454,3829.5434640099406,4440.178756638109,3903.4598920057256,4525.881440636319,0.9810638689673319,19.25,24.249999999999996,11.999999999999998,30.0,20,29.0,23.0,560475.0,4587401.0,79172.0,9.391889208782723,9.763829963278889,1.9451107391432743e-13,79465.39458079527,82.08264876797155,0.3825362093264012,8.0,8.0,True,141.21771286686703,1e-08,1.0,,
gp_12_30,22.0,1.0785915418302,0.27424583735662533,0.39194785238946594,1279.2745058180417,4664.716899281054,1305.9927008216257,4762.1415061067855,0.979541849669776,19.5,24.499999999999996,11.999999999999998,30.0,20,30.0,22.0,639647.0,4407962.0,85833.0,9.717749219025617,9.755354608679335,1.1685097334179773e-13,85756.56917884354,82.06373964882076,0.38290369095035376,8.0,8.0,True,140.79300135606547,1e-08,1.0,,
gp_12p5_28,15.0,0.7060579547703,1.0102826767557953,0.1561799391605942,427.7988552060825,423.62357873083397,442.68673641891206,438.36615562730606,0.9663692629843302,13.499999999999998,16.499999999999996,12.499999999999998,27.999999999999996,12,4.0,46.0,320.0,6077417.0,305.0,2.059723901855914,2.5700594453323413,1.7303408705870993e-11,316.51839775122573,68.97669758236806,0.3679703505610088,8.0,8.0,True,162.2801841535905,1e-09,2.0,,
gp_12p5_28,15.25,0.7193627257367249,0.7977428851966648,0.21250985581631127,433.18049384058367,543.1323350980624,449.84876793143303,564.0314262569299,0.9629469384400092,13.749999999999998,16.749999999999996,12.499999999999998,27.999999999999996,12,5.0,45.0,625.0,6057302.0,548.0,2.2746850036811077,2.5928818591220573,2.1593338228598213e-11,545.6120526493397,68.45886609593646,0.3687404313197972,8.0,8.0,True,160.22294342074136,1e-09,1.0,,
gp_12p5_28,15.5,0.7326674967031499,0.07516922326085024,0.4700400356670513,59.912112808940925,797.0390141542113,60.943013869104234,810.7535758039295,0.983084179880281,13.749999999999998,17.249999999999996,12.499999999999998,27.999999999999996,14,5.0,43.0,625.0,6004781.0,548.0,2.84676163505339,2.84958684111621,2.708944180085382e-14,545.6757070768261,73.91662004313919,0.3694856001906592,8.0,8.0,True,152.66899611529777,1e-09,3.0,,
gp_12p5_28,15.75,0.7459722676695749,-0.5053866159508706,0.5,-476.62042906077033,943.0284686004882,-485.8414987843939,961.2730312128438,0.9810204156155964,13.999999999999998,17.499999999999996,12.499999999999998,27.999999999999996,14,6.0,42.0,1173.0,5971436.0,921.0,2.6752202850808855,2.802928100872022,7.53256364227628e-08,898.9410483407855,74.46642274239615,0.37020704677358174,8.0,8.0,True,150.5256323253988,1e-10,1.0,,
gp_12p5_28,16.0,0.7592770386359999,-0.8020822948329033,0.5,-842.8661446303921,1050.7675662484685,-861.1011920818842,1073.5004717674485,0.9788235719342053,14.249999999999998,17.75,12.499999999999998,27.999999999999996,14,7.0,41.0,2094.0,5932797.0,1445.0,4.055495613718779,4.377163617560988,7.183142969324763e-14,1417.609365848886,75.76094496951795,0.3709058861135694,8.0,8.0,True,150.16546650346743,1e-09,1.0,,
gp_12p5_28,16.25,0.772581809602425,-0.8472742071569852,0.5,-989.975302943377,1168.3354462338884,-1013.8043306479545,1196.4576606303215,0.9764954370540638,14.499999999999998,18.0,12.499999999999998,27.999999999999996,14,8.0,40.0,3539.0,5889455.0,2180.0,4.420998483654777,4.779935274711526,3.061439990403869e-14,2147.5650077170076,80.41980347103296,0.371583164451224,8.0,8.0,True,148.7873852288833,1e-08,1.0,,
gp_12p5_28,16.5,0.78588658056885,-0.48867164478783637,0.5,-627.6555433466734,1284.3551659188308,-644.384859832346,1318.587929858266,0.9740383154097922,14.75,18.25,12.499999999999998,27.999999999999996,14,9.0,39.0,5719.0,5839953.0,3107.0,6.23770948839509,6.357109476604915,1.231514890065455e-13,3135.6846512621755,87.46325412150478,0.3722398644491452,8.0,8.0,True,148.71330940326604,1e-09,2.0,,
gp_12p5_28,16.75,0.799191351535275,0.15591566519749006,0.438049748639395,222.0303023741994,1424.0597577911046,228.5543943498689,1465.9040319254552,0.9714549702961193,15.0,18.5,12.499999999999998,27.999999999999996,14,10.0,38.0,8826.0,5785234.0,4456.0,6.169146594542809,6.181301441869797,8.15042477952943e-14,4424.041975345158,83.44597462005927,0.3728769099490601,8.0,8.0,True,147.10044931785922,1e-08,1.0,,
gp_12p5_28,17.0,0.8124961225016999,0.6665938932704237,0.25251578542712516,1060.5211409811602,1591.0356259159544,1094.7331191699475,1642.3617843752388,0.9687485674912918,15.249999999999998,18.75,12.499999999999998,27.999999999999996,14,11.0,37.0,13282.0,5724154.0,5946.0,6.689445897277635,6.911619606550346,1.7047474543119279e-13,6049.636007099401,92.86312645519646,0.37349517030811535,8.0,8.0,True,146.42916192710098,1e-08,1.0,,
gp_12p5_28,17.25,0.8258008934681249,1.3567477677152735,0.08743068449935965,2366.9713000496545,1744.7561239093059,2450.4771390481615,1806.3104503059858,0.9659226206733994,15.499999999999998,19.0,12.499999999999998,27.999999999999996,14,12.0,36.0,19228.0,5657496.0,8044.0,5.763780966092518,6.6841632186927065,4.016231791581504e-13,8042.7047167455685,90.78516247887984,0.37409546435713575,8.0,8.0,True,144.99600045487367,1e-08,2.0,,
gp_12p5_28,17.5,0.8391056644345499,1.3229802250357552,0.0929209770710856,2728.1573513601415,2062.2099404601236,2775.7598230291173,2098.1925754856625,0.9828506518200741,15.499999999999998,19.5,12.499999999999998,27.999999999999996,16,12.0,34.0,19228.0,5505309.0,8044.0,6.843539398363555,7.718677736281384,9.732825093089481e-08,8039.149170972334,79.91562351945367,0.374678564018746,8.0,8.0,True,137.13691588944533,1e-08,1.0,,
gp_12p5_28,17.75,0.8524104354009749,1.043231051291503,0.14842064774195396,2302.128597599666,2206.7948073068874,2346.6240438950213,2249.447646047422,0.9810385279179618,15.75,19.749999999999996,12.499999999999998,27.999999999999996,16,13.0,33.0,27272.0,5419476.0,10473.0,7.281556738666456,7.825722251855844,1.1834977442504169e-13,10439.39602802325,77.11529322505848,0.375245197618976,8.0,8.0,True,136.0252209786325,1e-08,1.0,,
gp_12p5_28,18.0,0.8657152063674,0.3997937067658295,0.3446542331620018,937.8255349131107,2345.800386097331,957.820520365208,2395.814213666961,0.9791244966807837,16.0,19.999999999999996,12.499999999999998,27.999999999999996,16,14.0,32.0,37745.0,5327406.0,13308.0,8.042525646096507,8.122443150081288,5.750955267558311e-14,13256.750411540124,74.01852616568702,0.3757960529222222,8.0,8.0,True,135.1923165002515,1e-08,1.0,,
gp_12p5_28,18.25,0.879019977333825,-0.4492508034287641,0.5,-1117.1576747713623,2486.6796288676633,-1143.3287778437543,2544.9338487909454,0.9771097311818311,16.249999999999996,20.249999999999996,12.499999999999998,27.999999999999996,16,15.0,31.0,51053.0,5229061.0,16475.0,8.340194632953924,8.44110777514462,2.23487894857044e-13,16482.909972873986,73.37936111823888,0.37633177991615563,8.0,8.0,True,134.46818452371377,1e-08,1.0,,
gp_12p5_28,18.5,0.8923247483002499,-1.1308674988985994,0.5,-2965.1714849071336,2621.9386088134524,-3041.2148993480787,2689.179631898821,0.9749957115962946,16.499999999999996,20.499999999999996,12.499999999999998,27.999999999999996,16,16.0,30.0,67528.0,5124142.0,20115.0,7.987714966899299,8.627145616931886,1.454392162258955e-13,20105.349698575777,75.6855031169583,0.376852993370289,8.0,8.0,True,133.68501293933792,1e-08,1.0,,
gp_12p5_28,18.75,0.9056295192666749,-1.6299265121079365,0.5,-4496.480347723173,2758.550669621876,-4622.279399200599,2835.7272679509597,0.9727841957153904,16.749999999999996,20.749999999999996,12.499999999999998,27.999999999999996,16,17.0,29.0,87643.0,5013279.0,24011.0,7.801115142333078,9.12944535976925,5.783938822334633e-08,24119.36329072369,75.80547363191319,0.37736027518937587,8.0,8.0,True,133.29079129825644,1e-08,1.0,,
gp_12p5_28,19.0,0.9189342902330999,-1.7209786590043978,0.5,-4990.2089899227385,2899.462607776859,-5142.01574482043,2987.6669315482,0.9704771897965099,16.999999999999996,20.999999999999996,12.499999999999998,27.999999999999996,16,18.0,28.0,111654.0,4896879.0,28510.0,7.41001219661605,8.890895968990337,9.308481097036747e-09,28504.62344378423,78.16859325202448,0.3778541765805839,8.0,8.0,True,132.22765955617348,1e-08,2.0,,
gp_12p5_28,19.25,0.9322390611995248,-1.409310032303197,0.5,-4249.486505573826,3015.1449620962317,-4389.616586624846,3114.571682798822,0.968076920094116,17.249999999999996,21.249999999999996,12.499999999999998,27.999999999999996,16,19.0,27.0,140164.0,4774389.0,33345.0,9.077064098494336,10.070141482069555,8.948397578478762e-14,33236.24873287435,75.8300486279646,0.3783352200514102,8.0,8.0,True,132.64041881710622,1e-08,2.0,,
gp_12p5_28,19.5,0.94554383216595,-1.0364358480827858,0.5,-3498.6269374382528,3375.574359012788,-3560.335529772565,3435.1125566369683,0.9826677593113662,17.249999999999996,21.75,12.499999999999998,27.999999999999996,18,19.0,25.0,140164.0,4514237.0,33345.0,9.931295916715085,10.468395550310627,3.6363312361231692e-09,33235.78170994772,79.15150818312942,0.37880390125356317,8.0,8.0,True,123.50850086571972,1e-08,1.0,,
gp_12p5_28,19.75,0.9588486031323749,-0.3206620723515715,0.5,-1128.2288222773466,3518.415966557898,-1150.018676243745,3586.368290227125,0.9810526086084362,17.499999999999996,22.0,12.499999999999998,27.999999999999996,18,20.0,24.0,173509.0,4376024.0,38639.0,10.410964151138167,10.462376233460569,6.9577270778165e-08,38282.9162732908,80.80932590538539,0.3792606906864899,8.0,8.0,True,122.7603192253182,1e-08,1.0,,
gp_12p5_28,20.0,0.9721533740988,0.40059951009566835,0.3443575032059054,1465.4205784974492,3658.0942963454318,1496.3089929939367,3735.2003057400934,0.9793569278530609,17.75,22.25,12.499999999999998,27.999999999999996,18,21.0,23.0,212148.0,4232316.0,43342.0,9.83441143456675,9.914651418311195,9.547918011776346e-14,43598.9774108145,81.57553161353127,0.3797060352728572,8.0,8.0,True,121.53327049816065,1e-08,1.0,,
gp_12p5_28,20.25,0.9854581450652249,1.27498044209703,0.10115808228396495,4837.054917401828,3793.9116506686,4947.981097210952,3880.9158573870236,0.9775815271663729,18.0,22.5,12.499999999999998,27.999999999999996,18,22.0,22.0,255490.0,4084232.0,49502.0,7.535859831484954,8.348647395349923,1.1777130048962192e-08,49144.31551533512,77.52809856429248,0.380140359817076,8.0,8.0,True,119.33460359002902,1e-08,1.0,,
gp_12p5_28,20.5,0.99876291603165,1.4804592408251152,0.06937536521660638,5906.462376221728,3989.7141682020815,6053.393921468134,4088.9639103464488,0.9757274105811421,18.25,22.75,12.499999999999998,27.999999999999996,18,23.0,21.0,304992.0,3931415.0,54719.0,6.803496586941703,7.899376368813941,1.5535168551572553e-07,54922.04449046196,81.05237644164608,0.3805640683568753,8.0,8.0,True,118.31221829858075,1e-08,1.0,,
gp_12p5_28,20.75,1.012067686998075,1.8417387749792005,0.03275668475567939,7680.147854864008,4170.182891285024,7886.815873540798,4282.399928241663,0.9737957596588336,18.5,23.0,12.499999999999998,27.999999999999996,18,24.0,20.0,359711.0,3773733.0,61080.0,5.921149471168405,7.617150328799348,9.836575998178887e-14,60867.129609598334,75.03724047227885,0.3809775454169631,8.0,8.0,True,117.4788622492546,1e-08,1.0,,
gp_12p5_28,21.0,1.0253724579644998,1.5082482530508312,0.06574550086457158,6620.895443003548,4389.903326864565,6813.107392685701,4517.347097067048,0.9717879172301754,18.75,23.249999999999996,12.499999999999998,27.999999999999996,18,25.0,19.0,420791.0,3612400.0,66658.0,6.2743153239878025,7.411721720403245,8.932047090848272e-08,66975.01095025211,77.62671132834491,0.3813811571729543,8.0,8.0,True,116.78233745036351,1e-08,1.0,,
gp_12p5_28,21.25,1.038677228930925,1.3762992276225832,0.08436450597464878,6273.596603235117,4558.420003339987,6469.5904427673395,4700.829899155471,0.969705371419402,19.0,23.499999999999996,12.499999999999998,27.999999999999996,18,26.0,18.0,487449.0,3446663.0,73015.0,6.4560374487240075,7.403137230701267,1.7630341631047486e-13,73172.26705771967,75.84800404025232,0.38177525253296574,8.0,8.0,True,116.28721372032535,1e-08,1.0,,
gp_12p5_28,21.5,1.0519819998973499,0.769230976278901,0.22087810226670884,3616.2630234820167,4701.208017961246,3737.547408328779,4858.879934741813,0.9675497400845027,19.25,23.749999999999996,12.499999999999998,27.999999999999996,18,27.0,17.0,560464.0,3277878.0,79172.0,7.486804900642047,7.782663048075543,1.7075230118734908e-13,79451.89553930282,75.38332677875728,0.3821601641435986,8.0,8.0,True,116.22354734577618,1e-07,1.0,,
gp_12p5_28,21.75,1.065286770863775,0.3192531366622305,0.3747672830849419,1633.585793996219,5116.912555304244,1665.1166612788747,5215.67730415993,0.9810638689673319,19.25,24.249999999999996,12.499999999999998,27.999999999999996,20,27.0,15.0,560464.0,2928139.0,79172.0,8.658222294142675,8.709183576777011,2.6489921367556235e-13,79475.48844821208,80.42854067908826,0.3825362093264012,8.0,8.0,True,107.34247034477978,1e-08,1.0,,
gp_12p5_28,22.0,1.0785915418302,-0.023807034271604726,0.5,-123.98451448609275,5207.8929204541855,-126.57398408030296,5316.661990715225,0.979541849669776,19.5,24.499999999999996,12.499999999999998,27.999999999999996,20,28.0,14.0,639636.0,2748700.0,85833.0,8.730066743449363,8.730350130889768,3.113065361048939e-13,85766.18102890569,81.26217616701608,0.38290369095035376,8.0,8.0,True,106.93988074453448,1e-08,1.0,,
expcheb5,15.0,0.7060579547703,0.5695855909976223,0.2844794018101691,,,535.9792685908167,928.8973718438828,,,,12.0,20.0,32,,,,,,8.241243813333961,8.403457686070016,2.5978094342349323e-08,3.0165397246521755,,,,,,,,,16.482487626667922,25.0
expcheb5,15.25,0.7193627257367249,0.608703438384191,0.271360513771021,,,677.1106093385256,1102.147191203839,,,,12.0,20.5,34,,,,,,8.67385494595479,8.859114883905159,1.4700808348422356e-08,3.2045186764796014,,,,,,,,,17.34770989190958,27.0
expcheb5,15.5,0.7326674967031499,0.18594970644067552,0.4262421008973285,,,240.47697006760512,1290.9018719944906,,,,12.0,20.75,35,,,,,,9.444579093284542,9.461867739947229,9.829611169465124e-08,3.3684556502891216,,,,,,,,,18.889158186569084,28.0
expcheb5,15.75,0.7459722676695749,-0.4937021423372558,0.5,,,-666.9768016008231,1355.6105644344777,,,,12.0,21.0,36,,,,,,10.179678254700248,10.301549157374446,1.2756632306043514e-08,3.324950583418289,,,,,,,,,20.359356509400495,29.0
expcheb5,16.0,0.7592770386359999,-1.1078607239123357,0.5,,,-1527.0892738246328,1386.6609305096654,,,,12.0,21.5,38,,,,,,10.1082358015066,10.721913493300383,1.0824257268282622e-08,3.177673549953827,,,,,,,,,20.2164716030132,31.0
expcheb5,16.25,0.772581809602425,-1.2860844621546688,0.5,,,-1823.0089647848142,1425.1875136932201,,,,12.0,21.75,39,,,,,,10.491927018111035,11.318933640008867,9.56717483013847e-09,3.0725518336846713,,,,,,,,,20.98385403622207,32.0
expcheb5,16.5,0.78588658056885,-0.5957052615709594,0.5,,,-872.0263805529031,1466.7194007902701,,,,12.0,22.25,41,,,,,,13.264635380640032,13.442067759971694,2.143168646717708e-08,3.0097602068977927,,,,,,,,,26.529270761280063,34.0
expcheb5,16.75,0.799191351535275,-0.04473202112480825,0.5,,,-69.2970943628052,1549.3439034730845,,,,12.0,22.5,42,,,,,,13.4851561294794,13.486156606336355,7.301850679652944e-09,3.178189292460293,,,,,,,,,26.9703122589588,35.0
expcheb5,17.0,0.8124961225016999,0.5309249737758065,0.29773538547578654,,,887.1284021841155,1668.9315371493112,,,,12.0,22.75,43,,,,,,13.346800690720782,13.487741354610202,6.705504596027367e-09,3.192225199305092,,,,,,,,,26.693601381441564,36.0
expcheb5,17.25,0.8258008934681249,0.6622493251512132,0.25390572371189624,,,1160.9451770882426,1750.9225474071916,,,,12.0,23.25,45,,,,,,14.399401770009046,14.618688854340665,5.636482502957563e-09,3.2920802625389873,,,,,,,,,28.798803540018092,38.0
expcheb5,17.5,0.8391056644345499,0.7224480023018934,0.2350095416980419,,,1387.1954626134211,1917.812285214309,,,,12.0,23.5,46,,,,,,14.510176298420886,14.771141856435884,6.517382550308426e-09,3.338132341407686,,,,,,,,,29.02035259684177,39.0
expcheb5,17.75,0.8524104354009749,-0.019048453691650386,0.5,,,-40.462857072175204,2124.2726568186263,,,,12.0,23.75,47,,,,,,17.050876301415528,17.05105772320955,4.889575744293495e-09,3.5118749338979622,,,,,,,,,34.101752602831056,40.0
expcheb5,18.0,0.8657152063674,-0.6938610990436951,0.5,,,-1537.5361829120254,2218.0621762217047,,,,12.0,24.25,49,,,,,,17.49738349271135,17.738105105094412,4.2761171270555565e-09,3.610994495080159,,,,,,,,,34.9947669854227,42.0
expcheb5,18.25,0.879019977333825,-1.7290428281552466,0.5,,,-4226.763654190358,2450.49210031699,,,,12.0,24.5,50,,,,,,18.420326722145937,19.915121272943484,1.3346445415507446e-07,3.7716091561400975,,,,,,,,,36.840653444291874,43.0
expcheb5,18.5,0.8923247483002499,-2.717386168572387,0.5,,,-7296.950694255417,2695.4605302164023,,,,12.25,24.75,50,,,,,,18.171437358160563,21.863531152734822,3.1534120870091442e-09,9.74217872366536,,,,,,,,,36.34287471632113,43.0
expcheb5,18.75,0.9056295192666749,-3.2176603266380557,0.5,,,-8871.80133932323,2767.904287014938,,,,12.25,25.25,52,,,,,,19.7829793451358,24.95964833394606,2.976843771484994e-09,10.140545813672658,,,,,,,,,39.5659586902716,45.0
expcheb5,19.0,0.9189342902330999,-3.052267835735064,0.5,,,-9075.326888148968,2983.850816495038,,,,12.5,25.5,52,,,,,,22.281928172843713,26.94009764337512,2.7005383484990375e-09,23.481097166286787,,,,,,,,,44.56385634568743,45.0
expcheb5,19.25,0.9322390611995248,-2.7557706560863364,0.5,,,-8327.461902598869,3030.160435383276,,,,12.5,26.0,54,,,,,,28.19757140635437,31.99470736082763,2.7495763443852184e-09,24.554655032271583,,,,,,,,,56.39514281270874,47.0
expcheb5,19.5,0.94554383216595,-1.9152924827502475,0.5,,,-6123.584947311235,3202.948333561176,,,,12.75,26.25,54,,,,,,38.780791319510215,40.61496396675002,9.79495498876215e-08,53.19788666327318,,,,,,,,,77.56158263902043,47.0
