mass_MeV,truth
12.124999999999998,3.601114272824671
12.374999999999998,8.881971210449297
12.625,20.551500202231736
12.875,44.62608767621772
13.125,91.09180956532867
13.375,175.250788891028
13.624999999999998,318.8219387091906
13.874999999999998,550.4600365443396
14.124999999999998,905.4318493586903
14.374999999999998,1424.3587517334254
14.625,2151.1448257441907
14.875,3130.3851517821836
15.125,4404.636918267869
15.374999999999998,6011.921036736746
15.625,7983.726598261782
15.875,10343.657551489192
16.125,13106.733211359786
16.374999999999996,16279.260324833322
16.624999999999996,19859.1449396887
16.874999999999996,23836.502930854396
17.124999999999996,28194.446289490676
17.374999999999996,32909.95409859664
17.625,37954.77070623593
17.875,43296.3015656654
18.125,48898.49612075982
18.375,54722.71672883833
18.625,60728.59465070102
18.875,66874.87130802624
19.125,73120.21737379675
19.375,79424.01690345367
19.625,85747.09914868706
19.874999999999996,92052.39867251704
20.124999999999996,98305.5247176519
20.374999999999996,104475.22343436627
20.624999999999996,110533.72099321638
20.874999999999996,116456.94134377055
21.124999999999996,122224.59825746212
21.375,127820.1673130192
21.625,133230.74844903333
21.875,138446.83377003146
22.125,143461.99813291305
22.375,148272.53121436117
22.625,152877.0304619881
22.875,157275.97291787507
23.125,161471.282953126
23.374999999999996,165465.9102401894
23.624999999999996,169263.43035791526
23.874999999999996,172867.67735599208
24.124999999999996,176282.4157552827
24.374999999999996,179511.05640305288
24.624999999999996,182556.41946338242
24.874999999999996,185420.54530684123
25.124999999999996,188104.55335142952
25.375,190608.5472516312
25.625,192931.56466942458
25.875,195071.5686998616
26.125,197025.47801585108
26.375,198789.23251975316
26.625,200357.8908906528
26.874999999999996,201725.75683816188
27.124999999999996,202886.5303116057
27.374999999999996,203833.48011950785
27.624999999999996,204559.63452248042
27.874999999999996,205057.98588343308
