method,mass_MeV,sigma_MeV,r,p0,Ahat_window,sigma_A_window,Ahat_total,sigma_A_total,signal_fraction_in_fit,fit_low_MeV,fit_high_MeV,support_low_MeV,support_high_MeV,nfit,nleft,nright,left_events,right_events,count_min_fit,nll_fit,nll_null,max_score,min_lambda,kernel_constant,kernel_ls_logmass,kernel_ls_sigma,kernel_upper_factor,kernel_at_boundary,log_marginal_likelihood,covariance_load_relative,warning_count
gp_ceiling16,20.5,0.99876291603165,1.6875939769933084,0.04574459810651277,6313.468881862176,3741.2434938426077,6470.52528544,3834.312179068873,0.9757274105811421,18.25,22.75,11.999999999999998,27.999999999999996,18,25,21,305003.0,3931415.0,54719.0,7.189311942397319,8.613298657989365,3.908830970011934e-08,54940.019221310184,174.09529528193005,0.44518814188026373,9.358490281069562,16.0,False,117.98783692558405,1e-07,0
gp_ceiling16,20.75,1.012067686998075,2.904994482559512,0.0018362978709059435,10441.94144182242,3594.784988037322,10722.927614185466,3691.5184240448366,0.9737957596588336,18.5,23.0,11.999999999999998,27.999999999999996,18,26,20,359722.0,3773733.0,61080.0,6.700807998914055,10.920304470764659,2.3436808049837055e-13,60891.72030057283,315.92990471161505,0.5227983384803445,10.978039934782293,16.0,False,117.65922114681635,1e-07,1
gp_ceiling16,21.0,1.0253724579644998,3.2380190464931937,0.0006018138685279385,11391.570828929252,3518.459742664839,11722.280784677703,3620.604537555147,0.9717879172301754,18.75,23.249999999999996,11.999999999999998,27.999999999999996,18,27,19,420802.0,3612400.0,66658.0,6.601088222616474,11.84347189534282,4.218847493575595e-14,66981.93070729413,455.63249046415666,0.5637746791735918,11.825957702843155,16.0,False,116.95042348337773,1e-07,1
gp_ceiling16,21.25,1.038677228930925,3.620175255292899,0.0001472017702540596,12356.907163776019,3413.843833204581,12742.95010420397,3520.4959504427434,0.969705371419402,19.0,23.499999999999996,11.999999999999998,27.999999999999996,18,28,18,487460.0,3446663.0,73015.0,7.460207041396578,14.013041480914081,8.936185125207885e-13,73156.13457651387,581.2504548510586,0.6033677129814977,12.64341172411426,16.0,False,117.4142118290317,1e-06,1
gp_ceiling16,21.5,1.0519819998973499,3.146437804815695,0.0008263620397083741,11045.112080156405,3510.7956452069393,11415.549632819662,3628.5428022546084,0.9675497400845027,19.25,23.749999999999996,11.999999999999998,27.999999999999996,18,29,17,560475.0,3277878.0,79172.0,8.969084503054685,13.91911993284139,1.858513343222512e-13,79404.71541856069,595.0971791393042,0.603037966680413,12.623774495843444,16.0,False,116.98605927050568,1e-06,0
gp_ceiling16,21.75,1.065286770863775,2.949429835618898,0.0015918042651846696,11009.862637680215,3733.1879065525054,11222.370923994173,3805.244515305675,0.9810638689673319,19.25,24.249999999999996,11.999999999999998,27.999999999999996,20,29,15,560475.0,2928139.0,79172.0,12.147406289159388,16.49697446677885,2.240430063693566e-12,79424.87114598244,798.584174969758,0.6452420979719827,13.493982158879527,16.0,False,108.69949763408539,1e-06,0
gp_ceiling16,22.0,1.0785915418302,2.389709874303454,0.008430843422684013,9374.204216682214,3922.97640843692,9569.98847965756,4004.909447982684,0.979541849669776,19.5,24.499999999999996,11.999999999999998,27.999999999999996,20,30,14,639647.0,2748700.0,85833.0,13.634138206107675,16.48949484777939,1.2705392293810291e-12,85689.61249848077,926.2998997907081,0.6608029061160661,13.806143356330173,16.0,False,108.13398026269127,1e-06,2
gp_ceiling32,15.0,0.7060579547703,0.7177785928174409,0.23644690739873658,292.3471945831087,407.4246497797933,302.5212056934484,421.60348573338234,0.9663692629843302,13.499999999999998,16.499999999999996,11.999999999999998,27.999999999999996,12,6,46,331.0,6077417.0,305.0,2.1044066269712767,2.3620096811247695,1.5001888620247428e-13,315.86200466093027,98.51919606644066,0.3950045993250457,8.587748414464816,32.0,False,161.4946740898588,1e-09,0
gp_ceiling32,15.25,0.7193627257367249,0.5163793417507566,0.30279474561921427,267.9489388705947,518.9838945827756,278.259297760141,538.953782254647,0.9629469384400092,13.749999999999998,16.749999999999996,11.999999999999998,27.999999999999996,12,7,45,636.0,6057302.0,548.0,2.2365453965815423,2.3698692088750146,9.505174425328278e-13,545.6083465742215,94.06340808147726,0.3928790733195552,8.523699381993145,32.0,False,159.39915806493684,1e-09,0
gp_ceiling32,15.5,0.7326674967031499,-0.11891910056971326,0.5,-90.13157755580866,757.9084052707924,-91.68246158409832,770.9496508865494,0.983084179880281,13.749999999999998,17.249999999999996,11.999999999999998,27.999999999999996,14,7,43,636.0,6004781.0,548.0,2.7120159687222967,2.7190868449624515,2.3203661214665772e-14,545.6050321108253,92.22912799337828,0.3861286912490692,8.36035160341452,32.0,False,151.82225222186196,1e-09,0
