scenario,background_toy_index,mass_MeV,mass_GeV,lower_factor,upper_factor,strict_lml_tolerance,gate_lml_per_train_tolerance,comparable,reason,n_train,lower_lml,upper_lml,delta_lml_upper_minus_lower,delta_lml_per_train,strict_nested_order_violation,material_nested_order_violation,same_input_geometry
2021_10pct,13,50,0.05,15,20,0.0001,0.001,True,,402,1663.0179957495395,1663.01799237199,-3.377549546712544e-06,-8.401864544061054e-09,False,False,True
2021_10pct,13,50,0.05,20,25,0.0001,0.001,True,,402,1663.01799237199,1663.0179940309274,1.6589374354225583e-06,4.126710038364573e-09,False,False,True
2021_10pct,13,70,0.07,15,20,0.0001,0.001,True,,400,1629.49754254926,1629.4975411844437,-1.364816398563562e-06,-3.412040996408905e-09,False,False,True
2021_10pct,13,70,0.07,20,25,0.0001,0.001,True,,400,1629.4975411844437,1629.4975423629223,1.1784786693169735e-06,2.946196673292434e-09,False,False,True
2021_10pct,13,90,0.09,15,20,0.0001,0.001,True,,398,1624.7650356083554,1624.8118456436468,0.04681003529140071,0.00011761315399849424,False,False,True
2021_10pct,13,90,0.09,20,25,0.0001,0.001,True,,398,1624.8118456436468,1624.8118458457611,2.0211427909089252e-07,5.078248218364134e-10,False,False,True
2021_10pct,13,110,0.11,15,20,0.0001,0.001,True,,396,1611.967849658431,1612.3494614363335,0.3816117779024353,0.0009636661058142305,False,False,True
2021_10pct,13,110,0.11,20,25,0.0001,0.001,True,,396,1612.3494614363335,1612.3494609108834,-5.254501047602389e-07,-1.3268942039399972e-09,False,False,True
2021_10pct,13,130,0.13,15,20,0.0001,0.001,True,,394,1606.0246751693535,1608.1632655603335,2.138590390979971,0.00542789439335018,False,False,True
2021_10pct,13,130,0.13,20,25,0.0001,0.001,True,,394,1608.1632655603335,1608.1632637457174,-1.8146160982723814e-06,-4.605624614904521e-09,False,False,True
2021_10pct,13,150,0.15,15,20,0.0001,0.001,True,,390,1590.034136971962,1592.4066704924828,2.3725335205208467,0.006083419283386786,False,False,True
2021_10pct,13,150,0.15,20,25,0.0001,0.001,True,,390,1592.4066704924828,1592.406673546441,3.0539581530319992e-06,7.83066193085128e-09,False,False,True
2021_10pct,13,170,0.17,15,20,0.0001,0.001,True,,386,1575.3845033954167,1577.024185170696,1.639681775279314,0.0042478802468376015,False,False,True
2021_10pct,13,170,0.17,20,25,0.0001,0.001,True,,386,1577.024185170696,1577.0241854308365,2.6014049581135623e-07,6.739391083195758e-10,False,False,True
2021_10pct,13,190,0.19,15,20,0.0001,0.001,True,,382,1571.5966399865615,1572.821356994607,1.2247170080454453,0.0032060654660875532,False,False,True
2021_10pct,13,190,0.19,20,25,0.0001,0.001,True,,382,1572.821356994607,1572.8213573112057,3.165987436659634e-07,8.287925226857681e-10,False,False,True
2021_10pct,13,210,0.21,15,20,0.0001,0.001,True,,378,1575.8616212885674,1576.4017757638278,0.5401544752603513,0.0014289800932813527,False,False,True
2021_10pct,13,210,0.21,20,25,0.0001,0.001,True,,378,1576.4017757638278,1576.4017763034178,5.395900188887026e-07,1.4274868224568851e-09,False,False,True
2021_10pct,13,230,0.23,15,20,0.0001,0.001,True,,372,1561.0330607908145,1561.1422289500451,0.1091681592306486,0.0002934627936307758,False,False,True
2021_10pct,13,230,0.23,20,25,0.0001,0.001,True,,372,1561.1422289500451,1561.1422303722698,1.422224613634171e-06,3.823184445253148e-09,False,False,True
2021_10pct,13,250,0.25,15,20,0.0001,0.001,True,,366,1553.933921680711,1553.9339212611565,-4.1955445340136066e-07,-1.1463236431731166e-09,False,False,True
2021_10pct,13,250,0.25,20,25,0.0001,0.001,True,,366,1553.9339212611565,1553.9339215206826,2.595261321403086e-07,7.090877927330837e-10,False,False,True
