scenario,background_toy_index,mass_MeV,mass_GeV,lower_factor,upper_factor,strict_lml_tolerance,gate_lml_per_train_tolerance,comparable,reason,n_train,lower_lml,upper_lml,delta_lml_upper_minus_lower,delta_lml_per_train,strict_nested_order_violation,material_nested_order_violation,same_input_geometry
2021_10pct,18,50,0.05,15,20,0.0001,0.001,True,,402,1671.1010671124884,1671.101067781134,6.686454980808776e-07,1.6632972589076557e-09,False,False,True
2021_10pct,18,50,0.05,20,25,0.0001,0.001,True,,402,1671.101067781134,1671.1010669118007,-8.693332347320393e-07,-2.162520484408058e-09,False,False,True
2021_10pct,18,70,0.07,15,20,0.0001,0.001,True,,400,1644.5842255093105,1644.5842268091762,1.29986574393115e-06,3.249664359827875e-09,False,False,True
2021_10pct,18,70,0.07,20,25,0.0001,0.001,True,,400,1644.5842268091762,1644.5842270093456,2.0016932467115112e-07,5.004233116778778e-10,False,False,True
2021_10pct,18,90,0.09,15,20,0.0001,0.001,True,,398,1632.494252035946,1632.8987300345252,0.40447799857929567,0.0010162763783399388,False,False,True
2021_10pct,18,90,0.09,20,25,0.0001,0.001,True,,398,1632.8987300345252,1632.8987298131024,-2.214228516095318e-07,-5.563388231395271e-10,False,False,True
2021_10pct,18,110,0.11,15,20,0.0001,0.001,True,,396,1619.4855108977958,1621.375519736985,1.8900088391892496,0.004772749593912246,False,False,True
2021_10pct,18,110,0.11,20,25,0.0001,0.001,True,,396,1621.375519736985,1621.375519214283,-5.22702066518832e-07,-1.319954713431394e-09,False,False,True
2021_10pct,18,130,0.13,15,20,0.0001,0.001,True,,394,1623.9574594795254,1626.6192152451122,2.661755765586804,0.006755725293367523,False,False,True
2021_10pct,18,130,0.13,20,25,0.0001,0.001,True,,394,1626.6192152451122,1626.6192134217704,-1.8233417904411908e-06,-4.627771041728911e-09,False,False,True
2021_10pct,18,150,0.15,15,20,0.0001,0.001,True,,390,1601.5335164403211,1604.8799606298728,3.3464441895516757,0.008580626127055579,False,False,True
2021_10pct,18,150,0.15,20,25,0.0001,0.001,True,,390,1604.8799606298728,1604.8799607802691,1.5039631762192585e-07,3.856315836459637e-10,False,False,True
2021_10pct,18,170,0.17,15,20,0.0001,0.001,True,,386,1587.0144335077562,1589.7883488136554,2.7739153058992088,0.007186309082640437,False,False,True
2021_10pct,18,170,0.17,20,25,0.0001,0.001,True,,386,1589.7883488136554,1589.7883426088397,-6.20481569058029e-06,-1.6074652048135465e-08,False,False,True
2021_10pct,18,190,0.19,15,20,0.0001,0.001,True,,382,1582.2666375301455,1584.7479766893725,2.481339159226991,0.0064956522492853165,False,False,True
2021_10pct,18,190,0.19,20,25,0.0001,0.001,True,,382,1584.7479766893725,1584.7479811357289,4.446356342668878e-06,1.1639676289709105e-08,False,False,True
2021_10pct,18,210,0.21,15,20,0.0001,0.001,True,,378,1575.0454282355206,1576.8440944697488,1.7986662342282216,0.004758376281027041,False,False,True
2021_10pct,18,210,0.21,20,25,0.0001,0.001,True,,378,1576.8440944697488,1576.844092309868,-2.159880750696175e-06,-5.71397023993697e-09,False,False,True
2021_10pct,18,230,0.23,15,20,0.0001,0.001,True,,372,1564.4662325365407,1565.1098052026446,0.6435726661038643,0.001730034048666302,False,False,True
2021_10pct,18,230,0.23,20,25,0.0001,0.001,True,,372,1565.1098052026446,1565.1098040149036,-1.187740963359829e-06,-3.1928520520425513e-09,False,False,True
2021_10pct,18,250,0.25,15,20,0.0001,0.001,True,,366,1557.067428567873,1557.1970646129296,0.12963604505648618,0.0003541968444166289,False,False,True
2021_10pct,18,250,0.25,20,25,0.0001,0.001,True,,366,1557.1970646129296,1557.197062538475,-2.074454641842749e-06,-5.66790885749385e-09,False,False,True
