dataset,mass_GeV,const_opt,ls_opt,lml,interpolated,gp_support_low_MeV,gp_support_high_MeV,source_state,source_ledger_path,source_ledger_sha256,combination_authorization_sha256,dataset_support_decision_sha256
2015,0.04,51.98878937203811,0.3559858929862724,1035.267356791639,False,14,135,v4p9p7_archived_reproduced_max_lml,/Users/emryspeets/Desktop/gp_mods/hps-gpr-emrys-validation_workflow/study_results/v4p9p7_2016_support_combined_100toy_20260902/inputs/archived_2015_source_ledger.csv,a962c01aa030429c04e2cc102253b6b8750eacc3c9e294a7a99f851a9870aea9,832c1c02df8ecee4b6daa19676fe14ed4117874107f0fb5397b61df1ec7f7471,5a52abb41896b161bd6dd8f66859737b6d98ea7d40d2eb8d8c677c3161ed6055
2015,0.041,51.73137039478016,0.3551100109498989,1033.220876803131,False,14,135,v4p9p7_archived_reproduced_max_lml,/Users/emryspeets/Desktop/gp_mods/hps-gpr-emrys-validation_workflow/study_results/v4p9p7_2016_support_combined_100toy_20260902/inputs/archived_2015_source_ledger.csv,a962c01aa030429c04e2cc102253b6b8750eacc3c9e294a7a99f851a9870aea9,832c1c02df8ecee4b6daa19676fe14ed4117874107f0fb5397b61df1ec7f7471,5a52abb41896b161bd6dd8f66859737b6d98ea7d40d2eb8d8c677c3161ed6055
2015,0.042,51.83956134757058,0.3545606136926112,1032.9628569228144,False,14,135,v4p9p7_archived_reproduced_max_lml,/Users/emryspeets/Desktop/gp_mods/hps-gpr-emrys-validation_workflow/study_results/v4p9p7_2016_support_combined_100toy_20260902/inputs/archived_2015_source_ledger.csv,a962c01aa030429c04e2cc102253b6b8750eacc3c9e294a7a99f851a9870aea9,832c1c02df8ecee4b6daa19676fe14ed4117874107f0fb5397b61df1ec7f7471,5a52abb41896b161bd6dd8f66859737b6d98ea7d40d2eb8d8c677c3161ed6055
2015,0.0429999999999999,51.06423045010886,0.3525909505327853,1026.0266139907733,False,14,135,v4p9p7_archived_reproduced_max_lml,/Users/emryspeets/Desktop/gp_mods/hps-gpr-emrys-validation_workflow/study_results/v4p9p7_2016_support_combined_100toy_20260902/inputs/archived_2015_source_ledger.csv,a962c01aa030429c04e2cc102253b6b8750eacc3c9e294a7a99f851a9870aea9,832c1c02df8ecee4b6daa19676fe14ed4117874107f0fb5397b61df1ec7f7471,5a52abb41896b161bd6dd8f66859737b6d98ea7d40d2eb8d8c677c3161ed6055
2015,0.0439999999999999,50.56006394942842,0.3511371049241979,1028.6704665939128,False,14,135,v4p9p7_archived_reproduced_max_lml,/Users/emryspeets/Desktop/gp_mods/hps-gpr-emrys-validation_workflow/study_results/v4p9p7_2016_support_combined_100toy_20260902/inputs/archived_2015_source_ledger.csv,a962c01aa030429c04e2cc102253b6b8750eacc3c9e294a7a99f851a9870aea9,832c1c02df8ecee4b6daa19676fe14ed4117874107f0fb5397b61df1ec7f7471,5a52abb41896b161bd6dd8f66859737b6d98ea7d40d2eb8d8c677c3161ed6055
2015,0.0449999999999999,48.788595573040915,0.3456922396165466,1019.1194705169736,False,14,135,v4p9p7_archived_reproduced_max_lml,/Users/emryspeets/Desktop/gp_mods/hps-gpr-emrys-validation_workflow/study_results/v4p9p7_2016_support_combined_100toy_20260902/inputs/archived_2015_source_ledger.csv,a962c01aa030429c04e2cc102253b6b8750eacc3c9e294a7a99f851a9870aea9,832c1c02df8ecee4b6daa19676fe14ed4117874107f0fb5397b61df1ec7f7471,5a52abb41896b161bd6dd8f66859737b6d98ea7d40d2eb8d8c677c3161ed6055
2015,0.0459999999999999,50.176333224714355,0.3496920685281675,1021.9072394846436,False,14,135,v4p9p7_archived_reproduced_max_lml,/Users/emryspeets/Desktop/gp_mods/hps-gpr-emrys-validation_workflow/study_results/v4p9p7_2016_support_combined_100toy_20260902/inputs/archived_2015_source_ledger.csv,a962c01aa030429c04e2cc102253b6b8750eacc3c9e294a7a99f851a9870aea9,832c1c02df8ecee4b6daa19676fe14ed4117874107f0fb5397b61df1ec7f7471,5a52abb41896b161bd6dd8f66859737b6d98ea7d40d2eb8d8c677c3161ed6055
2015,0.047,49.69059273829981,0.3489345559654106,1015.5723570214212,False,14,135,v4p9p7_archived_reproduced_max_lml,/Users/emryspeets/Desktop/gp_mods/hps-gpr-emrys-validation_workflow/study_results/v4p9p7_2016_support_combined_100toy_20260902/inputs/archived_2015_source_ledger.csv,a962c01aa030429c04e2cc102253b6b8750eacc3c9e294a7a99f851a9870aea9,832c1c02df8ecee4b6daa19676fe14ed4117874107f0fb5397b61df1ec7f7471,5a52abb41896b161bd6dd8f66859737b6d98ea7d40d2eb8d8c677c3161ed6055
2015,0.048,49.02485951080281,0.3481959004567137,1017.9127060714766,False,14,135,v4p9p7_archived_reproduced_max_lml,/Users/emryspeets/Desktop/gp_mods/hps-gpr-emrys-validation_workflow/study_results/v4p9p7_2016_support_combined_100toy_20260902/inputs/archived_2015_source_ledger.csv,a962c01aa030429c04e2cc102253b6b8750eacc3c9e294a7a99f851a9870aea9,832c1c02df8ecee4b6daa19676fe14ed4117874107f0fb5397b61df1ec7f7471,5a52abb41896b161bd6dd8f66859737b6d98ea7d40d2eb8d8c677c3161ed6055
2015,0.049,48.31835195311382,0.3459496807166961,1014.9205400827956,False,14,135,v4p9p7_archived_reproduced_max_lml,/Users/emryspeets/Desktop/gp_mods/hps-gpr-emrys-validation_workflow/study_results/v4p9p7_2016_support_combined_100toy_20260902/inputs/archived_2015_source_ledger.csv,a962c01aa030429c04e2cc102253b6b8750eacc3c9e294a7a99f851a9870aea9,832c1c02df8ecee4b6daa19676fe14ed4117874107f0fb5397b61df1ec7f7471,5a52abb41896b161bd6dd8f66859737b6d98ea7d40d2eb8d8c677c3161ed6055
2015,0.05,47.34936237139587,0.3437804336583646,1017.4038135722708,False,14,135,v4p9p7_archived_reproduced_max_lml,/Users/emryspeets/Desktop/gp_mods/hps-gpr-emrys-validation_workflow/study_results/v4p9p7_2016_support_combined_100toy_20260902/inputs/archived_2015_source_ledger.csv,a962c01aa030429c04e2cc102253b6b8750eacc3c9e294a7a99f851a9870aea9,832c1c02df8ecee4b6daa19676fe14ed4117874107f0fb5397b61df1ec7f7471,5a52abb41896b161bd6dd8f66859737b6d98ea7d40d2eb8d8c677c3161ed6055
2015,0.0509999999999999,47.68783131505647,0.3422574968544979,1010.1999099320252,False,14,135,v4p9p7_archived_reproduced_max_lml,/Users/emryspeets/Desktop/gp_mods/hps-gpr-emrys-validation_workflow/study_results/v4p9p7_2016_support_combined_100toy_20260902/inputs/archived_2015_source_ledger.csv,a962c01aa030429c04e2cc102253b6b8750eacc3c9e294a7a99f851a9870aea9,832c1c02df8ecee4b6daa19676fe14ed4117874107f0fb5397b61df1ec7f7471,5a52abb41896b161bd6dd8f66859737b6d98ea7d40d2eb8d8c677c3161ed6055
2015,0.0519999999999999,48.83647976475319,0.3460894549498679,1008.8730827233428,False,14,135,v4p9p7_archived_reproduced_max_lml,/Users/emryspeets/Desktop/gp_mods/hps-gpr-emrys-validation_workflow/study_results/v4p9p7_2016_support_combined_100toy_20260902/inputs/archived_2015_source_ledger.csv,a962c01aa030429c04e2cc102253b6b8750eacc3c9e294a7a99f851a9870aea9,832c1c02df8ecee4b6daa19676fe14ed4117874107f0fb5397b61df1ec7f7471,5a52abb41896b161bd6dd8f66859737b6d98ea7d40d2eb8d8c677c3161ed6055
2015,0.0529999999999999,49.242036252757885,0.3482610425730828,1002.672584163452,False,14,135,v4p9p7_archived_reproduced_max_lml,/Users/emryspeets/Desktop/gp_mods/hps-gpr-emrys-validation_workflow/study_results/v4p9p7_2016_support_combined_100toy_20260902/inputs/archived_2015_source_ledger.csv,a962c01aa030429c04e2cc102253b6b8750eacc3c9e294a7a99f851a9870aea9,832c1c02df8ecee4b6daa19676fe14ed4117874107f0fb5397b61df1ec7f7471,5a52abb41896b161bd6dd8f66859737b6d98ea7d40d2eb8d8c677c3161ed6055
2015,0.0539999999999999,48.99696635881626,0.3479339831450079,1005.157179646582,False,14,135,v4p9p7_archived_reproduced_max_lml,/Users/emryspeets/Desktop/gp_mods/hps-gpr-emrys-validation_workflow/study_results/v4p9p7_2016_support_combined_100toy_20260902/inputs/archived_2015_source_ledger.csv,a962c01aa030429c04e2cc102253b6b8750eacc3c9e294a7a99f851a9870aea9,832c1c02df8ecee4b6daa19676fe14ed4117874107f0fb5397b61df1ec7f7471,5a52abb41896b161bd6dd8f66859737b6d98ea7d40d2eb8d8c677c3161ed6055
2015,0.055,48.801987462442675,0.3484007682705389,1000.9494209603138,False,14,135,v4p9p7_archived_reproduced_max_lml,/Users/emryspeets/Desktop/gp_mods/hps-gpr-emrys-validation_workflow/study_results/v4p9p7_2016_support_combined_100toy_20260902/inputs/archived_2015_source_ledger.csv,a962c01aa030429c04e2cc102253b6b8750eacc3c9e294a7a99f851a9870aea9,832c1c02df8ecee4b6daa19676fe14ed4117874107f0fb5397b61df1ec7f7471,5a52abb41896b161bd6dd8f66859737b6d98ea7d40d2eb8d8c677c3161ed6055
2015,0.056,47.83174412632222,0.3470565571988363,1005.5114093682768,False,14,135,v4p9p7_archived_reproduced_max_lml,/Users/emryspeets/Desktop/gp_mods/hps-gpr-emrys-validation_workflow/study_results/v4p9p7_2016_support_combined_100toy_20260902/inputs/archived_2015_source_ledger.csv,a962c01aa030429c04e2cc102253b6b8750eacc3c9e294a7a99f851a9870aea9,832c1c02df8ecee4b6daa19676fe14ed4117874107f0fb5397b61df1ec7f7471,5a52abb41896b161bd6dd8f66859737b6d98ea7d40d2eb8d8c677c3161ed6055
2015,0.057,47.36947823884155,0.346387332915127,1006.8662592166036,False,14,135,v4p9p7_archived_reproduced_max_lml,/Users/emryspeets/Desktop/gp_mods/hps-gpr-emrys-validation_workflow/study_results/v4p9p7_2016_support_combined_100toy_20260902/inputs/archived_2015_source_ledger.csv,a962c01aa030429c04e2cc102253b6b8750eacc3c9e294a7a99f851a9870aea9,832c1c02df8ecee4b6daa19676fe14ed4117874107f0fb5397b61df1ec7f7471,5a52abb41896b161bd6dd8f66859737b6d98ea7d40d2eb8d8c677c3161ed6055
2015,0.058,46.731020990478136,0.3431943004876383,1001.9731875959014,False,14,135,v4p9p7_archived_reproduced_max_lml,/Users/emryspeets/Desktop/gp_mods/hps-gpr-emrys-validation_workflow/study_results/v4p9p7_2016_support_combined_100toy_20260902/inputs/archived_2015_source_ledger.csv,a962c01aa030429c04e2cc102253b6b8750eacc3c9e294a7a99f851a9870aea9,832c1c02df8ecee4b6daa19676fe14ed4117874107f0fb5397b61df1ec7f7471,5a52abb41896b161bd6dd8f66859737b6d98ea7d40d2eb8d8c677c3161ed6055
2015,0.0589999999999999,46.71395354602806,0.3427540094554972,1008.7246660071016,False,14,135,v4p9p7_archived_reproduced_max_lml,/Users/emryspeets/Desktop/gp_mods/hps-gpr-emrys-validation_workflow/study_results/v4p9p7_2016_support_combined_100toy_20260902/inputs/archived_2015_source_ledger.csv,a962c01aa030429c04e2cc102253b6b8750eacc3c9e294a7a99f851a9870aea9,832c1c02df8ecee4b6daa19676fe14ed4117874107f0fb5397b61df1ec7f7471,5a52abb41896b161bd6dd8f66859737b6d98ea7d40d2eb8d8c677c3161ed6055
2015,0.0599999999999999,47.19681882083765,0.3449781959844042,1002.5441693466464,False,14,135,v4p9p7_archived_reproduced_max_lml,/Users/emryspeets/Desktop/gp_mods/hps-gpr-emrys-validation_workflow/study_results/v4p9p7_2016_support_combined_100toy_20260902/inputs/archived_2015_source_ledger.csv,a962c01aa030429c04e2cc102253b6b8750eacc3c9e294a7a99f851a9870aea9,832c1c02df8ecee4b6daa19676fe14ed4117874107f0fb5397b61df1ec7f7471,5a52abb41896b161bd6dd8f66859737b6d98ea7d40d2eb8d8c677c3161ed6055
2015,0.0609999999999999,48.24815723278701,0.3479375408496762,1006.6133487034876,False,14,135,v4p9p7_archived_reproduced_max_lml,/Users/emryspeets/Desktop/gp_mods/hps-gpr-emrys-validation_workflow/study_results/v4p9p7_2016_support_combined_100toy_20260902/inputs/archived_2015_source_ledger.csv,a962c01aa030429c04e2cc102253b6b8750eacc3c9e294a7a99f851a9870aea9,832c1c02df8ecee4b6daa19676fe14ed4117874107f0fb5397b61df1ec7f7471,5a52abb41896b161bd6dd8f66859737b6d98ea7d40d2eb8d8c677c3161ed6055
2015,0.062,47.87868132207212,0.3487135040701694,1000.0855075863004,False,14,135,v4p9p7_archived_reproduced_max_lml,/Users/emryspeets/Desktop/gp_mods/hps-gpr-emrys-validation_workflow/study_results/v4p9p7_2016_support_combined_100toy_20260902/inputs/archived_2015_source_ledger.csv,a962c01aa030429c04e2cc102253b6b8750eacc3c9e294a7a99f851a9870aea9,832c1c02df8ecee4b6daa19676fe14ed4117874107f0fb5397b61df1ec7f7471,5a52abb41896b161bd6dd8f66859737b6d98ea7d40d2eb8d8c677c3161ed6055
2015,0.063,46.87153987636904,0.3486837647429685,1003.9268762958702,False,14,135,v4p9p7_archived_reproduced_max_lml,/Users/emryspeets/Desktop/gp_mods/hps-gpr-emrys-validation_workflow/study_results/v4p9p7_2016_support_combined_100toy_20260902/inputs/archived_2015_source_ledger.csv,a962c01aa030429c04e2cc102253b6b8750eacc3c9e294a7a99f851a9870aea9,832c1c02df8ecee4b6daa19676fe14ed4117874107f0fb5397b61df1ec7f7471,5a52abb41896b161bd6dd8f66859737b6d98ea7d40d2eb8d8c677c3161ed6055
