scenario,background_toy_index,mass_GeV,inj_nsigma,exclusion_scope,reason,n_attempts,trigger_reasons
2016_full,3,0.054,2.0,single_injected_fit_row,irreproducible_injected_refit_top_branch,5,reference_relative_length
