scope_key,selected_scope_key,mass_MeV,mass_GeV,dataset_set,sigma_by_dataset_GeV,sigma_effective_GeV,next_mass_step_GeV,next_interval_sigma_mid_GeV,N_eff_next_interval_contribution,independence_width_sigma,p0_local_asymptotic,is_scope_scan_minimum,report_target_toys
individual_2021_10pct,individual_2021_10pct,67,0.067,2021,"{""2021"":0.002141617875}",0.002141617875,0.0010000000000000009,0.0021467269375,0.20703352470250763,2.25,0.1243584024611855,False,300
individual_2021_10pct,individual_2021_10pct,68,0.068,2021,"{""2021"":0.002151836}",0.002151836,0.0010000000000000009,0.0021570309375000003,0.2060445386840655,2.25,0.5,False,300
individual_2021_10pct,individual_2021_10pct,69,0.069,2021,"{""2021"":0.0021622258750000002}",0.0021622258750000002,0.0010000000000000009,0.0021675066875,0.20504870735004124,2.25,0.5,False,300
individual_2021_10pct,individual_2021_10pct,70,0.07,2021,"{""2021"":0.0021727875000000004}",0.0021727875000000004,0.000999999999999987,0.0021781541875,0.20404636503467855,2.25,0.5,False,300
individual_2021_10pct,individual_2021_10pct,71,0.071,2021,"{""2021"":0.002183520875}",0.002183520875,0.0010000000000000009,0.0021889734375,0.20303784268485206,2.25,0.5,False,300
individual_2021_10pct,individual_2021_10pct,72,0.072,2021,"{""2021"":0.002194426}",0.002194426,0.0010000000000000009,0.0021999644375,0.20202346768364285,2.25,0.5,False,300
individual_2021_10pct,individual_2021_10pct,73,0.073,2021,"{""2021"":0.002205502875}",0.002205502875,0.0010000000000000009,0.0022111271875,0.20100356368326042,2.25,0.5,False,300
individual_2021_10pct,individual_2021_10pct,74,0.074,2021,"{""2021"":0.0022167515}",0.0022167515,0.0010000000000000009,0.0022224616875,0.19997845044716653,2.25,0.4998622584051908,False,300
individual_2021_10pct,individual_2021_10pct,75,0.075,2021,"{""2021"":0.002228171875}",0.002228171875,0.0010000000000000009,0.0022339679375000003,0.19894844370139703,2.25,0.1758259503099344,False,300
individual_2021_10pct,individual_2021_10pct,76,0.076,2021,"{""2021"":0.002239764}",0.002239764,0.0010000000000000009,0.0022456459375,0.19791385499498176,2.25,0.0352920287863228,False,300
individual_2021_10pct,individual_2021_10pct,77,0.077,2021,"{""2021"":0.002251527875}",0.002251527875,0.0010000000000000009,0.0022574956875,0.196874991569367,2.25,0.0047374170030692,False,300
individual_2021_10pct,individual_2021_10pct,78,0.078,2021,"{""2021"":0.0022634635}",0.0022634635,0.0010000000000000009,0.0022695171875000003,0.1958321562367303,2.25,0.0024748462183818,True,300
individual_2021_10pct,individual_2021_10pct,79,0.079,2021,"{""2021"":0.002275570875}",0.002275570875,0.0010000000000000009,0.0022817104375,0.1947856472670603,2.25,0.0044329799692514,False,300
individual_2021_10pct,individual_2021_10pct,80,0.08,2021,"{""2021"":0.00228785}",0.00228785,0.0010000000000000009,0.0022940754375000002,0.19373575828386191,2.25,0.016282767976401,False,300
individual_2021_10pct,individual_2021_10pct,81,0.081,2021,"{""2021"":0.0023003008750000003}",0.0023003008750000003,0.0010000000000000009,0.0023066121875000003,0.19268277816833687,2.25,0.0431088011893711,False,300
individual_2021_10pct,individual_2021_10pct,82,0.082,2021,"{""2021"":0.0023129235000000003}",0.0023129235000000003,0.0010000000000000009,0.0023193206875000002,0.19162699097187472,2.25,0.3340449443707416,False,300
individual_2021_10pct,individual_2021_10pct,83,0.083,2021,"{""2021"":0.002325717875}",0.002325717875,0.0010000000000000009,0.0023322009375,0.19056867583668263,2.25,0.5,False,300
individual_2021_10pct,individual_2021_10pct,84,0.084,2021,"{""2021"":0.002338684}",0.002338684,0.0010000000000000009,0.0023452529375000003,0.18950810692437084,2.25,0.5,False,300
individual_2021_10pct,individual_2021_10pct,85,0.085,2021,"{""2021"":0.002351821875}",0.002351821875,0.000999999999999987,0.0023584766875,0.1884455533523007,2.25,0.4999026019832914,False,300
individual_2021_10pct,individual_2021_10pct,86,0.086,2021,"{""2021"":0.0023651315}",0.0023651315,0.0010000000000000009,0.0023718721875,0.1873812791375146,2.25,0.4999026019832914,False,300
individual_2021_10pct,individual_2021_10pct,87,0.087,2021,"{""2021"":0.002378612875}",0.002378612875,0.0010000000000000009,0.0023854394375000003,0.18631554314798854,2.25,0.5,False,300
individual_2021_10pct,individual_2021_10pct,88,0.088,2021,"{""2021"":0.002392266}",0.002392266,0.0010000000000000009,0.0023991784375,0.18524859906108793,2.25,0.5,False,300
individual_2021_10pct,individual_2021_10pct,89,0.089,2021,"{""2021"":0.002406090875}",0.002406090875,0.0010000000000000009,0.0024130891875,0.18418069532891843,2.25,0.5,False,300
individual_2021_10pct,individual_2021_10pct,90,0.09,2021,"{""2021"":0.0024200875}",0.0024200875,0.0010000000000000009,0.0024271716875,0.18311207515040892,2.25,0.5,False,300
individual_2021_10pct,individual_2021_10pct,91,0.091,2021,"{""2021"":0.002434255875}",0.002434255875,0.0010000000000000009,0.0024414259375,0.18204297644988252,2.25,0.2899526276060193,False,300
individual_2021_10pct,individual_2021_10pct,92,0.092,2021,"{""2021"":0.002448596}",0.002448596,0.0010000000000000009,0.0024558519375,0.1809736318618943,2.25,0.1109143995381807,False,300
individual_2021_10pct,individual_2021_10pct,93,0.093,2021,"{""2021"":0.0024631078750000004}",0.0024631078750000004,0.0010000000000000009,0.0024704496875,0.17990426872210682,2.25,0.0648929565947785,False,300
individual_2021_10pct,individual_2021_10pct,94,0.094,2021,"{""2021"":0.0024777915}",0.0024777915,0.0010000000000000009,0.0024852191875000002,0.1788351090639746,2.25,0.0787417867888524,False,300
individual_2021_10pct,individual_2021_10pct,95,0.095,2021,"{""2021"":0.002492646875}",0.002492646875,0.0010000000000000009,0.0025001604375,0.1777663696210075,2.25,0.1751400554778506,False,300
individual_2021_10pct,individual_2021_10pct,96,0.096,2021,"{""2021"":0.002507674}",0.002507674,0.0010000000000000009,0.0025152734375,0.1766982618343835,2.25,0.3601998224486889,False,300
individual_2021_10pct,individual_2021_10pct,97,0.097,2021,"{""2021"":0.002522872875}",0.002522872875,0.0010000000000000009,0.0025305581875000004,0.17563099186568093,2.25,0.4999026019832914,False,300
individual_2021_10pct,individual_2021_10pct,98,0.098,2021,"{""2021"":0.0025382435000000005}",0.0025382435000000005,0.0010000000000000009,0.0025460146875000006,0.17456476061450243,2.25,0.5,False,300
individual_2021_10pct,individual_2021_10pct,99,0.099,2021,"{""2021"":0.0025537858750000002}",0.0025537858750000002,0.0010000000000000009,0.0025616429375,0.17349976374076326,2.25,0.5,False,300
individual_2021_10pct,individual_2021_10pct,100,0.1,2021,"{""2021"":0.0025695}",0.0025695,0.0010000000000000009,0.0025774429375000005,0.17243619169141927,2.25,0.312635903442656,False,300
individual_2021_10pct,individual_2021_10pct,101,0.101,2021,"{""2021"":0.0025853858750000003}",0.0025853858750000003,0.000999999999999987,0.0025934146875,0.1713742297314103,2.25,0.2301737900592658,False,300
individual_2021_10pct,individual_2021_10pct,102,0.102,2021,"{""2021"":0.0026014435}",0.0026014435,0.0010000000000000009,0.0026095581875,0.17031405797861515,2.25,0.2817704716257302,False,300
individual_2021_10pct,individual_2021_10pct,103,0.103,2021,"{""2021"":0.002617672875}",0.002617672875,0.0010000000000000009,0.0026258734375,0.16925585144255256,2.25,0.2117528294863339,False,300
individual_2021_10pct,individual_2021_10pct,104,0.104,2021,"{""2021"":0.002634074}",0.002634074,0.0010000000000000009,0.0026423604375,0.16819978006669833,2.25,0.2363995351993266,False,300
individual_2021_10pct,individual_2021_10pct,105,0.105,2021,"{""2021"":0.002650646875}",0.002650646875,0.0010000000000000009,0.0026590191875,0.16714600877412616,2.25,0.3308414976257754,False,300
individual_2021_10pct,individual_2021_10pct,106,0.106,2021,"{""2021"":0.0026673915}",0.0026673915,0.0010000000000000009,0.0026758496874999997,0.1660946975163174,2.25,0.4715612348640948,False,300
individual_2021_10pct,individual_2021_10pct,107,0.107,2021,"{""2021"":0.002684307875}",0.002684307875,0.0010000000000000009,0.0026928519375,0.1650460013249224,2.25,0.5,False,300
individual_2021_10pct,individual_2021_10pct,108,0.108,2021,"{""2021"":0.002701396}",0.002701396,0.0010000000000000009,0.0027100259375,0.16400007036628034,2.25,0.5,False,300
individual_2021_10pct,individual_2021_10pct,109,0.109,2021,"{""2021"":0.002718655875}",0.002718655875,0.0010000000000000009,0.0027273716875,0.16295704999850513,2.25,0.4999026019832914,False,300
individual_2021_10pct,individual_2021_10pct,110,0.11,2021,"{""2021"":0.0027360875000000005}",0.0027360875000000005,0.0010000000000000009,0.0027448891875000003,0.1619170808309524,2.25,0.4999026019832914,False,300
individual_2021_10pct,individual_2021_10pct,111,0.111,2021,"{""2021"":0.002753690875}",0.002753690875,0.0010000000000000009,0.0027625784375,0.16088029878588556,2.25,0.5,False,300
individual_2021_10pct,individual_2021_10pct,112,0.112,2021,"{""2021"":0.002771466}",0.002771466,0.0010000000000000009,0.0027804394375,0.15984683516216483,2.25,0.5,False,300
individual_2021_10pct,individual_2021_10pct,113,0.113,2021,"{""2021"":0.002789412875}",0.002789412875,0.0010000000000000009,0.0027984721875,0.15881681670078945,2.25,0.5,False,300
individual_2021_10pct,individual_2021_10pct,114,0.114,2021,"{""2021"":0.0028075315}",0.0028075315,0.0010000000000000009,0.0028166766875000002,0.15779036565212629,2.25,0.5,False,300
individual_2021_10pct,individual_2021_10pct,115,0.115,2021,"{""2021"":0.0028258218750000005}",0.0028258218750000005,0.0010000000000000009,0.0028350529375000006,0.15676759984466596,2.25,0.5,False,300
individual_2021_10pct,individual_2021_10pct,116,0.116,2021,"{""2021"":0.0028442840000000003}",0.0028442840000000003,0.0010000000000000009,0.0028536009375000003,0.15574863275515194,2.25,0.4999026019832914,False,300
individual_2021_10pct,individual_2021_10pct,117,0.117,2021,"{""2021"":0.0028629178750000004}",0.0028629178750000004,0.000999999999999987,0.0028723206875,0.1547335735799308,2.25,0.4999026019832914,False,300
individual_2021_10pct,individual_2021_10pct,118,0.118,2021,"{""2021"":0.0028817235}",0.0028817235,0.0010000000000000009,0.0028912121875,0.153722527307396,2.25,0.5,False,300
individual_2021_10pct,individual_2021_10pct,119,0.119,2021,"{""2021"":0.0029007008750000004}",0.0029007008750000004,0.0010000000000000009,0.0029102754375,0.15271559479134175,2.25,0.3669916565673695,False,300
individual_2021_10pct,individual_2021_10pct,120,0.12,2021,"{""2021"":0.00291985}",0.00291985,0.0010000000000000009,0.0029295104375,0.15171287282516974,2.25,0.2497029633219905,False,300
individual_2021_10pct,individual_2021_10pct,121,0.121,2021,"{""2021"":0.002939170875}",0.002939170875,0.0010000000000000009,0.0029489171875,0.15071445421674623,2.25,0.1600975850812003,False,300
individual_2021_10pct,individual_2021_10pct,122,0.122,2021,"{""2021"":0.0029586635}",0.0029586635,0.0010000000000000009,0.0029684956875000003,0.14972042786383358,2.25,0.1394035952874194,False,300
individual_2021_10pct,individual_2021_10pct,123,0.123,2021,"{""2021"":0.002978327875}",0.002978327875,0.0010000000000000009,0.0029882459375,0.14873087882996405,2.25,0.118066305255229,False,300
individual_2021_10pct,individual_2021_10pct,124,0.124,2021,"{""2021"":0.002998164}",0.002998164,0.0010000000000000009,0.0030081679375000003,0.14774588842064765,2.25,0.1428139679061315,False,300
individual_2021_10pct,individual_2021_10pct,125,0.125,2021,"{""2021"":0.0030181718750000005}",0.0030181718750000005,0.0010000000000000009,0.0030282616875000005,0.14676553425980784,2.25,0.1641486627747505,False,300
individual_2021_10pct,individual_2021_10pct,126,0.126,2021,"{""2021"":0.0030383515000000005}",0.0030383515000000005,0.0010000000000000009,0.0030485271875000004,0.14578989036634424,2.25,0.1628703186756874,False,300
individual_2021_10pct,individual_2021_10pct,127,0.127,2021,"{""2021"":0.0030587028750000004}",0.0030587028750000004,0.0010000000000000009,0.0030689644375,0.14481902723072684,2.25,0.1787797407616894,False,300
individual_2021_10pct,individual_2021_10pct,128,0.128,2021,"{""2021"":0.003079226}",0.003079226,0.0010000000000000009,0.0030895734375,0.14385301189153069,2.25,0.2066305443187028,False,300
individual_2021_10pct,individual_2021_10pct,129,0.129,2021,"{""2021"":0.0030999208750000003}",0.0030999208750000003,0.0010000000000000009,0.0031103541875000004,0.14289190801182503,2.25,0.1953854778643211,False,300
individual_2021_10pct,individual_2021_10pct,130,0.13,2021,"{""2021"":0.0031207875000000005}",0.0031207875000000005,0.0010000000000000009,0.0031313066875000004,0.14193577595533582,2.25,0.2640943057781193,False,300
individual_2021_10pct,individual_2021_10pct,131,0.131,2021,"{""2021"":0.0031418258750000004}",0.0031418258750000004,0.0010000000000000009,0.0031524309375000003,0.14098467286230432,2.25,0.4038795975309936,False,300
individual_2021_10pct,individual_2021_10pct,132,0.132,2021,"{""2021"":0.003163036}",0.003163036,0.0010000000000000009,0.0031737269375000004,0.1400386527249699,2.25,0.4999311292015692,False,300
individual_2021_10pct,individual_2021_10pct,133,0.133,2021,"{""2021"":0.0031844178750000006}",0.0031844178750000006,0.0010000000000000009,0.0031951946875000007,0.13909776646260927,2.25,0.5,False,300
individual_2021_10pct,individual_2021_10pct,134,0.134,2021,"{""2021"":0.0032059715000000008}",0.0032059715000000008,0.0010000000000000009,0.0032168341875000008,0.1381620619960676,2.25,0.5,False,300
individual_2021_10pct,individual_2021_10pct,135,0.135,2021,"{""2021"":0.0032276968750000004}",0.0032276968750000004,0.0010000000000000009,0.0032386454375000003,0.13723158432172303,2.25,0.5,False,300
individual_2021_10pct,individual_2021_10pct,136,0.136,2021,"{""2021"":0.003249594}",0.003249594,0.0010000000000000009,0.0032606284375000004,0.13630637558482767,2.25,0.4999311292015692,False,300
individual_2021_10pct,individual_2021_10pct,137,0.137,2021,"{""2021"":0.0032716628750000007}",0.0032716628750000007,0.0010000000000000009,0.003282783187500001,0.13538647515217445,2.25,0.5,False,300
individual_2021_10pct,individual_2021_10pct,138,0.138,2021,"{""2021"":0.0032939035000000005}",0.0032939035000000005,0.0010000000000000009,0.0033051096875000006,0.13447191968404065,2.25,0.5,False,300
individual_2021_10pct,individual_2021_10pct,139,0.139,2021,"{""2021"":0.0033163158750000006}",0.0033163158750000006,0.0010000000000000009,0.0033276079375000006,0.1335627432053644,2.25,0.5,False,300
individual_2021_10pct,individual_2021_10pct,140,0.14,2021,"{""2021"":0.0033389000000000005}",0.0033389000000000005,0.0009999999999999731,0.0033502779375,0.13265897717610856,2.25,0.5,False,300
individual_2021_10pct,individual_2021_10pct,141,0.141,2021,"{""2021"":0.003361655875}",0.003361655875,0.0010000000000000009,0.0033731196875,0.13176065056080072,2.25,0.5,False,300
individual_2021_10pct,individual_2021_10pct,142,0.142,2021,"{""2021"":0.0033845835}",0.0033845835,0.0010000000000000009,0.0033961331875,0.1308677898971372,2.25,0.5,False,300
individual_2021_10pct,individual_2021_10pct,143,0.143,2021,"{""2021"":0.003407682875}",0.003407682875,0.0010000000000000009,0.0034193184375,0.1299804193637478,2.25,0.5,False,300
individual_2021_10pct,individual_2021_10pct,144,0.144,2021,"{""2021"":0.003430954}",0.003430954,0.0010000000000000009,0.0034426754375,0.12909856084696478,2.25,0.4999311292015692,False,300
individual_2021_10pct,individual_2021_10pct,145,0.145,2021,"{""2021"":0.003454396875}",0.003454396875,0.0010000000000000009,0.0034662041875000004,0.128222234006647,2.25,0.4999311292015692,False,300
individual_2021_10pct,individual_2021_10pct,146,0.146,2021,"{""2021"":0.0034780115}",0.0034780115,0.0010000000000000009,0.0034899046875,0.1273514563410107,2.25,0.5,False,300
individual_2021_10pct,individual_2021_10pct,147,0.147,2021,"{""2021"":0.0035017978749999996}",0.0035017978749999996,0.0010000000000000009,0.0035137769374999996,0.1264862432504496,2.25,0.4978407160410588,False,300
individual_2021_10pct,individual_2021_10pct,148,0.148,2021,"{""2021"":0.0035257559999999997}",0.0035257559999999997,0.0010000000000000009,0.0035378209375,0.12562660810032725,2.25,0.4668850734158951,False,300
individual_2021_10pct,individual_2021_10pct,149,0.149,2021,"{""2021"":0.0035498858750000004}",0.0035498858750000004,0.0010000000000000009,0.0035620366875000003,0.12477256228272487,2.25,0.5,False,300
individual_2021_10pct,individual_2021_10pct,150,0.15,2021,"{""2021"":0.0035741875}",0.0035741875,0.0010000000000000009,0.0035864241875000003,0.1239241152771321,2.25,0.4799343135006451,False,300
individual_2021_10pct,individual_2021_10pct,151,0.151,2021,"{""2021"":0.003598660875}",0.003598660875,0.0010000000000000009,0.0036109834375,0.12308127471006845,2.25,0.483487925973365,False,300
individual_2021_10pct,individual_2021_10pct,152,0.152,2021,"{""2021"":0.003623306}",0.003623306,0.0010000000000000009,0.0036357144375,0.12224404641362728,2.25,0.4945838381960364,False,300
individual_2021_10pct,individual_2021_10pct,153,0.153,2021,"{""2021"":0.003648122875}",0.003648122875,0.0010000000000000009,0.0036606171875000005,0.1214124344829337,2.25,0.4705212254338615,False,300
individual_2021_10pct,individual_2021_10pct,154,0.154,2021,"{""2021"":0.0036731115000000003}",0.0036731115000000003,0.0010000000000000009,0.0036856916875000006,0.12058644133251169,2.25,0.4551667917865574,False,300
individual_2021_10pct,individual_2021_10pct,155,0.155,2021,"{""2021"":0.0036982718750000008}",0.0036982718750000008,0.0010000000000000009,0.0037109379375000005,0.11976606775155609,2.25,0.3255513653085169,False,300
individual_2021_10pct,individual_2021_10pct,156,0.156,2021,"{""2021"":0.003723604}",0.003723604,0.0010000000000000009,0.0037363559375,0.11895131295810728,2.25,0.2123138207486222,False,300
individual_2021_10pct,individual_2021_10pct,157,0.157,2021,"{""2021"":0.003749107875}",0.003749107875,0.0010000000000000009,0.0037619456875,0.11814217465212802,2.25,0.1464978175641479,False,300
individual_2021_10pct,individual_2021_10pct,158,0.158,2021,"{""2021"":0.0037747835}",0.0037747835,0.0010000000000000009,0.0037877071875000003,0.1173386490674828,2.25,0.1004221815004637,False,300
individual_2021_10pct,individual_2021_10pct,159,0.159,2021,"{""2021"":0.003800630875}",0.003800630875,0.0010000000000000009,0.0038136404375,0.11654073102282203,2.25,0.0768846147105296,False,300
individual_2021_10pct,individual_2021_10pct,160,0.16,2021,"{""2021"":0.00382665}",0.00382665,0.0010000000000000009,0.0038397454375,0.11574841397137407,2.25,0.0683869496627271,False,300
individual_2021_10pct,individual_2021_10pct,161,0.161,2021,"{""2021"":0.003852840875}",0.003852840875,0.0010000000000000009,0.0038660221875,0.11496169004965,2.25,0.0803330704066956,False,300
individual_2021_10pct,individual_2021_10pct,162,0.162,2021,"{""2021"":0.0038792035}",0.0038792035,0.0010000000000000009,0.0038924706875000004,0.11418055012506624,2.25,0.1260055674510293,False,300
individual_2021_10pct,individual_2021_10pct,163,0.163,2021,"{""2021"":0.0039057378750000007}",0.0039057378750000007,0.0010000000000000009,0.0039190909375000004,0.11340498384249212,2.25,0.1880741520439943,False,300
individual_2021_10pct,individual_2021_10pct,164,0.164,2021,"{""2021"":0.003932444}",0.003932444,0.0010000000000000009,0.003945882937500001,0.11263497966972943,2.25,0.2836326881515122,False,300
individual_2021_10pct,individual_2021_10pct,165,0.165,2021,"{""2021"":0.003959321875}",0.003959321875,0.0010000000000000009,0.0039728466875,0.11187052494193303,2.25,0.4222856139387128,False,300
individual_2021_10pct,individual_2021_10pct,166,0.166,2021,"{""2021"":0.0039863715000000004}",0.0039863715000000004,0.0010000000000000009,0.003999982187500001,0.11111160590498123,2.25,0.5,False,300
individual_2021_10pct,individual_2021_10pct,167,0.167,2021,"{""2021"":0.004013592875}",0.004013592875,0.0010000000000000009,0.0040272894375000005,0.11035820775780654,2.25,0.5,False,300
individual_2021_10pct,individual_2021_10pct,168,0.168,2021,"{""2021"":0.004040986000000001}",0.004040986000000001,0.0010000000000000009,0.0040547684375,0.10961031469369693,2.25,0.5,False,300
individual_2021_10pct,individual_2021_10pct,169,0.169,2021,"{""2021"":0.004068550875}",0.004068550875,0.0010000000000000009,0.0040824191875,0.10886790994057977,2.25,0.5,False,300
individual_2021_10pct,individual_2021_10pct,170,0.17,2021,"{""2021"":0.0040962875}",0.0040962875,0.0010000000000000009,0.0041102416875,0.10813097580029953,2.25,0.4999513009912829,False,300
individual_2021_10pct,individual_2021_10pct,171,0.171,2021,"{""2021"":0.004124195875}",0.004124195875,0.0009999999999999731,0.0041382359375,0.10739949368689966,2.25,0.5,False,300
individual_2021_10pct,individual_2021_10pct,172,0.172,2021,"{""2021"":0.004152276}",0.004152276,0.0010000000000000009,0.0041664019375,0.10667344416394173,2.25,0.5,False,300
individual_2021_10pct,individual_2021_10pct,173,0.173,2021,"{""2021"":0.004180527875}",0.004180527875,0.0010000000000000009,0.004194739687500001,0.10595280698081333,2.25,0.5,False,300
individual_2021_10pct,individual_2021_10pct,174,0.174,2021,"{""2021"":0.0042089515000000004}",0.0042089515000000004,0.0010000000000000009,0.0042232491875,0.1052375611081426,2.25,0.5,False,300
individual_2021_10pct,individual_2021_10pct,175,0.175,2021,"{""2021"":0.0042375468749999996}",0.0042375468749999996,0.0010000000000000009,0.0042519304375,0.10452768477222879,2.25,0.5,False,300
individual_2021_10pct,individual_2021_10pct,176,0.176,2021,"{""2021"":0.004266314}",0.004266314,0.0010000000000000009,0.0042807834375,0.10382315548856702,2.25,0.4999513009912829,False,300
individual_2021_10pct,individual_2021_10pct,177,0.177,2021,"{""2021"":0.004295252875}",0.004295252875,0.0010000000000000009,0.0043098081875,0.10312395009445995,2.25,0.5,False,300
individual_2021_10pct,individual_2021_10pct,178,0.178,2021,"{""2021"":0.0043243635}",0.0043243635,0.0010000000000000009,0.0043390046875,0.10243004478073517,2.25,0.428142338518756,False,300
individual_2021_10pct,individual_2021_10pct,179,0.179,2021,"{""2021"":0.004353645875}",0.004353645875,0.0010000000000000009,0.0043683729375,0.10174141512258299,2.25,0.2306604439366695,False,300
individual_2021_10pct,individual_2021_10pct,180,0.18,2021,"{""2021"":0.004383100000000001}",0.004383100000000001,0.0010000000000000009,0.004397912937500001,0.10105803610953015,2.25,0.137075851286771,False,300
individual_2021_10pct,individual_2021_10pct,181,0.181,2021,"{""2021"":0.0044127258750000006}",0.0044127258750000006,0.0010000000000000009,0.0044276246875,0.10037988217456492,2.25,0.0587818233818417,False,300
individual_2021_10pct,individual_2021_10pct,182,0.182,2021,"{""2021"":0.0044425235}",0.0044425235,0.0010000000000000009,0.0044575081875000006,0.0997069272224292,2.25,0.058178852308895,False,300
individual_2021_10pct,individual_2021_10pct,183,0.183,2021,"{""2021"":0.004472492875}",0.004472492875,0.0010000000000000009,0.0044875634375,0.09903914465709318,2.25,0.0610962888892886,False,300
individual_2021_10pct,individual_2021_10pct,184,0.184,2021,"{""2021"":0.004502634}",0.004502634,0.0010000000000000009,0.0045177904375000005,0.09837650740842818,2.25,0.0951675055893082,False,300
individual_2021_10pct,individual_2021_10pct,185,0.185,2021,"{""2021"":0.004532946875}",0.004532946875,0.0010000000000000009,0.0045481891875,0.09771898795809378,2.25,0.1542431649293235,False,300
individual_2021_10pct,individual_2021_10pct,186,0.186,2021,"{""2021"":0.0045634315}",0.0045634315,0.0010000000000000009,0.0045787596875,0.09706655836465426,2.25,0.2411294207269703,False,300
individual_2021_10pct,individual_2021_10pct,187,0.187,2021,"{""2021"":0.004594087875}",0.004594087875,0.0010000000000000009,0.0046095019375,0.09641919028794094,2.25,0.4023439311515912,False,300
individual_2021_10pct,individual_2021_10pct,188,0.188,2021,"{""2021"":0.004624916}",0.004624916,0.0010000000000000009,0.0046404159375,0.09577685501267522,2.25,0.5,False,300
individual_2021_10pct,individual_2021_10pct,189,0.189,2021,"{""2021"":0.0046559158750000005}",0.0046559158750000005,0.0010000000000000009,0.0046715016875,0.09513952347136871,2.25,0.5,False,300
individual_2021_10pct,individual_2021_10pct,190,0.19,2021,"{""2021"":0.0046870875}",0.0046870875,0.0010000000000000009,0.004702759187500001,0.09450716626651527,2.25,0.5,False,300
individual_2021_10pct,individual_2021_10pct,191,0.191,2021,"{""2021"":0.004718430875}",0.004718430875,0.0010000000000000009,0.0047341884375,0.09387975369209094,2.25,0.5,False,300
individual_2021_10pct,individual_2021_10pct,192,0.192,2021,"{""2021"":0.0047499460000000005}",0.0047499460000000005,0.0010000000000000009,0.004765789437500001,0.09325725575437674,2.25,0.5,False,300
individual_2021_10pct,individual_2021_10pct,193,0.193,2021,"{""2021"":0.0047816328750000005}",0.0047816328750000005,0.0010000000000000009,0.004797562187500001,0.09263964219212005,2.25,0.5,False,300
individual_2021_10pct,individual_2021_10pct,194,0.194,2021,"{""2021"":0.004813491500000001}",0.004813491500000001,0.0010000000000000009,0.0048295066875,0.09202688249604889,2.25,0.5,False,300
individual_2021_10pct,individual_2021_10pct,195,0.195,2021,"{""2021"":0.004845521875000001}",0.004845521875000001,0.0010000000000000009,0.004861622937500001,0.09141894592775475,2.25,0.4999655646006563,False,300
individual_2021_10pct,individual_2021_10pct,196,0.196,2021,"{""2021"":0.004877724000000001}",0.004877724000000001,0.0010000000000000009,0.004893910937500001,0.09081580153795857,2.25,0.5,False,300
individual_2021_10pct,individual_2021_10pct,197,0.197,2021,"{""2021"":0.004910097875000001}",0.004910097875000001,0.0010000000000000009,0.004926370687500001,0.0902174181841741,2.25,0.5,False,300
individual_2021_10pct,individual_2021_10pct,198,0.198,2021,"{""2021"":0.004942643500000001}",0.004942643500000001,0.0010000000000000009,0.0049590021875000004,0.0896237645477838,2.25,0.5,False,300
individual_2021_10pct,individual_2021_10pct,199,0.199,2021,"{""2021"":0.004975360875000001}",0.004975360875000001,0.0010000000000000009,0.004991805437500001,0.08903480915054088,2.25,0.454776617130724,False,300
individual_2021_10pct,individual_2021_10pct,200,0.2,2021,"{""2021"":0.0050082500000000005}",0.0050082500000000005,0.0010000000000000009,0.005024780437500001,0.08845052037051215,2.25,0.4127902864932881,False,300
individual_2021_10pct,individual_2021_10pct,201,0.201,2021,"{""2021"":0.005041310875000001}",0.005041310875000001,0.0010000000000000009,0.0050579271875,0.08787086645747505,2.25,0.3676240794874232,False,300
individual_2021_10pct,individual_2021_10pct,202,0.202,2021,"{""2021"":0.0050745435000000005}",0.0050745435000000005,0.0010000000000000009,0.005091245687500001,0.08729581554778282,2.25,0.3244954857572257,False,300
individual_2021_10pct,individual_2021_10pct,203,0.203,2021,"{""2021"":0.005107947875}",0.005107947875,0.0009999999999999731,0.0051247359374999996,0.08672533567870931,2.25,0.2268376813507007,False,300
individual_2021_10pct,individual_2021_10pct,204,0.204,2021,"{""2021"":0.005141524}",0.005141524,0.0010000000000000009,0.0051583979375,0.08615939480230238,2.25,0.1810041850033598,False,300
individual_2021_10pct,individual_2021_10pct,205,0.205,2021,"{""2021"":0.005175271875}",0.005175271875,0.0010000000000000009,0.0051922316875,0.08559796079871,2.25,0.1276745556433507,False,300
individual_2021_10pct,individual_2021_10pct,206,0.206,2021,"{""2021"":0.0052091915}",0.0052091915,0.0010000000000000009,0.0052262371875,0.08504100148907466,2.25,0.109656651854508,False,300
individual_2021_10pct,individual_2021_10pct,207,0.207,2021,"{""2021"":0.0052432828750000006}",0.0052432828750000006,0.0010000000000000009,0.0052604144375,0.08448848464792558,2.25,0.0944167107291958,False,300
individual_2021_10pct,individual_2021_10pct,208,0.208,2021,"{""2021"":0.005277546}",0.005277546,0.0010000000000000009,0.005294763437500001,0.08394037801513106,2.25,0.079025419028622,False,300
individual_2021_10pct,individual_2021_10pct,209,0.209,2021,"{""2021"":0.005311980875}",0.005311980875,0.0010000000000000009,0.0053292841875,0.0833966493074066,2.25,0.07949096023085,False,300
individual_2021_10pct,individual_2021_10pct,210,0.21,2021,"{""2021"":0.0053465875}",0.0053465875,0.0010000000000000009,0.0053639766875,0.08285726622939295,2.25,0.0956732496064101,False,300
individual_2021_10pct,individual_2021_10pct,211,0.211,2021,"{""2021"":0.005381365875}",0.005381365875,0.0010000000000000009,0.0053988409375,0.0823221964843162,2.25,0.1403636692320731,False,300
