scope_key,scope_label,dataset_set,mass_MeV,mass_GeV,n_toys,toy_id_min,toy_id_max,eps2_observed,expected_q025,expected_q16,expected_median,expected_q84,expected_q975,expected_mean,expected_std,observed_empirical_cdf,quantile_method,conditional_on_frozen_gp,gp_refit_per_toy
all_2015_2016_2021,2015 full + 2016 full + 2021 10%,2015+2016+2021,73,0.073,50,0,49,8.932245805487365e-07,1.2182916805953754e-06,1.4023384209774586e-06,2.1590391062335526e-06,3.273685402601548e-06,4.246538524050882e-06,2.322144252072723e-06,8.886338780166903e-07,0.0,linear,True,False
all_2015_2016_2021,2015 full + 2016 full + 2021 10%,2015+2016+2021,74,0.074,50,0,49,1.3894398453086273e-06,1.139768822316843e-06,1.6329082839522585e-06,2.2078148572932935e-06,3.1441417692213758e-06,4.419702964237279e-06,2.341744152702757e-06,8.116927722753696e-07,0.08,linear,True,False
all_2015_2016_2021,2015 full + 2016 full + 2021 10%,2015+2016+2021,75,0.075,50,0,49,1.7936324476854336e-06,1.4036625543876807e-06,1.614677247210512e-06,2.3162775060380725e-06,3.3444759773381367e-06,4.112439020583063e-06,2.5042937643806436e-06,8.93559689310191e-07,0.2,linear,True,False
all_2015_2016_2021,2015 full + 2016 full + 2021 10%,2015+2016+2021,76,0.076,50,0,49,2.3843112385204307e-06,1.1554787360492058e-06,1.6630196739447296e-06,2.309167368620155e-06,3.365876140706983e-06,4.708034271173362e-06,2.5061900963553145e-06,9.436357773973223e-07,0.56,linear,True,False
all_2015_2016_2021,2015 full + 2016 full + 2021 10%,2015+2016+2021,77,0.077,50,0,49,3.04474704411804e-06,9.836426760958386e-07,1.5135682477534643e-06,2.1741551721692294e-06,2.942205396588993e-06,3.945440630931722e-06,2.286912176305213e-06,7.708673894134373e-07,0.84,linear,True,False
all_2015_2016_2021,2015 full + 2016 full + 2021 10%,2015+2016+2021,78,0.078,50,0,49,3.730359567878903e-06,1.099430195274307e-06,1.4062853906930673e-06,1.9556722781488756e-06,3.167723412868337e-06,4.011370563060463e-06,2.184042435536197e-06,8.560694938847704e-07,0.9,linear,True,False
all_2015_2016_2021,2015 full + 2016 full + 2021 10%,2015+2016+2021,79,0.079,50,0,49,4.141859912728571e-06,1.231725072662116e-06,1.4286074704291242e-06,1.9874059769661994e-06,3.1362664303166996e-06,4.119008341560616e-06,2.2177910896690636e-06,8.378145787543148e-07,0.96,linear,True,False
all_2015_2016_2021,2015 full + 2016 full + 2021 10%,2015+2016+2021,80,0.08,50,0,49,3.9026189083612495e-06,1.2998397199481969e-06,1.5291015338958448e-06,2.0844963466457226e-06,3.0518111740517916e-06,3.981085528791821e-06,2.288454786862224e-06,7.899979375099772e-07,0.92,linear,True,False
all_2015_2016_2021,2015 full + 2016 full + 2021 10%,2015+2016+2021,81,0.081,50,0,49,3.507550391398093e-06,9.528300143201385e-07,1.324166130509234e-06,1.9263050233374696e-06,2.798918486389404e-06,3.856640206012613e-06,2.1221541748317294e-06,9.149071781224318e-07,0.94,linear,True,False
all_2015_2016_2021,2015 full + 2016 full + 2021 10%,2015+2016+2021,82,0.082,50,0,49,2.3693916456611577e-06,1.205218465418797e-06,1.6458099553969565e-06,1.9945752396796978e-06,2.830264193784489e-06,4.077213276572083e-06,2.1901830878388955e-06,7.41824945233734e-07,0.7,linear,True,False
all_2015_2016_2021,2015 full + 2016 full + 2021 10%,2015+2016+2021,83,0.083,50,0,49,1.6675718483913278e-06,1.2505252337818977e-06,1.5399543304822226e-06,2.4046200647048324e-06,3.093869656745225e-06,3.6790058912872277e-06,2.371692182173796e-06,7.299223949850581e-07,0.24,linear,True,False
all_2015_2016_2021,2015 full + 2016 full + 2021 10%,2015+2016+2021,84,0.084,50,0,49,1.322158868955613e-06,1.1366190945744047e-06,1.4485161346414308e-06,2.106801298280172e-06,3.079769059210906e-06,4.135146247494318e-06,2.2725008170133325e-06,8.2261517141251e-07,0.14,linear,True,False
all_2015_2016_2021,2015 full + 2016 full + 2021 10%,2015+2016+2021,85,0.085,50,0,49,1.4258924495463958e-06,9.605140717285725e-07,1.441313285948139e-06,2.1097666968630927e-06,3.146631875278078e-06,3.811723242238633e-06,2.2319222460989387e-06,8.209764261797783e-07,0.14,linear,True,False
all_2015_2016_2021,2015 full + 2016 full + 2021 10%,2015+2016+2021,86,0.086,50,0,49,1.429496923838071e-06,1.023426963800426e-06,1.387231493489576e-06,1.8471169817426452e-06,2.8971234888008754e-06,3.763050619421899e-06,2.0827986285627254e-06,8.164181710274668e-07,0.2,linear,True,False
all_2015_2016_2021,2015 full + 2016 full + 2021 10%,2015+2016+2021,87,0.087,50,0,49,1.4429256312202808e-06,1.182583697151008e-06,1.4859346670208954e-06,2.105395460947236e-06,2.912073551778756e-06,4.015990611999609e-06,2.237375217209792e-06,7.64274343637258e-07,0.14,linear,True,False
all_2015_2016_2021,2015 full + 2016 full + 2021 10%,2015+2016+2021,88,0.088,50,0,49,1.6837251761833967e-06,1.1100689203081731e-06,1.534360364627819e-06,2.028813502538029e-06,2.888579605600294e-06,3.5667737575611927e-06,2.1729622393067675e-06,6.830606887205491e-07,0.2,linear,True,False
all_2015_2016_2021,2015 full + 2016 full + 2021 10%,2015+2016+2021,89,0.089,50,0,49,2.1550917797488058e-06,1.017473825289326e-06,1.4208536920058828e-06,2.1176183588488064e-06,3.184938908955698e-06,3.828791117581876e-06,2.2398643919710166e-06,8.599719939491469e-07,0.52,linear,True,False
all_2015_2016_2021,2015 full + 2016 full + 2021 10%,2015+2016+2021,90,0.09,50,0,49,3.194049877471847e-06,9.361903027428753e-07,1.4418228129523364e-06,2.1883729705504584e-06,3.041098014110209e-06,3.5946852751081717e-06,2.2125136608923335e-06,8.066928026047145e-07,0.86,linear,True,False
individual_2015_full,2015 full,2015,19,0.019,50,0,49,6.028720311142007e-06,9.890937777276825e-06,1.1823775818199172e-05,1.4668173436717945e-05,2.1603380045147845e-05,2.9875190588416957e-05,1.641155809217157e-05,5.398117502557452e-06,0.0,linear,True,False
individual_2015_full,2015 full,2015,20,0.02,50,0,49,1.3250739100729953e-05,6.746160163993291e-06,9.188458709208971e-06,1.3397629169592586e-05,1.8369409572350752e-05,2.3072698666647396e-05,1.3748605348727907e-05,4.605274171002525e-06,0.48,linear,True,False
individual_2015_full,2015 full,2015,21,0.021,50,0,49,2.62940119494728e-05,6.773693533683033e-06,7.689385369919898e-06,1.2137610388322976e-05,1.6226623412914817e-05,1.9643517291201514e-05,1.221116038806348e-05,3.921351244106817e-06,1.0,linear,True,False
individual_2015_full,2015 full,2015,22,0.022,50,0,49,1.6849498786461963e-05,5.073891683571807e-06,6.872716727870151e-06,8.996664425063066e-06,1.3512091103248242e-05,1.9258010753892854e-05,1.0032404683264099e-05,3.6064159416330407e-06,0.96,linear,True,False
individual_2015_full,2015 full,2015,23,0.023,50,0,49,5.967122211967021e-06,4.782838612726494e-06,6.321246324516829e-06,9.628088527625206e-06,1.2337784247570505e-05,1.5226354093657037e-05,9.51638210554685e-06,2.9534842533577597e-06,0.14,linear,True,False
individual_2015_full,2015 full,2015,24,0.024,50,0,49,5.086191137630236e-06,4.911410962919696e-06,6.143510127791936e-06,8.571050148722231e-06,1.3282884115767123e-05,1.9286790833846432e-05,9.480423137140565e-06,3.788267804411778e-06,0.04,linear,True,False
individual_2015_full,2015 full,2015,25,0.025,50,0,49,6.982118142580113e-06,4.278493016395932e-06,5.730015680577473e-06,8.234165138554172e-06,1.0848220532170718e-05,1.4411522227609634e-05,8.472828573251024e-06,2.791392531420399e-06,0.38,linear,True,False
individual_2015_full,2015 full,2015,26,0.026,50,0,49,8.504925358416046e-06,4.400610137718333e-06,4.936152676692965e-06,6.78503555568863e-06,1.1720884847199878e-05,1.585947500423066e-05,8.033420073739557e-06,3.5261979579472407e-06,0.66,linear,True,False
individual_2015_full,2015 full,2015,27,0.027,50,0,49,7.721166893556462e-06,3.2117294155955554e-06,5.31920523054228e-06,7.076285210005465e-06,1.0182123361467241e-05,1.6094858575193673e-05,7.668888882940276e-06,3.223640160236638e-06,0.66,linear,True,False
individual_2015_full,2015 full,2015,28,0.028,50,0,49,7.527736631736017e-06,3.719145735962598e-06,4.542639551540919e-06,7.640757095751495e-06,1.101470985453142e-05,1.353031170816136e-05,7.821253768654097e-06,2.970650522470414e-06,0.46,linear,True,False
individual_2015_full,2015 full,2015,29,0.029,50,0,49,8.39795864481337e-06,3.7635825597937124e-06,4.766413481442039e-06,6.690990852423615e-06,9.059332913325563e-06,1.4582040161634066e-05,7.022886369359417e-06,2.5515993504194247e-06,0.74,linear,True,False
individual_2015_full,2015 full,2015,30,0.03,50,0,49,1.023124658847981e-05,3.282225709909525e-06,4.917748971665481e-06,7.645848011210227e-06,9.529635128944527e-06,1.2097459272847625e-05,7.345724518188042e-06,2.377409545878934e-06,0.9,linear,True,False
individual_2015_full,2015 full,2015,31,0.031,50,0,49,8.58777369557878e-06,3.906254321703438e-06,4.622134531078177e-06,6.838527928975981e-06,9.014483481561578e-06,1.1420288415455255e-05,6.96923782599301e-06,2.1528019022532585e-06,0.78,linear,True,False
individual_2015_full,2015 full,2015,32,0.032,50,0,49,6.498708636725469e-06,3.6611893071407274e-06,4.641763487107071e-06,5.81184065352192e-06,9.577795580499866e-06,1.4891713114594558e-05,6.855798005299077e-06,2.8277254305706535e-06,0.62,linear,True,False
individual_2015_full,2015 full,2015,33,0.033,50,0,49,4.684199957165572e-06,3.5818166999372634e-06,4.3933170946207755e-06,6.044160817773445e-06,8.659038989070278e-06,1.317677605651908e-05,6.579174145604603e-06,2.4938492186610687e-06,0.22,linear,True,False
individual_2015_full,2015 full,2015,34,0.034,50,0,49,3.892664198845847e-06,3.7507941123593202e-06,4.7485979271745645e-06,6.723194335541473e-06,1.0789143697771928e-05,1.2704292593264534e-05,7.301919314764631e-06,2.8835302347264936e-06,0.06,linear,True,False
individual_2015_full,2015 full,2015,35,0.035,50,0,49,3.588134781178029e-06,3.842614097773437e-06,4.698567486923181e-06,6.457526501730236e-06,8.416339594066647e-06,1.1200461805873311e-05,6.6418606886510715e-06,2.084641180730769e-06,0.02,linear,True,False
individual_2015_full,2015 full,2015,36,0.036,50,0,49,5.20694440023428e-06,3.5409682656728813e-06,5.155384024099556e-06,6.743598056548517e-06,9.683524383522694e-06,1.2895719303054317e-05,7.200009751706747e-06,2.5442605102927804e-06,0.22,linear,True,False
individual_2015_full,2015 full,2015,37,0.037,50,0,49,7.58231184821308e-06,3.51999087044618e-06,4.406518542193099e-06,5.75684830719392e-06,9.375706622790416e-06,1.1802762909342472e-05,6.677904796302663e-06,2.5974844464771724e-06,0.68,linear,True,False
individual_2015_full,2015 full,2015,38,0.038,50,0,49,1.2192184480002685e-05,4.140182233875758e-06,4.775502712985574e-06,6.873754755015797e-06,9.32929047353798e-06,1.3861325338211266e-05,7.390000520699415e-06,2.7436800180491764e-06,0.96,linear,True,False
individual_2015_full,2015 full,2015,39,0.039,50,0,49,1.4949852389226707e-05,3.1971304851592348e-06,4.8219486773585234e-06,7.074895775131078e-06,9.44298998714506e-06,1.1642334356095807e-05,7.086899286452896e-06,2.31565689378487e-06,1.0,linear,True,False
individual_2015_full,2015 full,2015,40,0.04,50,0,49,1.317242998300001e-05,3.511149798079786e-06,4.406317814450545e-06,6.142333105470792e-06,9.792377003034795e-06,1.155558275483226e-05,6.774771500060392e-06,2.5384004142235364e-06,0.98,linear,True,False
individual_2015_full,2015 full,2015,41,0.041,50,0,49,9.396311128623854e-06,4.077760551771208e-06,5.044673661971571e-06,6.809586959112438e-06,1.0689046766557761e-05,1.546041901644267e-05,7.787031864573399e-06,3.003599469328706e-06,0.68,linear,True,False
individual_2015_full,2015 full,2015,42,0.042,50,0,49,5.9512731721207875e-06,4.3978614890561365e-06,5.835138719730769e-06,7.061773862792605e-06,1.0122888887647237e-05,1.1661597062423974e-05,7.5680565721421745e-06,2.0951797331499684e-06,0.2,linear,True,False
individual_2015_full,2015 full,2015,43,0.043,50,0,49,4.280074516821396e-06,3.3016974836175873e-06,4.7753502527477035e-06,7.400192648059156e-06,1.1505016847920148e-05,1.425488752832312e-05,7.992158433206806e-06,3.180572574590172e-06,0.1,linear,True,False
individual_2015_full,2015 full,2015,44,0.044,50,0,49,3.7098331384777297e-06,4.567748767199157e-06,6.033776852339428e-06,8.177542145823267e-06,1.1788088289629512e-05,1.5058450210062028e-05,8.64738255075921e-06,3.1174510458258707e-06,0.0,linear,True,False
individual_2015_full,2015 full,2015,45,0.045,50,0,49,3.683545528067656e-06,4.754859043330571e-06,6.428317696767586e-06,8.509392597208643e-06,1.137189630599119e-05,1.3992109718333334e-05,8.903564284824463e-06,2.7647123627018372e-06,0.0,linear,True,False
individual_2015_full,2015 full,2015,46,0.046,50,0,49,4.575335944936353e-06,4.814121925329402e-06,6.182827828348503e-06,8.125605172770678e-06,1.186799420987954e-05,1.5487803759457546e-05,8.791352891969763e-06,2.8679820773146274e-06,0.0,linear,True,False
individual_2015_full,2015 full,2015,47,0.047,50,0,49,7.24043299558171e-06,3.8043110087888895e-06,6.043581336815497e-06,8.389636420179173e-06,1.0735753210534963e-05,1.6030983718411854e-05,8.691463512017934e-06,3.2211053108742387e-06,0.32,linear,True,False
individual_2015_full,2015 full,2015,48,0.048,50,0,49,1.2699075567649636e-05,3.928457619170031e-06,5.610550444110461e-06,8.343983035118537e-06,1.1093273635729832e-05,1.4231080733278196e-05,8.659126972995469e-06,2.9721827545083418e-06,0.9,linear,True,False
individual_2015_full,2015 full,2015,49,0.049,50,0,49,1.959028266321166e-05,5.253147211308852e-06,6.339950128431687e-06,8.705468804679175e-06,1.4091229090040149e-05,1.7776924716580375e-05,1.006047232415765e-05,3.85024132717844e-06,0.98,linear,True,False
individual_2015_full,2015 full,2015,50,0.05,50,0,49,2.4600041512683968e-05,5.027320386593678e-06,6.886082711083932e-06,9.79976960992237e-06,1.3756064923671635e-05,1.87926210144238e-05,1.0328545957121119e-05,3.7526818724654984e-06,1.0,linear,True,False
individual_2015_full,2015 full,2015,51,0.051,50,0,49,2.6396501975452937e-05,5.495676110371978e-06,7.037513223456505e-06,9.57418031757422e-06,1.307866697803581e-05,1.8425636518490243e-05,1.0073376812839564e-05,3.5449022943469762e-06,1.0,linear,True,False
individual_2015_full,2015 full,2015,52,0.052,50,0,49,2.112987415099241e-05,5.15675276121219e-06,6.483513550578691e-06,9.069869548653462e-06,1.3482359763749642e-05,1.8288887476407574e-05,1.0245338926804251e-05,4.367217091276195e-06,0.98,linear,True,False
individual_2015_full,2015 full,2015,53,0.053,50,0,49,1.3931219940487204e-05,5.508801385933164e-06,6.924111391318368e-06,9.545578078735572e-06,1.5606145492641697e-05,2.2530700385951827e-05,1.0716277710144364e-05,4.490326585776355e-06,0.76,linear,True,False
individual_2015_full,2015 full,2015,54,0.054,50,0,49,8.595411764451371e-06,5.463857420534695e-06,7.901876931714347e-06,1.025441312450891e-05,1.464622529737124e-05,1.996972336167951e-05,1.1091870554442674e-05,3.6798712344580993e-06,0.24,linear,True,False
individual_2015_full,2015 full,2015,55,0.055,50,0,49,5.880489423159788e-06,6.58002764901922e-06,9.242757744431602e-06,1.2989195112201824e-05,1.6975864499241117e-05,1.9882169207047157e-05,1.3165059731743366e-05,3.9675206135065476e-06,0.02,linear,True,False
individual_2015_full,2015 full,2015,56,0.056,50,0,49,4.862577527049574e-06,6.258458129915368e-06,8.08398909734097e-06,1.1871605205950193e-05,1.5694203762977254e-05,2.0198427584778143e-05,1.2272170880784875e-05,4.637575039004834e-06,0.0,linear,True,False
individual_2015_full,2015 full,2015,57,0.057,50,0,49,4.840915191776256e-06,7.461957224035447e-06,8.985622567780597e-06,1.1674722175200582e-05,1.4509664422037857e-05,1.899170197990778e-05,1.2038231443042308e-05,3.143581893128049e-06,0.0,linear,True,False
individual_2015_full,2015 full,2015,58,0.058,50,0,49,5.283110366417453e-06,7.78988746047535e-06,9.871147605058216e-06,1.3193617414164334e-05,1.9929599990316306e-05,2.6084072782072086e-05,1.4686312853813281e-05,5.391795654878766e-06,0.0,linear,True,False
individual_2015_full,2015 full,2015,59,0.059,50,0,49,6.560630951998236e-06,7.187957771290028e-06,8.515535441464144e-06,1.1945315533503033e-05,1.7281087444144325e-05,2.448808908836278e-05,1.2905993999371208e-05,4.8785806327698625e-06,0.0,linear,True,False
individual_2015_full,2015 full,2015,60,0.06,50,0,49,9.649835443871993e-06,7.736514610574325e-06,1.0309835968284695e-05,1.3909998585141909e-05,1.8384004632005668e-05,2.2301173859994044e-05,1.4262181914519115e-05,4.172211603274909e-06,0.12,linear,True,False
individual_2015_full,2015 full,2015,61,0.061,50,0,49,1.4498074188678366e-05,8.288579799619956e-06,9.856898387838199e-06,1.4444918677861437e-05,2.1474399562924967e-05,2.5760155238170586e-05,1.533669495593369e-05,5.316364231756738e-06,0.5,linear,True,False
individual_2015_full,2015 full,2015,62,0.062,50,0,49,2.1905379680511607e-05,7.35475626707211e-06,1.1291772344067839e-05,1.473554941996085e-05,1.9583254927182844e-05,3.0134357392102505e-05,1.5748808580444393e-05,5.672926942863407e-06,0.88,linear,True,False
individual_2015_full,2015 full,2015,63,0.063,50,0,49,3.086520458550718e-05,7.345860793338706e-06,1.0408172256335614e-05,1.3999304686296407e-05,1.92772190845255e-05,2.609990510897487e-05,1.4662643026435009e-05,5.2475383643109144e-06,1.0,linear,True,False
individual_2015_full,2015 full,2015,64,0.064,50,0,49,3.553340024767333e-05,9.564739292850906e-06,1.2012272432869276e-05,1.5223592629411714e-05,2.1801013301613717e-05,2.574223677528941e-05,1.6255453001177906e-05,4.590001683721572e-06,1.0,linear,True,False
individual_2015_full,2015 full,2015,65,0.065,50,0,49,3.587910361077515e-05,9.632509548624417e-06,1.154884794639247e-05,1.5114361201609019e-05,2.3367924877481735e-05,2.8950600512142822e-05,1.691562762165356e-05,5.530898272491538e-06,1.0,linear,True,False
individual_2015_full,2015 full,2015,66,0.066,50,0,49,3.2955619088693855e-05,9.313280089701514e-06,1.2223124742474411e-05,1.7466449645169353e-05,2.2889565956930728e-05,2.760499446360592e-05,1.7752875692278902e-05,5.111057348384494e-06,1.0,linear,True,False
individual_2015_full,2015 full,2015,67,0.067,50,0,49,2.768283880277978e-05,8.99486151445796e-06,1.2484122709938166e-05,1.8032014627442716e-05,2.646654548789193e-05,4.597662554351416e-05,2.0337529483833872e-05,9.455351366592111e-06,0.86,linear,True,False
individual_2015_full,2015 full,2015,68,0.068,50,0,49,2.3446497653259305e-05,1.1566185881204076e-05,1.540775639100899e-05,1.907174239124322e-05,2.7326122164956356e-05,3.194173238821271e-05,2.0661484573748038e-05,6.016481326542978e-06,0.66,linear,True,False
individual_2015_full,2015 full,2015,69,0.069,50,0,49,1.947443839085616e-05,1.1129416004560843e-05,1.4704862805943496e-05,1.8141727609950868e-05,2.7964256858324512e-05,3.9673405418092473e-05,2.0741492741778085e-05,7.615424704070229e-06,0.58,linear,True,False
individual_2015_full,2015 full,2015,70,0.07,50,0,49,1.565806608082301e-05,1.023124410369509e-05,1.2720436810465626e-05,1.7380445770008494e-05,2.9048336782093553e-05,3.333714681539248e-05,2.0015305642017938e-05,7.557206124610253e-06,0.34,linear,True,False
individual_2015_full,2015 full,2015,71,0.071,50,0,49,1.5349752708402096e-05,1.3511553614891673e-05,1.6066544409060745e-05,2.2851382035799787e-05,3.0332766271424012e-05,3.857487251886404e-05,2.3551401787841162e-05,6.874864203402334e-06,0.14,linear,True,False
individual_2015_full,2015 full,2015,72,0.072,50,0,49,1.610036110064495e-05,1.2004019005384986e-05,1.4320273964440266e-05,2.4639730538044838e-05,3.1890881135364286e-05,3.793944815168597e-05,2.3521972477766806e-05,8.215605237849803e-06,0.24,linear,True,False
individual_2015_full,2015 full,2015,73,0.073,50,0,49,1.8060263608492097e-05,1.0104554350272217e-05,1.4960566113191914e-05,2.156212125009261e-05,3.412399161930432e-05,4.78389987137659e-05,2.4378448107659248e-05,1.0563570302481855e-05,0.36,linear,True,False
individual_2015_full,2015 full,2015,74,0.074,50,0,49,2.172967850118017e-05,1.3106678956041066e-05,1.6722435078129035e-05,2.4770898584419247e-05,3.8125171739381e-05,5.078983756396982e-05,2.7000399860791507e-05,1.1904931344422256e-05,0.42,linear,True,False
individual_2015_full,2015 full,2015,75,0.075,50,0,49,2.2157460566905165e-05,1.2285296717977145e-05,1.751283004329884e-05,2.5441076640417248e-05,3.7401136834962343e-05,4.520196062728173e-05,2.6694373031930468e-05,9.654777637636484e-06,0.38,linear,True,False
