mass_MeV,old_gp_mean_counts_per_0p625MeV,old_gp_pointwise_std_counts_per_0p625MeV,new_gp_mean_counts_per_0p625MeV,new_gp_pointwise_std_counts_per_0p625MeV,delta_gp_mean_new_minus_old_counts_per_0p625MeV
60.283467846875006,784183.00214184145,475.64801458498704,785189.64654584834,470.2189383427754,1006.6444040068891
60.284422610468759,784227.9505673243,475.72761247653415,785234.98013240367,470.31140200513437,1007.0295650793705
60.285377374062506,784272.89707265934,475.80730129839344,785280.31200532545,470.40378393766258,1007.4149326661136
60.286332137656252,784317.84211366519,475.88693435601067,785325.64175270463,470.4962469086181,1007.7996390394401
60.287286901250006,784362.78473102592,475.96652026092789,785370.96962522587,470.58866532145169,1008.1848941999488
60.288241664843753,784407.72551764105,476.04614203531588,785416.29547372903,470.68111825438979,1008.569956087973
60.289196428437506,784452.6645185618,476.12579984474598,785461.61933182913,470.77356861899659,1008.9548132673372
60.290151192031253,784497.60136780364,476.20537379732093,785506.94143890915,470.86599299215266,1009.3400711055147
60.291105955625007,784542.53643007204,476.28492854827647,785552.2615543321,470.95843327829033,1009.7251242600614
60.292060719218753,784587.46949929348,476.36452824938021,785597.57956313202,471.05088940565446,1010.1100638385396
60.293015482812507,784632.4007803587,476.44418219974995,785642.89562467695,471.14332423229791,1010.4948443182511
60.293970246406261,784677.32977017097,476.52376155235805,785688.20979553356,471.23580295377911,1010.8800253625959
60.294925010000007,784722.25715323945,476.60334017874669,785733.52185780637,471.32828834659819,1011.2647045669146
60.295879773593754,784767.18242658628,476.68302807730254,785778.83219960216,471.42077569894292,1011.6497730158735
60.2968345371875,784812.10606909392,476.76262328600643,785824.14046579867,471.5132137626909,1012.034396704752
60.297789300781261,784857.02734930511,476.84224484628169,785869.4468845122,471.60570038919656,1012.4195352070965
60.298744064375008,784901.94688323163,476.92178298599163,785914.75122634892,471.69816564895154,1012.8043431172846
60.299698827968754,784946.8643734064,477.00142109918846,785960.05346779909,471.79065139933675,1013.1890943926992
60.300653591562501,784991.78009322786,477.08097578499434,786005.35400851583,471.88314406769388,1013.5739152879687
60.301608355156262,785036.69369947375,477.16059368195465,786050.65251618659,471.97564316328135,1013.9588167128386
60.302563118750008,785081.60571690544,477.24010074363656,786095.94904734916,472.06813956369638,1014.3433304437203
60.303517882343755,785126.51557382417,477.319698658844,786141.2435555961,472.16062394236155,1014.7279817719245
60.304472645937501,785171.4233837669,477.39929543928974,786186.5361432638,472.2531335632778,1015.1127594969003
60.305427409531255,785216.32951172232,477.47887310042984,786231.82687835838,472.34565451390745,1015.4973666360602
60.306382173125009,785261.23329436104,477.55846794110954,786277.11550853029,472.43817269375012,1015.8822141692508
60.307336936718755,785306.13550803205,477.63801621151157,786322.40233060881,472.53066983331479,1016.2668225767557
60.308291700312502,785351.03576366988,477.71761859392586,786367.68705793854,472.62320590421427,1016.6512942686677
60.309246463906256,785395.93385485548,477.79716487548285,786412.96988435171,472.71569749668095,1017.0360294962302
60.310201227500009,785440.8300781349,477.87671959851514,786458.25060327491,472.80823744986702,1017.4205251400126
60.311155991093756,785485.72450150398,477.9563283783628,786503.5294085748,472.90076545601403,1017.8049070708221
60.312110754687509,785530.6169642657,478.03589036236991,786548.8063568552,472.99329084676469,1018.1893925894983
60.313065518281256,785575.50735151349,478.11546968773445,786594.08119569009,473.08584149594003,1018.5738441766007
60.314020281875003,785620.39573115844,478.19501136816945,786639.35432505282,473.17839876431714,1018.9585938943783
60.314975045468756,785665.28233123303,478.27453388950278,786684.62529786292,473.27092536200774,1019.3429666298907
60.31592980906251,785710.16669382364,478.35408282593858,786729.89421649801,473.36344458563605,1019.7275226743659
60.316884572656257,785755.04936711409,478.43368615899874,786775.1614123719,473.45603095675813,1020.112045257818
60.317839336250003,785799.93012170109,478.51314173720073,786820.42642683606,473.54858200339811,1020.4963051349623
60.318794099843757,785844.80886565195,478.59273389433349,786865.68955695,473.64113985687646,1020.8806912980508
60.319748863437511,785889.6856439847,478.67231594867775,786910.95075626241,473.73366704770791,1021.2651122777024
60.320703627031257,785934.56050180609,478.75186959457466,786956.20994402026,473.82623333280344,1021.6494422141695
60.321658390625004,785979.43355288066,478.83141324024086,787001.46722265973,473.91885733781265,1022.0336697790772
60.32261315421875,786024.30454493908,478.9109009010204,787046.7223738716,474.01141820769971,1022.4178289325209
60.323567917812511,786069.17359181354,478.99047931301044,787091.97566047218,474.10399503684636,1022.8020686586387
60.324522681406258,786114.04053262563,479.06998352626448,787137.22701310029,474.19656471588979,1023.1864804746583
60.325477445000004,786158.90591590921,479.14951441725202,787182.47632804792,474.28915938622248,1023.5704121387098
60.326432208593751,786203.76907752955,479.2290533913083,787227.72373064887,474.38173285110719,1023.9546531193191
60.327386972187504,786248.63038290048,479.30853652077326,787272.9690828179,474.47431751947721,1024.3386999174254
