mass_MeV,delta_A_hat_events_new_minus_old,relative_A_hat_change,delta_sigma_A_events_new_minus_old,relative_sigma_A_change,delta_Z_local_new_minus_old,p0_ratio_new_over_old,delta_eps2_up_new_minus_old,relative_eps2_up_change,relative_density_change,relative_K_change,delta_gp_lml
65,-10938.069784015162,-0.3901030594431516,526.9677804543453,0.079728480137170932,-1.8496159999634219,769.45947000687818,-3.2975122020547981e-06,-0.28139612616545184,0,0,27.233305313833398
