mass_MeV,A90,Ahat,Ahat_bounded,sigma_A,signed_r,Z0,p0_fixed_mass,p_signed,cls,q_obs,q_asimov,cls_branch,max_score,max_iterations,boundary_fits,min_lambda,min_background,n_profiles,n_cls_evaluations,monotonicity_error,nll_null,nll_free,n_bins,nuisance_rank,zero_bins,ok,status,calibration,cov_load,cov_load_over_poisson,prior_relative_error,feature_rank,density_observed,K_counts_per_epsilon2,branching_factor,epsilon2_90,epsilon2_90_fixed_density
50,41139.072316826205,17784.951571327285,17784.951571327285,17034.670192722569,1.0440484712481719,1.0440484712481719,0.14823148220676818,0.14823148220676818,0.10000000000473268,1.8795552838196852,5.8355459268674288,interior,1.9312166021911992e-07,3,0,1019963.0910493933,1019119.46175228,18,8,0,0.83661611799508362,0.2915975128372611,15,7,0,True,converged,fixed-mass asymptotic reference,1e-10,7.4168189277789812e-10,7.6480773804979175e-14,25,4326183260.2563419,6661238673.669137,1,6.1758892500643612e-06,6.1758892500643612e-06
51,33231.525802011769,6540.8804019015879,6540.8804019015879,17582.848984624321,0.37200429929841888,0.37200429929841888,0.35494482416787643,0.35494482416787643,0.099999997465618065,2.3042602152880742,3.5724766824613581,interior,1.4223038879990213e-07,2,0,1410650.0239614809,1409696.656057148,20,9,0,0.15569148097538277,0.086497881627128959,14,7,0,True,converged,fixed-mass asymptotic reference,1e-10,4.335751740049809e-10,2.2271174763555241e-14,26,5058432082.4345865,7944492828.0542393,1,4.1829637865191221e-06,4.1829637865191221e-06
52,31109.776695386976,-1643.3455598999617,0,19515.444042234063,-0.084207410962306217,0,0.5,0.53355423698848925,0.10000000000032053,2.8096235032197594,2.5410679045451343,deficit,1.6296575422458659e-07,2,0,1634358.4462250387,1633714.8970931896,22,10,0,0.056647995632280929,0.053102551601793564,15,7,0,True,converged,fixed-mass asymptotic reference,1e-10,5.60084111508752e-10,7.3798648620803293e-14,26,5824513139.7145958,9327023068.9285316,1,3.3354454540832178e-06,3.3354454540832178e-06
53,29483.955215094742,-5330.1046336268873,0,19805.150493158599,-0.26912677500398202,0,0.5,0.60608393658939252,0.10000000114013184,3.017468882204132,2.2160074797433635,deficit,4.5666425751988982e-08,2,0,2130502.9301099028,2129641.0279173264,22,10,0,0.077106038151405876,0.040891427639383887,14,7,0,True,converged,fixed-mass asymptotic reference,1e-10,3.3789362046981471e-10,5.371088037930954e-14,26,6625520216.5423927,10813740189.733297,1,2.7265270570387093e-06,2.7265270570387093e-06
54,29398.740182948539,-7224.5837577447983,0,20376.690536454327,-0.35455059549769341,0,0.5,0.63853685321599563,0.09999999969824909,3.1045612322539249,2.0813111063914356,deficit,2.9144747504261659e-08,2,0,2681596.9836233589,2680448.7574007744,22,10,0,0.092181024774462064,0.029327962390577552,14,7,0,True,converged,fixed-mass asymptotic reference,1e-10,2.7695272591375153e-10,6.8034219651214427e-14,26,7430882684.4907389,12357034029.958004,1,2.3791097533336204e-06,2.3791097533336204e-06
55,29144.491776176259,-9765.1442261103693,0,21025.286244983439,-0.4644465150110742,0,0.5,0.67883606464418422,0.10000000163849537,3.2089871339562541,1.9211244640568497,deficit,2.2701238222566644e-08,2,0,2973310.7962778625,2972484.9247198026,20,9,0,0.17065471698102908,0.062799434328063092,15,7,0,True,converged,fixed-mass asymptotic reference,1e-10,2.997486293960554e-10,3.9314340180516574e-14,26,8260912330.9719133,13991709534.089346,1,2.0829829053532546e-06,2.0829829053532546e-06
56,31696.011965233414,-5159.0861401908678,0,21098.970824361866,-0.24451797094003513,0,0.5,0.59658515724450245,0.099999999999805425,2.9913517628934705,2.2565832641221268,deficit,3.1290666280270329e-08,2,0,3581595.6483224384,3580517.3712601168,22,10,0,0.057275768600958399,0.027381249544642466,14,6,0,True,converged,fixed-mass asymptotic reference,1e-10,1.981352974661194e-10,6.7770489748335308e-14,26,9084936981.1953545,15667150815.753363,1,2.0230871801759252e-06,2.0230871801759252e-06
57,35240.431876113442,-2024.8370675918329,0,22165.370876691257,-0.091351327129232329,0,0.5,0.53639328235365302,0.10000000000023498,2.8181644252533626,2.5276182076167029,deficit,5.764028454535719e-08,2,0,3895262.0291783591,3894475.6177256317,22,10,0,0.035017965256494671,0.030845432772358662,15,7,0,True,converged,fixed-mass asymptotic reference,1e-10,2.3128610821592923e-10,6.9647507975167257e-14,26,9905667800.6618309,17387562051.578648,1,2.0267609554218039e-06,2.0267609554218039e-06
58,37453.292113589756,736.2809369195503,736.2809369195503,22493.534942017202,0.03273300894976465,0.03273300894976465,0.48694375032631709,0.48694375032631709,0.10000000000118006,2.664469600279455,2.7724349898721519,interior,9.6081677281034672e-08,2,0,4535939.6223709024,4534885.2172199562,22,10,0,0.031221923274450315,0.030686198336997629,15,6,0,True,converged,fixed-mass asymptotic reference,1e-10,1.9684794921466753e-10,6.6382081545329006e-14,26,10724658738.021128,19155414463.491135,1,1.9552326672426266e-06,1.9552326672426266e-06
59,40916.767377707642,4140.2042699321019,4140.2042699321019,23276.924992229775,0.17786750040740526,0.17786750040740526,0.42941351736811895,0.42941351736811895,0.10000000000005896,2.4962222353920898,3.0900102072965043,interior,1.9071886292465479e-08,2,0,4860713.3409261433,4859922.4326660167,22,10,0,0.030592196776793583,0.014773772926204427,15,6,0,True,converged,fixed-mass asymptotic reference,1e-10,1.8959703576255924e-10,8.9537522824141359e-14,26,11517994366.241133,20927095266.633648,1,1.9552052903847438e-06,1.9552052903847438e-06
