mass_MeV,A90,Ahat,Ahat_bounded,sigma_A,signed_r,Z0,p0_fixed_mass,p_signed,cls,q_obs,q_asimov,cls_branch,max_score,max_iterations,boundary_fits,min_lambda,min_background,n_profiles,n_cls_evaluations,monotonicity_error,nll_null,nll_free,n_bins,nuisance_rank,zero_bins,ok,status,calibration,cov_load,cov_load_over_poisson,prior_relative_error,feature_rank,density_observed,K_counts_per_epsilon2,branching_factor,epsilon2_90,epsilon2_90_fixed_density
50,40459.145328878622,16981.541951578343,16981.541951578343,17035.134330484445,0.99685774385581027,0.99685774385581027,0.15941678250740932,0.15941678250740932,0.10000000003335388,1.8993801558098764,5.6438460424853849,interior,1.9315873855951793e-07,3,0,1020032.0411796507,1019198.2335606561,18,8,0,0.77731843525952848,0.28045575451688037,15,7,0,True,converged,fixed-mass asymptotic reference,1e-10,7.4167142186965525e-10,7.6480773804979175e-14,25,4326183260.2563419,6661238673.669137,1,6.073817094830646e-06,6.073817094830646e-06
51,32523.234671054517,5524.1105250234386,5524.1105250234386,17583.439056260562,0.31416614319795549,0.31416614319795549,0.37669742779566656,0.37669742779566656,0.10000000004669382,2.3576725147357842,3.4215271663901223,interior,1.3272995857960268e-07,2,0,1410727.1589460927,1409790.112132109,22,10,0,0.1124626949714746,0.063112512205535459,14,7,0,True,converged,fixed-mass asymptotic reference,1e-10,4.3357967158412991e-10,2.2271174763555241e-14,26,5058432082.4345865,7944492828.0542393,1,4.0938088025211405e-06,4.0938088025211405e-06
52,30342.117402399392,-2959.7275473788682,0,19516.289522091294,-0.15165412370601408,0,0.5,0.56027012874135451,0.10000000000004887,2.8886315607111643,2.4169407649981718,deficit,9.1237383204045841e-08,2,0,1634419.2298682688,1633775.652855536,22,10,0,0.048658401245163733,0.037158914626644224,15,7,0,True,converged,fixed-mass asymptotic reference,1e-10,5.6011201365809139e-10,7.3798648620803293e-14,26,5824513139.7145958,9327023068.9285316,1,3.2531405978268935e-06,3.2531405978268935e-06
53,29511.665226916259,-5279.2045951217033,0,19805.038442661542,-0.26655825061968363,0,0.5,0.60509534800926101,0.10000000063076946,3.0147647004451676,2.2202049126677723,deficit,4.5664781733734117e-08,2,0,2130520.9337537461,2129659.0364375059,22,10,0,0.059031234067755178,0.023504583581042147,14,7,0,True,converged,fixed-mass asymptotic reference,1e-10,3.3788036725470332e-10,5.371088037930954e-14,26,6625520216.5423927,10813740189.733297,1,2.7290895387827988e-06,2.7290895387827988e-06
54,29848.991397533115,-6377.4933186009384,0,20376.140768911133,-0.31298767153261658,0,0.5,0.62285498568635078,0.099999998397561504,3.0628522711180186,2.1456982806422173,deficit,2.9139985535664437e-08,2,0,2681626.1683447687,2680477.9731015773,20,9,0,0.068167749191318475,0.019187107925613931,14,7,0,True,converged,fixed-mass asymptotic reference,1e-10,2.7693013434731027e-10,6.8034219651214427e-14,26,7430882684.4907389,12357034029.958004,1,2.4155465887014763e-06,2.4155465887014763e-06
55,30306.770852146434,-7503.6197562920806,0,21024.138794170743,-0.35690432159077812,0,0.5,0.63941828285211832,0.099999999728886624,3.106901197414218,2.0777055270646025,deficit,2.2693190437905741e-08,2,0,2973337.1367979883,2972511.3103117044,20,9,0,0.10366730322503639,0.039976955839949618,15,7,0,True,converged,fixed-mass asymptotic reference,1e-10,2.9971298626317805e-10,3.9314340180516574e-14,26,8260912330.9719133,13991709534.089346,1,2.1660520309049541e-06,2.1660520309049541e-06
56,33013.635628873817,-2832.39916600486,0,21098.046270582319,-0.13424923499838923,0,0.5,0.55339725282390473,0.10000000000004013,2.8685843669626738,2.4483738579483916,deficit,3.0190924871220659e-08,2,0,3581618.5904688505,3580540.3606564701,22,10,0,0.030259671424775876,0.021248242875949508,14,6,0,True,converged,fixed-mass asymptotic reference,1e-10,1.9811633867532775e-10,6.7770489748335308e-14,26,9084936981.1953545,15667150815.753363,1,2.1071882192950178e-06,2.1071882192950178e-06
57,36652.472395250887,316.8752338000134,316.8752338000134,22164.439844918255,0.014296564053307547,0.014296564053307547,0.4942966904202285,0.4942966904202285,0.10000000000179392,2.6874674633290874,2.7345371778108314,interior,1.3721569880331685e-07,2,0,3895270.865421257,3894480.7394989012,22,10,0,0.02046313331499628,0.020360937443131118,15,7,0,True,converged,fixed-mass asymptotic reference,1e-10,2.312669065425532e-10,6.9647507975167257e-14,26,9905667800.6618309,17387562051.578648,1,2.1079707601631904e-06,2.1079707601631904e-06
58,38281.36186644408,2055.0130949263694,2055.0130949263694,22493.135886736021,0.091361836972571095,0.091361836972571095,0.46360254228571668,0.46360254228571668,0.10000000000030587,2.5938256231091419,2.8965173560719668,interior,5.2376526005204482e-08,2,0,4535851.3760155709,4534776.6061753444,22,10,0,0.020110246575717562,0.015936753948216233,15,6,0,True,converged,fixed-mass asymptotic reference,1e-10,1.9684368374012771e-10,6.6382081545329006e-14,26,10724658738.021128,19155414463.491135,1,1.9984616850450116e-06,1.9984616850450116e-06
59,41414.497789600449,4893.8267666055463,4893.8267666055463,23276.670314303588,0.21024624926382021,0.21024624926382021,0.41673774222811738,0.41673774222811738,0.10000000000000575,2.4616597290939533,3.16573950508629,interior,1.305089369907364e-08,2,0,4860581.3120962977,4859782.354166111,22,10,0,0.031297309946891234,0.0091955672821390257,15,6,0,True,converged,fixed-mass asymptotic reference,1e-10,1.8959425509940966e-10,8.9537522824141359e-14,26,11517994366.241133,20927095266.633648,1,1.9789893084508534e-06,1.9789893084508534e-06
60,42121.32225017155,4960.4213703312871,4960.4213703312871,23680.78964519659,0.20947052889396606,0.20947052889396606,0.41704046979389497,0.41704046979389497,0.099999999999948283,2.4624761047412953,3.1639022822042611,interior,1.160577212111491e-08,2,0,5515033.1790362597,5513966.5873287199,22,10,0,0.035028552434884008,0.013089601197325071,15,6,0,True,converged,fixed-mass asymptotic reference,1e-10,1.6633792411656335e-10,1.1262376201144439e-13,26,12294150798.200817,22715895605.044628,1,1.8542664124947584e-06,1.8542664124947584e-06
61,42189.374362673167,4069.5835449984311,4069.5835449984311,24080.642023609322,0.16899828125040223,0.16899828125040223,0.43289899665924442,0.43289899665924442,0.099999999999977066,2.5058655149238707,3.0696036011397769,interior,1.8502968934797082e-08,2,0,5842859.4411295624,5842120.9224544326,22,10,0,0.030853703278133575,0.016573493745338549,16,7,0,True,converged,fixed-mass asymptotic reference,1e-10,1.845016330292652e-10,7.6503272542631182e-14,26,13031934672.493526,24480416767.679844,1,1.7233928148794219e-06,1.7233928148794219e-06
