model,scenario,background_toy_index,mass_GeV,inj_nsigma,strength,role,attempt,optimizer_seed,optimizer_restarts,fit_ok,refit_fallback_used,error,gp_lml,gp_ls,gp_const,gp_const_lo,gp_const_hi,gp_ls_lo,gp_ls_hi,gp_ls_init,gp_const_init,sigma_A,sigmaA_reference,A_hat,Zhat,pull,amplitude_nll,n_blind,integral_density,A_per_eps2_unit,optimizer_warning_count,optimizer_warnings,n_train,n_train_low,n_train_high,train_domain_lo,train_domain_hi,bin_width_median,n_zero_train,min_y_train,max_y_train,training_counts_sha256,ls_at_lower,ls_at_upper,const_at_lower,const_at_upper,covariance_valid,covariance_min_eigenvalue,covariance_min_eigenvalue_relative,top_branch_replicates,study_id,scenario_label,source_family,source_multiplier,truth_model,truth_function_tag,mass_MeV,n_attempts,optimizer_gate_version,optimizer_gate_status,optimizer_trigger_reasons,optimizer_selection_pull_blind,accepted,sigmaA_ref,sigmaA_ref_mode,reference_top_branch_replicates,eps2_hat_signed,eps2_injected,eps2_sigma,nominal_Z_residual,pull_identity_residual,refit_ls_over_hi,refit_ls_over_lo,refit_upper_boundary,refit_lower_boundary,refit_constant_lower_boundary,refit_constant_upper_boundary,selected_extraction_upper_factor,production_card_upper_factor,analysis_partition,declared_result_commit,declared_integration_commit,claim_boundary,signal_seed,reference_attempt_selected,reference_gp_lml,reference_gp_ls,reference_gp_const,Nsig_full,Nsig_win,Nsig_train,signal_counts_sha256
regional_blend,2021_10pct,12,0.065,0.0,0.0,reference_bonly,0,706267827,12,True,False,,1623.9599199429274,0.23953905932645997,45.593157579525425,1e-08,1e+18,0.03533208047215282,0.803001828912564,0.16843908465206228,1.0,8341.780898546596,8344.349800041902,-14059.30712623753,-1.6854083435213587,-1.6854083435213587,-196776498.17859963,16,1549906345.0325193,3102407851.1018186,0,,400,32,368,0.04,0.3,0.0006250000000000006,0,4163.0,1155958.0,2ceafebf9c475cd195371424cd2f9c5fdeaf389fdb4ed5f70d93a4d049d81490,False,False,False,False,True,-0.18520007159952753,-1.5650530597287375e-07,2,v4p8p3_2021_residual_truths_20260814,2021_10pct,ten_pct,1,regional_blend,regional_blend,65.0,3,v4p7p1_reference_relative_v1,pass_replicated_initial3,,True,True,8341.780898546596,matched_refit_bonly_multistart_v1,2,-4.531740441942337e-06,0.0,2.6888085960664445e-06,-1.6854083435213587,0.0,0.29830450031582995,6.77964773445068,False,False,False,False,25.0,15.0,residual_regional_blend_20toy_validation,4c7698e28f0c2c9eedf531a5b614ca727d7c305b,675b1c65be9238d6d97d7eeb0f09fd860404d13a,"Conditional source-conditioned stress diagnostics only; not physical background truth, observed-data bias, coverage, expected bands, limits, exclusions, or a production-card change.",,,,,,,,,
regional_blend,2021_10pct,12,0.065,1.0,8341.780898546596,injected_refit,0,2805301396,12,True,False,,1623.9587365920531,0.23954053804470163,45.60692770705333,1e-08,1e+18,0.03533208047215282,0.803001828912564,0.16843908465206228,1.0,8343.59703119248,8341.780898546596,-6022.298564712683,-0.7217868435158556,-1.7215691756875686,-196887975.75273216,16,1549906345.0325193,3102407851.1018186,0,,400,32,368,0.04,0.3,0.0006250000000000006,0,4163.0,1155958.0,7f82bea22305ea0e9cba14d1dd07793db74e5af4cad6f9368db00e8ee2a40bc4,False,False,False,False,True,-0.14931769675640189,-1.2617035989183104e-07,1,v4p8p3_2021_residual_truths_20260814,2021_10pct,ten_pct,1,regional_blend,regional_blend,65.0,1,v4p7p1_reference_relative_v1,pass_single_untriggered,,True,True,8341.780898546596,matched_refit_bonly_multistart_v1,2,-1.941169199457082e-06,2.6888085960664445e-06,2.6893939906157905e-06,-1.7217868435158556,0.0,0.2983063418038421,6.779689586450956,False,False,False,False,25.0,15.0,residual_regional_blend_20toy_validation,4c7698e28f0c2c9eedf531a5b614ca727d7c305b,675b1c65be9238d6d97d7eeb0f09fd860404d13a,"Conditional source-conditioned stress diagnostics only; not physical background truth, observed-data bias, coverage, expected bands, limits, exclusions, or a production-card change.",1876507544.0,0.0,1623.9599199429274,0.23953905932645997,45.593157579525425,8228.0,8089.0,139.0,d6f5cddd93746ab8f939f945c659f078bbc12d4c888d1fefa07fd6351c6a5c1e
regional_blend,2021_10pct,12,0.065,3.0,25025.34269563979,injected_refit,0,680191797,12,True,False,,1623.995628221205,0.23954723351555343,45.642610571358084,1e-08,1e+18,0.03533208047215282,0.803001828912564,0.16843908465206228,1.0,8347.31600125322,8341.780898546596,10167.004671558161,1.2179968591139645,-1.7800138417966778,-197115474.23829147,16,1549906345.0325193,3102407851.1018186,0,,400,32,368,0.04,0.3,0.0006250000000000006,0,4163.0,1155958.0,3d06c5f932c0e39baa49f835b8fceec644bd773f3bde697b3c76fe3409be4c6e,False,False,False,False,True,-0.16473858061833646,-1.3917324964402975e-07,1,v4p8p3_2021_residual_truths_20260814,2021_10pct,ten_pct,1,regional_blend,regional_blend,65.0,1,v4p7p1_reference_relative_v1,pass_single_untriggered,,True,True,8341.780898546596,matched_refit_bonly_multistart_v1,2,3.2771334909906686e-06,8.066425788199334e-06,2.690592727287186e-06,-1.7820031408860355,0.0,0.2983146798556506,6.779879087628422,False,False,False,False,25.0,15.0,residual_regional_blend_20toy_validation,4c7698e28f0c2c9eedf531a5b614ca727d7c305b,675b1c65be9238d6d97d7eeb0f09fd860404d13a,"Conditional source-conditioned stress diagnostics only; not physical background truth, observed-data bias, coverage, expected bands, limits, exclusions, or a production-card change.",4007084158.0,0.0,1623.9599199429274,0.23953905932645997,45.593157579525425,25047.0,24594.0,453.0,154a94ec38eb71a7dde3ac02a6eea9e36a0045a4c6fbb69ec2f02825094731be
regional_blend,2021_10pct,12,0.065,5.0,41708.90449273298,injected_refit,0,1798969623,12,True,False,,1623.964240636107,0.23955709328479707,45.67338228471711,1e-08,1e+18,0.03533208047215282,0.803001828912564,0.16843908465206228,1.0,8350.805906678705,8341.780898546596,26536.403595636697,3.177705707950144,-1.8168906171034114,-197339858.25710413,16,1549906345.0325193,3102407851.1018186,0,,400,32,368,0.04,0.3,0.0006250000000000006,0,4163.0,1155958.0,a0cee1aebec794fa4706f365c8572effc35afefc041557f96214371e787a3802,False,False,False,False,True,-0.1288742798126904,-1.0886306060758665e-07,1,v4p8p3_2021_residual_truths_20260814,2021_10pct,ten_pct,1,regional_blend,regional_blend,65.0,1,v4p7p1_reference_relative_v1,pass_single_untriggered,,True,True,8341.780898546596,matched_refit_bonly_multistart_v1,2,8.553486475420151e-06,1.3444042980332223e-05,2.6917176294899204e-06,-1.8222942920498562,0.0,0.29832695849423974,6.780158147596357,False,False,False,False,25.0,15.0,residual_regional_blend_20toy_validation,4c7698e28f0c2c9eedf531a5b614ca727d7c305b,675b1c65be9238d6d97d7eeb0f09fd860404d13a,"Conditional source-conditioned stress diagnostics only; not physical background truth, observed-data bias, coverage, expected bands, limits, exclusions, or a production-card change.",3979060484.0,0.0,1623.9599199429274,0.23953905932645997,45.593157579525425,41611.0,40873.0,738.0,3db362513be0a0082481e86da35f70657c754572e2d45a4a65bbf6cadfdc7191
regional_blend,2021_10pct,12,0.09,0.0,0.0,reference_bonly,2,4204014433,12,True,False,,1611.484311253892,0.24020435644062485,45.62821993559242,1e-08,1e+18,0.02918815006379436,0.6633670469044173,0.13914904567557138,1.0,7201.231365320351,7198.537405662149,11290.399804694576,1.5678429468419552,1.5678429468419552,-248244946.02839324,18,1714639232.1346962,4752206936.064145,0,,398,71,327,0.04,0.3,0.0006250000000000006,0,4163.0,1155958.0,0741512b1274da87321b257fb2e9395dbf31c055efe93a8efa32e343fc47a67f,False,False,False,False,True,-0.19737885088084875,-4.5798821628992215e-07,3,v4p8p3_2021_residual_truths_20260814,2021_10pct,ten_pct,1,regional_blend,regional_blend,90.0,3,v4p7p1_reference_relative_v1,pass_replicated_initial3,,True,True,7201.231365320351,matched_refit_bonly_multistart_v1,3,2.3758224245271334e-06,0.0,1.5153446519070416e-06,1.5678429468419552,0.0,0.3620987167836138,8.229516290536678,False,False,False,False,25.0,15.0,residual_regional_blend_20toy_validation,4c7698e28f0c2c9eedf531a5b614ca727d7c305b,675b1c65be9238d6d97d7eeb0f09fd860404d13a,"Conditional source-conditioned stress diagnostics only; not physical background truth, observed-data bias, coverage, expected bands, limits, exclusions, or a production-card change.",,,,,,,,,
regional_blend,2021_10pct,12,0.09,1.0,7201.231365320351,injected_refit,0,1471220052,12,True,False,,1611.455671775816,0.2402158035967884,45.62870613063811,1e-08,1e+18,0.02918815006379436,0.6633670469044173,0.13914904567557138,1.0,7202.126812838633,7201.231365320351,18439.529028673653,2.560289412816647,1.5604137438013064,-248342736.513318,18,1714639232.1346962,4752206936.064145,0,,398,71,327,0.04,0.3,0.0006250000000000006,0,4163.0,1155958.0,0bc92804ce1e72ead133e9d9d796e561f6f1bca4e9458ce556943807a52225ab,False,False,False,False,True,-0.18924559737698185,-4.3915704480373754e-07,1,v4p8p3_2021_residual_truths_20260814,2021_10pct,ten_pct,1,regional_blend,regional_blend,90.0,1,v4p7p1_reference_relative_v1,pass_single_untriggered,,True,True,7201.231365320351,matched_refit_bonly_multistart_v1,3,3.880203298542712e-06,1.5153446519070416e-06,1.5155330796271156e-06,1.5602894128166471,0.0,0.3621159729259214,8.229908475589122,False,False,False,False,25.0,15.0,residual_regional_blend_20toy_validation,4c7698e28f0c2c9eedf531a5b614ca727d7c305b,675b1c65be9238d6d97d7eeb0f09fd860404d13a,"Conditional source-conditioned stress diagnostics only; not physical background truth, observed-data bias, coverage, expected bands, limits, exclusions, or a production-card change.",2611708819.0,2.0,1611.484311253892,0.24020435644062485,45.62821993559242,7217.0,7043.0,174.0,c73a8ed138b44ce40542912d720dd63521613ee629a1d53715f9bb0c755d796f
regional_blend,2021_10pct,12,0.09,3.0,21603.69409596105,injected_refit,0,388132437,12,True,False,,1611.3956198984529,0.24021821473302962,45.62394229912638,1e-08,1e+18,0.02918815006379436,0.6633670469044173,0.13914904567557138,1.0,7204.251846166645,7201.231365320351,32227.646835227653,4.473420352784566,1.4746781437019816,-248536563.25309968,18,1714639232.1346962,4752206936.064145,0,,398,71,327,0.04,0.3,0.0006250000000000006,0,4163.0,1155958.0,961b4343734b6846bbf068eb7ffa9d3b0c3c37d3bf66e58a57e6189ce826c45e,False,False,False,False,True,-0.21465139447150391,-4.980974158372147e-07,1,v4p8p3_2021_residual_truths_20260814,2021_10pct,ten_pct,1,regional_blend,regional_blend,90.0,1,v4p7p1_reference_relative_v1,pass_single_untriggered,,True,True,7201.231365320351,matched_refit_bonly_multistart_v1,3,6.781616892701881e-06,4.546033955721125e-06,1.5159802473023878e-06,1.473420352784566,0.0,0.3621196076199456,8.229991082271491,False,False,False,False,25.0,15.0,residual_regional_blend_20toy_validation,4c7698e28f0c2c9eedf531a5b614ca727d7c305b,675b1c65be9238d6d97d7eeb0f09fd860404d13a,"Conditional source-conditioned stress diagnostics only; not physical background truth, observed-data bias, coverage, expected bands, limits, exclusions, or a production-card change.",1868561428.0,2.0,1611.484311253892,0.24020435644062485,45.62821993559242,21433.0,21002.0,431.0,c337fdbc17334189fed116583ae6c3f01e9b121d01c1067e530b768548690fbc
regional_blend,2021_10pct,12,0.09,5.0,36006.15682660176,injected_refit,0,2967595718,12,True,False,,1611.3202062405699,0.24021679563936804,45.61487769776074,1e-08,1e+18,0.02918815006379436,0.6633670469044173,0.13914904567557138,1.0,7206.549407478448,7201.231365320351,46704.37693844595,6.480823803133778,1.4845135316414173,-248735544.9035974,18,1714639232.1346962,4752206936.064145,0,,398,71,327,0.04,0.3,0.0006250000000000006,0,4163.0,1155958.0,8fd859809376e1f62618ccb1d9f22a1e75ba2401a8f8cbab2d3cd57ea3de0b6c,False,False,False,False,True,-0.1711321636461241,-3.970807420955419e-07,1,v4p8p3_2021_residual_truths_20260814,2021_10pct,ten_pct,1,regional_blend,regional_blend,90.0,1,v4p7p1_reference_relative_v1,pass_single_untriggered,,True,True,7201.231365320351,matched_refit_bonly_multistart_v1,3,9.82793417180761e-06,7.576723259535208e-06,1.5164637197905841e-06,1.4808238031337781,0.0,0.3621174683914925,8.229942463443011,False,False,False,False,25.0,15.0,residual_regional_blend_20toy_validation,4c7698e28f0c2c9eedf531a5b614ca727d7c305b,675b1c65be9238d6d97d7eeb0f09fd860404d13a,"Conditional source-conditioned stress diagnostics only; not physical background truth, observed-data bias, coverage, expected bands, limits, exclusions, or a production-card change.",1573139128.0,2.0,1611.484311253892,0.24020435644062485,45.62821993559242,36039.0,35331.0,708.0,4a78c3ac048ab180614e96d61bce2d3a261c3a5e38ae74f027d2437a7d3eada4
regional_blend,2021_10pct,12,0.12,0.0,0.0,reference_bonly,1,1876408158,12,True,False,,1594.3888852298433,0.23804900897933598,44.882331028282394,1e-08,1e+18,0.026444851590963617,0.6010193543400821,0.12607088335067795,1.0,5526.705358590367,5526.023434972071,-2497.7209796407124,-0.45193669963939914,-0.45193669963939914,-169279465.38490996,22,995226597.8848736,3677759264.8733416,0,,394,117,277,0.04,0.3,0.0006250000000000006,0,4163.0,1155958.0,85540d795aeead2e82e5acb757697b51c81d20b58386a0d0f8b6070d448aa7f9,False,False,False,False,True,-0.07367529243686803,-4.843464481785202e-07,3,v4p8p3_2021_residual_truths_20260814,2021_10pct,ten_pct,1,regional_blend,regional_blend,120.0,3,v4p7p1_reference_relative_v1,pass_replicated_initial3,,True,True,5526.705358590367,matched_refit_bonly_multistart_v1,3,-6.791420535587262e-07,0.0,1.5027371180535117e-06,-0.45193669963939914,0.0,0.3960754462569899,9.001714687658861,False,False,False,False,25.0,15.0,residual_regional_blend_20toy_validation,4c7698e28f0c2c9eedf531a5b614ca727d7c305b,675b1c65be9238d6d97d7eeb0f09fd860404d13a,"Conditional source-conditioned stress diagnostics only; not physical background truth, observed-data bias, coverage, expected bands, limits, exclusions, or a production-card change.",,,,,,,,,
regional_blend,2021_10pct,12,0.12,1.0,5526.705358590367,injected_refit,0,2761559494,12,True,False,,1594.418236380723,0.23818100671803225,44.912351665417575,1e-08,1e+18,0.026444851590963617,0.6010193543400821,0.12607088335067795,1.0,5525.823923287058,5526.705358590367,2962.444114018082,0.5361090319099165,-0.4640504801041369,-169352135.20380062,22,995226597.8848736,3677759264.8733416,0,,394,117,277,0.04,0.3,0.0006250000000000006,0,4163.0,1155958.0,f61ad14e615d900cd7710fcc0d51e0e2ea61892e896a9fbfd0d65d57762b4105,False,False,False,False,True,-0.0802882478323838,-5.285673146392455e-07,1,v4p8p3_2021_residual_truths_20260814,2021_10pct,ten_pct,1,regional_blend,regional_blend,120.0,1,v4p7p1_reference_relative_v1,pass_single_untriggered,,True,True,5526.705358590367,matched_refit_bonly_multistart_v1,3,8.055024542559627e-07,1.5027371180535117e-06,1.5024974516588872e-06,-0.46389096809008346,0.0,0.3962950693652028,9.006706121936427,False,False,False,False,25.0,15.0,residual_regional_blend_20toy_validation,4c7698e28f0c2c9eedf531a5b614ca727d7c305b,675b1c65be9238d6d97d7eeb0f09fd860404d13a,"Conditional source-conditioned stress diagnostics only; not physical background truth, observed-data bias, coverage, expected bands, limits, exclusions, or a production-card change.",1648754389.0,1.0,1594.3888852298433,0.23804900897933598,44.882331028282394,5563.0,5448.0,115.0,9ce524e1c3f32fae72ac32a0de7ac3b920415ec390d20afc395218c904f6238e
