method,mass_MeV,dataset_set,observed_r,asimov_r,response_sd,z_standardized,p_raw_gaussian,p_local_deficit,gp_k,gp_n,gp_p,gp_low95,gp_high95,gp_upper95,direct_k,direct_n,direct_p,direct_low95,direct_high95,direct_upper95,raw_gp_k,raw_gp_n,raw_gp_p,raw_gp_low95,raw_gp_high95,raw_gp_upper95,raw_direct_k,raw_direct_n,raw_direct_p,raw_direct_low95,raw_direct_high95,raw_direct_upper95
profiled,96,2016+2021,0.0449384817559687,-0.6884698198194571,0.9826993710285697,0.7463201088729542,1.0,1.0,200000,200000,1.0,0.9999815557728263,1.0,1.0,1000,1000,1.0,0.9963179161031344,1.0,1.0,200000,200000,1.0,0.9999815557728263,1.0,1.0,1000,1000,1.0,0.9963179161031344,1.0,1.0
profiled,97,2016+2021,-0.8415079821276258,-0.07706812745648534,0.982612506027604,-0.7779667467917057,0.2000317076031224,0.21829430857975807,200000,200000,1.0,0.9999815557728263,1.0,1.0,1000,1000,1.0,0.9963179161031344,1.0,1.0,200000,200000,1.0,0.9999815557728263,1.0,1.0,1000,1000,1.0,0.9963179161031344,1.0,1.0
profiled,98,2016+2021,-1.2797564800260286,0.5820413622844132,0.9831730091225297,-1.8936624836477909,0.10031539699034558,0.029134912016486443,173863,200000,0.869315,0.8678299628614494,0.8707893241212761,0.8705532336563564,878,1000,0.878,0.8560957805725834,0.8976488625599233,0.8946820915424154,200000,200000,1.0,0.9999815557728263,1.0,1.0,1000,1000,1.0,0.9963179161031344,1.0,1.0
profiled,99,2016+2021,-1.448726068861244,0.9918410545242756,0.9837924561356342,-2.480774383015844,0.07370704865729498,0.006554866128727215,83204,200000,0.41602,0.41385855384165465,0.41818388051022876,0.4178362676615661,413,1000,0.413,0.3822775713490469,0.44423614571470127,0.43927660275392244,200000,200000,1.0,0.9999815557728263,1.0,1.0,1000,1000,1.0,0.9963179161031344,1.0,1.0
profiled,100,2016+2021,-1.195323446110317,1.347732600573632,0.984490958671824,-2.5831177262559972,0.11598034134928276,0.004895595308610935,67833,200000,0.339165,0.33709000059142347,0.3412446618716581,0.3409104767705528,336,1000,0.336,0.30674385946862914,0.36622538293723245,0.3614053994240032,200000,200000,1.0,0.9999815557728263,1.0,1.0,1000,1000,1.0,0.9963179161031344,1.0,1.0
profiled,101,2016+2021,-0.9714647683474004,1.4490348972736937,0.985448874130565,-2.4562407337028374,0.16565844463828833,0.007019953514121249,87137,200000,0.435685,0.4335103428039017,0.43786152149610796,0.43751190504585147,428,1000,0.428,0.39708389771350944,0.45934120414461505,0.4543691978550094,200000,200000,1.0,0.9999815557728263,1.0,1.0,1000,1000,1.0,0.9963179161031344,1.0,1.0
profiled,102,2016+2021,-1.1240895940760678,1.3471259446142,0.9855686588246388,-2.507400693562404,0.13048750967886596,0.006081137583248075,79077,200000,0.395385,0.39324122397930505,0.3975318085627793,0.3971869102710038,388,1000,0.388,0.35766540403610303,0.4189960765953952,0.4140677218757466,200000,200000,1.0,0.9999815557728263,1.0,1.0,1000,1000,1.0,0.9963179161031344,1.0,1.0
profiled,103,2016+2021,-0.8331084991854485,1.3667019500698452,0.9863329310067357,-2.230292003948382,0.2023917703175815,0.012864031837977005,125333,200000,0.626665,0.6245408507380302,0.6287854774809325,0.6284451500806423,614,1000,0.614,0.5830266964145339,0.6442999972828456,0.6395492264476423,200000,200000,1.0,0.9999815557728263,1.0,1.0,1000,1000,1.0,0.9963179161031344,1.0,1.0
profiled,104,2016+2021,-0.7528591216616587,1.2304839552010258,0.9866673762985948,-2.010143564595234,0.22576728745976465,0.02220799819800531,159580,200000,0.7979,0.7961332782890866,0.7996580833919682,0.7993762684624344,791,1000,0.791,0.7644601304459225,0.8158140321806082,0.8119942998677661,200000,200000,1.0,0.9999815557728263,1.0,1.0,1000,1000,1.0,0.9963179161031344,1.0,1.0
profiled,105,2016+2021,-0.7796963830001178,0.9447464946971695,0.9864798184103387,-1.7480771988586021,0.21778480417609136,0.040225330310513445,187196,200000,0.93598,0.9348983532867128,0.937048989230832,0.9368781618550186,944,1000,0.944,0.9278922537167472,0.9574244503133829,0.9554731150793502,200000,200000,1.0,0.9999815557728263,1.0,1.0,1000,1000,1.0,0.9963179161031344,1.0,1.0
profiled,106,2016+2021,-0.8600768077992208,0.5396329920730415,0.9857060544008415,-1.4200073070699275,0.1948733523200017,0.07780277688478747,198844,200000,0.99422,0.9938780034786596,0.9945475501295323,0.9944960048956856,990,1000,0.99,0.9816867569448875,0.9951944893089507,0.9945648598552932,200000,200000,1.0,0.9999815557728263,1.0,1.0,1000,1000,1.0,0.9963179161031344,1.0,1.0
profiled,107,2016+2021,-0.9231643243403598,0.15572210827743022,0.9853813679884467,-1.0948922596539696,0.17796078869458865,0.13678192025571945,199982,200000,0.99991,0.9998577649138681,0.9999466594516938,0.9999418276971005,1000,1000,1.0,0.9963179161031344,1.0,1.0,200000,200000,1.0,0.9999815557728263,1.0,1.0,1000,1000,1.0,0.9963179161031344,1.0,1.0
profiled,108,2016+2021,-0.9754219729173128,-0.12267151840157074,0.984719276225179,-0.8659833062115673,0.16467549432490847,0.1932496582769998,200000,200000,1.0,0.9999815557728263,1.0,1.0,1000,1000,1.0,0.9963179161031344,1.0,1.0,200000,200000,1.0,0.9999815557728263,1.0,1.0,1000,1000,1.0,0.9963179161031344,1.0,1.0
profiled,109,2016+2021,-0.8100255477709092,-0.43879776201582016,0.984330502562489,-0.37713733831134844,0.2089627463128178,0.35303577221743954,200000,200000,1.0,0.9999815557728263,1.0,1.0,1000,1000,1.0,0.9963179161031344,1.0,1.0,200000,200000,1.0,0.9999815557728263,1.0,1.0,1000,1000,1.0,0.9963179161031344,1.0,1.0
profiled,110,2016+2021,-0.660404585064365,-0.4836491413902404,0.9847380080473075,-0.17949489329108245,0.25449711530286,0.4287745633898151,200000,200000,1.0,0.9999815557728263,1.0,1.0,1000,1000,1.0,0.9963179161031344,1.0,1.0,200000,200000,1.0,0.9999815557728263,1.0,1.0,1000,1000,1.0,0.9963179161031344,1.0,1.0
profiled,111,2016+2021,-0.6090345446468115,-0.847735460795053,0.9837732837142165,0.24263813634685316,0.27125077089943456,0.5958571323351278,200000,200000,1.0,0.9999815557728263,1.0,1.0,1000,1000,1.0,0.9963179161031344,1.0,1.0,200000,200000,1.0,0.9999815557728263,1.0,1.0,1000,1000,1.0,0.9963179161031344,1.0,1.0
profiled,112,2016+2021,-0.6845073829674013,-0.6305852289153279,0.9844095106026229,-0.05477614089594086,0.24682741446248435,0.47815840433232154,200000,200000,1.0,0.9999815557728263,1.0,1.0,1000,1000,1.0,0.9963179161031344,1.0,1.0,200000,200000,1.0,0.9999815557728263,1.0,1.0,1000,1000,1.0,0.9963179161031344,1.0,1.0
profiled,113,2016+2021,-0.5800597614103988,-0.6658025111307633,0.9846378557361026,0.08708049281353727,0.2809371588987931,0.5346962345221133,200000,200000,1.0,0.9999815557728263,1.0,1.0,1000,1000,1.0,0.9963179161031344,1.0,1.0,200000,200000,1.0,0.9999815557728263,1.0,1.0,1000,1000,1.0,0.9963179161031344,1.0,1.0
profiled,114,2016+2021,-0.3031724316677119,-0.6767499569296751,0.9847401876334652,0.37936658821627606,0.3808792286345589,0.6477921709037971,200000,200000,1.0,0.9999815557728263,1.0,1.0,1000,1000,1.0,0.9963179161031344,1.0,1.0,200000,200000,1.0,0.9999815557728263,1.0,1.0,1000,1000,1.0,0.9963179161031344,1.0,1.0
profiled,115,2016+2021,-0.2701524078771012,-0.6198456853867997,0.9849616245111776,0.3550323878691683,0.3935215023887881,0.6387173361479921,200000,200000,1.0,0.9999815557728263,1.0,1.0,1000,1000,1.0,0.9963179161031344,1.0,1.0,200000,200000,1.0,0.9999815557728263,1.0,1.0,1000,1000,1.0,0.9963179161031344,1.0,1.0
profiled,116,2016+2021,0.0092260592894768,-0.6421819408320382,0.9853202410619739,0.661112979288267,1.0,1.0,200000,200000,1.0,0.9999815557728263,1.0,1.0,1000,1000,1.0,0.9963179161031344,1.0,1.0,200000,200000,1.0,0.9999815557728263,1.0,1.0,1000,1000,1.0,0.9963179161031344,1.0,1.0
profiled,117,2016+2021,0.3512615178014734,-0.683967020753656,0.9855406994737822,1.0504168311951778,1.0,1.0,200000,200000,1.0,0.9999815557728263,1.0,1.0,1000,1000,1.0,0.9963179161031344,1.0,1.0,200000,200000,1.0,0.9999815557728263,1.0,1.0,1000,1000,1.0,0.9963179161031344,1.0,1.0
profiled,118,2016+2021,0.6967374636681949,-0.2906347480581321,0.9855320954065335,1.0018671297752455,1.0,1.0,200000,200000,1.0,0.9999815557728263,1.0,1.0,1000,1000,1.0,0.9963179161031344,1.0,1.0,200000,200000,1.0,0.9999815557728263,1.0,1.0,1000,1000,1.0,0.9963179161031344,1.0,1.0
profiled,119,2016+2021,1.1931798963727651,-0.37642340008709146,0.986336347469179,1.5913469076621487,1.0,1.0,200000,200000,1.0,0.9999815557728263,1.0,1.0,1000,1000,1.0,0.9963179161031344,1.0,1.0,200000,200000,1.0,0.9999815557728263,1.0,1.0,1000,1000,1.0,0.9963179161031344,1.0,1.0
profiled,120,2016+2021,1.408527727773457,-0.126446992105931,0.9863710339936091,1.556183897315595,1.0,1.0,200000,200000,1.0,0.9999815557728263,1.0,1.0,1000,1000,1.0,0.9963179161031344,1.0,1.0,200000,200000,1.0,0.9999815557728263,1.0,1.0,1000,1000,1.0,0.9963179161031344,1.0,1.0
profiled,121,2016+2021,1.6733606225048914,0.05310925034484542,0.9862393732488031,1.64285812968785,1.0,1.0,200000,200000,1.0,0.9999815557728263,1.0,1.0,1000,1000,1.0,0.9963179161031344,1.0,1.0,200000,200000,1.0,0.9999815557728263,1.0,1.0,1000,1000,1.0,0.9963179161031344,1.0,1.0
profiled,122,2016+2021,1.6251944081799263,0.2187423424464049,0.9863143977371256,1.4259672868613764,1.0,1.0,200000,200000,1.0,0.9999815557728263,1.0,1.0,1000,1000,1.0,0.9963179161031344,1.0,1.0,200000,200000,1.0,0.9999815557728263,1.0,1.0,1000,1000,1.0,0.9963179161031344,1.0,1.0
profiled,123,2016+2021,1.5954728950332142,0.4009280311208628,0.9858170770219172,1.2117307477782653,1.0,1.0,200000,200000,1.0,0.9999815557728263,1.0,1.0,1000,1000,1.0,0.9963179161031344,1.0,1.0,200000,200000,1.0,0.9999815557728263,1.0,1.0,1000,1000,1.0,0.9963179161031344,1.0,1.0
profiled,124,2016+2021,1.3746713190933284,0.5752350600704839,0.9855299806899122,0.8111739619156038,1.0,1.0,200000,200000,1.0,0.9999815557728263,1.0,1.0,1000,1000,1.0,0.9963179161031344,1.0,1.0,200000,200000,1.0,0.9999815557728263,1.0,1.0,1000,1000,1.0,0.9963179161031344,1.0,1.0
profiled,125,2016+2021,1.1896355053996748,0.6966055956114171,0.985583865310982,0.5002414580241648,1.0,1.0,200000,200000,1.0,0.9999815557728263,1.0,1.0,1000,1000,1.0,0.9963179161031344,1.0,1.0,200000,200000,1.0,0.9999815557728263,1.0,1.0,1000,1000,1.0,0.9963179161031344,1.0,1.0
profiled,126,2016+2021,1.0932059215214684,0.8260816246982584,0.985324683609339,0.2711028164287005,1.0,1.0,200000,200000,1.0,0.9999815557728263,1.0,1.0,1000,1000,1.0,0.9963179161031344,1.0,1.0,200000,200000,1.0,0.9999815557728263,1.0,1.0,1000,1000,1.0,0.9963179161031344,1.0,1.0
profiled,127,2016+2021,0.756938463372354,0.7477763499631963,0.9851034674745609,0.009300661008377108,1.0,1.0,200000,200000,1.0,0.9999815557728263,1.0,1.0,1000,1000,1.0,0.9963179161031344,1.0,1.0,200000,200000,1.0,0.9999815557728263,1.0,1.0,1000,1000,1.0,0.9963179161031344,1.0,1.0
profiled,128,2016+2021,0.635261371775202,0.6340180896321816,0.9852387027438742,0.0012619095652229907,1.0,1.0,200000,200000,1.0,0.9999815557728263,1.0,1.0,1000,1000,1.0,0.9963179161031344,1.0,1.0,200000,200000,1.0,0.9999815557728263,1.0,1.0,1000,1000,1.0,0.9963179161031344,1.0,1.0
profiled,129,2016+2021,0.6848471690283394,0.6264580537601836,0.9858624992349102,0.05922642895278942,1.0,1.0,200000,200000,1.0,0.9999815557728263,1.0,1.0,1000,1000,1.0,0.9963179161031344,1.0,1.0,200000,200000,1.0,0.9999815557728263,1.0,1.0,1000,1000,1.0,0.9963179161031344,1.0,1.0
profiled,130,2016+2021,0.4861971715953859,0.6047256167883429,0.9861198679960992,-0.1201967925398557,1.0,1.0,200000,200000,1.0,0.9999815557728263,1.0,1.0,1000,1000,1.0,0.9963179161031344,1.0,1.0,200000,200000,1.0,0.9999815557728263,1.0,1.0,1000,1000,1.0,0.9963179161031344,1.0,1.0
profiled,131,2016+2021,0.0856824263237227,0.35868431616603386,0.9862779630732934,-0.2768001517458862,1.0,1.0,200000,200000,1.0,0.9999815557728263,1.0,1.0,1000,1000,1.0,0.9963179161031344,1.0,1.0,200000,200000,1.0,0.9999815557728263,1.0,1.0,1000,1000,1.0,0.9963179161031344,1.0,1.0
profiled,132,2016+2021,-0.2292724075218078,0.2238376319671271,0.9863174295179489,-0.4593957542759709,0.40932859896420504,0.3229749983018526,200000,200000,1.0,0.9999815557728263,1.0,1.0,1000,1000,1.0,0.9963179161031344,1.0,1.0,200000,200000,1.0,0.9999815557728263,1.0,1.0,1000,1000,1.0,0.9963179161031344,1.0,1.0
profiled,133,2016+2021,-0.4392293401981005,0.16575524820402998,0.9871081309140666,-0.6128858323169845,0.3302476837521878,0.26997591588792946,200000,200000,1.0,0.9999815557728263,1.0,1.0,1000,1000,1.0,0.9963179161031344,1.0,1.0,200000,200000,1.0,0.9999815557728263,1.0,1.0,1000,1000,1.0,0.9963179161031344,1.0,1.0
profiled,134,2016+2021,-0.7250113118546927,0.04677230403027194,0.9872568142539234,-0.781745544565531,0.2342225454155593,0.21718206486530844,200000,200000,1.0,0.9999815557728263,1.0,1.0,1000,1000,1.0,0.9963179161031344,1.0,1.0,200000,200000,1.0,0.9999815557728263,1.0,1.0,1000,1000,1.0,0.9963179161031344,1.0,1.0
profiled,135,2016+2021,-1.0838490045998388,-0.10319656418184261,0.987026912558829,-0.9935417443438221,0.1392158766223528,0.16022300888306257,199998,200000,0.99999,0.9999638770334925,0.999998788951313,0.999998223189583,1000,1000,1.0,0.9963179161031344,1.0,1.0,200000,200000,1.0,0.9999815557728263,1.0,1.0,1000,1000,1.0,0.9963179161031344,1.0,1.0
profiled,136,2016+2021,-1.2440830866939898,-0.22509267115781495,0.9865208725859044,-1.0329131839503407,0.10673449257549589,0.15082226420279488,199993,200000,0.999965,0.9999278879613711,0.9999859280726715,0.9999835733100565,1000,1000,1.0,0.9963179161031344,1.0,1.0,200000,200000,1.0,0.9999815557728263,1.0,1.0,1000,1000,1.0,0.9963179161031344,1.0,1.0
profiled,137,2016+2021,-1.2967455289535037,-0.35710717930590447,0.9863491124802869,-0.9526427689327686,0.09735937917655452,0.170385549845114,199999,200000,0.999995,0.9999721421014378,0.9999998734109681,0.9999997435335609,1000,1000,1.0,0.9963179161031344,1.0,1.0,200000,200000,1.0,0.9999815557728263,1.0,1.0,1000,1000,1.0,0.9963179161031344,1.0,1.0
profiled,138,2016+2021,-1.287814651893432,-0.4088822837603597,0.9855361606012454,-0.8918316782987066,0.09890524534860429,0.18624157969900107,200000,200000,1.0,0.9999815557728263,1.0,1.0,1000,1000,1.0,0.9963179161031344,1.0,1.0,200000,200000,1.0,0.9999815557728263,1.0,1.0,1000,1000,1.0,0.9963179161031344,1.0,1.0
profiled,139,2016+2021,-1.2005605132801456,-0.5605357250191256,0.9849871294219036,-0.649779849038896,0.11496086296162022,0.25791721856825367,200000,200000,1.0,0.9999815557728263,1.0,1.0,1000,1000,1.0,0.9963179161031344,1.0,1.0,200000,200000,1.0,0.9999815557728263,1.0,1.0,1000,1000,1.0,0.9963179161031344,1.0,1.0
profiled,140,2016+2021,-1.0078848176352075,-0.6755145571933554,0.9846281342943584,-0.3375591747437198,0.15675488051996272,0.3678477059264925,200000,200000,1.0,0.9999815557728263,1.0,1.0,1000,1000,1.0,0.9963179161031344,1.0,1.0,200000,200000,1.0,0.9999815557728263,1.0,1.0,1000,1000,1.0,0.9963179161031344,1.0,1.0
profiled,141,2016+2021,-1.221626620678271,-0.5854696013482765,0.9842961455048828,-0.646306522925258,0.11092442848282247,0.2590404321641533,200000,200000,1.0,0.9999815557728263,1.0,1.0,1000,1000,1.0,0.9963179161031344,1.0,1.0,200000,200000,1.0,0.9999815557728263,1.0,1.0,1000,1000,1.0,0.9963179161031344,1.0,1.0
profiled,142,2016+2021,-1.0038710536149758,-0.664138232119977,0.983925884416573,-0.34528293937144067,0.15772038525150406,0.3649408356588314,200000,200000,1.0,0.9999815557728263,1.0,1.0,1000,1000,1.0,0.9963179161031344,1.0,1.0,200000,200000,1.0,0.9999815557728263,1.0,1.0,1000,1000,1.0,0.9963179161031344,1.0,1.0
profiled,143,2016+2021,-0.7917960508065258,-0.6878956724477143,0.9842071307088592,-0.10556759356536966,0.21423980271407256,0.45796271881159434,200000,200000,1.0,0.9999815557728263,1.0,1.0,1000,1000,1.0,0.9963179161031344,1.0,1.0,200000,200000,1.0,0.9999815557728263,1.0,1.0,1000,1000,1.0,0.9963179161031344,1.0,1.0
profiled,144,2016+2021,-0.5421641581429166,-0.8043636391274472,0.9837877204097826,0.2665203839658775,0.2938527119876212,0.6050807685922406,200000,200000,1.0,0.9999815557728263,1.0,1.0,1000,1000,1.0,0.9963179161031344,1.0,1.0,200000,200000,1.0,0.9999815557728263,1.0,1.0,1000,1000,1.0,0.9963179161031344,1.0,1.0
profiled,145,2016+2021,-0.485783288586233,-0.6796185653870929,0.984403009970146,0.19690642433807504,0.31356041201126683,0.5780496168954073,200000,200000,1.0,0.9999815557728263,1.0,1.0,1000,1000,1.0,0.9963179161031344,1.0,1.0,200000,200000,1.0,0.9999815557728263,1.0,1.0,1000,1000,1.0,0.9963179161031344,1.0,1.0
profiled,146,2016+2021,-0.4809447640794171,-0.6823888346299473,0.984878692757246,0.20453693640845402,0.31527787835448867,0.5810330345216669,200000,200000,1.0,0.9999815557728263,1.0,1.0,1000,1000,1.0,0.9963179161031344,1.0,1.0,200000,200000,1.0,0.9999815557728263,1.0,1.0,1000,1000,1.0,0.9963179161031344,1.0,1.0
profiled,147,2016+2021,-0.3443263076650193,-0.6163292782989533,0.9856128196333814,0.27597345044183885,0.3653004509392821,0.6087157709369622,200000,200000,1.0,0.9999815557728263,1.0,1.0,1000,1000,1.0,0.9963179161031344,1.0,1.0,200000,200000,1.0,0.9999815557728263,1.0,1.0,1000,1000,1.0,0.9963179161031344,1.0,1.0
profiled,148,2016+2021,-0.2103315377263454,-0.5485660621375575,0.9861096698543885,0.3429988922643429,0.4167044611189124,0.63420035324576,200000,200000,1.0,0.9999815557728263,1.0,1.0,1000,1000,1.0,0.9963179161031344,1.0,1.0,200000,200000,1.0,0.9999815557728263,1.0,1.0,1000,1000,1.0,0.9963179161031344,1.0,1.0
profiled,149,2016+2021,-0.0591954193190207,-0.5277317437520463,0.9863697678875175,0.47501083233367714,0.47639822905023527,0.6826103738016283,200000,200000,1.0,0.9999815557728263,1.0,1.0,1000,1000,1.0,0.9963179161031344,1.0,1.0,200000,200000,1.0,0.9999815557728263,1.0,1.0,1000,1000,1.0,0.9963179161031344,1.0,1.0
profiled,150,2016+2021,0.0256228236511098,-0.3744226281388068,0.9868795785027064,0.4053639983075397,1.0,1.0,200000,200000,1.0,0.9999815557728263,1.0,1.0,1000,1000,1.0,0.9963179161031344,1.0,1.0,200000,200000,1.0,0.9999815557728263,1.0,1.0,1000,1000,1.0,0.9963179161031344,1.0,1.0
profiled,151,2016+2021,0.0818319035983768,-0.20829543313983773,0.9870194710268761,0.2939428706876184,1.0,1.0,200000,200000,1.0,0.9999815557728263,1.0,1.0,1000,1000,1.0,0.9963179161031344,1.0,1.0,200000,200000,1.0,0.9999815557728263,1.0,1.0,1000,1000,1.0,0.9963179161031344,1.0,1.0
profiled,152,2016+2021,0.0939951171810421,-0.07400529378695905,0.9873268180582162,0.17015683955431188,1.0,1.0,200000,200000,1.0,0.9999815557728263,1.0,1.0,1000,1000,1.0,0.9963179161031344,1.0,1.0,200000,200000,1.0,0.9999815557728263,1.0,1.0,1000,1000,1.0,0.9963179161031344,1.0,1.0
profiled,153,2016+2021,0.1756717229393806,0.014196229221751452,0.987506294308677,0.16351844504512572,1.0,1.0,200000,200000,1.0,0.9999815557728263,1.0,1.0,1000,1000,1.0,0.9963179161031344,1.0,1.0,200000,200000,1.0,0.9999815557728263,1.0,1.0,1000,1000,1.0,0.9963179161031344,1.0,1.0
profiled,154,2016+2021,0.2324381599467207,0.0649940614610934,0.987428314156869,0.16957595410721238,1.0,1.0,200000,200000,1.0,0.9999815557728263,1.0,1.0,1000,1000,1.0,0.9963179161031344,1.0,1.0,200000,200000,1.0,0.9999815557728263,1.0,1.0,1000,1000,1.0,0.9963179161031344,1.0,1.0
profiled,155,2016+2021,0.5919714163669084,0.1744547712005491,0.9868919135749823,0.42306218079538166,1.0,1.0,200000,200000,1.0,0.9999815557728263,1.0,1.0,1000,1000,1.0,0.9963179161031344,1.0,1.0,200000,200000,1.0,0.9999815557728263,1.0,1.0,1000,1000,1.0,0.9963179161031344,1.0,1.0
profiled,156,2016+2021,0.9736091287947196,0.2746116177175375,0.9866039852005748,0.7084884326055881,1.0,1.0,200000,200000,1.0,0.9999815557728263,1.0,1.0,1000,1000,1.0,0.9963179161031344,1.0,1.0,200000,200000,1.0,0.9999815557728263,1.0,1.0,1000,1000,1.0,0.9963179161031344,1.0,1.0
profiled,157,2016+2021,1.2443905680750624,0.40712112411621726,0.9858885896824137,0.8492536101148676,1.0,1.0,200000,200000,1.0,0.9999815557728263,1.0,1.0,1000,1000,1.0,0.9963179161031344,1.0,1.0,200000,200000,1.0,0.9999815557728263,1.0,1.0,1000,1000,1.0,0.9963179161031344,1.0,1.0
profiled,158,2016+2021,1.488582205106819,0.46340936993522075,0.9850985239534212,1.0406805108765667,1.0,1.0,200000,200000,1.0,0.9999815557728263,1.0,1.0,1000,1000,1.0,0.9963179161031344,1.0,1.0,200000,200000,1.0,0.9999815557728263,1.0,1.0,1000,1000,1.0,0.9963179161031344,1.0,1.0
profiled,159,2016+2021,1.6477518584678887,0.5403020718624639,0.9846085197007038,1.124761531559834,1.0,1.0,200000,200000,1.0,0.9999815557728263,1.0,1.0,1000,1000,1.0,0.9963179161031344,1.0,1.0,200000,200000,1.0,0.9999815557728263,1.0,1.0,1000,1000,1.0,0.9963179161031344,1.0,1.0
profiled,160,2016+2021,1.738991466025662,0.5887865554672419,0.9840507936535992,1.1688470940487954,1.0,1.0,200000,200000,1.0,0.9999815557728263,1.0,1.0,1000,1000,1.0,0.9963179161031344,1.0,1.0,200000,200000,1.0,0.9999815557728263,1.0,1.0,1000,1000,1.0,0.9963179161031344,1.0,1.0
profiled,161,2016+2021,1.645116534414138,0.6379991666805064,0.9834729062507382,1.0240418026085054,1.0,1.0,200000,200000,1.0,0.9999815557728263,1.0,1.0,1000,1000,1.0,0.9963179161031344,1.0,1.0,200000,200000,1.0,0.9999815557728263,1.0,1.0,1000,1000,1.0,0.9963179161031344,1.0,1.0
profiled,162,2016+2021,1.4012922233279377,0.6574874936727176,0.98325381353239,0.7564727636123405,1.0,1.0,200000,200000,1.0,0.9999815557728263,1.0,1.0,1000,1000,1.0,0.9963179161031344,1.0,1.0,200000,200000,1.0,0.9999815557728263,1.0,1.0,1000,1000,1.0,0.9963179161031344,1.0,1.0
profiled,163,2016+2021,1.1134834069340385,0.6818774488178876,0.9833810248967321,0.43890002673325446,1.0,1.0,200000,200000,1.0,0.9999815557728263,1.0,1.0,1000,1000,1.0,0.9963179161031344,1.0,1.0,200000,200000,1.0,0.9999815557728263,1.0,1.0,1000,1000,1.0,0.9963179161031344,1.0,1.0
profiled,164,2016+2021,0.7527166048011537,0.680466459173297,0.9837222904358185,0.07344567296106273,1.0,1.0,200000,200000,1.0,0.9999815557728263,1.0,1.0,1000,1000,1.0,0.9963179161031344,1.0,1.0,200000,200000,1.0,0.9999815557728263,1.0,1.0,1000,1000,1.0,0.9963179161031344,1.0,1.0
profiled,165,2016+2021,0.3577449471257063,0.6600507569634633,0.9838790951939353,-0.3072591046140365,1.0,1.0,200000,200000,1.0,0.9999815557728263,1.0,1.0,1000,1000,1.0,0.9963179161031344,1.0,1.0,200000,200000,1.0,0.9999815557728263,1.0,1.0,1000,1000,1.0,0.9963179161031344,1.0,1.0
profiled,166,2016+2021,0.0047144528989056,0.6106927165872262,0.9846164578271945,-0.6154460032341579,1.0,1.0,200000,200000,1.0,0.9999815557728263,1.0,1.0,1000,1000,1.0,0.9963179161031344,1.0,1.0,200000,200000,1.0,0.9999815557728263,1.0,1.0,1000,1000,1.0,0.9963179161031344,1.0,1.0
profiled,167,2016+2021,-0.4333070620986174,0.5535956228385316,0.9846612106113533,-1.0022763914142652,0.3323958541473579,0.15810506079216713,199998,200000,0.99999,0.9999638770334925,0.999998788951313,0.999998223189583,1000,1000,1.0,0.9963179161031344,1.0,1.0,200000,200000,1.0,0.9999815557728263,1.0,1.0,1000,1000,1.0,0.9963179161031344,1.0,1.0
profiled,168,2016+2021,-0.7933956911810162,0.4764619304756841,0.985067532442536,-1.2891071726910028,0.2137736601882267,0.09868041514903658,199732,200000,0.99866,0.9984897176202908,0.9988155537494743,0.998791658566532,998,1000,0.998,0.9927941610885425,0.9997576988831227,0.9996445238665224,200000,200000,1.0,0.9999815557728263,1.0,1.0,1000,1000,1.0,0.9963179161031344,1.0,1.0
profiled,169,2016+2021,-1.193208837436199,0.38289646340837596,0.9854540673235527,-1.5993696237159014,0.11639379722017335,0.054869248832043596,194869,200000,0.974345,0.9736426788823729,0.9750335266085445,0.9749239215901421,977,1000,0.977,0.9656876623871457,0.9853654176748232,0.9842307306846954,200000,200000,1.0,0.9999815557728263,1.0,1.0,1000,1000,1.0,0.9963179161031344,1.0,1.0
profiled,170,2016+2021,-1.4341288273427375,0.28637733913701,0.9862130749508383,-1.744558260460614,0.07576775140564763,0.04053089586894432,187480,200000,0.9374,0.9363294923193457,0.9384578085618672,0.938288780770274,944,1000,0.944,0.9278922537167472,0.9574244503133829,0.9554731150793502,200000,200000,1.0,0.9999815557728263,1.0,1.0,1000,1000,1.0,0.9963179161031344,1.0,1.0
profiled,171,2016+2021,-1.6488792482506462,0.20090960180013104,0.9865898653906009,-1.874931939746236,0.04958618764211998,0.030401043675375886,175891,200000,0.879455,0.8780200294808378,0.8808789624962863,0.8806509835024444,888,1000,0.888,0.8668008344307598,0.9068814600783898,0.9040405110399481,200000,200000,1.0,0.9999815557728263,1.0,1.0,1000,1000,1.0,0.9963179161031344,1.0,1.0
profiled,172,2016+2021,-1.8557456227940583,0.06798907834359533,0.9867031753677964,-1.9496589746157207,0.031744912287014135,0.025608389587775452,167400,200000,0.837,0.8353738319130845,0.8386163943699273,0.838357415992049,845,1000,0.845,0.8210585051133449,0.8668890872440325,0.863553816522917,200000,200000,1.0,0.9999815557728263,1.0,1.0,1000,1000,1.0,0.9963179161031344,1.0,1.0
profiled,173,2016+2021,-1.8897126287902808,-0.02174049445355777,0.9869404321332546,-1.892689845829027,0.029398202085934654,0.029199563778189,173973,200000,0.869865,0.8683826002938644,0.8713366706915079,0.8711010076230807,879,1000,0.879,0.8571642373184322,0.898574192769252,0.8956196730850914,200000,200000,1.0,0.9999815557728263,1.0,1.0,1000,1000,1.0,0.9963179161031344,1.0,1.0
