fit_id,dataset,mass_MeV,variant,status,basis,degree,total_width_sigma,sigma_MeV,n_bins,low_MeV,high_MeV,shifted_at_support,amplitude_full,sigma_amplitude_full,signal_window_fraction,signal_window_yield,root,p0_nominal,q_raw,nll,null_nll,deviance,ndof,deviance_per_dof,nominal_GOF_p,null_deviance,null_ndof,gp_root,gp_full_yield,max_scaled_score,max_newton_decrement,min_lambda,multistart_NLL_spread,multistart_amplitude_spread_in_SE,quadrature_relative_error,quadrature_q_error,amplitude_scale
2015_m051,2015,51,baseline,passed,chebyshev,3,13,2.6219449739355,136,34.0,68.0,False,322.2228004481511,2466.558428851157,0.9999999999105216,322.22280041931907,0.13063585335574096,0.44803168944081023,0.017065726181982654,70.84539658389804,70.85392944698903,141.69079316779607,131,1.081609108151115,0.24690833493517236,141.70785889397806,132,3.1392368271805537,11419.976717004529,1.4818495479646753e-08,1.4842219629492223e-08,9024.604056648506,9.805489753489383e-13,9.14268498775648e-09,8.881784197001252e-16,8.526512829121202e-13,3178.0585268367854
2015_m051,2015,51,degree_minus,passed,chebyshev,2,13,2.6219449739355,136,34.0,68.0,False,-72114.19402841802,2078.1235905770895,0.9999999999105216,-72114.19402196535,-34.625496671593766,0.5,1198.9250197545507,1477.809418417337,2077.2719282946123,2955.618836834674,132,22.391051794202074,0.0,4154.543856589225,133,3.1392368271805537,11419.976717004529,8.97873380235574e-11,3.100117529260061e-10,7924.405818969254,2.0463630789890885e-12,2.3423128758848205e-11,8.881784197001252e-16,5.4569682106375694e-12,3178.0585268367854
2015_m051,2015,51,degree_plus,passed,chebyshev,4,13,2.6219449739355,136,34.0,68.0,False,4033.9661238845606,2807.170363559305,0.9999999999105216,4033.9661235236076,1.436703580778777,0.07540111854201113,2.06411717902256,67.03467444131925,68.06673303083053,134.0693488826385,130,1.0313026837126038,0.3855112990612866,136.13346606166107,131,3.1392368271805537,11419.976717004529,1.4199493553292908e-08,6.085590368038385e-08,8975.374519862784,1.1795009413617663e-12,5.872598869660813e-08,1.1102230246251565e-15,1.0516032489249483e-12,3178.0585268367854
2015_m051,2015,51,width_minus,passed,chebyshev,3,11,2.6219449739355,116,36.50000000000001,65.5,False,1476.287919806994,2730.0194208562275,0.9999999680217491,1476.2878725978885,0.5407284693595805,0.2943473762883607,0.29238727757595484,60.904987703667075,61.05118134245505,121.80997540733415,111,1.0973871658318393,0.2273414803917592,122.1023626849101,112,3.1392368271805537,11419.976717004529,1.3188129047404851e-08,1.5428084239693818e-08,11911.963634451913,6.039613253960852e-13,1.5205254850186224e-08,7.771561172376096e-16,2.8421709430404007e-13,2858.992829651729
2015_m051,2015,51,width_plus,passed,chebyshev,3,15,2.6219449739355,158,31.25,70.75000000000001,False,-2121.5683086465456,2287.6790616758703,0.9999999999999503,-2121.56830864644,-0.9273862287231049,0.5,0.8600452172252631,84.97972284693392,85.40974545554656,169.95944569386785,153,1.110846050286718,0.16512281191048184,170.8194909110931,154,3.1392368271805537,11419.976717004529,4.5755750521140206e-08,4.6933812768960896e-08,6651.180664064808,2.3590018827235326e-12,3.6901351116061934e-08,8.881784197001252e-16,6.0254023992456496e-12,3516.3215154476416
2015_m021,2015,21,baseline,passed,chebyshev,5,14,1.0253724579645,57,14.0,28.25,True,20529.615178810272,3668.0931537747892,0.9999999999948869,20529.615178705302,5.579533777325901,1.2058205632742043e-08,31.13119717232064,46.248555623127,61.81415420928732,92.497111246254,50,1.8499422249250799,0.0002422209756416364,123.62830841857463,51,2.5157388880992775,8816.992215646595,5.27900965883771e-10,5.806722381805494e-09,974.136981525275,5.613287612504791e-13,1.0671662447837115e-12,8.881784197001252e-16,2.2879476091475226e-12,2519.9136889980973
2015_m021,2015,21,degree_minus,passed,chebyshev,4,14,1.0253724579645,57,14.0,28.25,True,-33554.60446908034,2678.981773497174,0.9999999999948869,-33554.60446890877,-12.558991199283597,0.5,157.72825994368281,265.4932052457286,344.35733521757,530.9864104914571,51,10.411498244930533,4.359506095765341e-81,688.71467043514,52,2.5157388880992775,8816.992215646595,5.920357403344771e-09,4.813246099574111e-08,1202.9830894323727,1.3073986337985843e-12,1.3036518909380064e-13,8.881784197001252e-16,1.0231815394945443e-11,2519.9136889980973
2015_m021,2015,21,degree_plus,passed,chebyshev,6,14,1.0253724579645,57,14.0,28.25,True,13323.415045457954,3840.604447830101,0.9999999999948869,13323.41504538983,3.460530943931879,0.0002695556347788668,11.975274413910064,23.473109974903053,29.460747181858085,46.94621994980611,49,0.9580861214246145,0.5567715977357548,58.92149436371617,50,2.5157388880992775,8816.992215646595,5.134651242020284e-10,7.271646819502432e-09,918.9629199021321,1.5276668818842154e-13,2.401256469196659e-13,8.881784197001252e-16,2.1316282072803006e-14,2519.9136889980973
2015_m021,2015,21,width_minus,passed,chebyshev,5,12,1.0253724579645,50,14.75,27.25,False,20863.605314551416,4064.751758538194,0.9999999989079906,20863.605291768163,5.114243748003064,1.5750019399741948e-07,26.155489113988423,29.607132514149633,42.684877071143845,59.214265028299266,43,1.3770759308906806,0.05080787562574082,85.36975414228769,44,2.5157388880992775,8816.992215646595,1.487286318549512e-10,1.2043862672911656e-09,3177.027079328877,9.201528428093297e-13,6.008177911654182e-12,8.881784197001252e-16,3.844036200462142e-12,2350.702873610359
2015_m021,2015,21,width_plus,passed,chebyshev,5,16,1.0253724579645,66,14.0,30.5,True,-3948.51543748184,3031.2808239987016,0.9999999999956581,-3948.515437464696,-1.3032146432792495,0.5,1.6983684064574618,115.20636299593046,116.0555471991592,230.41272599186092,59,3.9053004405400156,4.235977203660179e-22,232.1110943983184,60,2.5157388880992775,8816.992215646595,7.701201738108191e-08,8.493624184364562e-08,1068.0670519964833,9.521272659185342e-13,5.02324275317996e-09,8.881784197001252e-16,1.9042545318370685e-12,2866.4343704330645
2016_m090,2016,90,baseline,passed,legendre,3,8,3.6982828999999993,118,75.25,104.75,False,14711.051267768344,7361.438024519287,0.9999334620144882,14710.072424052225,1.9977812263318564,0.02287019177315931,3.9911298282840164,62.67348892551472,64.66905383965673,125.34697785102944,113,1.1092652907170746,0.20125613742191018,129.33810767931345,114,3.424751369698562,18491.708749810114,7.140889567259667e-08,1.2896866080216342e-07,91713.41920355293,1.9113599591946695e-12,1.2275172127136975e-08,8.881784197001252e-16,4.405364961712621e-13,4638.748322554265
2016_m090,2016,90,degree_minus,passed,legendre,2,8,3.6982828999999993,118,75.25,104.75,False,-16843.1891779471,6799.302944584169,0.9999334620144882,-16842.068466069606,-2.477943050001099,0.5,6.14020175904875,123.83239604354853,126.9024969230729,247.66479208709706,114,2.172498176202606,6.66075191098335e-12,253.8049938461458,115,3.424751369698562,18491.708749810114,9.285972378628701e-08,1.883101175108493e-07,90909.04947653785,2.9700686354772188e-12,1.0503969173237563e-08,6.661338147750939e-16,3.240074875066057e-12,4638.748322554265
2016_m090,2016,90,degree_plus,passed,legendre,4,8,3.6982828999999993,118,75.25,104.75,False,16360.7408444236,13722.970217866434,0.9999334620144882,16359.652233686333,1.1911399751838634,0.1167993194662873,1.4188144404810146,62.663347479996936,63.372754700237444,125.32669495999387,112,1.1189883478570881,0.18365784044769404,126.74550940047489,113,3.424751369698562,18491.708749810114,6.8982301905699e-08,1.2267483718254587e-07,91810.37910498875,1.1084466677857563e-12,6.745833353053063e-08,9.992007221626409e-16,4.760636329592671e-12,4638.748322554265
2016_m090,2016,90,width_minus,passed,legendre,3,6,3.6982828999999993,88,78.99999999999999,100.99999999999999,False,9403.4119078398,11796.351766560396,0.9970639320450256,9375.802851469767,0.7968481652765979,0.21276960905754644,0.6349669985046802,42.76209572068649,43.07957921993883,85.52419144137298,83,1.0304119450767828,0.4029931669100026,86.15915843987766,84,3.424751369698562,18491.708749810114,6.03217754283895e-08,6.952868859648835e-08,109886.1505100212,2.4300561562995426e-12,3.136593657750422e-08,6.661338147750939e-16,2.6005864128819667e-12,3987.2311194612234
2016_m090,2016,90,width_plus,passed,legendre,3,10,3.6982828999999993,148,71.5,108.5,False,12792.640315620678,5827.736088539036,0.9999994335597304,12792.63306935405,2.194849619689287,0.014087193379282973,4.817364853050208,78.89313271358759,81.3018151401127,157.78626542717518,143,1.1034004575326937,0.18807924046912206,162.6036302802254,144,3.424751369698562,18491.708749810114,8.518753671206584e-08,1.6426082441863655e-07,75936.21377245194,1.1084466677857563e-12,5.058744350377753e-09,1.1102230246251565e-15,3.069544618483633e-12,5222.076311200364
2016_m117,2016,117,baseline,passed,legendre,3,8,4.988710679689999,160,96.99999999999999,136.99999999999997,False,7142.5806608766725,4680.417971310397,0.9999390369803722,7142.145227591651,1.5253943441130882,0.06358038431124433,2.3268279050521983,82.79349660840073,83.95691056092683,165.58699321680146,155,1.0683031820438804,0.265724239180136,167.91382112185366,156,3.2786144965272666,10796.624526344665,7.440207054822157e-08,9.073596194543241e-08,16142.865292065275,4.973799150320701e-13,4.434289061826027e-08,8.881784197001252e-16,1.3642420526593924e-12,3017.3770066068973
2016_m117,2016,117,degree_minus,passed,legendre,2,8,4.988710679689999,160,96.99999999999999,136.99999999999997,False,-14963.636791864992,3714.8110925717315,0.9999390369803722,-14962.724563381547,-4.030322219594262,0.5,16.243497193755218,112.49426006312942,120.61600866000703,224.98852012625883,156,1.442234103373454,0.00025005096801037046,241.23201732001405,157,3.2786144965272666,10796.624526344665,3.395239361723614e-08,5.621804470647341e-08,15930.801907732537,1.5916157281026244e-12,7.927329874019346e-08,8.881784197001252e-16,2.8421709430404007e-13,3017.3770066068973
2016_m117,2016,117,degree_plus,passed,legendre,4,8,4.988710679689999,160,96.99999999999999,136.99999999999997,False,8016.076442926346,7071.768384229065,0.9999390369803722,8015.587758700818,1.1323236886697512,0.12874918723363182,1.2821569359226714,82.77993104151204,83.42100950947338,165.5598620830241,154,1.0750640395001565,0.24804463330027646,166.84201901894676,155,3.2786144965272666,10796.624526344665,9.920448704692208e-09,8.857318948507245e-08,16170.748837806816,1.3358203432289883e-12,8.73748597257242e-08,8.881784197001252e-16,7.673861546209082e-13,3017.3770066068973
2016_m117,2016,117,width_minus,passed,legendre,3,6,4.988710679689999,120,102.00000000000001,132.0,False,15603.615570375157,7432.2143750166615,0.9973597697706416,15562.418432858965,2.0960015713962137,0.01804102577436782,4.393222587295398,59.65218572271658,61.84879701636428,119.30437144543316,115,1.03742931691681,0.3728941485908474,123.69759403272856,116,3.2786144965272666,10796.624526344665,1.8131534973259436e-12,1.814200605343791e-12,21348.308464769296,2.4158453015843406e-13,6.583611893632152e-14,8.881784197001252e-16,2.8137492336099967e-12,2526.1136158138256
2016_m117,2016,117,width_plus,passed,legendre,3,10,4.988710679689999,200,92.0,142.0,False,6838.698484259445,3705.7938525125983,0.9999994594062382,6838.694787301705,1.844980636315747,0.03252017772273639,3.403953548380059,95.29573405103922,96.99771082522925,190.59146810207844,195,0.9773921441132227,0.5757800055091152,193.9954216504585,196,3.2786144965272666,10796.624526344665,1.7796460544451186e-08,3.914179401808833e-08,12248.712008981098,2.0037305148434825e-12,2.867802108849262e-08,8.881784197001252e-16,2.8705926524708048e-12,3513.113007006749
2021_m078,2021,78,baseline,passed,legendre,3,8,2.2634635,29,69.12499999999999,87.25000000000001,False,-12149.153976308688,9000.450059125531,0.9999340239782458,-12148.352423461653,-1.3500409882439934,0.5,1.8226106699388183,14.581163748443831,15.49246908341324,29.162327496887663,24,1.2150969790369859,0.21408146224443222,30.98493816682648,25,2.8086449518656287,19284.29013053502,2.425617205312593e-09,3.1694583214748456e-09,1093493.4150221604,7.354117315117037e-13,1.4115969637066983e-09,8.881784197001252e-16,1.7976731214730535e-12,5741.82113967337
2021_m078,2021,78,degree_minus,passed,legendre,2,8,2.2634635,29,69.12499999999999,87.25000000000001,False,-1886.8441221140572,8962.674978934258,0.9999340239782458,-1886.7196356452098,-0.21052730265155298,0.5,0.04432174516173859,99.4326736538368,99.45483452641767,198.8653473076736,25,7.954613892306944,5.070478493340671e-29,198.90966905283534,26,2.8086449518656287,19284.29013053502,1.4627586359187875e-10,2.1395262286031964e-10,1097613.7438407007,3.552713678800501e-13,3.3167213693875254e-10,8.881784197001252e-16,6.139089236967266e-12,5741.82113967337
2021_m078,2021,78,degree_plus,passed,legendre,4,8,2.2634635,29,69.12499999999999,87.25000000000001,False,-8306.575513959513,18884.135978454524,0.9999340239782458,-8306.0274791527,-0.44000396414968634,0.5,0.19360348846743847,14.554388595683857,14.651190339917576,29.108777191367714,23,1.2655990083203355,0.1767304341314986,29.302380679835153,24,2.8086449518656287,19284.29013053502,5.1980673929980474e-08,5.202680491485418e-08,1093319.131669322,5.154987547939527e-12,1.0544766504109798e-08,8.881784197001252e-16,4.302336265027407e-12,5741.82113967337
2021_m078,2021,78,width_minus,passed,legendre,3,6,2.2634635,22,71.0,84.74999999999999,False,-18829.047119614366,13983.004815050987,0.9975768288585696,-18783.421116013484,-1.3471734920960823,0.5,1.814876417806353,12.785172357809564,13.692610566712741,25.57034471561913,17,1.504137924448184,0.08265226376244286,27.385221133425482,18,2.8086449518656287,19284.29013053502,5.7854189681578455e-08,6.238221243956265e-08,1121669.3479128927,2.6147972675971687e-12,6.396827855120776e-08,6.661338147750939e-16,3.6841640849161195e-12,5020.936665603342
2021_m078,2021,78,width_plus,passed,legendre,3,10,2.2634635,36,66.625,89.125,False,-23806.295284351672,7172.788439327827,0.9999993050826866,-23806.278740944912,-3.3194065772067316,0.5,11.01846002480331,18.44230372090891,23.951533733310566,36.88460744181782,31,1.1898260465102524,0.21528242446666757,47.90306746662113,32,2.8086449518656287,19284.29013053502,3.6735720722390428e-09,5.796026013543299e-09,1039573.8247292766,9.983125437429408e-13,4.1257610783006595e-09,8.881784197001252e-16,7.986500349943526e-12,6362.176671548818
2021_m065,2021,65,baseline,passed,legendre,3,8,2.121696875,27,56.625,73.5,False,16344.92658516072,8335.164145201628,0.9999296351322495,16343.776476563164,1.9604182551228082,0.024973461940879918,3.8432397350187557,8.678577011322151,10.600196878831529,17.357154022644302,22,0.7889615464838319,0.7433499477962345,21.200393757663058,23,2.396196475406168,17099.3543909321,1.1304771264779755e-08,1.2374329529034726e-08,617097.3429748844,1.8687273950490635e-12,7.810998046177615e-09,6.661338147750939e-16,4.693134769695462e-12,5046.980780625185
2021_m065,2021,65,degree_plus,passed,legendre,4,8,2.121696875,27,56.625,73.5,False,16691.91027885095,17160.691381944504,0.9999296351322495,16690.735754791676,0.9719191295470206,0.16554539111996291,0.9446267943794382,8.67830949274361,9.150622889933329,17.35661898548722,21,0.826505665975582,0.6892750337188299,18.301245779866658,22,2.396196475406168,17099.3543909321,5.931020204852579e-09,4.148038502128724e-08,617532.4506565408,2.2239987629291136e-12,4.13644885137874e-08,8.881784197001252e-16,4.764189043271472e-12,5046.980780625185
2021_m065,2021,65,width_minus,passed,legendre,3,6,2.121696875,21,58.5,71.62500000000001,False,10645.484586065555,12433.584365484689,0.9980098835137293,10624.298831686485,0.8559159889551503,0.19602212513944722,0.7325921801490729,7.8159313019231895,8.182227391997726,15.631862603846379,16,0.9769914127403987,0.4789358617507652,16.364454783995452,17,2.396196475406168,17099.3543909321,3.0228704029420264e-08,3.047696098469141e-08,712912.5036683371,1.1022294188478554e-12,1.5634812916588848e-08,6.661338147750939e-16,8.455458555545192e-13,4484.872016011159
2021_m065,2021,65,width_plus,passed,legendre,3,10,2.121696875,34,54.125,75.375,False,5892.625957635872,6505.102377644843,0.9999993474176001,5892.622112211882,0.9058051064165162,0.18251950887306856,0.8204828908102364,15.455409609318636,15.865651054723754,30.910819218637272,29,1.0658903178840438,0.36964059777429004,31.73130210944751,30,2.396196475406168,17099.3543909321,4.829485593024397e-10,9.447296214463682e-10,486543.52940422134,1.305622276959184e-12,9.88793649127397e-10,6.661338147750939e-16,5.766054300693213e-12,5573.570309953935
