mass_MeV,sigma_MeV,n_fit_bins,eps2_current,r_current,current_Ahat_window,conversion_window_per_eps2,template_window_fraction,lml_delta,log_cov_relative_load,count_cov_relative_load,prediction_hash_exact,log_mean_median_relative,gp_relative_sd_max,log_loading_count_cov_max_relative,eps2_gaussian_control,r_gaussian_control,Ahat_gaussian_control,sigma_A_gaussian_control,cls_gaussian_control,score_gaussian_control,min_lambda_gaussian_control,eps2_log_gp,r_log_gp,Ahat_log_gp,sigma_A_log_gp,cls_log_gp,score_log_gp,min_lambda_log_gp,eps2_fixed,r_fixed,Ahat_fixed,sigma_A_fixed,cls_fixed,score_fixed,min_lambda_fixed,gaussian_control_relative_to_release,dimuon_factor,eps2_current_dimuon,eps2_log_gp_dimuon,eps2_fixed_dimuon,eps2_gaussian_control_dimuon
84,2.338684,17,1.4786743242991347e-06,-1.3604003503160775,-9004.260469989824,4555790113.7876005,0.9764460269513068,-9.652421795181e-07,1e-06,1e-06,True,1.3366675766235406e-07,0.0005170430671717,1.0367431666570569e-06,1.4790928023705755e-06,-1.3608219484679935,-9004.769662553419,6616.8438353798765,0.0999999999966741,1.143629524413825e-08,1082564.7160955002,1.4787128478775586e-06,-1.3609402583113486,-9004.841326984792,6617.011186459901,0.0999999999965638,1.437778562873859e-09,1082564.8367704365,6.627138685291824e-07,-2.17201989991369,-8223.540024640397,3785.3075404796937,0.0999999999999504,6.848318023777721e-10,1082911.27372771,0.0002830089523866,1.0,1.4786743242991347e-06,1.4787128478775586e-06,6.627138685291824e-07,1.4790928023705755e-06
85,2.351821875,17,1.2052617089781856e-06,-1.9854986358672475,-13022.514686557291,4574413636.826388,0.976059952448828,-1.639697529753903e-06,1e-06,1e-06,True,1.271216172327172e-07,0.0005042253969176,1.0472749538341606e-06,1.205413558992146e-06,-1.9854988797108049,-13019.201641679252,6556.684006444177,0.0999999999999933,3.5297075928752975e-08,1067859.8845902984,1.2046945277627432e-06,-1.986113212646253,-13019.54274042049,6555.809073569349,0.0999999999999467,1.5031165166712324e-08,1067860.1517322755,4.078099516185261e-07,-4.217113519633733,-15946.6588602723,3779.8278640053218,0.0999999999979286,9.744245244025508e-09,1068471.8669502588,0.0001259892460112,1.0,1.2052617089781856e-06,1.2046945277627432e-06,4.078099516185261e-07,1.205413558992146e-06
86,2.3651315,18,1.124573851168775e-06,-2.27621053568248,-14943.404883144482,4620908295.464289,0.9826074854868996,-2.273736754432321e-13,1e-06,1e-06,True,1.3918224350817354e-07,0.0005276026024501,1.0606641492836245e-06,1.1117633583534888e-06,-2.261513079188056,-14938.79251397996,6605.148899698476,0.0999999999998507,3.6203427367098584e-08,1052351.8235792958,1.111204187885044e-06,-2.261925542978844,-14938.017835485149,6604.677625138091,0.0999999999999968,1.619348231549078e-08,1052351.9694946269,4.007641182458824e-07,-4.280728134921776,-16269.44750949806,3799.005571805827,0.0999999999968459,1.0565618824287526e-08,1052867.7813464662,-0.0113914197826778,1.0,1.124573851168775e-06,1.111204187885044e-06,4.007641182458824e-07,1.1117633583534888e-06
87,2.378612875,17,1.0588234424693088e-06,-2.36558279405483,-15245.650524476085,4595112561.337546,0.9744295586762204,-8.511112810083432e-07,1e-06,1e-06,True,1.195935865894171e-07,0.0004890676718121,1.0638788162491369e-06,1.0591495022678995e-06,-2.3665497663537716,-15241.207076128132,6439.70872691894,0.1000000000000299,5.964880722686416e-08,1044331.1306943344,1.0582237471053749e-06,-2.3677053992012045,-15242.18239011615,6438.097047406308,0.0999999999999617,4.1627574498548376e-08,1044331.2695759092,3.2095965230452597e-07,-5.519644560647671,-20780.027769114866,3762.664572416162,0.1000000000000414,2.8807709606670784e-08,1044886.8267708787,0.0003079453906218,1.0,1.0588234424693088e-06,1.0582237471053749e-06,3.2095965230452597e-07,1.0591495022678995e-06
88,2.392266,17,1.1330190472273286e-06,-2.084567102047165,-13291.355886645852,4598377069.134253,0.9731658135455592,-9.26654593058629e-07,1e-06,1e-06,True,1.153653204077898e-07,0.0004803443079065,1.0745248064444556e-06,1.133107994962144e-06,-2.0845677695290616,-13289.593675959964,6374.734503254086,0.0999999999999602,3.9255711570262974e-08,1027813.6473772068,1.1323036949912947e-06,-2.085402963042452,-13290.301681894258,6373.486307951892,0.0999999999999992,2.2117882969574513e-08,1027813.6671267904,3.6739548083305763e-07,-4.7032768865693955,-17649.82384076371,3750.898360612411,0.0999999999773829,1.5237994477335093e-08,1028234.460123588,7.850506576501104e-05,1.0,1.1330190472273286e-06,1.1323036949912947e-06,3.6739548083305763e-07,1.133107994962144e-06
89,2.406090875,17,1.3538057849223548e-06,-1.4698310688161544,-9307.499454890603,4599094354.599701,0.9722835812229914,0.0,1e-06,1e-06,True,1.146703634269386e-07,0.0004788953327528,1.0800970479728354e-06,1.354015040326218e-06,-1.4698307713887049,-9307.052587184631,6331.708911804654,0.099999999985968,1.6100189625944953e-08,1019336.2508084764,1.3535093300509825e-06,-1.4700801163636648,-9306.950181286087,6331.238858852394,0.0999999999857866,3.565486128564998e-09,1019336.2372780624,5.241933193096359e-07,-2.988811398003417,-11180.171968512224,3739.552764847772,0.0999999999986571,2.5013479898472472e-09,1019509.421506265,0.0001545682594901,1.0,1.3538057849223548e-06,1.3535093300509825e-06,5.241933193096359e-07,1.354015040326218e-06
90,2.4200875,17,1.9373832172373834e-06,-0.4201223914880649,-2657.648150687374,4598736371.3899355,0.9717959941172748,0.0,1e-06,1e-06,True,1.1470988714457064e-07,0.0004789778573523,1.089704266856006e-06,1.937859211970664e-06,-0.420107300494692,-2657.642724669153,6326.004857081585,0.0999999999929446,2.438963253581505e-09,1002017.9157452824,1.9376993933869716e-06,-0.4200684116908012,-2657.5066980339184,6326.462168910136,0.0999999999930692,3.070272924787787e-10,1002017.9215556151,1.1886135084137625e-06,-0.3112558454718518,-1160.5158759181277,3728.3782452989126,0.0999999999999635,2.7289281945286353e-13,1001902.9294368904,0.0002456895099771,1.0,1.9373832172373834e-06,1.9376993933869716e-06,1.1886135084137625e-06,1.937859211970664e-06
91,2.4342558750000003,18,2.793553523236596e-06,0.5535231175854425,3543.9507642141275,4632325518.026975,0.9791543139030452,-1.6343528841389346e-07,1e-06,1e-06,True,1.2723365583333648e-07,0.0005044475469797,1.1013722991706546e-06,2.794200104750055e-06,0.5536250846098374,3543.929420496527,6401.4460259722355,0.0999999999999833,5.0487563019174794e-09,984191.9590851103,2.7940459669886356e-06,0.5536717127136386,3544.429952508617,6401.557339869696,0.099999999999978,6.36668939790752e-10,984191.9527798492,1.9499799695332357e-06,1.0405818389586428,3896.146920022968,3744.5931787526824,0.0999999999732913,3.748668042646841e-11,984044.4650764624,0.0002314548506341,1.0,2.793553523236596e-06,2.7940459669886356e-06,1.9499799695332357e-06,2.794200104750055e-06
92,2.448596,17,3.463222821589818e-06,1.2216796387109052,7584.896804266711,4584189390.488783,0.9699100553461673,-2.960787242045626e-07,1e-06,1e-06,True,1.0999723332183466e-07,0.0004690356903862,1.101857423066978e-06,3.4798721679534223e-06,1.2217031422458846,7585.264513699136,6209.054986664384,0.0999999999925481,7.642642074756623e-09,975092.4593541492,3.479179129364497e-06,1.221722276898708,7584.5425284436305,6207.817679860605,0.0999999999925472,9.646878851299332e-10,975092.4465087794,1.8345260087899464e-06,0.8738944258369984,3232.8042883882767,3699.635029508477,0.1000000000000328,1.8564483283967093e-11,975142.0877153004,0.0048074718900013,1.0,3.463222821589818e-06,3.479179129364497e-06,1.8345260087899464e-06,3.4798721679534223e-06
93,2.4631078750000004,18,3.853792542962685e-06,1.5149466579476312,9474.870562725244,4611004478.764348,0.9774378141129382,-6.008758646203205e-07,1e-06,1e-06,True,1.2153040573892326e-07,0.0004930119936783,1.1132677185909029e-06,3.852941253322454e-06,1.50871278733551,9475.335941113615,6280.767849946389,0.0999999999984825,1.637504398743772e-08,956780.9957812844,3.851632946073691e-06,1.5086624533527568,9472.743118654487,6278.590196209828,0.0999999999984497,2.0652177745716926e-09,956781.0968407948,1.5731854717943062e-06,0.459966929361777,1708.195424681985,3713.908700173712,0.0999999999999427,1.3147261057611104e-12,957098.211761112,-0.0002208965923153,1.0,3.853792542962685e-06,3.851632946073691e-06,1.5731854717943062e-06,3.852941253322454e-06
94,2.4777915000000004,18,3.7500500191006656e-06,1.4415181847919494,8984.333725699222,4595263980.328374,0.9766272466528289,-1.055557731888257e-06,1e-06,1e-06,True,1.2034090723922477e-07,0.0004905933435028,1.1217863726580564e-06,3.756634472590036e-06,1.4382009940541995,8982.474885870815,6245.974019762378,0.0999999999977706,1.0807770234322334e-08,938258.7812918077,3.756551233166105e-06,1.438220720275372,8983.328352656192,6245.842835383717,0.0999999999977651,1.3711310281605547e-09,938258.7517369284,2.9367065055945832e-06,2.3633617585946856,8736.544974692617,3697.550321352743,0.0999999999997929,1.0278595752311046e-09,938230.4118031716,0.0017558308438108,1.0,3.7500500191006656e-06,3.756551233166105e-06,2.9367065055945832e-06,3.756634472590036e-06
95,2.492646875,18,3.12088474742731e-06,0.9340461050045168,5750.742188891294,4575001004.618192,0.9752582260812124,0.0,1e-06,1e-06,True,1.1706395475208353e-07,0.0004838676710102,1.1246566612351489e-06,3.125648961114229e-06,0.9342104149884228,5751.250267457378,6156.491779228666,0.1000000000000536,6.070290048398874e-09,928981.5572771725,3.1256961210248894e-06,0.9340127212146484,5751.376036334695,6157.527243518443,0.0999999999999834,1.824645101677902e-09,928981.5505098158,3.097758498434904e-06,2.568625328160448,9446.53858333751,3678.62994080019,0.099999999999739,1.4542509418902227e-09,928704.7377178523,0.0015265586756596,1.0,3.12088474742731e-06,3.1256961210248894e-06,3.097758498434904e-06,3.125648961114229e-06
96,2.507674,18,2.5145442536810286e-06,0.357924727784677,2126.425614641022,4558298436.1685915,0.9751105704267534,0.0,1e-06,1e-06,True,1.1453670323291477e-07,0.0004786161503171,1.132281328906817e-06,2.5116276991672047e-06,0.3483777573164336,2128.986984489142,6111.228917005467,0.0999999999999935,3.0727593802737374e-09,910207.2198434712,2.5115047642950943e-06,0.3479329994571445,2126.9717775414565,6113.099931514332,0.099999999999994,4.1152792285004125e-10,910207.25421266,2.9267825363020285e-06,2.3558557583241395,8627.044864344056,3662.844500240256,0.0999999999998837,1.036682073518591e-09,909893.0755169116,-0.0011598740048238,1.0,2.5145442536810286e-06,2.5115047642950943e-06,2.9267825363020285e-06,2.5116276991672047e-06
97,2.522872875,18,2.055785064990245e-06,-0.2291424622902629,-1101.204351887807,4531641021.3047695,0.9734975083668694,0.0,1e-05,1e-05,True,1.1228789542627737e-07,0.000473894295947,1.138328731258824e-05,2.051546065086307e-06,-0.182035100537135,-1100.8747263010632,6047.551960261907,0.0999999999999989,1.886443889986822e-09,891255.7161213356,2.0515275456657887e-06,-0.1820196236381852,-1100.9550370797022,6048.584147822744,0.1000000000000367,2.3773338853061427e-10,891255.6980401834,1.668219668992668e-06,0.6251972019302879,2276.278909054335,3641.1324420387527,0.1000000000000464,5.149880522026251e-12,891171.9732722603,-0.0020619859420751,1.0,2.055785064990245e-06,2.0515275456657887e-06,1.668219668992668e-06,2.051546065086307e-06
98,2.5382435000000005,18,2.072610001652843e-06,-0.1076062094736696,-778.9284853555117,4507466614.902107,0.9731312347613276,7.909807209216525e-08,1e-06,1e-06,True,1.0963419216913907e-07,0.0004682610343907,1.14119096757978e-06,2.0770470814697947e-06,-0.1301609580099469,-777.5953649901242,5974.074371833928,0.1000000000000612,1.744805411263428e-09,881703.8235080261,2.077020343961461e-06,-0.1303195313046376,-778.7398838919545,5975.641013440476,0.1000000000001068,2.200311044475711e-10,881703.8194014473,2.116766671656734e-06,1.2937585762405734,4687.2059338588715,3623.4232409989017,0.0999999999950681,9.682910029340519e-11,881463.2410610263,0.0021408175264103,1.0,2.072610001652843e-06,2.077020343961461e-06,2.116766671656734e-06,2.0770470814697947e-06
99,2.5537858750000004,18,2.1458634869101453e-06,-0.0402410112852275,-234.8512766355591,4478576117.353046,0.9721917130937756,-1.1816428013844417e-07,1e-06,1e-06,True,1.0859619226089025e-07,0.000466039049939,1.148171374904879e-06,2.1458828362502153e-06,-0.0395663676357196,-234.592373419388,5929.075766689747,0.1000000000010208,1.7134804686236291e-09,862562.9216589642,2.145842821946053e-06,-0.0394514354569762,-233.9307252947829,5929.593710641982,0.1000000000009759,2.1591639587370534e-10,862562.9059519226,1.5697749029493458e-06,0.457619039536143,1648.5486698726068,3602.6195451411672,0.0999999999999851,1.5281109710940657e-12,862496.9847260365,9.017041479042476e-06,1.0,2.1458634869101453e-06,2.145842821946053e-06,1.5697749029493458e-06,2.1458828362502153e-06
100,2.5695,19,2.5924860129575142e-06,0.4883925654364865,2821.0139800807674,4484783019.932106,0.9791161489436424,0.0,1e-06,1e-06,True,1.1565245072731045e-07,0.000480941695819,1.1638700003757705e-06,2.5991598218935506e-06,0.4753892300913923,2821.1338949162614,5934.48216659151,0.0999999999999599,3.288242789167839e-09,843294.8940233993,2.5991580088340354e-06,0.475262722844146,2820.974771345206,5935.540833519191,0.1000000000000646,4.2030934288561634e-10,843294.9210004249,2.575745852618585e-06,1.90273612572771,6866.167759780264,3609.294336560805,0.0999999999996301,4.710702383725618e-10,843024.0214548119,0.0025742892739555,1.0,2.5924860129575142e-06,2.5991580088340354e-06,2.575745852618585e-06,2.5991598218935506e-06
101,2.5853858750000005,18,2.8188082660589303e-06,0.7382746297549574,4199.520112564625,4417415270.321375,0.9704216038075018,-6.145041879790369e-07,1e-05,1e-05,True,1.0445852027807236e-07,0.0004570744482185,1.1574980867282734e-05,2.824297797556856e-06,0.7249016419433085,4199.635456919047,5793.565048339009,0.1000000000000138,3.602595555207699e-09,833669.4371781582,2.824227452578594e-06,0.7249433634492594,4200.238589734308,5793.777438497675,0.1000000000000045,4.5453951713625424e-10,833669.4221743024,2.1841982211680894e-06,1.3785776394769214,4908.290861976703,3560.9190707744024,0.0999999999970691,1.2960027495623194e-10,833523.7472670994,0.001947465375359,1.0,2.8188082660589303e-06,2.824227452578594e-06,2.1841982211680894e-06,2.824297797556856e-06
102,2.6014435,19,2.725524076831037e-06,0.5775900247102134,3430.204057765718,4420676377.133435,0.9774946199055604,0.0,1e-06,1e-06,True,1.1782065789667229e-07,0.0004854290162136,1.1723327883038463e-06,2.7198586119137392e-06,0.5835124490069666,3431.5643175262376,5881.017744769675,0.0999999999999653,9.58816137597296e-09,814470.6060506814,2.719073945283886e-06,0.5834627803376937,3430.5401074672973,5879.529492347472,0.0999999999999979,1.206332811420907e-09,814470.6230021382,1.0754982384410088e-06,-0.5732091461644425,-2044.392373910092,3566.3570365250844,0.1000000000023248,4.101746720053257e-12,814664.6054021094,-0.0020786699209367,1.0,2.725524076831037e-06,2.719073945283886e-06,1.0754982384410088e-06,2.7198586119137392e-06
103,2.617672875,19,2.929495928147284e-06,0.8110694395716296,4682.911977796686,4382929461.950268,0.9763303897173972,0.0,1e-06,1e-06,True,1.1279670464325878e-07,0.0004749667587769,1.177574239261929e-06,2.9299563766133544e-06,0.8101034518929618,4683.355774204628,5781.381190999655,0.1000000000000375,4.427783917293482e-09,795266.6977603369,2.929886525460736e-06,0.8102135330226155,4684.229838187549,5781.362243910559,0.0999999999998964,5.587543761009782e-10,795266.6644720815,2.121595510225377e-06,1.2839193614282265,4548.491067712391,3543.144692626623,0.0999999999949274,1.018419792941927e-10,795213.8874047864,0.0001571766875134,1.0,2.929495928147284e-06,2.929886525460736e-06,2.121595510225377e-06,2.9299563766133544e-06
104,2.634074,19,2.799902525928957e-06,0.7179322359017126,4031.937025124996,4344473048.403973,0.975451442476938,0.0,1e-06,1e-06,True,1.1061982863047605e-07,0.0004703612119376,1.180035949591298e-06,2.809131507717879e-06,0.7067652851304378,4031.965552739079,5704.989881077868,0.1000000000000742,3.693729988540894e-09,785725.6750120459,2.809080447434491e-06,0.7068014860299784,4032.5497638749616,5705.257923965373,0.0999999999999939,4.659947983043367e-10,785725.6492310577,2.24534046632202e-06,1.446030214321275,5089.753032058003,3520.355470876084,0.0999999999979697,1.6687504156287503e-10,785676.7800096138,0.0032961796717763,1.0,2.799902525928957e-06,2.809080447434491e-06,2.24534046632202e-06,2.809131507717879e-06
105,2.650646875,19,2.5417911982891046e-06,0.4375907258921752,2472.686698895596,4306531080.089717,0.9748698982360052,0.0,1e-05,1e-06,True,1.091999048963288e-07,0.0004673326669097,1.1859041835714468e-05,2.5420146682764515e-06,0.4374957361169581,2472.8339780767474,5652.355540061802,0.1000000000000294,2.6558448773528202e-09,766677.5060739239,2.541957924669776e-06,0.4374747529660529,2473.033469685973,5652.918954566348,0.1000000000000802,3.347444543777555e-10,766677.4819986762,2.156576494710311e-06,1.3183163900299708,4610.509790892412,3497.7671714223857,0.0999999999958175,1.1683970457809778e-10,766614.4957765732,8.791831032284314e-05,1.0,2.5417911982891046e-06,2.541957924669776e-06,2.156576494710311e-06,2.5420146682764515e-06
106,2.6673915,20,2.2402171649779056e-06,0.0713458945127073,404.78205395908856,4295839135.35983,0.980876415611894,0.0,1e-06,1e-06,True,1.207502295930141e-07,0.0004914269768937,1.203237197827472e-06,2.240256903534822e-06,0.0710581145732256,404.8484573844911,5697.444938751117,0.1000000000005902,2.0119161892040442e-09,747731.7139346591,2.240209861761472e-06,0.0711710977707995,405.52053142043343,5697.816985329577,0.1000000000005388,2.5354807142718977e-10,747731.6840126624,1.6371373626952018e-06,0.5386190565728396,1883.584435990527,3497.266077883462,0.1000000000000607,3.5016434196677437e-12,747691.0544801279,1.7738707451142588e-05,1.0,2.2402171649779056e-06,2.240209861761472e-06,1.6371373626952018e-06,2.240256903534822e-06
107,2.6843078750000005,19,1.977491500552418e-06,-0.2491231083087522,-1381.307896832975,4223097373.861869,0.9729870318395796,0.0,1e-06,1e-06,True,1.0987972021148097e-07,0.0004687850814983,1.1943915555426226e-06,1.977899314032753e-06,-0.2481311875012692,-1381.4357803976332,5567.298979709254,0.0999999999998421,2.668803844585454e-09,738290.0506614088,1.9777116437177572e-06,-0.2479984513099865,-1380.6289141627433,5567.118578145655,0.0999999999998158,3.3580316305403807e-10,738290.042684439,1.082043298114636e-06,-0.5907649544919761,-2037.875850191608,3449.332397838268,0.1000000000000067,4.921174578953469e-12,738358.3784635043,0.000206227677955,1.0,1.977491500552418e-06,1.9777116437177572e-06,1.082043298114636e-06,1.977899314032753e-06
108,2.701396,20,1.7643046095747374e-06,-0.5899844980627938,-3186.272971739848,4209611562.2386327,0.9791753042044036,0.0,1e-06,1e-06,True,1.1820570455789436e-07,0.0004862215784255,1.2112296287672556e-06,1.7676587422169746e-06,-0.571136012463012,-3186.0409256095836,5578.286525988449,0.1000000000058691,6.954450348928276e-09,719511.8299594552,1.7672377073367116e-06,-0.5711843461660392,-3185.8070076076033,5577.613415813453,0.1000000000031994,8.73796146549921e-10,719511.8735623282,7.701145129867473e-07,-1.6144619948973609,-5567.973453608881,3448.200646168718,0.1000000000118096,2.8169666599353604e-10,719724.910139213,0.0019011074527803,1.0,1.7643046095747374e-06,1.7672377073367116e-06,7.701145129867473e-07,1.7676587422169746e-06
109,2.7186558750000005,20,1.7109136281894191e-06,-0.6446839122885035,-3678.5681617755617,4164806359.162701,0.9783530304692,-1.702949248283403e-07,1e-06,1e-06,True,1.1742946504078589e-07,0.0004846224755914,1.21674113313305e-06,1.7110761811264518e-06,-0.6656577776469517,-3678.295057646124,5525.639933240973,0.0999999999877878,2.281767885747854e-09,700882.9025106586,1.7109830943011466e-06,-0.6655351078923173,-3677.708663741133,5526.019365312324,0.0999999999874275,2.8729507661751086e-10,700882.8963313607,1.0661125947328902e-06,-0.650081731533375,-2225.5974148055843,3423.3201717810075,0.0999999999969636,7.447820138395399e-12,700942.8881325396,9.50094349325692e-05,1.0,1.7109136281894191e-06,1.7109830943011466e-06,1.0661125947328902e-06,1.7110761811264518e-06
110,2.7360875000000004,19,1.5789998509717312e-06,-0.8690136420251338,-4683.786623507739,4086221438.1166353,0.9699555307373,0.0,1e-06,1e-06,True,1.0616203582891617e-07,0.000460786374803,1.2059290379142392e-06,1.5795124871280658e-06,-0.8707520402147088,-4683.042239755013,5377.940254395872,0.1000000000006285,5.2894937319081245e-09,691638.5201341896,1.5791900456409408e-06,-0.8707334212752251,-4682.369756477824,5377.598234676886,0.1000000000007164,6.651585948702632e-10,691638.5405772651,7.53449811395292e-07,-1.7109892340441544,-5772.454128780043,3373.110972006026,0.1000000000000063,3.6219466315046134e-10,691793.5461580264,0.0003246587743621,1.0,1.5789998509717312e-06,1.5791900456409408e-06,7.53449811395292e-07,1.5795124871280658e-06
111,2.753690875,20,1.5157510017982805e-06,-0.9986439093054008,-5432.441403136116,4071046204.938883,0.976773058079145,-1.7098846001317725e-06,1e-06,1e-06,True,1.1438859059964557e-07,0.0004783065900422,1.22351458545846e-06,1.5186145671058325e-06,-1.0063384743176036,-5431.4537812820145,5396.99176174433,0.0999999999999642,7.2640844450688755e-09,673293.7284518301,1.5182412792211068e-06,-1.0063833325808311,-5430.902337845741,5396.559681952395,0.1000000000000736,9.129732525536837e-10,673293.7684164292,6.913393430772121e-07,-2.0133244243466706,-6791.770615124035,3372.6519217611076,0.1000000000000265,7.179489780462234e-10,673493.0297958127,0.0018892056176473,1.0,1.5157510017982805e-06,1.5182412792211068e-06,6.913393430772121e-07,1.5186145671058325e-06
112,2.771466,20,1.3972837982367754e-06,-1.2503018968318953,-6666.045568022836,4020069234.727289,0.9752979193848376,-6.605307589779841e-07,1e-06,1e-06,True,1.1233230789997607e-07,0.0004739880047833,1.2284749290448432e-06,1.3972834317589346e-06,-1.2517706079478446,-6663.52422834846,5322.964938718184,0.099999999999416,2.122198994314317e-08,655158.827286273,1.3963984440557576e-06,-1.2524699010945142,-6664.843241918917,5321.480751170364,0.0999999999994223,7.576452909496822e-09,655158.91705744,4.73461427670963e-07,-3.5303260932360687,-11811.948823631028,3344.5227233291375,0.1000000000398854,6.911821698318832e-09,655501.9433697617,-2.622787448336439e-07,1.0,1.3972837982367754e-06,1.3963984440557576e-06,4.73461427670963e-07,1.3972834317589346e-06
113,2.789412875,20,1.3888047576551003e-06,-1.275458107721301,-6729.668744387037,3972463475.1869864,0.974803065792282,-1.99214582607965e-06,1e-05,1e-05,True,1.1210191441790585e-07,0.0004735016805591,1.23047269126087e-05,1.3885473992184816e-06,-1.276612357790926,-6727.891160485822,5269.791606653362,0.099999999999155,1.7254519146803204e-08,646172.975158875,1.387810331661794e-06,-1.277118082721232,-6728.491573723818,5268.616236676448,0.0999999999991441,5.838322936213558e-09,646173.0335370398,5.04206753894759e-07,-3.270279272001449,-10860.531778746652,3319.748786174893,0.1000000000000373,5.2055462995692645e-09,646433.6178545112,-0.0001853092993814,1.0,1.3888047576551003e-06,1.387810331661794e-06,5.04206753894759e-07,1.3885473992184816e-06
114,2.8075315000000005,20,1.4836808028204337e-06,-1.0936578166806676,-5721.552898711151,3921167092.917856,0.973848402003186,0.0,1e-06,1e-06,True,1.1334641958349324e-07,0.0004761227279237,1.2356186927931791e-06,1.4841457909968455e-06,-1.0934073812290102,-5721.249851015317,5232.22096678523,0.0999999999999808,4.550974264105889e-09,628379.6034823423,1.4839415078421716e-06,-1.0933143425742486,-5720.449563047421,5232.316048746958,0.0999999999999521,5.727120999665657e-10,628379.6038882595,7.858617162885613e-07,-1.6298609007805922,-5368.414686859731,3293.174005606229,0.1000000000066996,3.2625976920108707e-10,628476.8611241466,0.0003134017610311,1.0,1.4836808028204337e-06,1.4839415078421716e-06,7.858617162885613e-07,1.4841457909968455e-06
115,2.8258218750000004,21,1.5197162860472105e-06,-1.0468530225581971,-5496.582176734828,3897793589.82372,0.9797544347778542,0.0,1e-06,1e-06,True,1.2252779102439604e-07,0.0004950309050208,1.2540400558031707e-06,1.520142555976168e-06,-1.04771959007555,-5496.302276098796,5245.704332058685,0.1000000000000019,6.320616030563997e-09,610846.6258248154,1.5198798579154126e-06,-1.0476655343972716,-5495.519055315421,5245.586275416273,0.0999999999999828,7.947908997607556e-10,610846.6239549444,7.489586630261815e-07,-1.802637511613472,-5928.45784531558,3288.0873725715915,0.0999999999999418,5.060670216217034e-10,610957.9395571202,0.0002804930978703,1.0,1.5197162860472105e-06,1.5198798579154126e-06,7.489586630261815e-07,1.520142555976168e-06
116,2.8442840000000005,20,1.621681423469353e-06,-0.8473429650287766,-4343.385056275631,3818729952.1112366,0.9720073645699104,-1.7103502614190802e-06,1e-06,1e-06,True,1.127912829801403e-07,0.0004749553442808,1.243519357190478e-06,1.6218737572497871e-06,-0.8481903563387805,-4343.312752544,5120.4674468332305,0.1000000000000776,4.913986106913626e-09,602180.6300073654,1.6215911967910726e-06,-0.8481327384728559,-4342.5815223861355,5120.245937110999,0.1000000000001575,6.180158607094198e-10,602180.6290423726,8.075461392104819e-07,-1.5744568341215024,-5101.364816632749,3239.4878205892905,0.1000000000304655,2.9636798570820133e-10,602280.0936784216,0.000118601457506,1.0,1.621681423469353e-06,1.6215911967910726e-06,8.075461392104819e-07,1.6218737572497871e-06
117,2.862917875,21,1.8022127064003567e-06,-0.5908439694547092,-2975.246850321379,3793291976.350396,0.9780768004192548,0.0,1e-06,1e-06,True,1.2236391855324769e-07,0.0004946997594334,1.26301471347133e-06,1.8020247777320949e-06,-0.5789579045902834,-2975.157073561998,5138.668473629018,0.0999999999999324,4.405862785716863e-09,585058.7558139808,1.801765321102268e-06,-0.5788887491891007,-2974.565656703063,5138.458002808234,0.1000000000000313,5.541620495819187e-10,585058.741839373,9.253909772205564e-07,-1.1672377173203607,-3775.635147768197,3234.234829375005,0.0999999999998733,9.281281299067246e-11,585106.2684103962,-0.0001042766303858,1.0,1.8022127064003567e-06,1.801765321102268e-06,9.253909772205564e-07,1.8020247777320949e-06
118,2.8817234999999997,21,2.2088550347280836e-06,-0.0373415460295297,-190.7283182476241,3738809809.9336705,0.9769427775229608,-6.837035471107811e-07,1e-06,1e-06,True,1.232495179248616e-07,0.0004964867075025,1.2678371461200208e-06,2.209211285042703e-06,-0.0373414278322222,-190.12940051168616,5091.638442902595,0.1000000000010867,1.6456567220046734e-09,568230.7628209228,2.209095312351206e-06,-0.0374241224950359,-190.57784171285556,5092.383081815814,0.1000000000010508,2.0746804274551775e-10,568230.803581864,1.827740970777767e-06,0.6964654457987945,2232.8785830359775,3206.2774988199735,0.1000000000000009,1.2064543808421035e-11,568044.5724881178,0.0001612827953931,1.0,2.2088550347280836e-06,2.209095312351206e-06,1.827740970777767e-06,2.209211285042703e-06
119,2.9007008750000005,21,2.5472071890006544e-06,0.3398316479862985,1710.4930798895236,3686325745.000909,0.9760343491780692,-5.212978066992946e-07,1e-06,1e-06,True,1.2305555019409553e-07,0.0004960958732817,1.2703292809731e-06,2.550194731051342e-06,0.339825722071718,1710.5626419541068,5033.732415205639,0.1000000000000569,2.46964826366991e-09,559897.3522449768,2.550012682478458e-06,0.3399212573229709,1711.0513159196778,5033.639686242927,0.1000000000000034,3.1144620216139174e-10,559897.3330658978,1.6320457259687282e-06,0.3752886956529569,1192.924285996925,3178.8257465834354,0.0999999999999713,9.843376114204716e-13,559856.2805297445,0.0011728696682344,1.0,2.5472071890006544e-06,2.550012682478458e-06,1.6320457259687282e-06,2.550194731051342e-06
