mass_MeV,sigma_MeV,n_fit_bins,eps2_current,r_current,current_Ahat_window,conversion_window_per_eps2,template_window_fraction,lml_delta,log_cov_relative_load,count_cov_relative_load,prediction_hash_exact,log_mean_median_relative,gp_relative_sd_max,log_loading_count_cov_max_relative,eps2_gaussian_control,r_gaussian_control,Ahat_gaussian_control,sigma_A_gaussian_control,cls_gaussian_control,score_gaussian_control,min_lambda_gaussian_control,eps2_log_gp,r_log_gp,Ahat_log_gp,sigma_A_log_gp,cls_log_gp,score_log_gp,min_lambda_log_gp,eps2_fixed,r_fixed,Ahat_fixed,sigma_A_fixed,cls_fixed,score_fixed,min_lambda_fixed,gaussian_control_relative_to_release,dimuon_factor,eps2_current_dimuon,eps2_log_gp_dimuon,eps2_fixed_dimuon,eps2_gaussian_control_dimuon
60,2.0749,15,3.739200585900289e-06,-0.8130983570258211,-5514.705785021535,2216550415.0261936,0.9760618922993104,-1.978496584342793e-07,1e-06,1e-06,True,6.255139342048466e-07,0.0011184937459155,1.61459727772749e-06,3.746673166994297e-06,-0.8129712338215594,-5514.212517384787,6782.66147739659,0.10000000000002,1.2229284362952342e-07,551640.7747708873,3.7457007183814247e-06,-0.8127806274504497,-5513.249320173961,6784.194543585791,0.1000000000000372,1.5479414416930126e-08,551640.7876418903,1.5345121199955704e-06,-0.9710454460397574,-2848.5542683497006,2933.1269448324197,0.0999999999728647,5.861072738255757e-11,551531.7271856448,0.0019984434967692,1.0,3.739200585900289e-06,3.7457007183814247e-06,1.5345121199955704e-06,3.746673166994297e-06
61,2.083915875,16,3.3717514693123736e-06,-1.0301560755410866,-7032.820590382566,2407531508.6433315,0.9835748549494208,-9.007394510263113e-07,1e-07,1e-07,True,6.653415500768034e-07,0.0011535525747396,1.567051378834009e-07,3.339804755199286e-06,-1.0028438917449205,-7031.68796577976,7011.60366719093,0.0999999999999808,8.622180347472863e-08,584448.6703415709,3.339465951180015e-06,-1.002479162592191,-7030.296891090242,7014.064610128065,0.1000000000000212,1.0913878467633252e-08,584448.6779500252,1.6803954586646264e-06,-0.5889425032473431,-1797.418089852334,3051.718715287504,0.1000000000000181,7.2381545201949385e-12,584425.5911159482,-0.009474812839513,1.0,3.3717514693123736e-06,3.339465951180015e-06,1.6803954586646264e-06,3.339804755199286e-06
62,2.0931035,15,4.2500421450269414e-06,-0.0510650918365821,-346.7306401873012,2556509374.1417775,0.9748115359060106,-1.1888419066963252e-06,1e-06,1e-06,True,4.37952447640555e-07,0.0009358980110715,1.4652746465298412e-06,4.25965407157608e-06,-0.0504987150271463,-340.6988772429174,6746.674841097463,0.1000000000008336,4.0992551575413934e-08,649658.6841033511,4.258774187630936e-06,-0.0516121752522047,-348.4803149946178,6751.952516136971,0.1000000000006857,7.176335792280497e-08,649658.4934675402,5.835410626352176e-06,3.5069374687298764,10923.69360509119,3116.197878787634,0.0999999999998119,8.175627730366841e-09,649301.8119561962,0.0022616073490908,1.0,4.2500421450269414e-06,4.258774187630936e-06,5.835410626352176e-06,4.25965407157608e-06
63,2.102462875,15,5.237726853987156e-06,0.639789315354666,4367.080864287427,2719887545.85794,0.9736312259705762,0.0,1e-06,1e-06,True,3.8682111047627643e-07,0.0008795694234172,1.3830560449072197e-06,5.244318325460567e-06,0.6397667347041772,4372.296358615648,6834.319076046235,0.1000000000000079,7.324842821176959e-08,713392.9456126082,5.243454989277287e-06,0.6388596727496717,4368.493934969865,6837.3798904279365,0.1000000000000814,9.288549485120257e-09,713392.9236693274,5.609478482426495e-06,3.492886595506388,11159.837719473897,3196.329113905979,0.0999999999998711,7.467173879227573e-09,713208.9952095838,0.0012584603315832,1.0,5.237726853987156e-06,5.243454989277287e-06,5.609478482426495e-06,5.244318325460567e-06
64,2.111994,15,7.83580598492397e-06,2.020100024645652,13687.860893730462,2878604667.2779675,0.9729498161186888,0.0,1e-06,1e-06,True,3.4316008012957866e-07,0.0008284444931103,1.3485087586044297e-06,7.81341435819451e-06,2.014932934466364,13695.077538599877,6797.165671700508,0.099999999999777,1.962002142974484e-07,744277.4623336106,7.813673936479932e-06,2.0133559248001474,13694.076952652646,6800.042212014634,0.0999999999996804,1.4032263218055618e-07,744277.4522703825,8.58164231082804e-06,6.27668532359732,20511.54976501369,3270.247025172162,0.0999999999998654,7.16134716527428e-08,743778.0137205196,-0.0028576035155212,1.0,7.83580598492397e-06,7.813673936479932e-06,8.58164231082804e-06,7.81341435819451e-06
65,2.121696875,15,8.420895898381368e-06,2.4028773389768285,16635.38080070206,3031648871.8158636,0.9727807327241036,0.0,1e-06,1e-06,True,3.166842117430235e-07,0.0007958445348358,1.2787058860649684e-06,8.432335486453766e-06,2.396196475406168,16633.92249352005,6942.253403912583,0.0999999999998176,1.520053363179841e-07,804387.9502267137,8.432174824482405e-06,2.3958011780429236,16635.775722908853,6941.823843193529,0.0999999999998216,4.19754127567451e-08,804387.8943972607,6.643095903090907e-06,4.752303998766365,15859.744829370527,3339.05559757901,0.0999999999998529,2.2179023229096373e-08,804194.4129612028,0.0013584763676506,1.0,8.420895898381368e-06,8.432174824482405e-06,6.643095903090907e-06,8.432335486453766e-06
66,2.1315715,16,8.09837329627897e-06,2.365980602330801,16816.922259672185,3205206547.821982,0.9810079616917696,0.0,1e-06,1e-06,True,3.405845714343769e-07,0.0008253297880229,1.2545256153320406e-06,8.098751515595005e-06,2.366078062551826,16813.89335792417,7106.6515676389445,0.0999999999998728,1.4604870646195425e-07,833130.453946452,8.098338848731833e-06,2.365503256259104,16814.49808456018,7106.456727684924,0.0999999999998195,5.0299347242877e-08,833130.481789236,6.5871257125175855e-06,4.878487966409054,16718.31229921601,3428.7855730076644,0.0999999999999688,2.3667638793245516e-08,832735.9833844814,4.670312199706039e-05,1.0,8.09837329627897e-06,8.098338848731833e-06,6.5871257125175855e-06,8.098751515595005e-06
67,2.141617875,15,5.252571974604276e-06,1.1534717534678196,7996.841236931189,3312120624.159616,0.9713183464156476,-1.1615406947385054e-06,1e-06,1e-06,True,2.578979283462957e-07,0.000718189336515,1.1964110349647929e-06,5.254078079204202e-06,1.153231169345236,7997.812090157318,6935.361463503396,0.0999999999882956,7.355965658817355e-08,887738.497950565,5.251377754629858e-06,1.1529944947327695,7993.943522363086,6932.423980458479,0.0999999999883739,9.292912217517824e-09,887738.4597765144,1.763963451816869e-06,0.0757880568776041,261.63796073152804,3452.2604405312295,0.1000000000006152,1.6486811915683577e-13,887843.8094271099,0.0002867365944165,1.0,5.252571974604276e-06,5.251377754629858e-06,1.763963451816869e-06,5.254078079204202e-06
68,2.1518360000000003,16,2.748865000279625e-06,-0.519762546995204,-3657.976727504602,3471115492.2848196,0.979642447022844,-4.4264379539527e-07,1e-06,1e-06,True,2.708709960774769e-07,0.000736031293935,1.173157557951884e-06,2.752261634811993e-06,-0.5201256826897698,-3657.509060735202,7031.872074389187,0.1000000000002338,3.0671293727024824e-08,913353.1405526276,2.750841614047954e-06,-0.5208386393486871,-3662.1800843947335,7031.632958827483,0.1000000000000403,3.8622822717826474e-09,913353.1761709984,1.0770780218553405e-06,-1.2414861779952855,-4383.498189322616,3530.37944817376,0.0999999999994823,9.076228657534101e-11,913068.5864984464,0.0012356498162049,1.0,2.748865000279625e-06,2.750841614047954e-06,1.0770780218553405e-06,2.752261634811993e-06
69,2.1622258750000003,16,1.4679678560054414e-06,-2.353284718436404,-16367.701570285466,3591215173.622746,0.979033230796863,0.0,1e-06,1e-06,True,2.3481528099722482e-07,0.0006852960070535,1.129058128691178e-06,1.4687238959477104e-06,-2.3532314549773155,-16365.942289161936,6954.1988495272735,0.0999999999999506,1.1492661444734155e-07,960392.3639680909,1.4675165375423415e-06,-2.35439417047332,-16369.92170862893,6954.210678242737,0.1000000000000183,3.452317975938257e-08,960392.1880693896,4.51396593748657e-07,-4.662492758720433,-16664.44995171195,3572.3931889049372,0.0999999999799988,1.7424360801432393e-08,960442.8503673954,0.0005150248618701,1.0,1.4679678560054414e-06,1.4675165375423415e-06,4.51396593748657e-07,1.4687238959477104e-06
