mass_MeV,bin_center_MeV,bin_width_MeV,observed,gp_mean,in_fit,gp_sd,b_gaussian_control,s_gaussian_control,total_gaussian_control,b_log_gp,s_log_gp,total_log_gp,b_fixed,s_fixed,total_fixed
78,81.9375,0.6250000000000006,1145357.0,1142352.0097138716,True,485.6460823748205,1143002.3189467953,470.83991180786455,1143473.158858603,1143002.6023497398,470.7305370890304,1143473.3328868288,1142352.0098749555,711.8389996011796,1143063.8488745566
78,82.5625,0.6250000000000006,1138848.0,1138624.2969016281,True,456.1453137707618,1139221.770174837,281.2717754467285,1139503.0419502838,1139222.0221943047,281.2064368452549,1139503.22863115,1138624.2970610943,425.2405419100295,1139049.5376030044
78,83.1875,0.6250000000000006,1134416.0,1134509.6359485628,False,,,,,,,,,,
78,83.81250000000001,0.6250000000000006,1130072.0,1130024.132794386,False,,,,,,,,,,
78,84.4375,0.6249999999999867,1125890.0,1125183.225527281,False,,,,,,,,,,
78,85.0625,0.6250000000000006,1120256.0,1120001.8590351813,False,,,,,,,,,,
78,85.6875,0.6250000000000144,1116064.0,1114494.634799899,False,,,,,,,,,,
78,86.3125,0.6250000000000006,1109047.0,1108675.919309353,False,,,,,,,,,,
78,86.9375,0.6250000000000006,1101944.0,1102559.9306270883,False,,,,,,,,,,
182,164.4375,0.6249999999999867,202672.0,202821.88838281634,False,,,,,,,,,,
182,165.0625,0.6250000000000144,198777.0,199464.8645233955,False,,,,,,,,,,
182,165.68750000000003,0.6249999999999867,195900.0,196162.2491818013,False,,,,,,,,,,
182,166.31250000000003,0.6249999999999867,193656.0,192913.20505810896,False,,,,,,,,,,
182,166.93750000000003,0.6249999999999867,189203.0,189716.9049005287,False,,,,,,,,,,
182,167.5625,0.6250000000000144,186263.0,186572.53140791305,False,,,,,,,,,,
182,168.18750000000003,0.6250000000000144,183364.0,183479.27754892784,False,,,,,,,,,,
182,168.8125,0.6250000000000144,180422.0,180436.3464146953,False,,,,,,,,,,
182,169.4375,0.6249999999999867,177557.0,177442.95132168138,False,,,,,,,,,,
182,170.06249999999997,0.6249999999999867,174824.0,174498.31576040675,False,,,,,,,,,,
182,170.6875,0.6249999999999867,170920.0,171601.67327295284,False,,,,,,,,,,
182,171.31249999999997,0.6250000000000422,168814.0,168752.2675779956,False,,,,,,,,,,
182,171.93750000000003,0.6249999999999867,166023.0,165949.35231963676,False,,,,,,,,,,
182,172.56250000000003,0.6249999999999867,163404.0,163192.19114025234,True,111.23376450439213,163091.4383922752,26.275477802403035,163117.7138700776,163091.48094206437,26.26883484489593,163117.74977690927,163192.19113906438,11.110747316175072,163203.30188638056
182,173.18750000000003,0.6250000000000144,160655.0,160480.05743818707,True,112.71975905111418,160376.68003626858,35.06245497261458,160411.7424912412,160376.72438392017,35.05359049447913,160411.77797441464,160480.05744052236,14.826374630183071,160494.88381515254
182,173.8125,0.6249999999999867,157456.0,157812.23442592923,True,114.06603249150689,157706.5124258435,45.872494906277645,157752.38492074978,157706.55837538117,45.86089743746284,157752.41927281863,157812.2344224823,19.397466470412432,157831.6318889527
182,174.4375,0.6250000000000144,155057.0,155188.01491150964,True,115.25824023216543,155080.23430907435,58.8410955742013,155139.07540464855,155080.28171288533,58.8262193881045,155139.10793227344,155188.01491489873,24.881318986788028,155212.89623388552
182,175.0625,0.6249999999999867,151933.0,152606.70122214398,True,116.28416292318134,152497.1521019841,73.9992802346047,152571.1513822187,152497.20074183296,73.98057176133347,152571.18131359428,152606.70122658488,31.29105055476204,152637.99227713962
182,175.6875,0.6250000000000144,149582.0,150067.60517338375,True,117.13364280309918,149956.58033780655,91.24153920748364,150047.82187701404,149956.63004854534,91.21847155206758,150047.8485200974,150067.60517774808,38.58204575752824,150106.1872235056
182,176.31249999999997,0.6249999999999867,146925.0,147570.0478450529,True,117.7985269229857,147457.8411486124,110.30014383000126,147568.14129244242,147457.89172177634,110.2722577845409,147568.16397956086,147570.04784559133,46.641093884155005,147616.68893947548
