mass_MeV,sigma_MeV,n_fit_bins,eps2_current,r_current,current_Ahat_window,conversion_window_per_eps2,template_window_fraction,lml_delta,log_cov_relative_load,count_cov_relative_load,prediction_hash_exact,log_mean_median_relative,gp_relative_sd_max,log_loading_count_cov_max_relative,eps2_gaussian_control,r_gaussian_control,Ahat_gaussian_control,sigma_A_gaussian_control,cls_gaussian_control,score_gaussian_control,min_lambda_gaussian_control,eps2_log_gp,r_log_gp,Ahat_log_gp,sigma_A_log_gp,cls_log_gp,score_log_gp,min_lambda_log_gp,eps2_fixed,r_fixed,Ahat_fixed,sigma_A_fixed,cls_fixed,score_fixed,min_lambda_fixed,gaussian_control_relative_to_release
50,1.9941875000000002,15,2.1149103752779968e-05,1.5685927192524247,7505.3707356646355,653080147.4521304,0.981197732879438,-6.156756171549205e-07,1e-07,1e-07,True,4.719935170927059e-06,0.0030724408244243414,3.880815443262133e-07,2.1148594450435556e-05,1.5686580080573722,7512.185222438749,4789.072924991169,0.0999999999988425,8.797546580119331e-09,102084.06118680681,2.1151768272334447e-05,1.5657781888632962,7513.8717536877775,4794.525520534446,0.09999999999892759,1.1911949715504022e-07,102084.08463142718,1.9204248134367248e-05,6.275351101767374,10411.897065887415,1661.5707819536913,0.09999999999983948,8.670841822322473e-14,101875.6556782221,-2.4081509569673365e-05
51,2.0014858749999997,14,1.1668758890409897e-05,0.23362631427278877,1170.5087342387037,771364840.0945915,0.9711753236957201,0.0,1e-07,1e-07,True,2.9899979103742425e-06,0.002445404825571916,3.266937751101136e-07,1.1671566078191142e-05,0.23384168336159922,1172.8613591775359,5015.649590316928,0.10000000000000975,1.9561424524638937e-07,141170.8254764184,1.1662974223593112e-05,0.23371156725374817,1172.485191035236,5016.2273717736425,0.10000000000000228,1.8832003378932427e-07,141170.93749721747,4.656461050941558e-06,0.5236383791852991,940.2763070073288,1795.8575598922757,0.09999999999996885,2.2279289524362866e-11,141006.32586430747,0.00024057295275436985
52,2.008956,15,8.045157900312727e-06,-0.5493827813631382,-3034.8544587276115,914406325.7988971,0.9803084378467762,-7.547675977548352e-07,1e-07,1e-07,True,3.04453613453326e-06,0.002467606439016251,3.0941488557972296e-07,8.015471354999516e-06,-0.5552932427466661,-3033.7049094603112,5463.196212986124,0.09999999999884321,5.248741186125727e-08,163532.93441845625,8.005932031501755e-06,-0.5550080447444028,-3029.8063743220314,5460.3299517083915,0.09999999999799655,1.626573471469328e-07,163532.88734117322,1.366653964872587e-06,-3.034155820726569,-5945.962659916027,1958.5242685923392,0.09999999998767277,1.9930985861726924e-08,163626.57589526096,-0.0036899891439118315
53,2.016597875,14,6.398160947997226e-06,-0.7965714306515927,-4345.047323208298,1047657087.0368961,0.9696386583051,-8.112360774248373e-07,1e-07,1e-07,True,1.781296978586866e-06,0.001887484339058509,2.6028576352519573e-07,6.3895231773908245e-06,-0.7983812495234839,-4342.345399904492,5438.829063043214,0.10000000000002388,1.7095933557698118e-07,213153.16871793536,6.381958725417127e-06,-0.7983746465903766,-4339.298863044659,5436.73455094087,0.10000000000001348,7.392565604114054e-08,213153.15402654122,1.2374076905262882e-06,-3.131366758099986,-6514.93001442486,2079.3618102440405,0.10000000000002414,1.7687006248490178e-08,213304.13033338846,-0.0013500395936594245
54,2.0244115,14,6.2664593612279555e-06,-0.5810758186152389,-3285.794767811998,1197945417.1515815,0.9689957522960766,0.0,1e-07,1e-07,True,1.3871220858607813e-06,0.0016656068250754932,2.2945995382648695e-07,6.28673393133444e-06,-0.5799850569622956,-3285.091736312699,5664.01322818018,0.09999999999999146,2.0269111056236966e-08,268278.37154177064,6.284762838929809e-06,-0.5794450908097749,-3282.561838411317,5666.09903138819,0.0999999999999895,5.5233161155854305e-08,268278.37109296094,2.7289963371984956e-06,-0.29321529876667507,-649.4647581258406,2214.865519512734,0.10000000000000313,1.021932538591841e-12,268345.46370936214,0.00323541076990419
55,2.032396875,15,5.798976335094624e-06,-0.5977355555357049,-3591.9831366257754,1369200620.4555128,0.9788502618579518,0.0,1e-07,1e-07,True,1.4106725851892321e-06,0.0016796866256365245,2.2441519865962618e-07,5.79948785560099e-06,-0.5977582328954684,-3592.616892916621,6010.073695645496,0.0999999999999673,1.1031278424056268e-07,297437.8637128461,5.795407828062079e-06,-0.5974931918321579,-3589.659197878757,6008.903518206552,0.099999999999999,1.2448781872009818e-07,297437.9183748548,1.4062972437733773e-06,-2.1030966950395467,-4979.513344731159,2366.910341911855,0.10000000000002263,2.5419459037667735e-09,297616.89094285644,8.820875906501158e-05
56,2.040554,14,6.938518394247164e-06,0.1643998447106549,987.3371808118661,1516587497.7196913,0.9679691638184799,0.0,1e-07,1e-07,True,9.758372030432838e-07,0.001397023750133074,2.0143384699656904e-07,6.977843748898567e-06,0.16310420379948404,987.3241478081536,6053.358689503381,0.10000000000007894,1.6831651605819786e-07,358247.2008294596,6.9759202604321585e-06,0.16362762736453462,990.4939603216025,6053.08223075705,0.10000000000007685,3.335416476346609e-08,358247.1297959141,3.0241476671776505e-06,0.32703601286453243,806.8310846650138,2467.224129599886,0.09999999999997222,1.3120893260776256e-12,358244.07712751196,0.005667687597975979
57,2.0488828750000003,15,7.169610243391224e-06,0.37545153136663073,2548.2603274603616,1700602888.1932418,0.9777906766177717,0.0,1e-07,1e-07,True,1.0294534580346237e-06,0.0014348895344625631,1.9936792971418832e-07,7.16714317521109e-06,0.3990352940050444,2547.4346473324754,6384.037855830364,0.09999999999998274,1.9768051773283446e-07,389574.88156902656,7.165799217320636e-06,0.3995264367457669,2550.726979457721,6383.780790353427,0.10000000000007876,4.0729574823927805e-08,389574.8213853656,3.7359161258224995e-06,1.0652483117815579,2780.8553756453352,2610.9248354273464,0.09999999997768641,1.2176942787434086e-10,389504.86282691546,-0.0003441007385873718
58,2.0573835000000003,15,5.770514369531544e-06,0.06702983009950828,251.3921451842248,1870863577.4751842,0.9767319180923463,-3.0266733119788114e-07,1e-07,1e-07,True,7.973646578562921e-07,0.0012628261762516202,1.8262412490249921e-07,5.7382435078262916e-06,0.03992597791622053,256.69104887066055,6429.180618390582,0.10000000000113832,1.933574760304424e-07,453689.45078908256,5.730875940699867e-06,0.03910219000442649,251.15324020896566,6422.944853309342,0.10000000000111228,1.2115947889412837e-07,453689.5515590725,7.89530853786417e-07,-3.753952175724935,-10227.61243397477,2723.0771629181104,0.09999999999995868,1.6677900283035285e-08,453995.70753883803,-0.0055923717780936855
59,2.066055875,15,4.694809674652309e-06,-0.17720783756072242,-2211.138750689712,2043241863.5884318,0.9761512235401387,0.0,1e-07,1e-07,True,7.335934624208562e-07,0.0012112751392048752,1.749341535736458e-07,4.708701731970507e-06,-0.3338513450435049,-2209.2883844032744,6617.530810018532,0.10000000000000317,1.4097198297591262e-07,486178.71016122424,4.704721756358673e-06,-0.33409243013317913,-2209.5335199098677,6613.961258612622,0.09999999999999798,7.311583338776018e-08,486178.65259953664,8.457412665686755e-07,-3.2189010806026457,-9113.303085687157,2829.9735575758514,0.10000000000001845,7.857764217078511e-09,486438.3116713502,0.0029590245996982123
60,2.0749,15,3.739200585900289e-06,-0.8130983570258211,-5514.705785021535,2216550415.0261936,0.9760618922993104,-1.9784965843427926e-07,1e-06,1e-06,True,6.255139342048466e-07,0.0011184937459155894,1.6145972777274899e-06,3.746673166994297e-06,-0.8129712338215594,-5514.212517384787,6782.66147739659,0.10000000000002,1.2229284362952342e-07,551640.7747708873,3.7457007183814247e-06,-0.8127806274504497,-5513.249320173961,6784.194543585791,0.1000000000000372,1.5479414416930126e-08,551640.7876418903,1.5345121199955704e-06,-0.9710454460397574,-2848.5542683497006,2933.1269448324197,0.09999999997286471,5.861072738255757e-11,551531.7271856448,0.0019984434967692533
61,2.0839158749999998,16,3.3717514693123736e-06,-1.0301560755410866,-7032.820590382566,2407531508.6433315,0.9835748549494208,-9.007394510263111e-07,1e-07,1e-07,True,6.653415500768034e-07,0.0011535525747396625,1.567051378834009e-07,3.339804755199286e-06,-1.0028438917449203,-7031.68796577976,7011.60366719093,0.0999999999999808,8.622180347472863e-08,584448.6703415709,3.339465951180015e-06,-1.002479162592191,-7030.296891090242,7014.064610128065,0.10000000000002121,1.0913878467633253e-08,584448.6779500252,1.6803954586646264e-06,-0.5889425032473431,-1797.4180898523339,3051.718715287504,0.10000000000001819,7.238154520194939e-12,584425.5911159482,-0.009474812839513014
62,2.0931035,15,4.2500421450269414e-06,-0.05106509183658211,-346.7306401873012,2556509374.1417775,0.9748115359060106,-1.1888419066963252e-06,1e-06,1e-06,True,4.3795244764055496e-07,0.0009358980110715316,1.4652746465298412e-06,4.25965407157608e-06,-0.050498715027146354,-340.6988772429174,6746.674841097463,0.10000000000083362,4.099255157541393e-08,649658.6841033511,4.258774187630936e-06,-0.05161217525220472,-348.4803149946178,6751.952516136971,0.10000000000068573,7.176335792280497e-08,649658.4934675402,5.835410626352176e-06,3.5069374687298764,10923.69360509119,3116.1978787876346,0.0999999999998119,8.175627730366841e-09,649301.8119561962,0.002261607349090866
63,2.102462875,15,5.237726853987156e-06,0.639789315354666,4367.080864287427,2719887545.85794,0.9736312259705762,0.0,1e-06,1e-06,True,3.8682111047627643e-07,0.0008795694234172858,1.3830560449072197e-06,5.244318325460567e-06,0.6397667347041772,4372.296358615648,6834.319076046235,0.10000000000000797,7.324842821176958e-08,713392.9456126082,5.243454989277287e-06,0.6388596727496717,4368.493934969865,6837.3798904279365,0.10000000000008143,9.288549485120257e-09,713392.9236693274,5.609478482426495e-06,3.492886595506388,11159.837719473895,3196.329113905979,0.09999999999987111,7.467173879227573e-09,713208.9952095838,0.0012584603315832776
64,2.111994,15,7.83580598492397e-06,2.020100024645652,13687.860893730462,2878604667.2779675,0.9729498161186889,0.0,1e-06,1e-06,True,3.4316008012957866e-07,0.0008284444931103365,1.3485087586044297e-06,7.81341435819451e-06,2.0149329344663642,13695.077538599875,6797.165671700508,0.09999999999977709,1.9620021429744838e-07,744277.4623336106,7.813673936479932e-06,2.0133559248001474,13694.076952652646,6800.042212014634,0.09999999999968046,1.4032263218055618e-07,744277.4522703825,8.58164231082804e-06,6.27668532359732,20511.54976501369,3270.247025172162,0.09999999999986546,7.161347165274279e-08,743778.0137205196,-0.002857603515521223
65,2.121696875,15,8.420895898381368e-06,2.4028773389768285,16635.38080070206,3031648871.8158636,0.9727807327241035,0.0,1e-06,1e-06,True,3.166842117430235e-07,0.000795844534835896,1.2787058860649684e-06,8.432335486453766e-06,2.396196475406168,16633.92249352005,6942.253403912583,0.09999999999981764,1.5200533631798407e-07,804387.9502267137,8.432174824482405e-06,2.3958011780429236,16635.775722908853,6941.823843193529,0.09999999999982168,4.19754127567451e-08,804387.8943972607,6.643095903090907e-06,4.752303998766365,15859.744829370527,3339.05559757901,0.0999999999998529,2.2179023229096373e-08,804194.4129612028,0.0013584763676506295
66,2.1315715,16,8.09837329627897e-06,2.365980602330801,16816.922259672185,3205206547.821982,0.9810079616917696,0.0,1e-06,1e-06,True,3.405845714343769e-07,0.0008253297880229952,1.2545256153320406e-06,8.098751515595005e-06,2.366078062551826,16813.89335792417,7106.6515676389445,0.09999999999987283,1.4604870646195423e-07,833130.453946452,8.098338848731833e-06,2.365503256259104,16814.49808456018,7106.456727684924,0.0999999999998195,5.029934724287699e-08,833130.481789236,6.5871257125175855e-06,4.878487966409054,16718.31229921601,3428.7855730076644,0.09999999999996885,2.3667638793245516e-08,832735.9833844814,4.670312199706039e-05
67,2.141617875,15,5.252571974604276e-06,1.1534717534678196,7996.841236931189,3312120624.159616,0.9713183464156475,-1.1615406947385054e-06,1e-06,1e-06,True,2.5789792834629566e-07,0.0007181893365150504,1.1964110349647927e-06,5.254078079204202e-06,1.153231169345236,7997.812090157318,6935.361463503396,0.0999999999882956,7.355965658817354e-08,887738.497950565,5.251377754629858e-06,1.1529944947327695,7993.943522363086,6932.423980458479,0.09999999998837394,9.292912217517824e-09,887738.4597765144,1.7639634518168693e-06,0.07578805687760418,261.63796073152804,3452.2604405312295,0.10000000000061526,1.6486811915683575e-13,887843.8094271099,0.00028673659441658117
68,2.1518360000000003,16,2.748865000279625e-06,-0.519762546995204,-3657.976727504602,3471115492.2848196,0.9796424470228441,-4.4264379539527e-07,1e-06,1e-06,True,2.708709960774769e-07,0.0007360312939350595,1.173157557951884e-06,2.752261634811993e-06,-0.5201256826897698,-3657.5090607352026,7031.872074389187,0.10000000000023383,3.067129372702482e-08,913353.1405526276,2.750841614047954e-06,-0.5208386393486871,-3662.1800843947335,7031.632958827483,0.10000000000004035,3.862282271782647e-09,913353.1761709985,1.0770780218553403e-06,-1.2414861779952855,-4383.498189322616,3530.37944817376,0.09999999999948239,9.076228657534102e-11,913068.5864984463,0.0012356498162049423
69,2.1622258750000003,16,1.4679678560054414e-06,-2.353284718436404,-16367.701570285466,3591215173.622746,0.979033230796863,0.0,1e-06,1e-06,True,2.3481528099722482e-07,0.0006852960070535623,1.1290581286911779e-06,1.4687238959477104e-06,-2.3532314549773155,-16365.942289161936,6954.1988495272735,0.09999999999995068,1.1492661444734154e-07,960392.3639680907,1.4675165375423417e-06,-2.35439417047332,-16369.92170862893,6954.210678242737,0.10000000000001837,3.452317975938257e-08,960392.1880693897,4.5139659374865696e-07,-4.662492758720433,-16664.44995171195,3572.3931889049372,0.09999999997999882,1.7424360801432393e-08,960442.8503673954,0.0005150248618701614
70,2.1727875000000005,15,1.0904394755562134e-06,-3.3724140397492333,-22893.651037166706,3666273035.390485,0.9689534225316694,-8.443985279882327e-07,1e-06,1e-06,True,1.8782413468976245e-07,0.0006129015458510948,1.099167622548672e-06,1.0906375056244363e-06,-3.3724145038689635,-22891.51431584733,6787.153801638015,0.10000000000055793,1.3972544099516426e-07,1002080.6300615577,1.0896936753349121e-06,-3.3733112252389335,-22890.456446631222,6787.471061268976,0.10000000000064044,8.115397986951933e-08,1002080.6681596875,3.472264718020587e-07,-6.148048911739149,-22000.589085695163,3576.1680082396156,0.09999999999363733,5.0067704371326016e-08,1002543.2215254315,0.00018160574031123033
71,2.183520875,16,9.22004017783275e-07,-4.018785746758029,-27503.687147295997,3806165042.447282,0.9779717053301267,-1.0431340342620388e-06,1e-06,1e-06,True,1.9363427572471892e-07,0.0006223090785108479,1.0765811722018413e-06,9.2220500596738e-07,-4.018800157046639,-27494.837557741157,6840.709599359464,0.09999999999949842,1.422076691959262e-07,1020827.0574322253,9.205331021720774e-07,-4.022258633575329,-27497.151463762442,6838.045895316811,0.09999999999958671,6.225291837580471e-08,1020827.2139415697,2.2243292620789957e-07,-9.707142129317033,-35380.29557644121,3641.1131767689308,0.09999999999187732,8.104628079763643e-14,1021850.4791052571,0.00021799057295690538
72,2.194426,15,1.0655329476920496e-06,-3.1860623670563344,-21328.910783950283,3860929362.2115345,0.9672576281517535,-1.4433098840527236e-06,1e-06,1e-06,True,1.61094848127874e-07,0.0005676175846967846,1.058728504639115e-06,1.0657183352596856e-06,-3.1860636092062236,-21321.50946496812,6691.417150544864,0.09999999999993177,1.986340558701727e-07,1054213.602409799,1.0640613703032854e-06,-3.1888076368345213,-21325.913073600266,6689.108762844795,0.10000000000006722,2.9130184486803046e-08,1054214.5689766703,2.7295889654903627e-07,-7.682035664656944,-27932.295853695785,3633.1846287229337,0.10000000000328935,1.1566302582366461e-07,1055383.9103807195,0.0001739857674392109
73,2.205502875,16,1.6292719997291636e-06,-1.604255217630641,-11062.328648846678,3987591890.3364844,0.9763907063675716,0.0,1e-06,1e-06,True,1.8315435812432668e-07,0.0006052344587012816,1.0377521416374859e-06,1.6299409068250696e-06,-1.6042391243797516,-11058.71979591927,6893.095552527297,0.1000000000001932,6.503933613899449e-08,1068820.3378672272,1.6287074056465073e-06,-1.6052909780180906,-11062.850744123958,6892.193368238429,0.10000000000008516,1.2498253543213877e-08,1068820.8325316855,5.002584671138093e-07,-3.7704650451183674,-13923.766957364942,3691.4328127001104,0.09999999999989669,6.663756713098934e-09,1069659.2075167818,0.00041055581635052185
74,2.2167515,16,2.5771138422343087e-06,-0.21645692858517057,-1492.8475859306334,4067654086.7576118,0.9756764158714641,0.0,1e-06,1e-06,True,1.7482009906366613e-07,0.0005913038377580879,1.0187182832722923e-06,2.578904438448111e-06,-0.2158578880688802,-1491.3532303313043,6908.912481201989,0.09999999999934876,2.2759164775010277e-08,1094111.7602096142,2.577656763499201e-06,-0.2163481899988405,-1494.3966579046023,6907.4623251377,0.09999999999938283,2.859926961917836e-09,1094112.0104374082,8.772559331433132e-07,-1.5421329911547472,-5723.83772561127,3711.0570049852295,0.09999999997005957,1.8315110539290913e-10,1094656.8050789703,0.0006948067968350902
75,2.228171875,16,3.859457532033964e-06,0.9313899248724621,6408.060680592867,4136635594.461861,0.9742563498312597,0.0,1e-06,1e-06,True,1.7117682959977287e-07,0.0005851099798409129,1.0127451327907843e-06,3.860904686682339e-06,0.9310849289218097,6409.062795982055,6883.635215592831,0.0999999999999851,2.1407737360590318e-08,1104704.3071319312,3.8596568647528495e-06,0.930913291093935,6406.956743584034,6882.053534989541,0.0999999999999354,2.69802047370149e-09,1104704.5453021484,1.6598690322086158e-06,0.30474190106296434,1135.0488349595093,3724.737938436148,0.1000000000000562,3.554934124849751e-13,1105206.215678005,0.0003749632264025138
76,2.239764,16,5.055248666067921e-06,1.8081442189835202,12361.587252016512,4206202626.8972774,0.9744100129854094,-1.497272478445666e-06,1e-06,1e-06,True,1.585797682057688e-07,0.0005631692121401684,1.0040180558810259e-06,5.0555267995571686e-06,1.8081415680634723,12362.436955242738,6837.492567316425,0.0999999999995593,3.276792304163223e-08,1122669.6232397782,5.055267068189244e-06,1.8078048363578492,12362.410843991274,6837.645767214542,0.09999999999944371,7.126436274429437e-09,1122669.64421686,4.171944849510715e-06,3.4101898491024865,12752.641551695488,3740.8504223333757,0.09999999999988998,4.232744377219433e-09,1122696.5800712942,5.501875528191036e-05
77,2.2515278750000003,17,6.189369852428778e-06,2.594428421826911,17792.634344952683,4300366428.875093,0.9816560143916427,0.0,1e-06,1e-06,True,1.6829473992174826e-07,0.0005801633460010735,1.001333668314781e-06,6.189527886961477e-06,2.5944345901433095,17803.469183834506,6862.737450660948,0.09999999999988954,1.8221782704941347e-07,1129972.2861456652,6.188333497513955e-06,2.5909603411679885,17794.044567910605,6866.827585282394,0.09999999999977509,7.581037575477012e-09,1129972.4344801067,8.485567853228704e-06,8.377565547109654,31645.436340946664,3780.568536016582,0.10000000000000282,1.5487211202369622e-07,1129190.4437471793,2.5533218480422448e-05
78,2.2634635,16,6.325972345129411e-06,2.8102897012100323,18744.39607122159,4316710550.978366,0.9725912308764804,4.4862144932267256e-07,1e-06,1e-06,True,1.3954216537825914e-07,0.0005282843458540097,1.0003090934438313e-06,6.329902772051057e-06,2.8086449518656287,18755.73147463622,6678.493358677431,0.0999999999997024,1.1456395232478656e-07,1139503.0419502838,6.329572771679412e-06,2.8060642251027432,18751.3745736915,6681.519845760354,0.09999999999974396,1.5030146682804002e-07,1139503.22863115,7.684493487492786e-06,7.5523982300199,28355.83984040326,3757.3811750021514,0.09999999999985476,9.959425129046906e-08,1138624.2970610943,0.0006213158558419085
79,2.275570875,16,5.944902153866691e-06,2.6171799047559157,17393.70425032744,4363401665.5531,0.9717607288774939,0.0,1e-06,1e-06,True,1.3357673900316058e-07,0.0005168689350231199,1.0025166998882746e-06,5.9449422501514954e-06,2.6171802734780463,17401.37097865179,6649.497145687073,0.09999999999975258,4.285449495267102e-08,1130637.0802472262,5.945010208531277e-06,2.615941169291237,17400.74159955897,6650.971694349351,0.09999999999987577,5.727261542798345e-08,1130637.0679358116,6.146148433154963e-06,5.8510625862799035,21996.761284078737,3761.6411101689714,0.09999999999982305,3.5657230945673746e-08,1130266.1107973373,6.744650082879389e-06
80,2.28785,17,5.221034569145116e-06,2.137399205960069,14462.276604692126,4443452290.971718,0.9797230507514318,0.0,1e-06,1e-06,True,1.489366463491848e-07,0.0005457777160593123,1.0052825691044706e-06,5.221176425014105e-06,2.137398821379874,14463.763043321682,6767.468911996023,0.09999999999977487,3.372580659188884e-08,1120392.5051002027,5.221130010295143e-06,2.137021573957198,14464.247588940725,6767.740910891144,0.099999999999754,1.3160329159767059e-08,1120392.493430153,4.542008504796171e-06,4.036997365832572,15317.121059001487,3795.7101681914937,0.0999999999998692,8.189032452143863e-09,1120333.706762981,2.7170068903181743e-05
81,2.3003008750000005,16,4.461039060518347e-06,1.7156965181768842,11240.948720117245,4438982361.422179,0.9702669687452552,-6.466243576142006e-07,1e-06,1e-06,True,1.2395876014537066e-07,0.0004979131810204101,1.01367669873747e-06,4.461461888101133e-06,1.7157046540398633,11242.452293626644,6553.071149025731,0.09999999999923415,1.9263148631765148e-08,1114855.879078098,4.461042483252523e-06,1.7143818818799,11238.905861180432,6555.165974867211,0.09999999999946627,2.422637046528564e-08,1114855.8958488887,5.239240083974137e-06,4.898869392889762,18432.069420300722,3764.3499500003445,0.09999999999989842,1.7379071959311432e-08,1114456.164612201,9.478230902049134e-05
82,2.3129235,17,2.877768735995597e-06,0.42877099522380807,2883.8534044786115,4510072333.908989,0.9783263351590076,0.0,1e-06,1e-06,True,1.4308395135387286e-07,0.0005349466544767331,1.0186195568163526e-06,2.8787328221012157e-06,0.4287710031897662,2883.655137900062,6725.493287828357,0.09999999999996326,6.180693512547464e-09,1102822.6571497454,2.8785364482875737e-06,0.42877981689519246,2883.9403751531795,6725.793137942091,0.09999999999997404,7.795215584138759e-10,1102822.6484023652,2.046554389832479e-06,1.064067958946572,4037.5138903784573,3794.8147926536913,0.09999999997769679,3.9599101775422696e-11,1102862.0942323022,0.0003350116684359694
83,2.325717875,17,1.8664779501165972e-06,-0.7267395542130244,-4876.384763606987,4535037980.858875,0.9772060697567985,-8.286983756988775e-07,1e-06,1e-06,True,1.3969924150813995e-07,0.0005285815949843555,1.0307204143860705e-06,1.8669824691656328e-06,-0.7267362152726843,-4875.562813535236,6708.684090085599,0.10000000000007236,3.2667587746004756e-08,1089565.8871868125,1.8659166646258806e-06,-0.7272770286984028,-4877.521615186649,6706.774001745293,0.09999999999995526,4.098762218518459e-09,1089566.0831198676,5.253746624420469e-07,-3.0938051601629524,-11728.878230291288,3789.91924240332,0.10000000000009687,2.8162885357119194e-09,1090151.215163144,0.00027030538935868265
84,2.338684,17,1.4786743242991347e-06,-1.3604003503160775,-9004.260469989824,4555790113.7876005,0.9764460269513069,-9.652421795180999e-07,1e-06,1e-06,True,1.3366675766235403e-07,0.0005170430671717019,1.0367431666570569e-06,1.4790928023705755e-06,-1.3608219484679935,-9004.769662553419,6616.8438353798765,0.09999999999667411,1.143629524413825e-08,1082564.7160955002,1.4787128478775586e-06,-1.3609402583113486,-9004.841326984792,6617.011186459901,0.09999999999656384,1.4377785628738593e-09,1082564.8367704363,6.627138685291824e-07,-2.17201989991369,-8223.540024640397,3785.3075404796937,0.09999999999995042,6.848318023777722e-10,1082911.2737277101,0.00028300895238664303
85,2.351821875,17,1.2052617089781856e-06,-1.9854986358672475,-13022.514686557291,4574413636.826388,0.9760599524488281,-1.639697529753903e-06,1e-06,1e-06,True,1.271216172327172e-07,0.0005042253969176237,1.0472749538341606e-06,1.205413558992146e-06,-1.9854988797108049,-13019.201641679252,6556.684006444177,0.09999999999999332,3.5297075928752975e-08,1067859.8845902984,1.2046945277627432e-06,-1.986113212646253,-13019.54274042049,6555.809073569349,0.09999999999994673,1.5031165166712324e-08,1067860.1517322755,4.078099516185261e-07,-4.217113519633733,-15946.658860272299,3779.8278640053213,0.09999999999792866,9.744245244025507e-09,1068471.8669502588,0.00012598924601125994
86,2.3651315,18,1.124573851168775e-06,-2.27621053568248,-14943.404883144482,4620908295.464289,0.9826074854868996,-2.2737367544323206e-13,1e-06,1e-06,True,1.3918224350817354e-07,0.0005276026024501614,1.0606641492836245e-06,1.1117633583534888e-06,-2.261513079188056,-14938.79251397996,6605.148899698476,0.09999999999985076,3.6203427367098584e-08,1052351.8235792958,1.1112041878850439e-06,-2.261925542978844,-14938.017835485149,6604.677625138091,0.09999999999999687,1.619348231549078e-08,1052351.9694946269,4.007641182458824e-07,-4.280728134921776,-16269.447509498059,3799.005571805827,0.09999999999684597,1.0565618824287526e-08,1052867.7813464662,-0.01139141978267788
87,2.378612875,17,1.0588234424693088e-06,-2.3655827940548306,-15245.650524476085,4595112561.337546,0.9744295586762204,-8.511112810083432e-07,1e-06,1e-06,True,1.195935865894171e-07,0.0004890676718121262,1.0638788162491369e-06,1.0591495022678995e-06,-2.3665497663537716,-15241.207076128132,6439.70872691894,0.10000000000002991,5.964880722686416e-08,1044331.1306943345,1.0582237471053747e-06,-2.3677053992012045,-15242.18239011615,6438.097047406308,0.0999999999999617,4.162757449854837e-08,1044331.2695759091,3.2095965230452597e-07,-5.519644560647671,-20780.027769114866,3762.664572416162,0.10000000000004146,2.8807709606670784e-08,1044886.8267708789,0.00030794539062184434
88,2.3922660000000002,17,1.1330190472273286e-06,-2.084567102047165,-13291.355886645853,4598377069.134253,0.9731658135455593,-9.26654593058629e-07,1e-06,1e-06,True,1.153653204077898e-07,0.0004803443079065848,1.0745248064444556e-06,1.133107994962144e-06,-2.0845677695290616,-13289.593675959963,6374.734503254086,0.09999999999996023,3.9255711570262974e-08,1027813.6473772067,1.1323036949912947e-06,-2.0854029630424518,-13290.301681894258,6373.486307951892,0.09999999999999927,2.211788296957451e-08,1027813.6671267905,3.6739548083305763e-07,-4.7032768865693955,-17649.82384076371,3750.8983606124116,0.09999999997738296,1.5237994477335093e-08,1028234.460123588,7.850506576501104e-05
89,2.406090875,17,1.3538057849223548e-06,-1.4698310688161544,-9307.499454890605,4599094354.599701,0.9722835812229914,0.0,1e-06,1e-06,True,1.1467036342693859e-07,0.0004788953327528514,1.0800970479728354e-06,1.354015040326218e-06,-1.4698307713887049,-9307.052587184631,6331.708911804654,0.09999999998596809,1.610018962594495e-08,1019336.2508084764,1.3535093300509823e-06,-1.4700801163636648,-9306.950181286087,6331.238858852394,0.09999999998578664,3.5654861285649986e-09,1019336.2372780623,5.241933193096359e-07,-2.988811398003417,-11180.171968512224,3739.552764847772,0.09999999999865714,2.501347989847247e-09,1019509.421506265,0.00015456825949011765
90,2.4200875,17,1.9373832172373834e-06,-0.4201223914880649,-2657.648150687374,4598736371.3899355,0.9717959941172747,0.0,1e-06,1e-06,True,1.1470988714457064e-07,0.00047897785735236467,1.089704266856006e-06,1.9378592119706642e-06,-0.420107300494692,-2657.642724669153,6326.004857081585,0.09999999999294469,2.4389632535815053e-09,1002017.9157452824,1.9376993933869716e-06,-0.4200684116908012,-2657.5066980339184,6326.462168910136,0.09999999999306926,3.070272924787787e-10,1002017.9215556151,1.1886135084137625e-06,-0.31125584547185187,-1160.5158759181277,3728.3782452989126,0.09999999999996356,2.728928194528635e-13,1001902.9294368904,0.000245689509977165
91,2.4342558750000003,18,2.793553523236596e-06,0.5535231175854425,3543.9507642141275,4632325518.026975,0.9791543139030453,-1.6343528841389343e-07,1e-06,1e-06,True,1.2723365583333646e-07,0.0005044475469797474,1.1013722991706546e-06,2.794200104750055e-06,0.5536250846098374,3543.929420496527,6401.4460259722355,0.09999999999998332,5.048756301917479e-09,984191.9590851105,2.7940459669886356e-06,0.5536717127136386,3544.429952508617,6401.557339869696,0.099999999999978,6.366689397907521e-10,984191.9527798492,1.9499799695332357e-06,1.0405818389586428,3896.1469200229676,3744.5931787526824,0.09999999997329138,3.748668042646841e-11,984044.4650764625,0.0002314548506341385
