mass_MeV,scope_key,dataset_set,n_active,dimuon_factor,signal_yield_per_eps2_fitted_window,inherited_2016_exception,profiled_r,profiled_eps2_ee_raw,profiled_eps2_display,fixed_r,fixed_eps2_ee_raw,fixed_eps2_display,v12_eps2_ee_raw,v12_eps2_display,v12_p0,v12_limit_relative_difference,v12_bounded_root_difference,profiled_Ahat_window,profiled_A90_window,fixed_Ahat_window,fixed_A90_window
29,individual_2015_full,2015,1,1.0,1187516060.1752234,False,0.5157312280073695,8.398060735949212e-06,8.398060735949212e-06,2.2639357795806734,6.020204847278692e-06,6.020204847278692e-06,8.39795864481337e-06,8.39795864481337e-06,0.2958487306022029,1.2156660941009534e-05,-0.020646586332161543,,,,
30,individual_2015_full,2015,1,1.0,1233369661.5803795,False,1.130478017962521,1.0231088644399517e-05,1.0231088644399517e-05,4.547821580328629,9.722286008669536e-06,9.722286008669536e-06,1.023124658847981e-05,1.023124658847981e-05,0.1291357069094645,-1.5437422891451114e-05,-8.17326826951792e-06,,,,
31,individual_2015_full,2015,1,1.0,1256547871.260905,False,0.6815264271780445,8.58757679956251e-06,8.58757679956251e-06,0.7220748531968371,3.5511724439875863e-06,3.5511724439875863e-06,8.58777369557878e-06,8.58777369557878e-06,0.2476290026147326,-2.2927480770817965e-05,-0.0004434392647478802,,,,
32,individual_2015_full,2015,1,1.0,1268245860.5861568,False,-0.0202055444115131,6.5001708862610984e-06,6.5001708862610984e-06,-0.0390397755785448,2.6596896107007003e-06,2.6596896107007003e-06,6.498708636725469e-06,6.498708636725469e-06,0.5,0.00022500616928189388,0.0,,,,
33,individual_2015_full,2015,1,1.0,1284695858.4220338,False,-0.9640901255957576,4.701732074936642e-06,4.701732074936642e-06,-2.091210868402023,1.3342906790525786e-06,1.3342906790525786e-06,4.684199957165572e-06,4.684199957165572e-06,0.4999513009912829,0.0037428201040501374,-0.0001220703125,,,,
34,individual_2015_full,2015,1,1.0,1279253117.7166407,False,-1.470860325624459,3.901599032005271e-06,3.901599032005271e-06,-4.221871040289761,8.066623701560832e-07,8.066623701560832e-07,3.892664198845847e-06,3.892664198845847e-06,0.4999513009912829,0.0022953002630108355,-0.0001220703125,,,,
35,individual_2015_full,2015,1,1.0,1278301415.3520532,False,-1.7135461529836604,3.609718391657945e-06,3.609718391657945e-06,-8.27790123024197,4.439436144127274e-07,4.439436144127274e-07,3.588134781178029e-06,3.588134781178029e-06,0.5,0.006015273058619597,0.0,,,,
36,individual_2015_full,2015,1,1.0,1257258770.7311766,False,-0.6415887743974512,5.225206247396818e-06,5.225206247396818e-06,-0.9513279048777926,1.9276058724258747e-06,1.9276058724258747e-06,5.20694440023428e-06,5.20694440023428e-06,0.4999513009912829,0.003507209940961875,-0.0001220703125,,,,
37,individual_2015_full,2015,1,1.0,1242364151.784438,False,0.3166513617554132,7.583794810266366e-06,7.583794810266366e-06,0.324640875349246,3.0903462734682647e-06,3.0903462734682647e-06,7.58231184821308e-06,7.58231184821308e-06,0.3755954958082854,0.0001955817807250959,-0.0004179743084135046,,,,
38,individual_2015_full,2015,1,1.0,1208728121.9124308,False,1.604740157854616,1.219205320864568e-05,1.219205320864568e-05,6.024011904914992,1.2293187718219042e-05,1.2293187718219042e-05,1.2192184480002685e-05,1.2192184480002685e-05,0.0542722491686994,-1.0766844712684076e-05,-2.9533580403029447e-05,,,,
39,pair_2015_2016,2015+2016,2,1.0,1664783281.700295,True,1.6135048868724318,1.129099040850067e-05,1.129099040850067e-05,5.595564947756505,1.0299276412515319e-05,1.0299276412515319e-05,1.1291577977114103e-05,1.1291577977114103e-05,0.0532669996239039,-5.203600547454279e-05,-0.0004648106553402087,10365.324427346866,18797.0520659103,13948.133094341269,17146.063185165694
40,pair_2015_2016,2015+2016,2,1.0,1737724558.9902706,True,1.2432391332114332,9.726423081067526e-06,9.726423081067526e-06,2.928764461538429,6.234110261016519e-06,6.234110261016519e-06,9.720066785052284e-06,9.720066785052284e-06,0.1064884073083731,0.0006539354261450026,-0.002182474795049627,8118.594059858579,16901.844259100857,7532.535268833952,10833.16650402165
41,pair_2015_2016,2015+2016,2,1.0,1821183583.8433495,True,0.21533585458751828,6.545723647778324e-06,6.545723647778324e-06,-0.36285031878263274,2.1038205529123452e-06,2.1038205529123452e-06,6.551291737497137e-06,6.551291737497137e-06,0.4129874347097749,-0.0008499224186495624,-0.004530976183033719,1440.023228061011,11920.964451709091,-966.2534900958373,3831.4434543162015
42,pair_2015_2016,2015+2016,2,1.0,1903759980.841124,True,-0.43554862509328707,5.014060977338264e-06,5.014060977338264e-06,-1.9377142101844171,1.2321785631787444e-06,1.2321785631787444e-06,4.991482177015796e-06,4.991482177015796e-06,0.4999026019832914,0.0045234660811643845,-0.000244140625,-2967.9170974274575,9545.56863015372,-5329.336984157044,2345.77223783001
43,pair_2015_2016,2015+2016,2,1.0,1985500133.1075418,True,-1.100240015024094,3.905266607352049e-06,3.905266607352049e-06,-1.8820711466687767,1.2378585194241558e-06,1.2378585194241558e-06,3.889101073331844e-06,3.889101073331844e-06,0.5,0.00415662481262169,0.0,-7688.51467057066,7753.907368717932,-5335.627056493162,2457.768255084966
44,pair_2015_2016,2015+2016,2,1.0,2055740564.115373,True,-1.3040193072767474,3.564993872538018e-06,3.564993872538018e-06,-1.383049465198859,1.4286111479897318e-06,1.4286111479897318e-06,3.5593170678946893e-06,3.5593170678946893e-06,0.5,0.0015949140059854372,0.0,-9213.484648040654,7328.702514599153,-4016.785527774047,2936.853887269922
45,pair_2015_2016,2015+2016,2,1.0,2139740052.4489744,True,-0.4029607730607632,4.645956316904624e-06,4.645956316904624e-06,-4.198021449548096,6.924110363885939e-07,6.924110363885939e-07,4.653709483268997e-06,4.653709483268997e-06,0.5,-0.0016660185583666776,0.0,-2825.6731540413602,9941.138813209143,-12559.104259403948,1481.5796273183785
46,pair_2015_2016,2015+2016,2,1.0,2203456594.577442,True,-0.8932968386858194,3.96722184166229e-06,3.96722184166229e-06,-6.724686411929883,4.5394259548586937e-07,4.5394259548586937e-07,3.952590701560629e-06,3.952590701560629e-06,0.5,0.0037016582809556997,0.0,-6557.438375245135,8741.601129162438,-20512.44164201515,1000.2428055829391
