mass_MeV,scope_key,dataset_set,n_active,dimuon_factor,signal_yield_per_eps2_fitted_window,inherited_2016_exception,profiled_r,profiled_eps2_ee_raw,profiled_eps2_display,fixed_r,fixed_eps2_ee_raw,fixed_eps2_display,v12_eps2_ee_raw,v12_eps2_display,v12_p0,v12_limit_relative_difference,v12_bounded_root_difference,profiled_Ahat_window,profiled_A90_window,fixed_Ahat_window,fixed_A90_window
96,pair_2016_2021,2016+2021,2,1.0,6126919525.673061,True,0.04493848175596878,2.0595556647981437e-06,2.0595556647981437e-06,1.9690736188882894,2.378562543253096e-06,2.378562543253096e-06,2.058931997007922e-06,2.058931997007922e-06,0.481832742668617,0.00030290839674540493,-0.0006158299225101152,339.0279198312005,12618.73181686231,8788.73920921083,14573.26128929197
97,pair_2016_2021,2016+2021,2,1.0,6045359781.502949,True,-0.8415079821276258,1.4895343818991612e-06,1.4895343818991612e-06,-0.12432770545936875,1.1477798183024269e-06,1.1477798183024269e-06,1.4889892990531057e-06,1.4889892990531057e-06,0.5,0.0003660757309686957,0.0,-6251.077675726674,9004.771245499043,-549.2283962719991,6938.741951586254
98,pair_2016_2021,2016+2021,2,1.0,5973168069.938287,True,-1.2797564800260286,1.2765097471905124e-06,1.2765097471905124e-06,-0.6270569470759791,9.585761895374305e-07,9.585761895374305e-07,1.276342403677358e-06,1.276342403677358e-06,0.5,0.00013111177116131856,0.0,-9333.49434896065,7624.807262883363,-2745.814809042798,5725.736687948091
99,pair_2016_2021,2016+2021,2,1.0,5890998537.185762,True,-1.448726068861244,1.2099781103838189e-06,1.2099781103838189e-06,-1.8502121099551274,6.438334020755383e-07,6.438334020755383e-07,1.2098584613091893e-06,1.2098584613091893e-06,0.5,9.889510091953824e-05,0.0,-10430.30053678236,7127.979278297869,-8019.114333097977,3792.8216298183293
100,pair_2016_2021,2016+2021,2,1.0,5844338974.855454,True,-1.195323446110317,1.3152612629863546e-06,1.3152612629863546e-06,-1.5050901601585498,7.179140352880288e-07,7.179140352880288e-07,1.3151682269616618e-06,1.3151682269616618e-06,0.5,7.074077884916541e-05,0.0,-8547.404874064294,7686.832661388762,-6492.423109505673,4195.732977029581
101,pair_2016_2021,2016+2021,2,1.0,5731118144.13838,True,-0.9714647683474003,1.4117268674969478e-06,1.4117268674969478e-06,-1.9963250569549191,6.214578713480934e-07,6.214578713480934e-07,1.4119770731409416e-06,1.4119770731409416e-06,0.5,-0.00017720234184626094,0.0,-6780.850201609196,8090.773464879396,-8480.72292237831,3561.6484823006735
102,pair_2016_2021,2016+2021,2,1.0,5684018326.516962,True,-1.1240895940760678,1.3601596996079369e-06,1.3601596996079369e-06,-4.2803339980133055,3.6254466343430666e-07,3.6254466343430666e-07,1.3599127947492755e-06,1.3599127947492755e-06,0.5,0.00018155933205021846,0.0,-7894.7731937556,7731.172659561319,-18101.333998368747,2060.710511141523
103,pair_2016_2021,2016+2021,2,1.0,5602036754.392962,True,-0.8331084991854485,1.4955803256521968e-06,1.4955803256521968e-06,-3.105243315197215,4.6833600278187904e-07,4.6833600278187904e-07,1.4950564277960351e-06,1.4950564277960351e-06,0.5,0.00035042012222508134,0.0,-5740.869839421454,8378.295953450603,-12998.372951234156,2623.635500989571
104,pair_2016_2021,2016+2021,2,1.0,5515713622.38431,True,-0.7528591216616587,1.5361062799925157e-06,1.5361062799925157e-06,-2.6032420763772124,5.329586917987413e-07,5.329586917987413e-07,1.538335798393114e-06,1.538335798393114e-06,0.5,-0.0014493054136340833,0.0,-5100.964150529856,8472.722333984806,-10780.576729420232,2939.647516522438
105,pair_2016_2021,2016+2021,2,1.0,5435505531.244727,True,-0.7796963830001178,1.5257236910150701e-06,1.5257236910150701e-06,-2.283934085780243,5.831499567562865e-07,5.831499567562865e-07,1.533688264470268e-06,1.533688264470268e-06,0.4998622584051908,-0.0051930849571629745,-0.0003452669830012,-5219.746378219539,8293.079561663535,-9364.755494060926,3169.714815493919
106,pair_2016_2021,2016+2021,2,1.0,5379534604.906464,True,-0.8600768077992208,1.5011462599665244e-06,1.5011462599665244e-06,-2.1472435525785714,6.086791697705861e-07,6.086791697705861e-07,1.5008724821433343e-06,1.5008724821433343e-06,0.5,0.0001824124477245448,0.0,-5766.321247294292,8075.468252515832,-8755.601031714621,3274.4106570666045
107,pair_2016_2021,2016+2021,2,1.0,5262921268.374007,True,-0.9231643243403598,1.4649563319892005e-06,1.4649563319892005e-06,-2.7971672204134315,5.149720850242734e-07,5.149720850242734e-07,1.458740237510587e-06,1.458740237510587e-06,0.5,0.004261275804129161,0.0,-6039.4464278474625,7709.949836865137,-11220.979028096264,2710.257538893156
108,pair_2016_2021,2016+2021,2,1.0,5210406176.486589,True,-0.9754219729173127,1.449976981667658e-06,1.449976981667658e-06,-3.1194016882873843,4.786213719078179e-07,4.786213719078179e-07,1.43867293972568e-06,1.43867293972568e-06,0.4998622584051908,0.007857270147955342,-0.0003452669830012,-6366.112108482468,7554.969021044547,-12453.174743466956,2493.8117523869796
109,pair_2016_2021,2016+2021,2,1.0,5124036212.440102,True,-0.8100255477709092,1.541544777257033e-06,1.541544777257033e-06,-1.5156806825664535,7.46848963461237e-07,7.46848963461237e-07,1.54127354051186e-06,1.54127354051186e-06,0.4999026019832914,0.00017598222381920436,-0.000244140625,-5220.255565416275,7898.931261762948,-5983.312933209056,3826.881133998733
110,pair_2016_2021,2016+2021,2,1.0,5008769923.117009,True,-0.660404585064365,1.6220768022171602e-06,1.6220768022171602e-06,-1.0070112731396608,8.879495770255058e-07,8.879495770255058e-07,1.6220233574755432e-06,1.6220233574755432e-06,0.4999026019832914,3.294942786791211e-05,-0.000244140625,-4152.683795016776,8124.60949993113,-3910.625939664372,4447.535134649824
111,pair_2016_2021,2016+2021,2,1.0,4954659194.482793,True,-0.6090345446468115,1.6607656870825124e-06,1.6607656870825124e-06,-1.260798903887739,8.203545212874802e-07,8.203545212874802e-07,1.660552066759613e-06,1.660552066759613e-06,0.5,0.00012864415827462672,0.0,-3808.2531958792606,8228.527981384903,-4870.642196044779,4064.577071632544
112,pair_2016_2021,2016+2021,2,1.0,4868835224.36311,True,-0.6845073829674013,1.6254574657716687e-06,1.6254574657716687e-06,-1.9574941976767046,6.652918685621355e-07,6.652918685621355e-07,1.625221200533562e-06,1.625221200533562e-06,0.4999026019832914,0.00014537420384930222,-0.000244140625,-4228.664616206696,7914.084565053095,-7478.149736954264,3239.1964841376775
113,pair_2016_2021,2016+2021,2,1.0,4784706481.545899,True,-0.5800597614103988,1.6934117502839979e-06,1.6934117502839979e-06,-1.1915391259557035,8.49958116551691e-07,8.49958116551691e-07,1.6931800447671812e-06,1.6931800447671812e-06,0.5,0.00013684635460520234,0.0,-3534.6411283596967,8102.478177509831,-4501.714389313274,4066.800109307421
114,pair_2016_2021,2016+2021,2,1.0,4700662532.75513,True,-0.30317243166771196,1.885664714251247e-06,1.885664714251247e-06,0.6599997926012799,1.6715213504873446e-06,1.6715213504873446e-06,1.884717607037166e-06,1.884717607037166e-06,0.5,0.0005025194281331746,0.0,-1827.7559856968364,8863.873471619245,2465.816042519495,7857.257784936116
115,pair_2016_2021,2016+2021,2,1.0,4643338554.77897,True,-0.27015240787710126,1.9276227504005307e-06,1.9276227504005307e-06,-0.02384477945070704,1.30400119083741e-06,1.30400119083741e-06,1.9268947580164366e-06,1.9268947580164366e-06,0.5,0.0003778059912538101,0.0,-1624.7661888202704,8950.605036003863,-88.54729419066871,6054.919004893035
116,pair_2016_2021,2016+2021,2,1.0,4531245586.749306,True,0.00922605928947686,2.1297821455096617e-06,2.1297821455096617e-06,0.21886289512867524,1.4380698391689719e-06,1.4380698391689719e-06,2.128761145621545e-06,2.128761145621545e-06,0.5,0.0004796216288598387,0.00922605928947686,53.94058051145399,9650.565947578123,798.879564302889,6516.247612171687
117,pair_2016_2021,2016+2021,2,1.0,4476480362.79501,True,0.35126151780147347,2.441735994008315e-06,2.441735994008315e-06,0.5898861838267354,1.661970175322333e-06,1.661970175322333e-06,2.4413350497526076e-06,2.4413350497526076e-06,0.3621183317167684,0.00016423155672473655,-0.001540776772774255,2047.0648468526947,10930.383228307976,2141.309853501454,7439.776853381402
118,pair_2016_2021,2016+2021,2,1.0,4391368787.428974,True,0.6967374636681949,2.7978508850592148e-06,2.7978508850592148e-06,2.2932169122302857,2.9250934690706096e-06,2.9250934690706096e-06,2.7970337914065342e-06,2.7970337914065342e-06,0.2428039409349742,0.00029212863112015874,-0.0005740216742484705,4016.284792179254,12286.395048529566,8224.669104335182,12845.164160389015
119,pair_2016_2021,2016+2021,2,1.0,4311704196.657305,True,1.1931798963727653,3.342123053057796e-06,3.342123053057796e-06,2.5180692147130537,3.1285192726825076e-06,3.1285192726825076e-06,3.3392976830380404e-06,3.3392976830380404e-06,0.116401515801647,0.0008460970802652845,1.0484691327361517e-05,6758.036588464756,14410.245993614422,8930.372136647778,13489.249677348427
120,pair_2016_2021,2016+2021,2,1.0,4230250990.587057,True,1.408527727773457,3.621190868099371e-06,3.621190868099371e-06,2.663011865919048,3.2708049731739533e-06,3.2708049731739533e-06,3.621062726391608e-06,3.621062726391608e-06,0.0772104479167184,3.538787296597512e-05,-0.015560631035136385,7883.58642092545,15318.54625688217,9334.485184358053,13836.32597778619
121,pair_2016_2021,2016+2021,2,1.0,4172588043.419211,True,1.6733606225048914,3.992509163365721e-06,3.992509163365721e-06,4.238409429577706,4.608600695135557e-06,4.608600695135557e-06,3.987694686077164e-06,3.987694686077164e-06,0.0473246773557062,0.0012073334764985955,0.0019943559174822045,9347.088410732818,16659.095998301444,14763.153971793474,19229.79215741609
122,pair_2016_2021,2016+2021,2,1.0,4068576305.688585,True,1.6251944081799263,3.922488562988521e-06,3.922488562988521e-06,3.520002266398234,4.041459433863818e-06,4.041459433863818e-06,3.923120893574014e-06,3.923120893574014e-06,0.0520763538879389,-0.00016118049956814762,0.0001481739731952203,8830.438930621043,15958.944026709563,12052.250193879661,16442.986093019932
123,pair_2016_2021,2016+2021,2,1.0,4013360759.10581,True,1.5954728950332142,3.9295118919164976e-06,3.9295118919164976e-06,4.086329410081903,4.5515898805803085e-06,4.5515898805803085e-06,3.926712278021485e-06,3.926712278021485e-06,0.0552681429599051,0.0007129663944778208,-0.0003144218963988532,8648.499326817171,15770.548829457302,13903.931696100011,18267.17221826411
124,pair_2016_2021,2016+2021,2,1.0,3933921104.6970844,True,1.3746713190933284,3.6785105372702696e-06,3.6785105372702696e-06,3.829668898862663,4.368933630559305e-06,4.368933630559305e-06,3.677936563085066e-06,3.677936563085066e-06,0.0844247724824917,0.0001560587507039024,-0.0012385319664744987,7351.006825794513,14470.970236418125,12875.696658222041,17187.040214278106
125,pair_2016_2021,2016+2021,2,1.0,3832169823.3457265,True,1.1896355053996748,3.4501345287115815e-06,3.4501345287115815e-06,4.000812250966657,4.555053661278661e-06,4.555053661278661e-06,3.455885366689993e-06,3.455885366689993e-06,0.1182006325254502,-0.0016640708149181505,0.005605701259923768,6189.79097354989,13221.501427411653,13218.79935791449,17455.739184472553
126,pair_2016_2021,2016+2021,2,1.0,3779022633.509343,True,1.0932059215214684,3.371923870298862e-06,3.371923870298862e-06,4.124459732939377,4.698175590994548e-06,4.698175590994548e-06,3.3733236832248373e-06,3.3733236832248373e-06,0.1375108783799273,-0.0004149654932127378,0.0016350310107720034,5669.023438436234,12742.576624329822,13543.557265139745,17754.511894569532
127,pair_2016_2021,2016+2021,2,1.0,3700947487.9905944,True,0.756938463372354,3.019302703227028e-06,3.019302703227028e-06,2.414720946441944,3.2432242429581478e-06,3.2432242429581478e-06,3.01917463727592e-06,3.01917463727592e-06,0.2244259013935072,4.241753674216753e-05,-0.00039216974794720194,3882.0986459721753,11174.28075499128,7830.652321685404,12003.002614966153
128,pair_2016_2021,2016+2021,2,1.0,3627787713.4225693,True,0.635261371775202,2.914217916151795e-06,2.914217916151795e-06,1.1582492610067476,2.221771088932077e-06,2.221771088932077e-06,2.913849395074934e-06,2.913849395074934e-06,0.2567281432060465,0.00012647224578032912,-0.01820403136419002,3222.862112282212,10572.163950451404,3713.49076396705,8060.113858465271
129,pair_2016_2021,2016+2021,2,1.0,3551968040.7618537,True,0.6848471690283394,2.98411089541985e-06,2.98411089541985e-06,1.42305333065929,2.452391497501944e-06,2.452391497501944e-06,2.984355310019612e-06,2.984355310019612e-06,0.246960349716265,-8.189862612584253e-05,0.0007609119454558,3420.515533217304,10599.466530620544,4506.857161882763,8710.81622256301
130,pair_2016_2021,2016+2021,2,1.0,3498627333.758032,True,0.4861971715953859,2.8141321916962504e-06,2.8141321916962504e-06,0.7482878094826444,1.954065047566948e-06,1.954065047566948e-06,2.814645672846914e-06,2.814645672846914e-06,0.3141450155997226,-0.0001824318974205097,0.0020621262671007834,2427.163590259073,9845.599806676899,2354.9950213440356,6836.545387358912
131,pair_2016_2021,2016+2021,2,1.0,3406586624.2373114,True,0.08568242632372272,2.4371338341735266e-06,2.4371338341735266e-06,-1.2030364686972146,9.735069510272207e-07,9.735069510272207e-07,2.436801282789529e-06,2.436801282789529e-06,0.4658671191766109,0.00013647045671971725,1.9329036282628165e-05,418.80821210480656,8302.30752097173,-3720.1829842812194,3316.335757971377
132,pair_2016_2021,2016+2021,2,1.0,3356109422.7995386,True,-0.22927240752180783,2.199567687468536e-06,2.199567687468536e-06,-1.8456627971971422,8.025230676413634e-07,8.025230676413634e-07,2.198998134149547e-06,2.198998134149547e-06,0.5,0.00025900582185323096,0.0,-1120.1716087207283,7381.989841998545,-5672.3239187538065,2693.355229325171
133,pair_2016_2021,2016+2021,2,1.0,3284760372.178907,True,-0.4392293401981005,2.0433402591358027e-06,2.0433402591358027e-06,-1.22920610656862,9.824911548261758e-07,9.824911548261758e-07,2.042213121884831e-06,2.042213121884831e-06,0.5,0.0005519195028633739,0.0,-2107.234499821489,6711.883110087063,-3731.1169878906885,3227.2480113893134
134,pair_2016_2021,2016+2021,2,1.0,3215505855.4821944,True,-0.7250113118546927,1.8578464719475556e-06,1.8578464719475556e-06,-1.2216531077983803,9.94303596074373e-07,9.94303596074373e-07,1.8573054039235512e-06,1.8573054039235512e-06,0.5,0.00029131882288258026,0.0,-3429.7545772730705,5973.916209134301,-3664.521029277158,3197.189035304149
135,pair_2016_2021,2016+2021,2,1.0,3147765402.775728,True,-1.0838490045998388,1.6567953106598006e-06,1.6567953106598006e-06,-2.5520003806037277,6.774653073222536e-07,6.774653073222536e-07,1.655663925481393e-06,1.655663925481393e-06,0.5,0.0006833422900596187,0.0,-5065.90981441804,5215.202958375985,-7564.241094714699,2132.501855969816
136,pair_2016_2021,2016+2021,2,1.0,3098259324.136497,True,-1.2440830866939898,1.5914860355642425e-06,1.5914860355642425e-06,-2.818192618651346,6.38616831239555e-07,6.38616831239555e-07,1.590773401581274e-06,1.590773401581274e-06,0.5,0.00044797956909525816,0.0,-5798.78671147377,4930.836448919943,-8295.94211507317,1978.600551938455
137,pair_2016_2021,2016+2021,2,1.0,3014903624.2186675,True,-1.2967455289535037,1.56793024507045e-06,1.56793024507045e-06,-3.230788573767471,5.841726141882171e-07,5.841726141882171e-07,1.567581491511188e-06,1.567581491511188e-06,0.5,0.00022247874266878576,0.0,-5895.217982481626,4727.158578384963,-9348.21844567597,1761.2241316853492
138,pair_2016_2021,2016+2021,2,1.0,2966869716.5460587,True,-1.287814651893432,1.5913804451724786e-06,1.5913804451724786e-06,-2.7750962535457218,6.581402907963168e-07,6.581402907963168e-07,1.590509772269745e-06,1.590509772269745e-06,0.5,0.0005474175122426317,0.0,-5830.478977072957,4721.4184502858125,-7975.115653225976,1952.616498002409
139,pair_2016_2021,2016+2021,2,1.0,2903616064.1331315,True,-1.2005605132801456,1.6531709229063916e-06,1.6531709229063916e-06,-2.8371274196149554,6.543438300483933e-07,6.543438300483933e-07,1.6527034788838416e-06,1.6527034788838416e-06,0.5,0.0002828359887434573,0.0,-5369.786388941277,4800.173648508793,-8057.482825830295,1899.9632563949144
140,pair_2016_2021,2016+2021,2,1.0,2840713375.9643283,True,-1.0078848176352075,1.7776184220649419e-06,1.7776184220649419e-06,-2.420763513685591,7.356981276424264e-07,7.356981276424264e-07,1.7771560546176195e-06,1.7771560546176195e-06,0.5,0.0002601726765192325,0.0,-4445.356446923814,5049.704428920483,-6791.456342904134,2089.9075118657524
141,pair_2016_2021,2016+2021,2,1.0,2780826153.0498743,True,-1.2216266206782713,1.6615464515509049e-06,1.6615464515509049e-06,-3.8375976619581973,5.312734473345184e-07,5.312734473345184e-07,1.6612964611061977e-06,1.6612964611061977e-06,0.5,0.00015047912913801476,0.0,-5296.153607532095,4620.471826979972,-10642.657651672722,1477.379096768794
142,pair_2016_2021,2016+2021,2,1.0,2735147868.1578455,True,-1.0038710536149758,1.8143765526296184e-06,1.8143765526296184e-06,-2.688182816071827,6.992782970136646e-07,6.992782970136646e-07,1.8114389201516313e-06,1.8114389201516313e-06,0.5,0.0016217121346500107,0.0,-4345.3577318732505,4962.588159960482,-7402.215043618859,1912.6295433259736
143,pair_2016_2021,2016+2021,2,1.0,2661080655.4212036,True,-0.7917960508065258,1.9593720842896766e-06,1.9593720842896766e-06,-1.4464434160235593,1.0080234804946833e-06,1.0080234804946833e-06,1.9675870890540734e-06,1.9675870890540734e-06,0.5,-0.004175167040939565,0.0,-3346.7535895243245,5214.047150275583,-3915.2192287302905,2682.431784154755
144,pair_2016_2021,2016+2021,2,1.0,2617856514.2493267,True,-0.5421641581429166,2.1705133711132696e-06,2.1705133711132696e-06,-1.508222306842341,9.98081089364505e-07,9.98081089364505e-07,2.173275535230102e-06,2.173275535230102e-06,0.5,-0.0012709682099927289,0.0,-2285.408803819925,5682.092567834139,-4055.0993123702797,2612.833081541934
145,pair_2016_2021,2016+2021,2,1.0,2561420882.34749,True,-0.48578328858623304,2.236835957688599e-06,2.236835957688599e-06,-0.8205101794310784,1.2667875082715976e-06,1.2667875082715976e-06,2.2428740535319477e-06,2.2428740535319477e-06,0.5,-0.0026921243454754995,0.0,-2023.2833218271699,5729.478332409324,-2179.681375865305,3244.7759771838137
146,pair_2016_2021,2016+2021,2,1.0,2518212124.900277,True,-0.48094476407941716,2.265561995230054e-06,2.265561995230054e-06,-1.79766898300868,9.313594764845165e-07,9.313594764845165e-07,2.268263915979832e-06,2.268263915979832e-06,0.5,-0.0011911844696479434,0.0,-1991.0917054826277,5705.165686101585,-4742.2675376647485,2345.3607263240838
147,pair_2016_2021,2016+2021,2,1.0,2450953119.58124,True,-0.34432630766501937,2.391696569228372e-06,2.391696569228372e-06,-1.5214077010501743,1.0244087344849914e-06,1.0244087344849914e-06,2.391363738588981e-06,2.391363738588981e-06,0.5,0.00013918026522707905,0.0,-1393.6065748428582,5861.936167442028,-3947.007436312822,2510.77778351226
148,pair_2016_2021,2016+2021,2,1.0,2397020307.434712,True,-0.2103315377263454,2.5380159220742006e-06,2.5380159220742006e-06,-1.1953960176362175,1.1497795877221326e-06,1.1497795877221326e-06,2.5377539731978325e-06,2.5377539731978325e-06,0.4999311292015692,0.00010322075312840795,-0.0001726334915006,-841.0016211389134,6083.675705804494,-3064.098389509461,2756.045020843863
149,pair_2016_2021,2016+2021,2,1.0,2357157464.6883707,True,-0.0591954193190207,2.7224766494788604e-06,2.7224766494788604e-06,-1.088874486089167,1.2034964631955233e-06,1.2034964631955233e-06,2.7223336554016774e-06,2.7223336554016774e-06,0.5,5.2526286371756825e-05,0.0,-236.05880362879643,6417.306156758881,-2772.544924287901,2836.830671947381
150,pair_2016_2021,2016+2021,2,1.0,2292848930.9654365,True,0.025622823651109825,2.826742225567107e-06,2.826742225567107e-06,-0.3101986675760548,1.601224953264687e-06,1.601224953264687e-06,2.8245772679168495e-06,2.8245772679168495e-06,0.4897854617196261,0.0007664713848858362,1.597501301942375e-05,99.98943505080905,6481.2928900064,-776.4337893896176,3671.3669223281186
151,pair_2016_2021,2016+2021,2,1.0,2255120590.9697914,True,0.08183190359837689,2.9331323475288205e-06,2.9331323475288205e-06,0.6270542304407279,2.2916481200215975e-06,2.2916481200215975e-06,2.9327953834725376e-06,2.9327953834725376e-06,0.4675344455817288,0.00011489518095331164,0.0003627952546688823,319.1475455745755,6614.567152951805,1559.4945735928288,5167.942862717917
152,pair_2016_2021,2016+2021,2,1.0,2204770163.602693,True,0.09399511718104213,2.9759540238380105e-06,2.9759540238380105e-06,0.8415781975756655,2.5042516287453307e-06,2.5042516287453307e-06,2.9758521159956498e-06,2.9758521159956498e-06,0.4619934256332241,3.4244928305726674e-05,-0.0014178065389765654,361.9910048234677,6561.294640011423,2067.777473978058,5521.299273211153
153,pair_2016_2021,2016+2021,2,1.0,2157378970.5747895,True,0.1756717229393806,3.0955428011088022e-06,3.0955428011088022e-06,1.3539218160769002,3.0263754220783424e-06,3.0263754220783424e-06,3.0948758810580665e-06,3.0948758810580665e-06,0.431224357159325,0.0002154916954237862,0.002413823211723398,667.9214489016114,6678.258941626308,3288.845679286756,6529.038692656219
154,pair_2016_2021,2016+2021,2,1.0,2109851897.9431427,True,0.2324381599467207,3.1883443452118593e-06,3.1883443452118593e-06,0.7906481893308107,2.5100477397348004e-06,2.5100477397348004e-06,3.1883400535043988e-06,3.1883400535043988e-06,0.4072150614174588,1.3460632770634362e-06,-0.0022766104558454847,871.4945145870536,6726.934368041528,1898.002127861538,5295.828987607364
155,pair_2016_2021,2016+2021,2,1.0,2074595272.9004903,True,0.5919714163669084,3.6990275620475633e-06,3.6990275620475633e-06,2.1453556077696816,3.949601460968097e-06,3.949601460968097e-06,3.69846087990027e-06,3.69846087990027e-06,0.2769760665243616,0.00015322107376425365,0.00012305148866664783,2215.050317115743,7673.9850945524995,5114.880184674222,8193.824520765284
156,pair_2016_2021,2016+2021,2,1.0,2017924734.554452,True,0.9736091287947195,4.268336809554728e-06,4.268336809554728e-06,3.1453390084540342,5.1453714436825076e-06,5.1453714436825076e-06,4.268201881839307e-06,4.268201881839307e-06,0.165157683348367,3.1612308685646795e-05,0.00013027847707514084,3559.7965650275155,8613.18242340972,7374.859274596893,10382.972304677081
157,pair_2016_2021,2016+2021,2,1.0,1984128111.1852448,True,1.2443905680750624,4.769643413705568e-06,4.769643413705568e-06,3.3744016873638367,5.467317017382443e-06,5.467317017382443e-06,4.769675901130625e-06,4.769675901130625e-06,0.1067071839016047,-6.81124372603481e-06,0.0001590523996273241,4547.858403855169,9463.583577462772,7859.978624745368,10847.857386949974
158,pair_2016_2021,2016+2021,2,1.0,1940587247.539145,True,1.488582205106819,5.217434906281113e-06,5.217434906281113e-06,3.1168099616807976,5.219485822521855e-06,5.219485822521855e-06,5.216012316347677e-06,5.216012316347677e-06,0.0683046379095118,0.00027273515612247223,4.499190788487262e-05,5363.040010991146,10124.887643994722,7175.244107111275,10128.867625897276
159,pair_2016_2021,2016+2021,2,1.0,1897127320.3563328,True,1.6477518584678887,5.547746710272632e-06,5.547746710272632e-06,2.8112303464052006,4.912114115557169e-06,4.912114115557169e-06,5.547701760158401e-06,5.547701760158401e-06,0.0496597017190692,8.102474893911804e-06,-0.0004102823631166874,5861.985895584875,10524.781850475178,6397.34871091578,9318.90588933149
160,pair_2016_2021,2016+2021,2,1.0,1855663412.3818507,True,1.738991466025662,5.768804471622508e-06,5.768804471622508e-06,3.10526154560537,5.319163987628041e-06,5.319163987628041e-06,5.76614648012521e-06,5.76614648012521e-06,0.0409732687899445,0.00046096496272851617,-0.0005103243389137369,6114.465412338076,10704.959391174702,6984.636687149053,9870.577996300502
161,pair_2016_2021,2016+2021,2,1.0,1824315515.355545,True,1.6451165344141379,5.681532222566115e-06,5.681532222566115e-06,2.8577987039367017,5.072328415704279e-06,5.072328415704279e-06,5.6784216769359265e-06,5.6784216769359265e-06,0.0498859069777848,0.0005477834875882159,-0.00084434288707258,5768.521311756228,10364.907384619837,6385.33725690808,9253.527427748128
162,pair_2016_2021,2016+2021,2,1.0,1783390915.4739776,True,1.4012922233279375,5.304192676316286e-06,5.304192676316286e-06,2.060246609126503,4.152551780091148e-06,4.152551780091148e-06,5.3025405986129306e-06,5.3025405986129306e-06,0.0806728138240592,0.00031156342372717916,0.0007320168383677661,4854.703603015357,9459.449032866069,4549.213404336633,7405.623120649849
163,pair_2016_2021,2016+2021,2,1.0,1744265380.7273793,True,1.1134834069340385,4.849215377089254e-06,4.849215377089254e-06,2.1908125927346793,4.357249563328573e-06,4.357249563328573e-06,4.849011918685275e-06,4.849011918685275e-06,0.1327490818299346,4.195873456103172e-05,-6.306792618815393e-06,3805.4919582648713,8458.31850594765,4782.86335981435,7600.199568503522
164,pair_2016_2021,2016+2021,2,1.0,1705654485.8310368,True,0.7527166048011537,4.304054764000884e-06,4.304054764000884e-06,2.0109518658031247,4.18284839884498e-06,4.18284839884498e-06,4.303705886355318e-06,4.303705886355318e-06,0.2258488609115687,8.106447205702416e-05,0.00012892247107765265,2540.0321199306163,7341.230315480552,4339.727155855714,7134.49413504111
165,pair_2016_2021,2016+2021,2,1.0,1675635275.020184,True,0.3577449471257063,3.7778197339989377e-06,3.7778197339989377e-06,1.4089665894255772,3.501831314849016e-06,3.501831314849016e-06,3.7773938342436222e-06,3.7773938342436222e-06,0.3602214782435301,0.0001127496295076913,-0.0001219073489938105,1204.5239205017376,6330.248008955989,3019.76838400988,5867.792078331323
166,pair_2016_2021,2016+2021,2,1.0,1630241521.898538,True,0.0047144528989056245,3.3291793369805993e-06,3.3291793369805993e-06,0.8289907202770752,2.893664751482864e-06,2.893664751482864e-06,3.3286769745908335e-06,3.3286769745908335e-06,0.4980063205992636,0.00015091953758217258,-0.0002829810587258756,15.527689865247346,5427.366388992418,1748.1670822588171,4717.372428321579
167,pair_2016_2021,2016+2021,2,1.0,1602472342.1010091,True,-0.4333070620986174,2.8824059422550826e-06,2.8824059422550826e-06,-0.5334567905678039,1.768106416136039e-06,1.768106416136039e-06,2.882076248620888e-06,2.882076248620888e-06,0.5,0.00011439448708272515,0.0,-1427.4934215126239,4618.975801171368,-1117.6337236991178,2833.34162974934
168,pair_2016_2021,2016+2021,2,1.0,1566317530.3331013,True,-0.7933956911810162,2.565826067932952e-06,2.565826067932952e-06,-1.3870643395426072,1.3354255918774138e-06,1.3354255918774138e-06,2.5656444283129036e-06,2.5656444283129036e-06,0.5,7.07968797406533e-05,0.0,-2586.129914110688,4018.8983499890337,-2872.404999108528,2091.700515013051
169,pair_2016_2021,2016+2021,2,1.0,1530802774.766733,True,-1.1932088374361993,2.266318558325096e-06,2.266318558325096e-06,-2.7841709144681848,9.068472792459425e-07,9.068472792459425e-07,2.266117186471723e-06,2.266117186471723e-06,0.5,8.886206528724294e-05,0.0,-3847.5093890581084,3469.2867375893984,-5700.509237644653,1388.204331359351
170,pair_2016_2021,2016+2021,2,1.0,1496419353.348221,True,-1.4341288273427377,2.118316508308786e-06,2.118316508308786e-06,-2.6140036227480574,9.577226357815482e-07,9.577226357815482e-07,2.1182111964352926e-06,2.1182111964352926e-06,0.5,4.971736230596768e-05,0.0,-4569.606575984873,3169.889819550295,-5290.836480860118,1433.1546873231782
171,pair_2016_2021,2016+2021,2,1.0,1470143725.3408043,True,-1.6488792482506462,2.0110146712471547e-06,2.0110146712471547e-06,-2.845769710718886,9.128853438450505e-07,9.128853438450505e-07,2.0113206240400367e-06,2.0113206240400367e-06,0.5,-0.00015211537595005709,0.0,-5241.285416311109,2956.4806005023047,-5720.146260432111,1342.0726602093837
172,pair_2016_2021,2016+2021,2,1.0,1437393164.117115,True,-1.8557456227940585,1.913781117784224e-06,1.913781117784224e-06,-3.3829110297203973,8.127532565695893e-07,8.127532565695893e-07,1.9122957905475226e-06,1.9122957905475226e-06,0.5,0.0007767246280849793,0.0,-5842.829876874659,2750.8558963194546,-6720.961277905079,1168.2459751070514
