model,scenario,background_toy_index,mass_GeV,mass_MeV,upper_factor,attempt,optimizer_seed,optimizer_seed_namespace,seed_includes_upper_factor,optimizer_restarts,background_only,fit_ok,error,gp_lml,ell_opt,ell_lo,ell_hi,ell_init,sigma_x,ell_over_sigma_x,ell_lo_over_sigma_x,ell_hi_over_sigma_x,ell_over_ell_hi,ell_over_ell_lo,ell_mass_delta_GeV,kernel_constant_opt,kernel_constant_lo,kernel_constant_hi,kernel_constant_init,n_blind,blind_lo,blind_hi,sigma_mass_GeV,support_lo_GeV,support_hi_GeV,ell_at_lower_exact,ell_at_upper_exact,ell_near_lower,ell_near_upper,constant_at_lower_exact,constant_at_upper_exact,optimizer_warning_count,optimizer_warnings,n_train,n_train_low,n_train_high,train_domain_lo,train_domain_hi,bin_width_median,training_counts_sha256,covariance_valid,covariance_min_eigenvalue,covariance_min_eigenvalue_relative,addendum_id,stage,source_family,post_closure_initiated,evaluated_attempt_count,maximum_lml_candidate_attempt,matches_maximum_lml_branch,selected_maximum_lml_reproduced_branch,maximum_lml_branch_replicates,selected_attempt,n_attempts,top_branch_replicates,optimizer_gate_status,support_preserved_40_300,common_seeds_across_factors,factor_selection_performed,inference_quantities_inspected
knot_spline,2021_1pct,6,0.065,65,25,1,3041484651,v4p8p3_residual_length_ceiling_remediation_optimizer_v1,False,12,True,True,,1202.4147845123684,0.803001828912564,0.03533208047215282,0.803001828912564,0.16843908465206228,0.03212007315650256,25.0,1.1,25.0,1.0,22.727272727272727,0.08009505782117883,168.14505830382862,1e-08,1e+18,1.0,16,0.060226182031250006,0.06977381796875,0.002121696875,0.04,0.3,False,True,False,True,False,False,1,ConvergenceWarning: The optimal value found for dimension 0 of parameter k2__length_scale is close to the specified upper bound 0.803001828912564. Increasing the bound and calling fit again may find a better value.,400,32,368,0.04,0.3,0.0006250000000000006,6c1c41589c265ec8f9c3ec1c72d6c423b2be9d9a0e3880aee1982de1ea892908,True,-0.0034835408253852344,-3.967417140896441e-07,v4p8p3_residual_length_ceiling_remediation_v1,confirm,one_pct,True,3,1,True,True,3,1,3,3,maximum_lml_reproduced,True,True,False,False
knot_spline,2021_1pct,6,0.065,65,35,1,3041484651,v4p8p3_residual_length_ceiling_remediation_optimizer_v1,False,12,True,True,,1203.1287361467787,0.8845956788676338,0.03533208047215282,1.1242025604775896,0.19929981267877409,0.03212007315650256,27.540275968784695,1.1,35.0,0.7868650276795627,25.036614517076995,0.09243032017149948,309.99593249468245,1e-08,1e+18,1.0,16,0.060226182031250006,0.06977381796875,0.002121696875,0.04,0.3,False,False,False,False,False,False,1,"ConvergenceWarning: lbfgs failed to converge (status=2):
ABNORMAL_TERMINATION_IN_LNSRCH.

Increase the number of iterations (max_iter) or scale the data as shown in:
    https://scikit-learn.org/stable/modules/preprocessing.html",400,32,368,0.04,0.3,0.0006250000000000006,6c1c41589c265ec8f9c3ec1c72d6c423b2be9d9a0e3880aee1982de1ea892908,True,-0.010722152561509973,-1.2914901806329452e-06,v4p8p3_residual_length_ceiling_remediation_v1,confirm,one_pct,True,3,1,True,True,3,1,3,3,maximum_lml_reproduced,True,True,False,False
knot_spline,2021_1pct,6,0.065,65,50,1,3041484651,v4p8p3_residual_length_ceiling_remediation_optimizer_v1,False,12,True,True,,1203.128735962412,0.8846317874369977,0.03533208047215282,1.606003657825128,0.2382088379486563,0.03212007315650256,27.541400143352664,1.1,50.0,0.5508280028670532,25.037636493956967,0.0924360048577677,310.1829027935925,1e-08,1e+18,1.0,16,0.060226182031250006,0.06977381796875,0.002121696875,0.04,0.3,False,False,False,False,False,False,0,,400,32,368,0.04,0.3,0.0006250000000000006,6c1c41589c265ec8f9c3ec1c72d6c423b2be9d9a0e3880aee1982de1ea892908,True,-0.012163106539566954,-1.4650602085802276e-06,v4p8p3_residual_length_ceiling_remediation_v1,confirm,one_pct,True,3,1,True,True,3,1,3,3,maximum_lml_reproduced,True,True,False,False
knot_spline,2021_1pct,6,0.065,65,75,0,4157881036,v4p8p3_residual_length_ceiling_remediation_optimizer_v1,False,12,True,True,,1203.1287361220238,0.8846220649192548,0.03533208047215282,2.409005486737692,0.29174505259776695,0.03212007315650256,27.541097450463532,1.1,75.0,0.3672146326728471,25.03736131860321,0.09243447419085808,310.1436250967178,1e-08,1e+18,1.0,16,0.060226182031250006,0.06977381796875,0.002121696875,0.04,0.3,False,False,False,False,False,False,2,"ConvergenceWarning: lbfgs failed to converge (status=2):
ABNORMAL_TERMINATION_IN_LNSRCH.

Increase the number of iterations (max_iter) or scale the data as shown in:
    https://scikit-learn.org/stable/modules/preprocessing.html | ConvergenceWarning: lbfgs failed to converge (status=2):
ABNORMAL_TERMINATION_IN_LNSRCH.

Increase the number of iterations (max_iter) or scale the data as shown in:
    https://scikit-learn.org/stable/modules/preprocessing.html",400,32,368,0.04,0.3,0.0006250000000000006,6c1c41589c265ec8f9c3ec1c72d6c423b2be9d9a0e3880aee1982de1ea892908,True,-0.010998893865923827,-1.3248250378656423e-06,v4p8p3_residual_length_ceiling_remediation_v1,confirm,one_pct,True,3,0,True,True,3,0,3,3,maximum_lml_reproduced,True,True,False,False
knot_spline,2021_1pct,6,0.12,120,25,1,2308546603,v4p8p3_residual_length_ceiling_remediation_optimizer_v1,False,12,True,True,,1165.7980023515252,0.47295743125818285,0.026444851590963617,0.6010193543400821,0.12607088335067795,0.024040774173603285,19.673136474011265,1.1,25.0,0.7869254589604506,17.88466952182842,0.07256796840654324,68.6367865558502,1e-08,1e+18,1.0,22,0.11343033749999999,0.12656966249999999,0.00291985,0.04,0.3,False,False,False,False,False,False,0,,394,117,277,0.04,0.3,0.0006250000000000006,5a561c7c1431dda37ea4d88708725191824c054dc1b2ec3a3e1400a606d3ad61,True,-0.0018068391089654649,-5.452115966289752e-07,v4p8p3_residual_length_ceiling_remediation_v1,confirm,one_pct,True,3,1,True,True,3,1,3,3,maximum_lml_reproduced,True,True,False,False
knot_spline,2021_1pct,6,0.12,120,35,2,3649060818,v4p8p3_residual_length_ceiling_remediation_optimizer_v1,False,12,True,True,,1169.902827371372,0.8258470369285422,0.026444851590963617,0.841427096076115,0.14916908084569117,0.024040774173603285,34.35193188725679,1.1,35.0,0.9814837682073368,31.229028988415262,0.154057730571302,173.74590940841736,1e-08,1e+18,1.0,22,0.11343033749999999,0.12656966249999999,0.00291985,0.04,0.3,False,False,False,True,False,False,1,"ConvergenceWarning: lbfgs failed to converge (status=2):
ABNORMAL_TERMINATION_IN_LNSRCH.

Increase the number of iterations (max_iter) or scale the data as shown in:
    https://scikit-learn.org/stable/modules/preprocessing.html",394,117,277,0.04,0.3,0.0006250000000000006,5a561c7c1431dda37ea4d88708725191824c054dc1b2ec3a3e1400a606d3ad61,True,-0.0029766350531588845,-1.4928918473490774e-06,v4p8p3_residual_length_ceiling_remediation_v1,confirm,one_pct,True,3,2,True,True,3,2,3,3,maximum_lml_reproduced,True,True,False,False
knot_spline,2021_1pct,6,0.12,120,50,1,2308546603,v4p8p3_residual_length_ceiling_remediation_optimizer_v1,False,12,True,True,,1169.9028274622312,0.8258515296259351,0.026444851590963617,1.2020387086801643,0.1782911530548852,0.024040774173603285,34.3521187654896,1.1,50.0,0.687042375309792,31.229198877717813,0.15405896183251955,173.75763949354388,1e-08,1e+18,1.0,22,0.11343033749999999,0.12656966249999999,0.00291985,0.04,0.3,False,False,False,False,False,False,0,,394,117,277,0.04,0.3,0.0006250000000000006,5a561c7c1431dda37ea4d88708725191824c054dc1b2ec3a3e1400a606d3ad61,True,-0.0026345272232337507,-1.3213143058890907e-06,v4p8p3_residual_length_ceiling_remediation_v1,confirm,one_pct,True,3,1,True,True,3,1,3,3,maximum_lml_reproduced,True,True,False,False
knot_spline,2021_1pct,6,0.12,120,75,1,2308546603,v4p8p3_residual_length_ceiling_remediation_optimizer_v1,False,12,True,True,,1169.9028276223976,0.8258628985812158,0.026444851590963617,1.8030580630202464,0.21836117531846347,0.024040774173603285,34.35259166853334,1.1,75.0,0.45803455558044454,31.229628789575763,0.15406207761431243,173.77392421403897,1e-08,1e+18,1.0,22,0.11343033749999999,0.12656966249999999,0.00291985,0.04,0.3,False,False,False,False,False,False,0,,394,117,277,0.04,0.3,0.0006250000000000006,5a561c7c1431dda37ea4d88708725191824c054dc1b2ec3a3e1400a606d3ad61,True,-0.003388655300679105,-1.6995492592554787e-06,v4p8p3_residual_length_ceiling_remediation_v1,confirm,one_pct,True,3,1,True,True,3,1,3,3,maximum_lml_reproduced,True,True,False,False
knot_spline,2021_1pct,6,0.21,210,25,2,1949035515,v4p8p3_residual_length_ceiling_remediation_optimizer_v1,False,12,True,True,,1146.2819837738145,0.4756340637306098,0.027655357796407824,0.6285308590092686,0.1318417452553814,0.025141234360370746,18.918484944412086,1.1,25.0,0.7567393977764835,17.198622676738257,0.12789716189785416,69.39810698073623,1e-08,1e+18,1.0,38,0.197970178125,0.22202982187499998,0.0053465875,0.04,0.3,False,False,False,False,False,False,0,,378,253,125,0.04,0.3,0.0006250000000000006,6278a31a95c809ee6a1c240b31118caaa025f6631a93a09ac2594839baa7b465,True,-1.4462970175631318e-05,-6.797584262263197e-08,v4p8p3_residual_length_ceiling_remediation_v1,confirm,one_pct,True,3,2,True,True,3,2,3,3,maximum_lml_reproduced,True,True,False,False
knot_spline,2021_1pct,6,0.21,210,35,0,870949223,v4p8p3_residual_length_ceiling_remediation_optimizer_v1,False,12,True,True,,1150.1475501382172,0.8262063796625326,0.027655357796407824,0.8799432026129761,0.15599725673478632,0.025141234360370746,32.862602043313075,1.1,35.0,0.9389314869518023,29.875092766648248,0.26977340061306265,173.69857936566726,1e-08,1e+18,1.0,38,0.197970178125,0.22202982187499998,0.0053465875,0.04,0.3,False,False,False,False,False,False,0,,378,253,125,0.04,0.3,0.0006250000000000006,6278a31a95c809ee6a1c240b31118caaa025f6631a93a09ac2594839baa7b465,True,-3.048498618106569e-05,-2.331577285131623e-07,v4p8p3_residual_length_ceiling_remediation_v1,confirm,one_pct,True,3,0,True,True,3,0,3,3,maximum_lml_reproduced,True,True,False,False
