scenario,background_toy_index,mass_MeV,mass_GeV,lower_factor,upper_factor,strict_lml_tolerance,gate_lml_per_train_tolerance,comparable,reason,n_train,lower_lml,upper_lml,delta_lml_upper_minus_lower,delta_lml_per_train,strict_nested_order_violation,material_nested_order_violation,same_input_geometry
2021_1pct_x10,4,50,0.05,15,20,0.0001,0.001,True,,402,1638.7570802866792,1638.757078729421,-1.5572582015010994e-06,-3.873776620649501e-09,False,False,True
2021_1pct_x10,4,50,0.05,20,25,0.0001,0.001,True,,402,1638.757078729421,1638.7570792383103,5.088893431093311e-07,1.2658938883316694e-09,False,False,True
2021_1pct_x10,4,70,0.07,15,20,0.0001,0.001,True,,400,1604.4971899073282,1604.497191945666,2.0383376977406442e-06,5.09584424435161e-09,False,False,True
2021_1pct_x10,4,70,0.07,20,25,0.0001,0.001,True,,400,1604.497191945666,1604.4971940611815,2.1155155991436914e-06,5.2887889978592284e-09,False,False,True
2021_1pct_x10,4,90,0.09,15,20,0.0001,0.001,True,,398,1591.8509463390774,1592.064756093725,0.21380975464762741,0.0005372104388131343,False,False,True
2021_1pct_x10,4,90,0.09,20,25,0.0001,0.001,True,,398,1592.064756093725,1592.0647567519736,6.582486093975604e-07,1.65389097838583e-09,False,False,True
2021_1pct_x10,4,110,0.11,15,20,0.0001,0.001,True,,396,1582.662456831315,1582.6624565826005,-2.4871451387298293e-07,-6.280669542247044e-10,False,False,True
2021_1pct_x10,4,110,0.11,20,25,0.0001,0.001,True,,396,1582.6624565826005,1582.6624557314576,-8.511428859492298e-07,-2.149350722094015e-09,False,False,True
2021_1pct_x10,4,130,0.13,15,20,0.0001,0.001,True,,394,1574.5336574123266,1574.6197984921828,0.08614107985613373,0.00021863218237597393,False,False,True
2021_1pct_x10,4,130,0.13,20,25,0.0001,0.001,True,,394,1574.6197984921828,1574.6198017626812,3.270498382335063e-06,8.300757315571226e-09,False,False,True
2021_1pct_x10,4,150,0.15,15,20,0.0001,0.001,True,,390,1566.3935106336342,1566.8980027880923,0.5044921544581484,0.0012935696268157651,False,False,True
2021_1pct_x10,4,150,0.15,20,25,0.0001,0.001,True,,390,1566.8980027880923,1566.8980022559379,-5.32154444954358e-07,-1.3644985768060462e-09,False,False,True
2021_1pct_x10,4,170,0.17,15,20,0.0001,0.001,True,,386,1551.811030540091,1551.8634030566527,0.05237251656171793,0.0001356800947194765,False,False,True
2021_1pct_x10,4,170,0.17,20,25,0.0001,0.001,True,,386,1551.8634030566527,1551.8634028825713,-1.7408137864549644e-07,-4.509880275790063e-10,False,False,True
2021_1pct_x10,4,190,0.19,15,20,0.0001,0.001,True,,382,1545.5165695563041,1545.5165720470468,2.490742645022692e-06,6.520268704247885e-09,False,False,True
2021_1pct_x10,4,190,0.19,20,25,0.0001,0.001,True,,382,1545.5165720470468,1545.5165698056135,-2.2414333216147497e-06,-5.867626496373691e-09,False,False,True
2021_1pct_x10,4,210,0.21,15,20,0.0001,0.001,True,,378,1530.7914524169885,1530.9337895937372,0.14233717674869695,0.00037655337764205544,False,False,True
2021_1pct_x10,4,210,0.21,20,25,0.0001,0.001,True,,378,1530.9337895937372,1530.9337900988469,5.051097105024382e-07,1.3362690754032759e-09,False,False,True
2021_1pct_x10,4,230,0.23,15,20,0.0001,0.001,True,,372,1533.52315620827,1533.5231576481829,1.4399129213416018e-06,3.870733659520435e-09,False,False,True
2021_1pct_x10,4,230,0.23,20,25,0.0001,0.001,True,,372,1533.5231576481829,1533.5231575845855,-6.359732651617378e-08,-1.7096055515100478e-10,False,False,True
2021_1pct_x10,4,250,0.25,15,20,0.0001,0.001,True,,366,1531.2701367102377,1531.2701376239163,9.136786047747592e-07,2.4963896305321287e-09,False,False,True
2021_1pct_x10,4,250,0.25,20,25,0.0001,0.001,True,,366,1531.2701376239163,1531.2701382184407,5.945244083704893e-07,1.6243836294275662e-09,False,False,True
