mass_MeV,lane,r,Ahat,sigma_A,nll,null_nll,max_score,min_lambda
76,observed,1.8081415680634723,12362.436955242742,6837.492567316426,12.215671067560514,13.85035903264003,3.276792304163223e-08,1122669.6232397782
76,background,0.08816535390373238,603.5217711188726,6845.358754647521,0.014699090972261044,0.018585655786746234,1.7740323099424415e-13,1129140.9155977278
76,inject_66,0.272982588090948,1868.4690819129967,6844.705562574491,0.6109635279019826,0.6482232746023987,3.8385961076414787e-13,1129678.3631774385
76,inject_78,1.5146824753043258,10372.498251689243,6848.301227753061,2.7529497992227308,3.9000812997197505,5.027642024924006e-09,1129310.1749025716
76,double_65_78,2.124659015844566,14545.600295485829,6846.553441008157,4.126426075517731,6.383514042322531,1.761897366892029e-08,1129574.7584756636
77,observed,2.5944345901433095,17803.469183834506,6862.737450660947,15.766851316230351,19.132396737496393,1.8221782727145808e-07,1129972.2861456652
77,background,0.15161275986734343,1041.6334265023395,6870.387346420543,0.02432918605450394,0.03582240053180031,3.716801172393147e-13,1136164.9929890076
77,inject_66,0.6623034098275783,4549.263321964207,6868.993784005708,0.43546216037076224,0.6547850637053808,9.802725298158066e-11,1136529.9200575456
77,inject_78,2.5176890815820383,17303.42591323728,6873.2847225521145,1.0906587225419306,4.2600378783006345,2.1844824421579645e-08,1136258.5845513905
77,double_65_78,3.3083001352382317,22729.20473950256,6871.071853270601,1.6716669445259908,7.144091836934642,8.13257240300791e-08,1136383.585678223
78,observed,2.8086449518656287,18755.731474636217,6678.493358677428,14.669641347771206,18.613884580591346,1.1456395232478656e-07,1139503.0419502838
78,background,0.23185425454837996,1549.1931518891072,6681.806696404721,0.019170595756215093,0.046048793432307576,2.74334027716705e-12,1138920.608888867
78,inject_66,0.9662718357863211,6454.434727467341,6679.948371066642,0.2089340305180717,0.6757746608350053,7.54303675076784e-10,1138708.0364658737
78,inject_78,2.9390152884863356,19644.303489725706,6684.639344781389,0.011853528049082756,4.330758961027293,2.993693054564872e-08,1139234.6581586604
78,double_65_78,3.796453998973607,25366.347286624492,6682.448594921794,0.15750042602784783,7.364031909189194,1.0963065008584572e-07,1139059.6189939743
79,observed,2.6171802734780463,17401.370978651794,6649.497145687073,14.02029576099486,17.44511205293617,4.285449495267102e-08,1130637.0802472262
79,background,0.28310529242955396,1882.371950141815,6649.081725991326,0.019936573509070993,0.06001087680988262,8.298306486409501e-12,1129977.6537920558
79,inject_66,1.1236223585740555,7468.395675969,6646.969615456508,0.2389193926147875,0.8701829949585492,1.915600178481469e-09,1129797.5319483308
79,inject_78,2.65520490277206,17660.57589331376,6651.909830258845,0.7555040778777036,4.280560615730096,2.365538626092345e-08,1130162.1590942962
79,double_65_78,3.473106843127097,23092.91369169947,6649.857474834584,1.2564380027736317,7.287673574661767,9.065106409966717e-08,1130041.5734414496
80,observed,2.137398821379874,14463.763043321678,6767.468911996023,12.433858512562695,14.718095373380732,3.372580659188884e-08,1120392.5051002027
80,background,0.276685095042096,1871.605842434816,6764.451456895319,0.021089576507656735,0.05936689741688358,1.127167803538498e-11,1119747.9175712806
80,inject_66,1.1058320778870256,7477.619938055476,6762.2314402598395,0.3389881435497848,0.9504204357917533,2.848642766117848e-09,1119618.7985781322
80,inject_78,1.7657977395946398,11948.9313354755,6767.267667947771,2.542327051352712,4.101347879931482,1.048938946812683e-08,1119904.068311897
80,double_65_78,2.457175751728666,16622.407556164213,6765.390373929405,3.866891819630608,6.885748157072275,4.929970032208075e-08,1119844.9807397102
81,observed,1.7157046540398633,11242.45229362665,6553.071149025734,14.417948560888668,15.889769790835691,1.9263149075854358e-08,1114855.879078098
81,background,0.30232639437684367,1980.3725307055765,6550.5154725522525,0.021222477707132016,0.06692310207558343,9.788350685546732e-12,1114168.5797791495
81,inject_66,1.0232316390715503,6700.702128254288,6548.805484609715,0.31023603578809955,0.8337375293866254,1.3844135837715044e-09,1114090.185082484
81,inject_78,0.6692521215337743,4385.683534161626,6553.266343099724,3.3618561665816387,3.5858053676703676,9.497398423263803e-10,1114457.2693802055
81,double_65_78,1.1840386811159112,7757.525092355742,6552.024360256664,4.908141152572086,5.609114951761439,5.938555425188952e-09,1114451.762656607
82,observed,0.4287710031897662,2883.655137900062,6725.493287828358,9.5136924346505,9.605614721238679,6.180693512547464e-09,1102822.6571497454
