mass_MeV,dataset_set,observed_r,asimov_r,response_sd,z,eligible,nominal_local_p,conditional_local_gaussian,ungated_signed_gaussian,direct_local_k,direct_local_n,direct_local_p,direct_local_low95,direct_local_high95,direct_local_upper95,direct_global_k,direct_global_n,direct_global_p,direct_global_low95,direct_global_high95,direct_global_upper95,gp_global_k,gp_global_n,gp_global_p,gp_global_low95,gp_global_high95,gp_global_upper95,gp_raw_global_k,gp_raw_global_n,gp_raw_global_p,gp_raw_global_low95,gp_raw_global_high95,gp_raw_global_upper95,direct_raw_global_k,direct_raw_global_n,direct_raw_global_p,direct_raw_global_low95,direct_raw_global_high95,direct_raw_global_upper95
60,2015+2016+2021,-1.3918691954880849,-2.261546830392524,0.9692733855020202,0.8972469975062847,False,0.5,1.0,0.18479356602597702,1000,1000,1.0,0.9963179161031344,1.0,1.0,1000,1000,1.0,0.9963179161031344,1.0,1.0,200000,200000,1.0,0.9999815557728263,1.0,1.0,200000,200000,1.0,0.9999815557728263,1.0,1.0,1000,1000,1.0,0.9963179161031344,1.0,1.0
61,2015+2016+2021,-1.2259822364173314,-0.24342534953050682,0.9717595097556926,-1.011111161787186,False,0.5,1.0,0.8440183856423686,1000,1000,1.0,0.9963179161031344,1.0,1.0,1000,1000,1.0,0.9963179161031344,1.0,1.0,200000,200000,1.0,0.9999815557728263,1.0,1.0,200000,200000,1.0,0.9999815557728263,1.0,1.0,1000,1000,1.0,0.9963179161031344,1.0,1.0
62,2015+2016+2021,-0.4267586506774395,2.194645501476228,0.9751565129941274,-2.6881881187512042,False,0.5,1.0,0.9964079544390255,1000,1000,1.0,0.9963179161031344,1.0,1.0,1000,1000,1.0,0.9963179161031344,1.0,1.0,200000,200000,1.0,0.9999815557728263,1.0,1.0,200000,200000,1.0,0.9999815557728263,1.0,1.0,1000,1000,1.0,0.9963179161031344,1.0,1.0
63,2015+2016+2021,0.1689430802693185,4.211972320373547,0.9782436116502714,-4.132947245404182,True,0.43292070652168346,0.9999820929524137,0.9999820929524137,1000,1000,1.0,0.9963179161031344,1.0,1.0,1000,1000,1.0,0.9963179161031344,1.0,1.0,200000,200000,1.0,0.9999815557728263,1.0,1.0,200000,200000,1.0,0.9999815557728263,1.0,1.0,1000,1000,1.0,0.9963179161031344,1.0,1.0
64,2015+2016+2021,1.6457703874752494,6.7928349804198245,0.9799476928031716,-5.2523870720295625,True,0.04990552058195059,0.9999999249297402,0.9999999249297402,1000,1000,1.0,0.9963179161031344,1.0,1.0,1000,1000,1.0,0.9963179161031344,1.0,1.0,200000,200000,1.0,0.9999815557728263,1.0,1.0,200000,200000,1.0,0.9999815557728263,1.0,1.0,1000,1000,1.0,0.9963179161031344,1.0,1.0
65,2015+2016+2021,2.5628618256353413,8.363273275875594,0.9816748022440641,-5.9086893510771334,True,0.005190667715017133,0.9999999982757986,0.9999999982757986,1000,1000,1.0,0.9963179161031344,1.0,1.0,1000,1000,1.0,0.9963179161031344,1.0,1.0,200000,200000,1.0,0.9999815557728263,1.0,1.0,200000,200000,1.0,0.9999815557728263,1.0,1.0,1000,1000,1.0,0.9963179161031344,1.0,1.0
66,2015+2016+2021,2.7601586408223695,8.987000526031471,0.980225984740507,-6.35245543593452,True,0.0028886649746267417,0.9999999998940476,0.9999999998940476,1000,1000,1.0,0.9963179161031344,1.0,1.0,1000,1000,1.0,0.9963179161031344,1.0,1.0,200000,200000,1.0,0.9999815557728263,1.0,1.0,200000,200000,1.0,0.9999815557728263,1.0,1.0,1000,1000,1.0,0.9963179161031344,1.0,1.0
67,2015+2016+2021,2.054371869573021,8.0122315640541,0.9767233117556281,-6.099843858310313,True,0.01996985677803682,0.9999999994691394,0.9999999994691394,1000,1000,1.0,0.9963179161031344,1.0,1.0,1000,1000,1.0,0.9963179161031344,1.0,1.0,200000,200000,1.0,0.9999815557728263,1.0,1.0,200000,200000,1.0,0.9999815557728263,1.0,1.0,1000,1000,1.0,0.9963179161031344,1.0,1.0
68,2015+2016+2021,1.0108553422609914,6.345107368122638,0.9755914419839803,-5.46771096619484,True,0.1560428353485137,0.999999977205777,0.999999977205777,1000,1000,1.0,0.9963179161031344,1.0,1.0,1000,1000,1.0,0.9963179161031344,1.0,1.0,200000,200000,1.0,0.9999815557728263,1.0,1.0,200000,200000,1.0,0.9999815557728263,1.0,1.0,1000,1000,1.0,0.9963179161031344,1.0,1.0
69,2015+2016+2021,-0.552938489756725,3.652371482634545,0.9758493203889718,-4.309384537681535,False,0.5,1.0,0.9999918145249295,1000,1000,1.0,0.9963179161031344,1.0,1.0,1000,1000,1.0,0.9963179161031344,1.0,1.0,200000,200000,1.0,0.9999815557728263,1.0,1.0,200000,200000,1.0,0.9999815557728263,1.0,1.0,1000,1000,1.0,0.9963179161031344,1.0,1.0
70,2015+2016+2021,-1.7563198625565672,-0.08464989671747514,0.9758553284728162,-1.713030525185741,False,0.5,1.0,0.9566465380084026,1000,1000,1.0,0.9963179161031344,1.0,1.0,1000,1000,1.0,0.9963179161031344,1.0,1.0,200000,200000,1.0,0.9999815557728263,1.0,1.0,200000,200000,1.0,0.9999815557728263,1.0,1.0,1000,1000,1.0,0.9963179161031344,1.0,1.0
71,2015+2016+2021,-2.9060527262286913,-4.34712294566344,0.975463305745411,1.477318737616213,False,0.5,1.0,0.06979510877816711,1000,1000,1.0,0.9963179161031344,1.0,1.0,1000,1000,1.0,0.9963179161031344,1.0,1.0,200000,200000,1.0,0.9999815557728263,1.0,1.0,200000,200000,1.0,0.9999815557728263,1.0,1.0,1000,1000,1.0,0.9963179161031344,1.0,1.0
72,2015+2016+2021,-3.49033909388161,-7.160215369020897,0.9779350133398793,3.7526790891817976,False,0.5,1.0,8.747738037209049e-05,1000,1000,1.0,0.9963179161031344,1.0,1.0,1000,1000,1.0,0.9963179161031344,1.0,1.0,200000,200000,1.0,0.9999815557728263,1.0,1.0,200000,200000,1.0,0.9999815557728263,1.0,1.0,1000,1000,1.0,0.9963179161031344,1.0,1.0
73,2015+2016+2021,-3.004738294039544,-9.635880549201715,0.9803807555860368,6.763843759048809,False,0.5,1.0,6.7188998500024374e-12,1000,1000,1.0,0.9963179161031344,1.0,1.0,1000,1000,1.0,0.9963179161031344,1.0,1.0,200000,200000,1.0,0.9999815557728263,1.0,1.0,200000,200000,1.0,0.9999815557728263,1.0,1.0,1000,1000,1.0,0.9963179161031344,1.0,1.0
74,2015+2016+2021,-1.452419347117753,-11.43844229479664,0.9790972357542234,10.199214728643781,False,0.5,1.0,9.994102031800208e-25,1000,1000,1.0,0.9963179161031344,1.0,1.0,1000,1000,1.0,0.9963179161031344,1.0,1.0,200000,200000,1.0,0.9999815557728263,1.0,1.0,200000,200000,1.0,0.9999815557728263,1.0,1.0,1000,1000,1.0,0.9963179161031344,1.0,1.0
75,2015+2016+2021,-0.665900785269954,-10.831120507857815,0.9789990101824114,10.383278856118386,False,0.5,1.0,1.4772505997522755e-25,1000,1000,1.0,0.9963179161031344,1.0,1.0,1000,1000,1.0,0.9963179161031344,1.0,1.0,200000,200000,1.0,0.9999815557728263,1.0,1.0,200000,200000,1.0,0.9999815557728263,1.0,1.0,1000,1000,1.0,0.9963179161031344,1.0,1.0
76,2015+2016+2021,0.1655686465492273,-8.700091018061123,0.9793535499525367,9.052562953429856,True,0.43424821155712423,6.982564722193575e-20,6.982564722193575e-20,0,1000,0.0,0.0,0.003682083896865671,0.002991249545095295,0,1000,0.0,0.0,0.003682083896865671,0.002991249545095295,0,200000,0.0,0.0,1.8444227173720117e-05,1.4978549188181866e-05,200000,200000,1.0,0.9999815557728263,1.0,1.0,1000,1000,1.0,0.9963179161031344,1.0,1.0
77,2015+2016+2021,0.8832856323477757,-5.599486469840698,0.9797907413645813,6.616486386837805,True,0.18854098230276223,1.8391836509114908e-11,1.8391836509114908e-11,0,1000,0.0,0.0,0.003682083896865671,0.002991249545095295,0,1000,0.0,0.0,0.003682083896865671,0.002991249545095295,0,200000,0.0,0.0,1.8444227173720117e-05,1.4978549188181866e-05,200000,200000,1.0,0.9999815557728263,1.0,1.0,1000,1000,1.0,0.9963179161031344,1.0,1.0
78,2015+2016+2021,1.5294371511854,-1.839116112526774,0.9802235294226622,3.43651540959867,True,0.06307805420232838,0.00029462441641963066,0.00029462441641963066,0,1000,0.0,0.0,0.003682083896865671,0.002991249545095295,26,1000,0.026,0.01705278634562942,0.037865122478921445,0.03589434150359929,6140,200000,0.0307,0.029948290949167126,0.03146535143675794,0.03134201802303561,200000,200000,1.0,0.9999815557728263,1.0,1.0,1000,1000,1.0,0.9963179161031344,1.0,1.0
79,2015+2016+2021,1.8651951116169123,2.2187027767888994,0.9812762736662021,-0.3602529426817047,True,0.031077030256543993,0.6406710068622503,0.6406710068622503,627,1000,0.627,0.5961878424018665,0.6570619651881672,0.6523531503695001,1000,1000,1.0,0.9963179161031344,1.0,1.0,200000,200000,1.0,0.9999815557728263,1.0,1.0,200000,200000,1.0,0.9999815557728263,1.0,1.0,1000,1000,1.0,0.9963179161031344,1.0,1.0
80,2015+2016+2021,1.6570491396701763,5.424543353669543,0.9815286322995821,-3.838394612261757,True,0.04875477031386549,0.9999380793269237,0.9999380793269237,1000,1000,1.0,0.9963179161031344,1.0,1.0,1000,1000,1.0,0.9963179161031344,1.0,1.0,200000,200000,1.0,0.9999815557728263,1.0,1.0,200000,200000,1.0,0.9999815557728263,1.0,1.0,1000,1000,1.0,0.9963179161031344,1.0,1.0
81,2015+2016+2021,1.3827593588556413,7.484830856300552,0.9826277791339486,-6.209952157899554,True,0.0833693321569926,0.9999999997349963,0.9999999997349963,1000,1000,1.0,0.9963179161031344,1.0,1.0,1000,1000,1.0,0.9963179161031344,1.0,1.0,200000,200000,1.0,0.9999815557728263,1.0,1.0,200000,200000,1.0,0.9999815557728263,1.0,1.0,1000,1000,1.0,0.9963179161031344,1.0,1.0
82,2015+2016+2021,0.2618156358537285,8.155927523006088,0.9832840611084567,-8.02831267116577,True,0.39673179188790686,0.9999999999999996,0.9999999999999996,1000,1000,1.0,0.9963179161031344,1.0,1.0,1000,1000,1.0,0.9963179161031344,1.0,1.0,200000,200000,1.0,0.9999815557728263,1.0,1.0,200000,200000,1.0,0.9999815557728263,1.0,1.0,1000,1000,1.0,0.9963179161031344,1.0,1.0
83,2015+2016+2021,-0.6760956729013468,7.706822817228085,0.9825024950848191,-8.532210892152225,False,0.5,1.0,1.0,1000,1000,1.0,0.9963179161031344,1.0,1.0,1000,1000,1.0,0.9963179161031344,1.0,1.0,200000,200000,1.0,0.9999815557728263,1.0,1.0,200000,200000,1.0,0.9999815557728263,1.0,1.0,1000,1000,1.0,0.9963179161031344,1.0,1.0
84,2015+2016+2021,-1.3270416647831007,6.884834245294654,0.9828107433720794,-8.355500756841895,False,0.5,1.0,1.0,1000,1000,1.0,0.9963179161031344,1.0,1.0,1000,1000,1.0,0.9963179161031344,1.0,1.0,200000,200000,1.0,0.9999815557728263,1.0,1.0,200000,200000,1.0,0.9999815557728263,1.0,1.0,1000,1000,1.0,0.9963179161031344,1.0,1.0
85,2015+2016+2021,-1.0180680119036123,4.464011516990753,0.9833456259500999,-5.574926439112015,False,0.5,1.0,0.9999999876182758,1000,1000,1.0,0.9963179161031344,1.0,1.0,1000,1000,1.0,0.9963179161031344,1.0,1.0,200000,200000,1.0,0.9999815557728263,1.0,1.0,200000,200000,1.0,0.9999815557728263,1.0,1.0,1000,1000,1.0,0.9963179161031344,1.0,1.0
86,2015+2016+2021,-1.0099740001042337,2.6133916815117835,0.9830228928847451,-3.6859423191895493,False,0.5,1.0,0.9998860710205524,1000,1000,1.0,0.9963179161031344,1.0,1.0,1000,1000,1.0,0.9963179161031344,1.0,1.0,200000,200000,1.0,0.9999815557728263,1.0,1.0,200000,200000,1.0,0.9999815557728263,1.0,1.0,1000,1000,1.0,0.9963179161031344,1.0,1.0
87,2015+2016+2021,-0.949658483524674,0.781513014340776,0.9829148816369692,-1.761262882684528,False,0.5,1.0,0.9609030403883617,1000,1000,1.0,0.9963179161031344,1.0,1.0,1000,1000,1.0,0.9963179161031344,1.0,1.0,200000,200000,1.0,0.9999815557728263,1.0,1.0,200000,200000,1.0,0.9999815557728263,1.0,1.0,1000,1000,1.0,0.9963179161031344,1.0,1.0
88,2015+2016+2021,-0.4964457173011144,-0.9051526377483918,0.9828371805837142,0.4158439755042065,False,0.5,1.0,0.33876208875143576,1000,1000,1.0,0.9963179161031344,1.0,1.0,1000,1000,1.0,0.9963179161031344,1.0,1.0,200000,200000,1.0,0.9999815557728263,1.0,1.0,200000,200000,1.0,0.9999815557728263,1.0,1.0,1000,1000,1.0,0.9963179161031344,1.0,1.0
89,2015+2016+2021,0.1718499694253169,-2.0997997746346266,0.9829921986725254,2.3109539904056984,True,0.4317777399618308,0.010417698192947843,0.010417698192947843,7,1000,0.007,0.002818858759620524,0.014369194978918632,0.013107715416593313,552,1000,0.552,0.5205633067622517,0.5831297072680905,0.5782278150328115,112109,200000,0.560545,0.5583664538919872,0.5627217910916141,0.5623723135620842,200000,200000,1.0,0.9999815557728263,1.0,1.0,1000,1000,1.0,0.9963179161031344,1.0,1.0
90,2015+2016+2021,1.2484501533736982,-2.8233144431116357,0.9833133381557005,4.140861756357666,True,0.10593312600405358,1.7300172755104466e-05,1.7300172755104466e-05,0,1000,0.0,0.0,0.003682083896865671,0.002991249545095295,2,1000,0.002,0.00024230111687723182,0.007205838911457497,0.006282284546723426,444,200000,0.00222,0.002018479406695422,0.0024361579137191424,0.0024010690865220842,200000,200000,1.0,0.9999815557728263,1.0,1.0,1000,1000,1.0,0.9963179161031344,1.0,1.0
91,2016+2021,1.984180313650248,-3.0382250268653297,0.9832060855288097,5.108191878017431,True,0.023617871173766264,1.6262813345056245e-07,1.6262813345056245e-07,0,1000,0.0,0.0,0.003682083896865671,0.002991249545095295,0,1000,0.0,0.0,0.003682083896865671,0.002991249545095295,10,200000,5e-05,2.3977195520032403e-05,9.194985144442981e-05,8.480961999544005e-05,200000,200000,1.0,0.9999815557728263,1.0,1.0,1000,1000,1.0,0.9963179161031344,1.0,1.0
92,2016+2021,2.4158559091818677,-2.998816289584117,0.9843073960535228,5.5009971686442105,True,0.007849136100718843,1.888246376943138e-08,1.888246376943138e-08,0,1000,0.0,0.0,0.003682083896865671,0.002991249545095295,0,1000,0.0,0.0,0.003682083896865671,0.002991249545095295,2,200000,1e-05,1.2110486870274128e-06,3.612296650749235e-05,3.147863004319031e-05,200000,200000,1.0,0.9999815557728263,1.0,1.0,1000,1000,1.0,0.9963179161031344,1.0,1.0
93,2016+2021,2.373015821150732,-2.814741294132769,0.9837898363079703,5.273237152715919,True,0.008821754079419286,6.701908754391846e-08,6.701908754391846e-08,0,1000,0.0,0.0,0.003682083896865671,0.002991249545095295,0,1000,0.0,0.0,0.003682083896865671,0.002991249545095295,5,200000,2.5e-05,8.117480179060692e-06,5.8340687798037695e-05,5.2564450062278393e-05,200000,200000,1.0,0.9999815557728263,1.0,1.0,1000,1000,1.0,0.9963179161031344,1.0,1.0
94,2016+2021,1.8639506557824324,-1.8795447790949167,0.9831268768740112,3.80774396767619,True,0.03116431705577949,7.012017933703142e-05,7.012017933703142e-05,0,1000,0.0,0.0,0.003682083896865671,0.002991249545095295,8,1000,0.008,0.00345997616532931,0.015702049176074682,0.0143882249520919,1606,200000,0.00803,0.007643496404701364,0.008430862967325009,0.008366092860763102,200000,200000,1.0,0.9999815557728263,1.0,1.0,1000,1000,1.0,0.9963179161031344,1.0,1.0
95,2016+2021,1.0134285496017446,-1.3424828290249482,0.9830946167651908,2.396423842069918,True,0.15542775420087412,0.008277966797096244,0.008277966797096244,8,1000,0.008,0.00345997616532931,0.015702049176074682,0.0143882249520919,491,1000,0.491,0.45958074434991225,0.5224723820615839,0.5174977401437697,97262,200000,0.48631,0.4841172268756941,0.48850316995177634,0.48815095080749493,200000,200000,1.0,0.9999815557728263,1.0,1.0,1000,1000,1.0,0.9963179161031344,1.0,1.0
96,2016+2021,0.0449384817559687,-0.6884698198194571,0.9826993710285697,0.7463201088729542,True,0.4820781719039108,0.2277370334489185,0.2277370334489185,225,1000,0.225,0.19945887145112975,0.25217100016494365,0.24780821959204474,1000,1000,1.0,0.9963179161031344,1.0,1.0,200000,200000,1.0,0.9999815557728263,1.0,1.0,200000,200000,1.0,0.9999815557728263,1.0,1.0,1000,1000,1.0,0.9963179161031344,1.0,1.0
97,2016+2021,-0.8415079821276258,-0.07706812745648534,0.982612506027604,-0.7779667467917057,False,0.5,1.0,0.7817056914202419,1000,1000,1.0,0.9963179161031344,1.0,1.0,1000,1000,1.0,0.9963179161031344,1.0,1.0,200000,200000,1.0,0.9999815557728263,1.0,1.0,200000,200000,1.0,0.9999815557728263,1.0,1.0,1000,1000,1.0,0.9963179161031344,1.0,1.0
98,2016+2021,-1.2797564800260286,0.5820413622844132,0.9831730091225297,-1.8936624836477909,False,0.5,1.0,0.9708650879835136,1000,1000,1.0,0.9963179161031344,1.0,1.0,1000,1000,1.0,0.9963179161031344,1.0,1.0,200000,200000,1.0,0.9999815557728263,1.0,1.0,200000,200000,1.0,0.9999815557728263,1.0,1.0,1000,1000,1.0,0.9963179161031344,1.0,1.0
99,2016+2021,-1.448726068861244,0.9918410545242756,0.9837924561356342,-2.480774383015844,False,0.5,1.0,0.9934451338712728,1000,1000,1.0,0.9963179161031344,1.0,1.0,1000,1000,1.0,0.9963179161031344,1.0,1.0,200000,200000,1.0,0.9999815557728263,1.0,1.0,200000,200000,1.0,0.9999815557728263,1.0,1.0,1000,1000,1.0,0.9963179161031344,1.0,1.0
100,2016+2021,-1.195323446110317,1.347732600573632,0.984490958671824,-2.5831177262559972,False,0.5,1.0,0.995104404691389,1000,1000,1.0,0.9963179161031344,1.0,1.0,1000,1000,1.0,0.9963179161031344,1.0,1.0,200000,200000,1.0,0.9999815557728263,1.0,1.0,200000,200000,1.0,0.9999815557728263,1.0,1.0,1000,1000,1.0,0.9963179161031344,1.0,1.0
101,2016+2021,-0.9714647683474004,1.4490348972736937,0.985448874130565,-2.4562407337028374,False,0.5,1.0,0.9929800464858788,1000,1000,1.0,0.9963179161031344,1.0,1.0,1000,1000,1.0,0.9963179161031344,1.0,1.0,200000,200000,1.0,0.9999815557728263,1.0,1.0,200000,200000,1.0,0.9999815557728263,1.0,1.0,1000,1000,1.0,0.9963179161031344,1.0,1.0
102,2016+2021,-1.1240895940760678,1.3471259446142,0.9855686588246388,-2.507400693562404,False,0.5,1.0,0.9939188624167519,1000,1000,1.0,0.9963179161031344,1.0,1.0,1000,1000,1.0,0.9963179161031344,1.0,1.0,200000,200000,1.0,0.9999815557728263,1.0,1.0,200000,200000,1.0,0.9999815557728263,1.0,1.0,1000,1000,1.0,0.9963179161031344,1.0,1.0
103,2016+2021,-0.8331084991854485,1.3667019500698452,0.9863329310067357,-2.230292003948382,False,0.5,1.0,0.987135968162023,1000,1000,1.0,0.9963179161031344,1.0,1.0,1000,1000,1.0,0.9963179161031344,1.0,1.0,200000,200000,1.0,0.9999815557728263,1.0,1.0,200000,200000,1.0,0.9999815557728263,1.0,1.0,1000,1000,1.0,0.9963179161031344,1.0,1.0
104,2016+2021,-0.7528591216616587,1.2304839552010258,0.9866673762985948,-2.010143564595234,False,0.5,1.0,0.9777920018019947,1000,1000,1.0,0.9963179161031344,1.0,1.0,1000,1000,1.0,0.9963179161031344,1.0,1.0,200000,200000,1.0,0.9999815557728263,1.0,1.0,200000,200000,1.0,0.9999815557728263,1.0,1.0,1000,1000,1.0,0.9963179161031344,1.0,1.0
105,2016+2021,-0.7796963830001178,0.9447464946971695,0.9864798184103387,-1.7480771988586021,False,0.5,1.0,0.9597746696894865,1000,1000,1.0,0.9963179161031344,1.0,1.0,1000,1000,1.0,0.9963179161031344,1.0,1.0,200000,200000,1.0,0.9999815557728263,1.0,1.0,200000,200000,1.0,0.9999815557728263,1.0,1.0,1000,1000,1.0,0.9963179161031344,1.0,1.0
106,2016+2021,-0.8600768077992208,0.5396329920730415,0.9857060544008415,-1.4200073070699275,False,0.5,1.0,0.9221972231152126,1000,1000,1.0,0.9963179161031344,1.0,1.0,1000,1000,1.0,0.9963179161031344,1.0,1.0,200000,200000,1.0,0.9999815557728263,1.0,1.0,200000,200000,1.0,0.9999815557728263,1.0,1.0,1000,1000,1.0,0.9963179161031344,1.0,1.0
107,2016+2021,-0.9231643243403598,0.15572210827743022,0.9853813679884467,-1.0948922596539696,False,0.5,1.0,0.8632180797442806,1000,1000,1.0,0.9963179161031344,1.0,1.0,1000,1000,1.0,0.9963179161031344,1.0,1.0,200000,200000,1.0,0.9999815557728263,1.0,1.0,200000,200000,1.0,0.9999815557728263,1.0,1.0,1000,1000,1.0,0.9963179161031344,1.0,1.0
108,2016+2021,-0.9754219729173128,-0.12267151840157074,0.984719276225179,-0.8659833062115673,False,0.5,1.0,0.8067503417230002,1000,1000,1.0,0.9963179161031344,1.0,1.0,1000,1000,1.0,0.9963179161031344,1.0,1.0,200000,200000,1.0,0.9999815557728263,1.0,1.0,200000,200000,1.0,0.9999815557728263,1.0,1.0,1000,1000,1.0,0.9963179161031344,1.0,1.0
109,2016+2021,-0.8100255477709092,-0.43879776201582016,0.984330502562489,-0.37713733831134844,False,0.5,1.0,0.6469642277825605,1000,1000,1.0,0.9963179161031344,1.0,1.0,1000,1000,1.0,0.9963179161031344,1.0,1.0,200000,200000,1.0,0.9999815557728263,1.0,1.0,200000,200000,1.0,0.9999815557728263,1.0,1.0,1000,1000,1.0,0.9963179161031344,1.0,1.0
110,2016+2021,-0.660404585064365,-0.4836491413902404,0.9847380080473075,-0.17949489329108245,False,0.5,1.0,0.5712254366101849,1000,1000,1.0,0.9963179161031344,1.0,1.0,1000,1000,1.0,0.9963179161031344,1.0,1.0,200000,200000,1.0,0.9999815557728263,1.0,1.0,200000,200000,1.0,0.9999815557728263,1.0,1.0,1000,1000,1.0,0.9963179161031344,1.0,1.0
111,2016+2021,-0.6090345446468115,-0.847735460795053,0.9837732837142165,0.24263813634685316,False,0.5,1.0,0.40414286766487223,1000,1000,1.0,0.9963179161031344,1.0,1.0,1000,1000,1.0,0.9963179161031344,1.0,1.0,200000,200000,1.0,0.9999815557728263,1.0,1.0,200000,200000,1.0,0.9999815557728263,1.0,1.0,1000,1000,1.0,0.9963179161031344,1.0,1.0
112,2016+2021,-0.6845073829674013,-0.6305852289153279,0.9844095106026229,-0.05477614089594086,False,0.5,1.0,0.5218415956676784,1000,1000,1.0,0.9963179161031344,1.0,1.0,1000,1000,1.0,0.9963179161031344,1.0,1.0,200000,200000,1.0,0.9999815557728263,1.0,1.0,200000,200000,1.0,0.9999815557728263,1.0,1.0,1000,1000,1.0,0.9963179161031344,1.0,1.0
113,2016+2021,-0.5800597614103988,-0.6658025111307633,0.9846378557361026,0.08708049281353727,False,0.5,1.0,0.4653037654778867,1000,1000,1.0,0.9963179161031344,1.0,1.0,1000,1000,1.0,0.9963179161031344,1.0,1.0,200000,200000,1.0,0.9999815557728263,1.0,1.0,200000,200000,1.0,0.9999815557728263,1.0,1.0,1000,1000,1.0,0.9963179161031344,1.0,1.0
114,2016+2021,-0.3031724316677119,-0.6767499569296751,0.9847401876334652,0.37936658821627606,False,0.5,1.0,0.35220782909620285,1000,1000,1.0,0.9963179161031344,1.0,1.0,1000,1000,1.0,0.9963179161031344,1.0,1.0,200000,200000,1.0,0.9999815557728263,1.0,1.0,200000,200000,1.0,0.9999815557728263,1.0,1.0,1000,1000,1.0,0.9963179161031344,1.0,1.0
115,2016+2021,-0.2701524078771012,-0.6198456853867997,0.9849616245111776,0.3550323878691683,False,0.5,1.0,0.3612826638520079,1000,1000,1.0,0.9963179161031344,1.0,1.0,1000,1000,1.0,0.9963179161031344,1.0,1.0,200000,200000,1.0,0.9999815557728263,1.0,1.0,200000,200000,1.0,0.9999815557728263,1.0,1.0,1000,1000,1.0,0.9963179161031344,1.0,1.0
116,2016+2021,0.0092260592894768,-0.6421819408320382,0.9853202410619739,0.661112979288267,True,0.49631938708374423,0.25426993110720375,0.25426993110720375,240,1000,0.24,0.2138267744745061,0.267713358347102,0.26326802513289926,1000,1000,1.0,0.9963179161031344,1.0,1.0,200000,200000,1.0,0.9999815557728263,1.0,1.0,200000,200000,1.0,0.9999815557728263,1.0,1.0,1000,1000,1.0,0.9963179161031344,1.0,1.0
