toy_index,toy_hist,function_tag,source_model,source_label,source_root,container,dataset,mass_GeV,sigma_val,blind_lo,blind_hi,A_up,eps2_up,p0_analytic,Z_analytic,A_hat,sigma_A,extract_success,cls_statistic,cls_calibration,signal_model,global_method,visibility,kernel_str,ls_lo,ls_hi,ls_init,ls_opt,sigma_x,const_opt,lml,n_train,ls_lo_over_sigma_x,ls_hi_over_sigma_x,ls_opt_over_sigma_x,ls_lo_over_sigma,ls_hi_over_sigma,ls_opt_over_sigma,native_input_bin_width_gev,production_rebin_requested,rebinned_bin_width_gev,rebinned_n_full,rebinned_n_blind,rebinned_n_train_expected,rebinned_n_train_low,rebinned_n_train_high,training_geometry_valid,optimizer_restarts_requested,eps2_density_implementation,eps2_up_promotable,study_id,task_id,truth_model,truth_function_tag,study_scenario,source_family,exposure_multiplier,ls_upper_factor_requested,background_toy_index,optimizer_seed,injection_seed,generated_config_sha256,base_config_sha256,fit_code_commit,expected_limit_bands,repair_attempt_id,repair_row_id,repair_round,repair_variant,repair_reason,repair_warm_start,repair_source_factor,repair_source_attempt_path,repair_base_seed,repair_kernel_constant_init,repair_kernel_ls_init,repair_config_path,repair_config_sha256,repair_fit_is_actual,repair_interpolation_used
1,toy_0001,fGenGammaThresh,functional_form,fGenGammaThresh,/Users/emryspeets/Desktop/gp_mods/hps-gpr-emrys-validation_workflow/study_results/v4p1_2021_ls_exposure_ensembles_20260804/inputs/paired_exposure_toys.root,toys/gengamma/2021_1pct_x100,2021,0.17,0.0040962875,0.160783353125,0.179216646875,21664.699728003616,1.6287116633532738e-06,0.1639370582079947,0.9784048782997442,8964.86306360094,9186.418586933834,True,tilde_q_mu,asymptotic,default,sidak_approx,observed,105**2 * RBF(length_scale=0.365),0.026191094099248,0.4762017108954186,0.1116792004819376,0.3650593987727449,0.0238100855447709,11096.567062497084,1940.273714830368,386,1.1,20.0,15.332133019275004,6.39386129495257,116.25202354459216,89.11957443727884,0.000125,5,0.000625,416,30,386,193,193,True,12,immutable_df4d456_rebinned_whole_bin,False,v4p1_2021_ls_exposure_ensembles_20260804,scan__f20__gengamma__2021_1pct_x100__t0001,gengamma,fGenGammaThresh,2021_1pct_x100,one_pct,100,20,1,929153623,,427be3334318ccf269e1819ae9c7cc6c9b79d5a22e23d4af338b178753f11a00,3a4120ab520cca3352d281e06d4d0c5e4c05c83cec97c319b1aabe19e9c0b3f2,df4d4562060b4cdde46994cc58128d580d289adb,False,repair_r02__f20__gengamma__2021_1pct_x100__t0001__m170__salt_03,repair_r02__f20__gengamma__2021_1pct_x100__t0001__m170,2,salt_03,lower_factor_optimizer_miss,False,,,3730184446,1.0,0.1116792004819376,/Users/emryspeets/Desktop/gp_mods/hps-gpr-emrys-validation_workflow/study_results/v4p1_2021_ls_exposure_ensembles_20260804/configs/config_2021_lsupper_factor_20.yaml,427be3334318ccf269e1819ae9c7cc6c9b79d5a22e23d4af338b178753f11a00,True,False
1,toy_0001,fGenGammaThresh,functional_form,fGenGammaThresh,/Users/emryspeets/Desktop/gp_mods/hps-gpr-emrys-validation_workflow/study_results/v4p1_2021_ls_exposure_ensembles_20260804/inputs/paired_exposure_toys.root,toys/gengamma/2021_1pct_x100,2021,0.17,0.0040962875,0.160783353125,0.179216646875,21652.98762632716,1.6278311694234104e-06,0.1642122548215037,0.9772922078423,8953.377160242826,9185.064938932564,True,tilde_q_mu,asymptotic,default,sidak_approx,observed,106**2 * RBF(length_scale=0.365),0.026191094099248,0.4762017108954186,0.1116792004819376,0.3652119359473478,0.0238100855447709,11130.36265423907,1940.2763111446548,386,1.1,20.0,15.338539429462658,6.39386129495257,116.25202354459216,89.1568123446774,0.000125,5,0.000625,416,30,386,193,193,True,12,immutable_df4d456_rebinned_whole_bin,False,v4p1_2021_ls_exposure_ensembles_20260804,scan__f20__gengamma__2021_1pct_x100__t0001,gengamma,fGenGammaThresh,2021_1pct_x100,one_pct,100,20,1,1740206988,,575d247992e688eb0a3426d8df0d081d810a8599666be6078e273f992f632e3e,3a4120ab520cca3352d281e06d4d0c5e4c05c83cec97c319b1aabe19e9c0b3f2,df4d4562060b4cdde46994cc58128d580d289adb,False,repair_r02__f20__gengamma__2021_1pct_x100__t0001__m170__warm,repair_r02__f20__gengamma__2021_1pct_x100__t0001__m170,2,warm,lower_factor_optimizer_miss,True,25.0,/Users/emryspeets/Desktop/gp_mods/hps-gpr-emrys-validation_workflow/study_results/v4p1_2021_ls_exposure_ensembles_20260804/runs/scan_repairs/f25/gengamma/2021_1pct_x100/toy_0001/m170MeV/warm/attempt_001,27872115,11130.36265423907,0.3652119359473478,/Users/emryspeets/Desktop/gp_mods/hps-gpr-emrys-validation_workflow/study_results/v4p1_2021_ls_exposure_ensembles_20260804/runs/scan_repairs/round_002/f20/gengamma/2021_1pct_x100/toy_0001/m170MeV/warm/attempt_001/repair_config.yaml,575d247992e688eb0a3426d8df0d081d810a8599666be6078e273f992f632e3e,True,False
7,toy_0007,fGenGammaThresh,functional_form,fGenGammaThresh,/Users/emryspeets/Desktop/gp_mods/hps-gpr-emrys-validation_workflow/study_results/v4p1_2021_ls_exposure_ensembles_20260804/inputs/paired_exposure_toys.root,toys/gengamma/2021_1pct_x100,2021,0.09,0.0024200875,0.084554803125,0.095445196875,35498.16321201719,8.345530729547235e-07,0.3445037184333864,0.4002024138431682,7220.903520097928,18694.28920407859,True,tilde_q_mu,asymptotic,default,sidak_approx,observed,130**2 * RBF(length_scale=0.376),0.0291881500637943,0.5306936375235338,0.1244586900539202,0.3758363799626709,0.0265346818761766,16808.45734090345,1994.908473239612,398,1.1,20.0,14.163967810750483,12.060782952597524,219.2869627745004,155.29867410276316,0.000125,5,0.000625,416,18,398,71,327,True,12,immutable_df4d456_rebinned_whole_bin,False,v4p1_2021_ls_exposure_ensembles_20260804,scan__f20__gengamma__2021_1pct_x100__t0007,gengamma,fGenGammaThresh,2021_1pct_x100,one_pct,100,20,7,1168524932,,427be3334318ccf269e1819ae9c7cc6c9b79d5a22e23d4af338b178753f11a00,3a4120ab520cca3352d281e06d4d0c5e4c05c83cec97c319b1aabe19e9c0b3f2,df4d4562060b4cdde46994cc58128d580d289adb,False,repair_r02__f20__gengamma__2021_1pct_x100__t0007__m090__salt_01,repair_r02__f20__gengamma__2021_1pct_x100__t0007__m090,2,salt_01,higher_factor_optimizer_miss,False,,,1696196125,1.0,0.1244586900539202,/Users/emryspeets/Desktop/gp_mods/hps-gpr-emrys-validation_workflow/study_results/v4p1_2021_ls_exposure_ensembles_20260804/configs/config_2021_lsupper_factor_20.yaml,427be3334318ccf269e1819ae9c7cc6c9b79d5a22e23d4af338b178753f11a00,True,False
7,toy_0007,fGenGammaThresh,functional_form,fGenGammaThresh,/Users/emryspeets/Desktop/gp_mods/hps-gpr-emrys-validation_workflow/study_results/v4p1_2021_ls_exposure_ensembles_20260804/inputs/paired_exposure_toys.root,toys/gengamma/2021_1pct_x100,2021,0.09,0.0024200875,0.084554803125,0.095445196875,35487.34454156837,8.342987286774033e-07,0.3446534219628112,0.3997959093137446,7204.228489369691,18694.906526169612,True,tilde_q_mu,asymptotic,default,sidak_approx,observed,130**2 * RBF(length_scale=0.376),0.0291881500637943,0.5306936375235338,0.1244586900539202,0.3758242380702236,0.0265346818761766,16789.36331643826,1994.9099289900737,398,1.1,20.0,14.163510224995209,12.060782952597524,219.2869627745004,155.29365697323902,0.000125,5,0.000625,416,18,398,71,327,True,12,immutable_df4d456_rebinned_whole_bin,False,v4p1_2021_ls_exposure_ensembles_20260804,scan__f20__gengamma__2021_1pct_x100__t0007,gengamma,fGenGammaThresh,2021_1pct_x100,one_pct,100,20,7,893923564,,427be3334318ccf269e1819ae9c7cc6c9b79d5a22e23d4af338b178753f11a00,3a4120ab520cca3352d281e06d4d0c5e4c05c83cec97c319b1aabe19e9c0b3f2,df4d4562060b4cdde46994cc58128d580d289adb,False,repair_r02__f20__gengamma__2021_1pct_x100__t0007__m090__salt_02,repair_r02__f20__gengamma__2021_1pct_x100__t0007__m090,2,salt_02,higher_factor_optimizer_miss,False,,,3551604677,1.0,0.1244586900539202,/Users/emryspeets/Desktop/gp_mods/hps-gpr-emrys-validation_workflow/study_results/v4p1_2021_ls_exposure_ensembles_20260804/configs/config_2021_lsupper_factor_20.yaml,427be3334318ccf269e1819ae9c7cc6c9b79d5a22e23d4af338b178753f11a00,True,False
7,toy_0007,fGenGammaThresh,functional_form,fGenGammaThresh,/Users/emryspeets/Desktop/gp_mods/hps-gpr-emrys-validation_workflow/study_results/v4p1_2021_ls_exposure_ensembles_20260804/inputs/paired_exposure_toys.root,toys/gengamma/2021_1pct_x100,2021,0.09,0.0024200875,0.084554803125,0.095445196875,35498.76266415752,8.345671659268812e-07,0.343810187359455,0.4020864904935284,7230.4013526305,18691.751564485356,True,tilde_q_mu,asymptotic,default,sidak_approx,observed,132**2 * RBF(length_scale=0.376),0.0291881500637943,0.5306936375235338,0.1244586900539202,0.3762069393399823,0.0265346818761766,17323.213904142416,1994.905054773751,398,1.1,20.0,14.177932906659326,12.060782952597524,219.2869627745004,155.45179227609842,0.000125,5,0.000625,416,18,398,71,327,True,12,immutable_df4d456_rebinned_whole_bin,False,v4p1_2021_ls_exposure_ensembles_20260804,scan__f20__gengamma__2021_1pct_x100__t0007,gengamma,fGenGammaThresh,2021_1pct_x100,one_pct,100,20,7,3555255093,,427be3334318ccf269e1819ae9c7cc6c9b79d5a22e23d4af338b178753f11a00,3a4120ab520cca3352d281e06d4d0c5e4c05c83cec97c319b1aabe19e9c0b3f2,df4d4562060b4cdde46994cc58128d580d289adb,False,repair_r02__f20__gengamma__2021_1pct_x100__t0007__m090__salt_03,repair_r02__f20__gengamma__2021_1pct_x100__t0007__m090,2,salt_03,higher_factor_optimizer_miss,False,,,211818462,1.0,0.1244586900539202,/Users/emryspeets/Desktop/gp_mods/hps-gpr-emrys-validation_workflow/study_results/v4p1_2021_ls_exposure_ensembles_20260804/configs/config_2021_lsupper_factor_20.yaml,427be3334318ccf269e1819ae9c7cc6c9b79d5a22e23d4af338b178753f11a00,True,False
7,toy_0007,fGenGammaThresh,functional_form,fGenGammaThresh,/Users/emryspeets/Desktop/gp_mods/hps-gpr-emrys-validation_workflow/study_results/v4p1_2021_ls_exposure_ensembles_20260804/inputs/paired_exposure_toys.root,toys/gengamma/2021_1pct_x100,2021,0.09,0.0024200875,0.084554803125,0.095445196875,35499.06053744313,8.345741688544518e-07,0.3438865748078846,0.4018789031935257,7219.861102768267,18693.91071844464,True,tilde_q_mu,asymptotic,default,sidak_approx,observed,130**2 * RBF(length_scale=0.376),0.0291881500637943,0.5306936375235338,0.1244586900539202,0.3759353566291801,0.0265346818761766,16855.998938664925,1994.9134967855296,398,1.1,20.0,14.16769789754674,12.060782952597524,219.2869627745004,155.339572072985,0.000125,5,0.000625,416,18,398,71,327,True,12,immutable_df4d456_rebinned_whole_bin,False,v4p1_2021_ls_exposure_ensembles_20260804,scan__f20__gengamma__2021_1pct_x100__t0007,gengamma,fGenGammaThresh,2021_1pct_x100,one_pct,100,20,7,3416931463,,c96954c3bea78fbe4c7cc6c4cdfcda4bd8c76ebf926f9a63c5745b9b2556d218,3a4120ab520cca3352d281e06d4d0c5e4c05c83cec97c319b1aabe19e9c0b3f2,df4d4562060b4cdde46994cc58128d580d289adb,False,repair_r02__f20__gengamma__2021_1pct_x100__t0007__m090__warm,repair_r02__f20__gengamma__2021_1pct_x100__t0007__m090,2,warm,higher_factor_optimizer_miss,True,15.0,/Users/emryspeets/Desktop/gp_mods/hps-gpr-emrys-validation_workflow/study_results/v4p1_2021_ls_exposure_ensembles_20260804/runs/scan_repairs/f15/gengamma/2021_1pct_x100/toy_0007/m090MeV/salt_02/attempt_001,3778381939,16855.998938664925,0.3759353566291801,/Users/emryspeets/Desktop/gp_mods/hps-gpr-emrys-validation_workflow/study_results/v4p1_2021_ls_exposure_ensembles_20260804/runs/scan_repairs/round_002/f20/gengamma/2021_1pct_x100/toy_0007/m090MeV/warm/attempt_001/repair_config.yaml,c96954c3bea78fbe4c7cc6c4cdfcda4bd8c76ebf926f9a63c5745b9b2556d218,True,False
1,toy_0001,fSigPowExpQ,functional_form,fSigPowExpQ,/Users/emryspeets/Desktop/gp_mods/hps-gpr-emrys-validation_workflow/study_results/v4p1_2021_ls_exposure_ensembles_20260804/inputs/paired_exposure_toys.root,toys/sigpowexpq/2021_10pct_x10,2021,0.19,0.0046870875,0.179454053125,0.200545946875,20905.08457128822,2.210805142761563e-06,0.0682832364423657,1.4886996664767809,11074.345451845227,7438.693637543354,True,tilde_q_mu,asymptotic,default,sidak_approx,observed,8.78**2 * RBF(length_scale=0.385),0.0268064698428396,0.4873903607789032,0.1143031714691697,0.3850076537901351,0.0243695180389451,77.0403526120489,2021.4749538241545,382,1.1,20.0,15.79873894817496,5.719216857555929,103.98576104647144,82.14219465502514,0.000125,5,0.000625,416,34,382,223,159,True,12,immutable_df4d456_rebinned_whole_bin,False,v4p1_2021_ls_exposure_ensembles_20260804,scan__f20__sigpowexpq__2021_10pct_x10__t0001,sigpowexpq,fSigPowExpQ,2021_10pct_x10,ten_pct,10,20,1,1657625135,,427be3334318ccf269e1819ae9c7cc6c9b79d5a22e23d4af338b178753f11a00,3a4120ab520cca3352d281e06d4d0c5e4c05c83cec97c319b1aabe19e9c0b3f2,df4d4562060b4cdde46994cc58128d580d289adb,False,repair_r02__f20__sigpowexpq__2021_10pct_x10__t0001__m190__salt_01,repair_r02__f20__sigpowexpq__2021_10pct_x10__t0001__m190,2,salt_01,higher_factor_optimizer_miss;lower_factor_optimizer_miss,False,,,3179801060,1.0,0.1143031714691697,/Users/emryspeets/Desktop/gp_mods/hps-gpr-emrys-validation_workflow/study_results/v4p1_2021_ls_exposure_ensembles_20260804/configs/config_2021_lsupper_factor_20.yaml,427be3334318ccf269e1819ae9c7cc6c9b79d5a22e23d4af338b178753f11a00,True,False
1,toy_0001,fSigPowExpQ,functional_form,fSigPowExpQ,/Users/emryspeets/Desktop/gp_mods/hps-gpr-emrys-validation_workflow/study_results/v4p1_2021_ls_exposure_ensembles_20260804/inputs/paired_exposure_toys.root,toys/sigpowexpq/2021_10pct_x10,2021,0.19,0.0046870875,0.179454053125,0.200545946875,20906.69802609522,2.2109757727426453e-06,0.0682577475231707,1.4888931978734294,11075.951495642876,7438.804557955997,True,tilde_q_mu,asymptotic,default,sidak_approx,observed,8.78**2 * RBF(length_scale=0.385),0.0268064698428396,0.4873903607789032,0.1143031714691697,0.3849902615409176,0.0243695180389451,77.02467823770414,2021.4749185471903,382,1.1,20.0,15.79802525949266,5.719216857555929,103.98576104647144,82.13848398198618,0.000125,5,0.000625,416,34,382,223,159,True,12,immutable_df4d456_rebinned_whole_bin,False,v4p1_2021_ls_exposure_ensembles_20260804,scan__f20__sigpowexpq__2021_10pct_x10__t0001,sigpowexpq,fSigPowExpQ,2021_10pct_x10,ten_pct,10,20,1,3024325326,,427be3334318ccf269e1819ae9c7cc6c9b79d5a22e23d4af338b178753f11a00,3a4120ab520cca3352d281e06d4d0c5e4c05c83cec97c319b1aabe19e9c0b3f2,df4d4562060b4cdde46994cc58128d580d289adb,False,repair_r02__f20__sigpowexpq__2021_10pct_x10__t0001__m190__salt_02,repair_r02__f20__sigpowexpq__2021_10pct_x10__t0001__m190,2,salt_02,higher_factor_optimizer_miss;lower_factor_optimizer_miss,False,,,1872745370,1.0,0.1143031714691697,/Users/emryspeets/Desktop/gp_mods/hps-gpr-emrys-validation_workflow/study_results/v4p1_2021_ls_exposure_ensembles_20260804/configs/config_2021_lsupper_factor_20.yaml,427be3334318ccf269e1819ae9c7cc6c9b79d5a22e23d4af338b178753f11a00,True,False
1,toy_0001,fSigPowExpQ,functional_form,fSigPowExpQ,/Users/emryspeets/Desktop/gp_mods/hps-gpr-emrys-validation_workflow/study_results/v4p1_2021_ls_exposure_ensembles_20260804/inputs/paired_exposure_toys.root,toys/sigpowexpq/2021_10pct_x10,2021,0.19,0.0046870875,0.179454053125,0.200545946875,20906.83248678771,2.2109899925555073e-06,0.0682557917390287,1.488908049988377,11076.074066847706,7438.812309809001,True,tilde_q_mu,asymptotic,default,sidak_approx,observed,8.78**2 * RBF(length_scale=0.385),0.0268064698428396,0.4873903607789032,0.1143031714691697,0.3849883771499521,0.0243695180389451,77.01987462289951,2021.4749486494852,382,1.1,20.0,15.797947933754722,5.719216857555929,103.98576104647144,82.13808194320077,0.000125,5,0.000625,416,34,382,223,159,True,12,immutable_df4d456_rebinned_whole_bin,False,v4p1_2021_ls_exposure_ensembles_20260804,scan__f20__sigpowexpq__2021_10pct_x10__t0001,sigpowexpq,fSigPowExpQ,2021_10pct_x10,ten_pct,10,20,1,1042961950,,427be3334318ccf269e1819ae9c7cc6c9b79d5a22e23d4af338b178753f11a00,3a4120ab520cca3352d281e06d4d0c5e4c05c83cec97c319b1aabe19e9c0b3f2,df4d4562060b4cdde46994cc58128d580d289adb,False,repair_r02__f20__sigpowexpq__2021_10pct_x10__t0001__m190__salt_03,repair_r02__f20__sigpowexpq__2021_10pct_x10__t0001__m190,2,salt_03,higher_factor_optimizer_miss;lower_factor_optimizer_miss,False,,,3059800590,1.0,0.1143031714691697,/Users/emryspeets/Desktop/gp_mods/hps-gpr-emrys-validation_workflow/study_results/v4p1_2021_ls_exposure_ensembles_20260804/configs/config_2021_lsupper_factor_20.yaml,427be3334318ccf269e1819ae9c7cc6c9b79d5a22e23d4af338b178753f11a00,True,False
1,toy_0001,fSigPowExpQ,functional_form,fSigPowExpQ,/Users/emryspeets/Desktop/gp_mods/hps-gpr-emrys-validation_workflow/study_results/v4p1_2021_ls_exposure_ensembles_20260804/inputs/paired_exposure_toys.root,toys/sigpowexpq/2021_10pct_x10,2021,0.19,0.0046870875,0.179454053125,0.200545946875,20906.698010268345,2.2109757710688837e-06,0.0682572730684218,1.4888968008259762,11075.972576284254,7438.800927682629,True,tilde_q_mu,asymptotic,default,sidak_approx,observed,8.78**2 * RBF(length_scale=0.385),0.0268064698428396,0.4873903607789032,0.1143031714691697,0.3849863517178862,0.0243695180389451,77.00140671751258,2021.4749686185637,382,1.1,20.0,15.797864820413595,5.719216857555929,103.98576104647144,82.13764981299927,0.000125,5,0.000625,416,34,382,223,159,True,12,immutable_df4d456_rebinned_whole_bin,False,v4p1_2021_ls_exposure_ensembles_20260804,scan__f20__sigpowexpq__2021_10pct_x10__t0001,sigpowexpq,fSigPowExpQ,2021_10pct_x10,ten_pct,10,20,1,3648564419,,6445f137cd7f909d2bd5e6f6ab8dba703e0bc01e730ce4fa7a46701c3c0d9e43,3a4120ab520cca3352d281e06d4d0c5e4c05c83cec97c319b1aabe19e9c0b3f2,df4d4562060b4cdde46994cc58128d580d289adb,False,repair_r02__f20__sigpowexpq__2021_10pct_x10__t0001__m190__warm,repair_r02__f20__sigpowexpq__2021_10pct_x10__t0001__m190,2,warm,higher_factor_optimizer_miss;lower_factor_optimizer_miss,True,25.0,/Users/emryspeets/Desktop/gp_mods/hps-gpr-emrys-validation_workflow/study_results/v4p1_2021_ls_exposure_ensembles_20260804/runs/scan_repairs/f25/sigpowexpq/2021_10pct_x10/toy_0001/m190MeV/salt_03/attempt_001,1342019842,76.99931750651115,0.3849847406613839,/Users/emryspeets/Desktop/gp_mods/hps-gpr-emrys-validation_workflow/study_results/v4p1_2021_ls_exposure_ensembles_20260804/runs/scan_repairs/round_002/f20/sigpowexpq/2021_10pct_x10/toy_0001/m190MeV/warm/attempt_001/repair_config.yaml,6445f137cd7f909d2bd5e6f6ab8dba703e0bc01e730ce4fa7a46701c3c0d9e43,True,False
6,toy_0006,fGenGammaThresh,functional_form,fGenGammaThresh,/Users/emryspeets/Desktop/gp_mods/hps-gpr-emrys-validation_workflow/study_results/v4p1_2021_ls_exposure_ensembles_20260804/inputs/paired_exposure_toys.root,toys/gengamma/2021_10pct_x10,2021,0.15,0.0035741875,0.141958078125,0.158041921875,15399.973037014475,6.826187913422643e-07,0.5,0.0,-11683.391322529878,12254.439772873127,True,tilde_q_mu,asymptotic,default,sidak_approx,observed,32.8**2 * RBF(length_scale=0.316),0.0259033086016125,0.5887115591275582,0.1234891784466056,0.3161439658998042,0.0235484623651023,1075.129786104582,1988.1407277210023,390,1.1,25.0,13.425248791119122,7.247327847689178,164.7119965383904,88.45198129639371,0.000125,5,0.000625,416,26,390,163,227,True,12,immutable_df4d456_rebinned_whole_bin,False,v4p1_2021_ls_exposure_ensembles_20260804,scan__f25__gengamma__2021_10pct_x10__t0006,gengamma,fGenGammaThresh,2021_10pct_x10,ten_pct,10,25,6,3284953673,,f313a15726b65853d2fa739812a6933b25117e0f96ed7f7c8c582aa11a9ca89c,3a4120ab520cca3352d281e06d4d0c5e4c05c83cec97c319b1aabe19e9c0b3f2,df4d4562060b4cdde46994cc58128d580d289adb,False,repair_r02__f25__gengamma__2021_10pct_x10__t0006__m150__salt_01,repair_r02__f25__gengamma__2021_10pct_x10__t0006__m150,2,salt_01,higher_factor_optimizer_miss,False,,,702476797,1.0,0.1234891784466056,/Users/emryspeets/Desktop/gp_mods/hps-gpr-emrys-validation_workflow/study_results/v4p1_2021_ls_exposure_ensembles_20260804/configs/config_2021_lsupper_factor_25.yaml,f313a15726b65853d2fa739812a6933b25117e0f96ed7f7c8c582aa11a9ca89c,True,False
6,toy_0006,fGenGammaThresh,functional_form,fGenGammaThresh,/Users/emryspeets/Desktop/gp_mods/hps-gpr-emrys-validation_workflow/study_results/v4p1_2021_ls_exposure_ensembles_20260804/inputs/paired_exposure_toys.root,toys/gengamma/2021_10pct_x10,2021,0.15,0.0035741875,0.141958078125,0.158041921875,15399.972956873697,6.826187877899462e-07,0.5,0.0,-11683.000795770477,12254.382547725836,True,tilde_q_mu,asymptotic,default,sidak_approx,observed,32.8**2 * RBF(length_scale=0.316),0.0259033086016125,0.5887115591275582,0.1234891784466056,0.3161484315071499,0.0235484623651023,1075.1076174379366,1988.140761340285,390,1.1,25.0,13.425438425893422,7.247327847689178,164.7119965383904,88.45323070128522,0.000125,5,0.000625,416,26,390,163,227,True,12,immutable_df4d456_rebinned_whole_bin,False,v4p1_2021_ls_exposure_ensembles_20260804,scan__f25__gengamma__2021_10pct_x10__t0006,gengamma,fGenGammaThresh,2021_10pct_x10,ten_pct,10,25,6,2387480949,,f313a15726b65853d2fa739812a6933b25117e0f96ed7f7c8c582aa11a9ca89c,3a4120ab520cca3352d281e06d4d0c5e4c05c83cec97c319b1aabe19e9c0b3f2,df4d4562060b4cdde46994cc58128d580d289adb,False,repair_r02__f25__gengamma__2021_10pct_x10__t0006__m150__salt_02,repair_r02__f25__gengamma__2021_10pct_x10__t0006__m150,2,salt_02,higher_factor_optimizer_miss,False,,,4224365321,1.0,0.1234891784466056,/Users/emryspeets/Desktop/gp_mods/hps-gpr-emrys-validation_workflow/study_results/v4p1_2021_ls_exposure_ensembles_20260804/configs/config_2021_lsupper_factor_25.yaml,f313a15726b65853d2fa739812a6933b25117e0f96ed7f7c8c582aa11a9ca89c,True,False
6,toy_0006,fGenGammaThresh,functional_form,fGenGammaThresh,/Users/emryspeets/Desktop/gp_mods/hps-gpr-emrys-validation_workflow/study_results/v4p1_2021_ls_exposure_ensembles_20260804/inputs/paired_exposure_toys.root,toys/gengamma/2021_10pct_x10,2021,0.15,0.0035741875,0.141958078125,0.158041921875,15400.07515852339,6.826233179775264e-07,0.5,0.0,-11683.678542115002,12254.53736003597,True,tilde_q_mu,asymptotic,default,sidak_approx,observed,32.8**2 * RBF(length_scale=0.316),0.0259033086016125,0.5887115591275582,0.1234891784466056,0.3161463406532601,0.0235484623651023,1075.9907242724623,1988.1409559136844,390,1.1,25.0,13.425349636491491,7.247327847689178,164.7119965383904,88.4526457140987,0.000125,5,0.000625,416,26,390,163,227,True,12,immutable_df4d456_rebinned_whole_bin,False,v4p1_2021_ls_exposure_ensembles_20260804,scan__f25__gengamma__2021_10pct_x10__t0006,gengamma,fGenGammaThresh,2021_10pct_x10,ten_pct,10,25,6,2050946815,,f313a15726b65853d2fa739812a6933b25117e0f96ed7f7c8c582aa11a9ca89c,3a4120ab520cca3352d281e06d4d0c5e4c05c83cec97c319b1aabe19e9c0b3f2,df4d4562060b4cdde46994cc58128d580d289adb,False,repair_r02__f25__gengamma__2021_10pct_x10__t0006__m150__salt_03,repair_r02__f25__gengamma__2021_10pct_x10__t0006__m150,2,salt_03,higher_factor_optimizer_miss,False,,,2272289553,1.0,0.1234891784466056,/Users/emryspeets/Desktop/gp_mods/hps-gpr-emrys-validation_workflow/study_results/v4p1_2021_ls_exposure_ensembles_20260804/configs/config_2021_lsupper_factor_25.yaml,f313a15726b65853d2fa739812a6933b25117e0f96ed7f7c8c582aa11a9ca89c,True,False
6,toy_0006,fGenGammaThresh,functional_form,fGenGammaThresh,/Users/emryspeets/Desktop/gp_mods/hps-gpr-emrys-validation_workflow/study_results/v4p1_2021_ls_exposure_ensembles_20260804/inputs/paired_exposure_toys.root,toys/gengamma/2021_10pct_x10,2021,0.15,0.0035741875,0.141958078125,0.158041921875,15400.07495987042,6.826233091720401e-07,0.5,0.0,-11682.52219470828,12254.337254123631,True,tilde_q_mu,asymptotic,default,sidak_approx,observed,32.8**2 * RBF(length_scale=0.316),0.0259033086016125,0.5887115591275582,0.1234891784466056,0.3161589243933385,0.0235484623651023,1076.2829498555764,1988.140700449154,390,1.1,25.0,13.425884012786778,7.247327847689178,164.7119965383904,88.45616644155866,0.000125,5,0.000625,416,26,390,163,227,True,12,immutable_df4d456_rebinned_whole_bin,False,v4p1_2021_ls_exposure_ensembles_20260804,scan__f25__gengamma__2021_10pct_x10__t0006,gengamma,fGenGammaThresh,2021_10pct_x10,ten_pct,10,25,6,1374443436,,a5a38fbb837781e7528a453150f3730f461c9fa10e28563c6a9beb17756cfaf8,3a4120ab520cca3352d281e06d4d0c5e4c05c83cec97c319b1aabe19e9c0b3f2,df4d4562060b4cdde46994cc58128d580d289adb,False,repair_r02__f25__gengamma__2021_10pct_x10__t0006__m150__warm,repair_r02__f25__gengamma__2021_10pct_x10__t0006__m150,2,warm,higher_factor_optimizer_miss,True,15.0,/Users/emryspeets/Desktop/gp_mods/hps-gpr-emrys-validation_workflow/study_results/v4p1_2021_ls_exposure_ensembles_20260804/runs/scan_repairs/f15/gengamma/2021_10pct_x10/toy_0006/m150MeV/warm/attempt_001,2083815467,1074.7073276444746,0.3161430074921912,/Users/emryspeets/Desktop/gp_mods/hps-gpr-emrys-validation_workflow/study_results/v4p1_2021_ls_exposure_ensembles_20260804/runs/scan_repairs/round_002/f25/gengamma/2021_10pct_x10/toy_0006/m150MeV/warm/attempt_001/repair_config.yaml,a5a38fbb837781e7528a453150f3730f461c9fa10e28563c6a9beb17756cfaf8,True,False
