mass_MeV,observed_counts,smooth_truth_counts,truth_gp_variance,injected_signal_counts,background_m66,background_m71,background_m72
56.3124999999999,584944.0,584370.4950230041,73164.81009255788,0.0703126236778795,584584.8799355003,584552.6545626668,584529.3208011001
56.9374999999999,617245.0,617060.1794508917,76253.6356499543,0.2530463822138989,617198.7890641382,617130.0130905753,617122.1127752678
57.5625,649974.0,649570.5085045797,87442.10961614826,0.8361358207052241,649580.9075600996,649489.90586809,649499.8781266958
58.1874999999999,682240.0,681795.521595015,117573.9585401229,2.5366809451427343,681621.6929931804,681530.8161806636,681559.5880714745
58.8125,712292.0,713623.055190201,181490.32324598404,7.065932704209954,713208.3013084681,713147.1176469612,713193.9223180623
59.4375,745400.0,744936.0779414728,296911.52490723605,18.071322870505668,744226.0703386304,744229.9508963777,744292.2724805141
60.0625,774707.0,775614.7157516851,482411.7862843789,42.43548816270365,774560.4994518058,774668.7099448062,774742.3509001702
60.6874999999999,803822.0,805538.7750432155,754706.7665753679,91.49326346526824,804099.5361747777,804352.9838622151,804432.2515866477
61.3125,834822.0,834590.554149474,1125650.8740084867,181.12207171992517,832735.9833493629,833174.7887330605,833252.7816988364
61.9375,861230.0,862657.7358617388,1599447.0355336494,329.2133884386407,860369.8495014162,861030.9190789856,861099.8910375261
62.56249999999999,886382.0,889636.1680965654,2170583.147052713,549.4254686532266,886910.4909430123,887825.2575045774,887877.0322408554
63.18749999999999,913725.0,915432.3662201731,2822913.63577316,841.9114664004871,912278.4236948779,913470.9014957951,913497.3129430262
63.81249999999999,937192.0,939965.6017485008,3530126.3323189393,1184.544460432962,936406.7151738447,937891.9895863109,937885.3118906041
64.4375,961826.0,963169.484913288,4257602.956998183,1530.2570501759196,959241.9097932493,961025.1398397811,960978.4885312571
65.0625,982794.0,984992.9851197615,4965449.699517731,1815.123076962864,980744.4699541943,982820.4442217842,982728.1201973845
65.6875,1002204.0,1005400.8797639834,5612287.386398138,1976.8641470520663,1000888.7488410892,1003241.9969638671,1003099.7601605904
66.3125,1023037.0,1024373.6470325844,6159274.996867491,1976.8641470520656,1019662.5389859847,1022267.9611396652,1022073.2195952602
66.9375,1038892.0,1041906.8580895663,6573830.576954287,1815.123076962865,1037066.2524685566,1039890.2043510396,1039642.115188271
67.5625,1053072.0,1058010.1411862585,6832578.593609618,1530.257050175891,1053111.8136254444,1056113.55443231,1055813.0376638754
68.1875,1068286.0,1072705.8063676718,6923199.596671468,1184.5444604329896,1067821.3367381024,1070954.7407891485,1070604.4108646458
68.8125,1081924.0,1086027.221026133,6845032.627042836,841.9114664004719,1081225.6680360935,1084441.0941851204,1084045.1163996386
69.4375,1093293.0,1098017.0394600397,6608462.283229901,549.4254686532342,1093362.8715696617,1096609.0790855575,1096172.9712797138
70.0625,1104150.0,1108725.3639570586,6233275.4788441695,329.21338843865215,1104276.7163275357,1107502.7340472331,1107033.1204610348
70.6875,1113951.0,1118207.928065385,5746281.214706245,181.12207171992043,1114015.226501305,1117172.0911991778,1116676.428288613
71.3125,1121076.0,1126524.3564251834,5178536.29024165,91.49326346527016,1122629.3320586442,1125671.6245575754,1125157.9120369186
71.9375,1130302.0,1133736.5640174753,4562519.166997233,42.43548816270365,1130171.655931021,1133058.7882597195,1132535.2803079523
72.5625,1136367.0,1139907.3216871188,3929547.794207815,18.071322870505668,1136695.4522299499,1139392.6731042282,1138867.6021643505
73.1875,1141810.0,1145099.0203423693,3307662.976265629,7.065932704209954,1142253.7087679289,1144732.8117187724,1144214.1346961153
73.8125,1147118.0,1149372.6384225863,2720109.493017988,2.5366809451427343,1146898.4145228197,1149138.1517735429,1148633.3258352627
74.4375,1152124.0,1152786.9202218798,2184460.089383678,0.8361358207042725,1150679.9844577801,1152666.1973954206,1152181.9901312294
75.0625,1152628.0,1155397.7476529027,1712353.7302604609,0.2530463822158021,1153646.8319558871,1155372.3242721788,1154914.6682344622
75.6875,1154382.0,1157257.7042885625,1309759.4113624236,0.0703126236769279,1155845.07337801,1157309.260883478,1156883.142266836
76.3124999999999,1160070.0,1158415.8023257202,977642.8401692768,0.017937989156728,1157318.3502249748,1158526.7207408457,1158136.111608595
76.9375,1157762.0,1158917.3538070566,712898.8921653006,0.0042016394519683,1158107.7474940987,1159071.172682053,1158719.0012190768
77.5624999999999,1160222.0,1158803.9710898695,509412.7455608723,0.0009035777996069,1158251.792758803,1158985.735184671,1158673.8892259235
78.1875,1155707.0,1158113.660907051,359132.5186409132,0.0001784066867507,1157786.5193084758,1158310.1687670387,1158039.5307317309
78.8125,1157591.0,1156880.9998576038,253056.73402607962,3.234092648312336e-05,1156745.5761486648,1157080.9567452867,1156851.4670068605
79.4375,1154886.0,1155137.3701119157,182072.700696846,5.382530515623224e-06,1155160.3700498063,1155331.4530481151,1155142.1910493805
80.0625,1152871.0,1152911.2292502972,137606.43518016057,8.22450344572346e-07,1153060.231255936,1153092.0756826852,1152941.3621076073
80.6875,1151691.0,1150228.4077752193,112073.9777236799,1.1537763655614565e-07,1150472.5877403459,1150390.541424935,1150276.0462450518
81.3125,1148615.0,1147112.416385257,99142.22739051751,1.4860178252979649e-08,1147423.1437364009,1147252.1170709142,1147170.982657836
81.9375,1145357.0,1143584.7459874367,93823.73179259764,1.7566527314933674e-09,1143936.0479285547,1143699.8843591292,1143648.8439656554
82.5625,1138848.0,1139665.1614019542,92439.07677547348,1.9031990590394014e-10,1140034.0632381465,1139755.0046864224,1139730.502416531
83.1875,1134416.0,1135371.975827511,92483.27877086411,1.9031990590394016e-11,1135738.713391516,1135436.9726849385,1135435.2798429385
83.8125,1130072.0,1130722.2965343678,92434.24999660639,1.9031990590394015e-12,1131070.4183228703,1130763.8603131776,1130781.1848454184
84.4375,1125890.0,1125732.250338133,91533.65555059657,0.0,1126048.615543557,1125752.5422417212,1125785.1246660596
85.0625,1120256.0,1120417.1781769348,89569.74686851587,0.0,1120691.860814307,1120418.8940902397,1120463.0986704489
85.6875,1116064.0,1114791.793075361,86678.88418235314,0.0,1115017.9173994008,1114777.9739630048,1114830.3603618592
86.3125,1109047.0,1108870.3204312446,83180.29969811375,0.0,1109043.826309555,1108844.173113224,1108901.5605597873
86.9375,1101944.0,1102666.6016375183,79449.52731230528,0.0,1102785.965902904,1102631.347164249,1102690.8622039794
87.5625,1095054.0,1096194.1746456283,75830.45198114554,0.0,1096260.09868873,1096152.9192627228,1096212.0300204495
88.1875,1088524.0,1089466.335112279,72584.17530377212,0.0,1089481.4063507868,1089421.9618144683,1089478.502831474
88.8125,1083030.0,1082496.168072742,69867.4830639609,0.0,1082464.5187080821,1082451.2604437368,1082503.441049757
89.4375,1075331.0,1075296.571363449,67733.40312512439,0.0,1075223.5338337983,1075253.3535618717,1075299.760181177
90.0625,1066680.0,1067880.258067872,66148.28553577077,0.0,1067772.033776919,1067840.5615552557,1067880.1460839256
90.6875,1060542.0,1060259.7515519455,65015.997828646716,0.0,1060123.0972398955,1060224.9988175163,1060257.0616200238
91.3124999999999,1053183.0,1052447.3662482086,64204.989630851895,0.0,1052289.3064187542,1052418.5738161835,1052442.7396803973
91.9374999999999,1044231.0,1044455.190050062,63574.05549364928,0.0,1044282.7565013561,1044432.9838069504,1044449.1706829179
92.5625,1035791.0,1036295.0521178687,62992.50428900432,0.0,1036115.0612801232,1036279.6982071713,1036288.0846196044
93.1874999999999,1028929.0,1027978.4996773346,62354.94207246066,0.0,1027797.3602043616,1027969.94092743,1027970.9281622362
93.8125,1019866.0,1019516.7667269318,61588.93956769617,0.0,1019340.3264720653,1019514.6680218687,1019508.8426599039
94.4375,1013132.0,1010920.7469946428,60657.38153611793,0.0,1010754.1742268745,1010924.5431893308,1010912.6385365789
95.0625,1000826.0,1002200.9707965538,59555.51445566765,0.0,1002048.6688057082,1002209.9165422781,1002192.7759356283
95.6875,994305.0,993367.581979232,58304.95231655886,0.0,993233.1373144465,993380.8024312274,993359.3419149282
96.3125,983205.0,984430.3200880287,56945.607136827246,0.0,984316.4806144303,984446.8595750778,984422.0346657835
96.9375,974848.0,975398.5079888821,55527.56976425762,0.0,975307.1875263337,975417.3745461548,975390.150975993
97.5625,964624.0,966281.0441361942,54102.710741239425,0.0,966213.3485632773,966301.2499622139,966272.573761256
98.1875,956342.0,957086.3969253991,52718.32428849883,0.0,957042.6714317338,957106.9932814639,957077.7686886941
98.8125,947802.0,947822.6059375299,51412.336760110906,0.0,947802.4992149244,947842.7150882374,947813.7842926139
99.4375,939695.0,938497.2864923357,50210.55236853154,0.0,938499.8248058526,938516.1242299818,938488.2506633139
100.0625,930635.0,929117.6389277817,49125.691005856155,0.0,929141.3099319806,929134.5324521847,929108.3894963082
100.6875,919368.0,919690.459178593,48158.03687221046,0.0,919733.3030545353,919704.8610919479,919681.020847123
101.3125,909959.0,910222.1550289019,47297.33662866327,0.0,910281.8560840533,910233.6481591132,910212.580061489
101.9375,900596.0,900718.7637586138,46525.46363397861,0.0,900792.7424348552,900727.0655880112,900709.1294389627
102.5625,890484.0,891185.9711703766,45819.61374954372,0.0,891271.4731345442,891190.9281970301,891176.378826581
103.1875,882882.0,881629.1318992282,45155.10349096093,0.0,881723.3146984896,881630.7154878423,881619.7048880483
103.8125,872173.0,872053.2923537375,44508.241069951335,0.0,872153.3044285284,872051.5892414628,872044.1703834272
104.4375,861980.0,862463.214321023,43858.382100963594,0.0,862566.2656652605,862458.4124662714,862454.5488787302
105.0625,854308.0,852863.3964809757,43189.4362497283,0.0,852966.8220127694,852855.7715330822,852855.3448782972
105.6874999999999,844103.0,843258.096249372,42490.79005461917,0.0,843359.4103299634,843247.9976861239,843250.8171689704
106.3125,833672.0,833651.3544040641,41757.34651421596,0.0,833748.2957757266,833639.1876188618,833645.0007180498
106.9374999999999,822784.0,824047.0141173234,40989.272215406665,0.0,824137.5805556397,824033.2245615441,824041.7284825918
107.5625,813761.0,814448.7426790805,40191.094510508396,0.0,814531.216984476,814433.800058912,814444.6514769949
108.1875,805300.0,804860.0488828799,39370.81557734688,0.0,804933.0160867915,804844.4317207639,804857.2596974375
108.8125,796244.0,795284.3023521128,38538.43126811459,0.0,795346.6569539586,795268.4838930875,795282.8985097199
109.4375,784719.0,785724.7481379325,37704.89442717893,0.0,785775.6953168288,785709.1832192407,785724.7859512656
110.0625,776663.0,776184.5216632766,36881.00320654788,0.0,776223.5711770683,776169.6357507949,776186.0298447731
110.6875,766254.0,766666.6612580109,36076.37623126832,0.0,766693.614044773,766652.8409851395,766669.6388980604
111.3125,757602.0,757174.119565532,35298.823535953656,0.0,757189.0494366575,757161.705324862,757178.535960126
111.9375,747739.0,747709.7732250262,34553.99799405699,0.0,747713.0053493005,747699.052372304,747715.5685112431
112.5625,737802.0,738276.4301057246,33844.94329439273,0.0,738268.5140172213,738267.6340725261,738283.5166691117
113.1875,728483.0,728876.8364455764,33172.502428755695,0.0,728858.5183822688,728870.137209078,728885.1008709553
113.8125,718403.0,719513.6814968941,32535.197730266245,0.0,719485.8735697982,719509.1920177576,719522.9874787705
114.4375,711177.0,710189.6015405081,31929.86565231024,0.0,710153.3508826151,710187.3757672075,710199.7928047763
115.0625,701063.0,700907.1820753608,31352.037457460716,0.0,700863.6393464704,700907.217755964,700918.0853633552
115.6875,691039.0,691668.9591540853,30796.381775481208,0.0,691619.3478733136,691671.2012866582,691680.389649549
116.3125,682198.0,682477.4201494395,30257.275145979285,0.0,682423.0075834749,682481.7650145071,682489.18433616
116.9375,672971.0,673335.0035654145,29729.262973283512,0.0,673277.0710699521,673341.3039704678,673346.9030322635
117.5625,663710.0,664244.0969731006,29207.41353160685,0.0,664183.9158246417,664252.1685993032,664255.9331174159
118.1875,655154.0,655207.0367595009,28687.56296727683,0.0,655145.8422870461,655216.6636533316,655218.6142405546
118.8125,646503.0,646226.1036976386,28166.64997738352,0.0,646165.0761369235,646237.0454561936,646237.2348109417
119.4375,637831.0,637303.5228490996,27642.650306179108,0.0,637243.7676863332,637315.5208350203,637314.0298369359
120.0625,628391.0,628441.45869954,27114.62665856003,0.0,628383.9917362665,628454.2428562976,628451.177991636
120.6875,619797.0,619642.0133727613,26582.74089454849,0.0,619587.7480231796,619655.3081045487,619650.797165676
121.3125,610697.0,610907.2222464336,26047.98000828727,0.0,610856.9603730992,610920.753369807,610914.9418058668
121.9375,601813.0,602239.0522901729,25512.06203287806,0.0,602193.4769733773,602252.5510326244,602245.5988949691
122.5625,593632.0,593639.3972177062,24977.223304040468,0.0,593599.0689837709,593652.6071532974,593644.6840243101
123.1875,585833.0,585110.0763279687,24445.94587307841,0.0,585075.4309287071,585122.7561847467,585114.0385158954
123.8125,578414.0,576652.8296320328,23920.843383838954,0.0,576624.1803394067,576664.758255831,576655.426426462
124.4374999999999,568580.0,568269.3174471938,23404.355072978495,0.0,568246.8565620291,568280.2963542729,568270.5298159533
125.0625,558708.0,559961.1161509572,22898.7170847463,0.0,559944.9207824988,559970.9727420765,559960.9482200969
125.68750000000001,550800.0,551729.7172606493,22405.798624677114,0.0,551719.7554561505,551738.3061685917,551728.1947859983
126.3125,543553.0,543576.525305563,21926.92655859797,0.0,543572.6637973782,543583.7298605554,543573.6942219588
126.93750000000001,535887.0,535502.856518441,21463.030317564582,0.0,535504.8703480659,535508.5891592493,535498.7819847261
127.5625,527853.0,527509.9376997704,21014.49080653485,0.0,527517.519254509,527514.140230098,527504.7024179737
128.1874999999999,519822.0,519598.90569423325,20581.229147012662,0.0,519611.675746049,519601.54881917645,519592.60716213414
128.8125,512270.0,511770.80637478177,20162.700889258365,0.0,511788.3249427777,511771.88850460824,511763.55566153943
129.4375,504067.0,504026.5956802146,19758.066268284176,0.0,504048.3726028258,504026.14141932444,504018.5145754171
130.0625,495409.0,496367.13851804775,19366.19267201742,0.0,496392.645829217,496365.1976799852,496358.35822593153
130.6875,489399.0,488793.211072467,18985.760659327174,0.0,488821.89208138885,488789.8550046771,488783.8682099717
131.3125,481884.0,481305.499755053,18615.361464648282,0.0,481336.78085371666,481300.8208399417,481295.7358875943
131.9375,474455.0,473904.60434330447,18253.574082714043,0.0,473937.9041640861,473898.71172120183,473894.5620730782
