mass_MeV,signed_r,A_hat_window,sigma_A_window,raw_twice_delta_nll,null_feasible_fallback,diagonal_load_relative,lane,pair
80,2.122593470695602,14356.399369357638,6766.491428276252,4.5054030418396,False,1e-06,injected,0
60,0.5816852129773112,3944.1675731103555,6781.4183393171,0.33835768699645996,False,1e-06,background,1
61,1.3173869750096396,9233.879816913448,7011.3545642603185,1.7355084419250488,False,1e-06,background,1
62,1.7155850313738794,11560.228978262832,6754.649676643722,2.943231999874115,False,1e-06,background,1
63,1.5039124922189344,10289.653860718123,6844.310960146107,2.2617527842521667,False,1e-06,background,1
64,1.039968368205119,7082.908136757969,6812.782033086007,1.081534206867218,False,1e-06,background,1
65,0.044585586324551715,323.94260224344606,6960.515563322292,0.0019878745079040527,False,1e-06,background,1
66,-0.7347946996782172,-5240.482171292168,7129.8962977425335,0.5399232506752014,False,1e-06,background,1
67,-1.2533868920308104,-8716.064344509035,6953.693818440922,1.5709787011146545,False,1e-06,background,1
68,-1.4555422253985146,-10188.469970953991,7050.126684410705,2.1186031699180603,False,1e-06,background,1
69,-1.143904765138156,-7972.827381005785,6969.226586620214,1.30851811170578,False,1e-06,background,1
70,-0.6313335420073769,-4294.213788726499,6800.9560629125335,0.3985820412635803,False,1e-06,background,1
71,-0.5029016579529927,-3504.685958800073,6852.878300436001,0.2529100775718689,False,1e-06,background,1
72,-0.3987566847524893,-2725.968521409679,6701.89116659548,0.15900689363479614,False,1e-06,background,1
73,-0.08663690502274517,-598.0081920205354,6899.914870909456,0.007505953311920166,False,1e-06,background,1
74,-0.2698454200679695,-1837.8386822749596,6914.035299603368,0.07281655073165894,False,1e-06,background,1
75,-0.27670547755078884,-2402.4422787407043,6888.355455788027,0.07656592130661011,False,1e-06,background,1
76,0.1928429691717387,1325.5041789386555,6840.551552686483,0.03718841075897217,False,1e-06,background,1
77,0.844349118618921,5820.880256709251,6866.477760008699,0.7129254341125488,False,1e-06,background,1
78,1.3842778819787864,9232.576966135573,6680.439547265706,1.916225254535675,False,1e-06,background,1
79,1.5607550032262183,10279.635001894878,6650.695920256955,2.4359561800956726,False,1e-06,background,1
80,1.3391752883255372,9002.272307667166,6767.664804942715,1.7933904528617859,False,1e-06,background,1
60,-0.9890914731957202,-6733.618743493932,6788.656800106864,0.9783019423484802,False,1e-06,injected,1
61,-0.4351800305975842,-3026.9691160529883,7018.825445416154,0.1893816590309143,False,1e-06,injected,1
62,0.4146964061157274,2801.557933776226,6760.380534112548,0.1719731092453003,False,1e-06,injected,1
63,1.215361825065134,8317.987612421788,6848.422075808961,1.477104365825653,False,1e-06,injected,1
64,1.9787292365155333,13452.391412851026,6816.479621344202,3.915369391441345,False,1e-06,injected,1
65,1.9162096708847804,13342.201027865884,6963.730017862366,3.6718595027923584,False,1e-06,injected,1
66,1.5189098470264826,10834.379880438286,7133.018665448448,2.3070871233940125,False,1e-06,injected,1
67,0.6578126649108825,4575.571551320951,6956.740019813653,0.432717502117157,False,1e-06,injected,1
68,-0.4242261432825406,-2992.8036607115805,7053.201495253375,0.17996782064437866,False,1e-06,injected,1
69,-1.2334332313975969,-8599.502257400707,6972.680699252212,1.521357536315918,False,1e-06,injected,1
70,-1.694431392388373,-11544.217147863512,6804.618511837939,2.8710977435112,False,1e-06,injected,1
71,-2.1266966666025944,-14591.796091205173,6856.413516480986,4.522838711738586,False,1e-06,injected,1
72,-2.1211136734450027,-14283.902245403873,6705.128158716997,4.499123215675354,False,1e-06,injected,1
73,-1.5119680746129138,-10443.107686213776,6902.823943461033,2.2860474586486816,False,1e-06,injected,1
74,-1.1463804701555123,-7928.496921254651,6915.7838897721185,1.3141881823539734,False,1e-06,injected,1
75,-0.6713868963067947,-4624.495562263003,6889.052597980365,0.4507603645324707,False,1e-06,injected,1
76,0.3650179134832923,2496.3104576712353,6839.90125294431,0.1332380771636963,False,1e-06,injected,1
77,1.3240557319876889,9245.329408355808,6865.095383615612,1.7531235814094543,False,1e-06,injected,1
78,2.1062911343731914,14077.074144253633,6678.612309532725,4.436462342739105,False,1e-06,injected,1
79,2.38050755818767,15823.918574143367,6648.597279888373,5.666816234588623,False,1e-06,injected,1
80,2.1603054526263894,14583.492130154484,6765.445536947738,4.666919648647308,False,1e-06,injected,1
60,1.1150283489557864,7557.6843259447105,6780.168921311884,1.2432882189750671,False,1e-06,background,2
61,1.5583132536847324,10838.322757527843,7010.037197688841,2.428340196609497,False,1e-06,background,2
62,1.5592855959167595,10510.899352113756,6752.925687103401,2.431371569633484,False,1e-06,background,2
63,1.2226209787759543,8358.037416314413,6841.062047362673,1.4948020577430725,False,1e-06,background,2
64,0.8666301689043322,5897.8106177710715,6810.243575576176,0.7510478496551514,False,1e-06,background,2
65,0.02369547960654478,164.84629062784384,6959.379572855332,0.0005614757537841797,False,1e-06,background,2
66,-0.4142863550204692,-2953.81539667252,7127.122858214483,0.17163318395614624,False,1e-06,background,2
67,-0.7617768094359457,-5356.8748150493875,6952.274257826435,0.5803039073944092,False,1e-06,background,2
68,-1.052121410373267,-7413.158765128154,7050.025214915874,1.1069594621658325,False,1e-06,background,2
69,-1.0324264809155352,-7148.044745913085,6969.116217840149,1.065904438495636,False,1e-06,background,2
70,-0.9553203314652666,-6513.73289148327,6801.619501570713,0.912636935710907,False,1e-06,background,2
71,-0.7651937398982481,-5287.863396186379,6850.32577033139,0.5855214595794678,False,1e-06,background,2
72,-0.3283696851761284,-2200.9759254162886,6699.998856233496,0.10782665014266968,False,1e-06,background,2
73,0.0,0.0,6902.747802060812,-0.051901161670684814,True,1e-06,background,2
74,0.42511248782868266,2944.1776733777983,6915.755185532991,0.18072062730789185,False,1e-06,background,2
75,0.3208319940580348,2165.491631712191,6889.281935507662,0.10293316841125488,False,1e-06,background,2
76,0.11235430077680895,671.5117268705168,6842.8690462487875,0.012623488903045654,False,1e-06,background,2
77,-0.17377582577665723,-1229.5671272881677,6870.439125726326,0.03019803762435913,False,1e-06,background,2
78,-0.2625203170179958,-1716.2536543857684,6682.679765858891,0.068916916847229,False,1e-06,background,2
79,-0.10779603473044441,-717.755906852866,6651.050331151719,0.011619985103607178,False,1e-06,background,2
80,0.31674223592104966,2138.06513039485,6766.875539810125,0.10032564401626587,False,1e-06,background,2
60,-0.4918034584144097,-3341.080714591579,6787.521022276133,0.24187064170837402,False,1e-06,injected,2
61,-0.23945329426546322,-1672.068096488202,7017.553673160697,0.05733788013458252,False,1e-06,injected,2
62,0.2409479970661546,1627.1591845716691,6758.624416651971,0.05805593729019165,False,1e-06,injected,2
63,0.9460752263291481,6467.0359570216615,6845.1673076434645,0.8950583338737488,False,1e-06,injected,2
64,1.8485336156187036,12586.571975216431,6813.884075580186,3.417076528072357,False,1e-06,injected,2
65,1.963096676160342,13635.390803686963,6962.56139903194,3.8537485599517822,False,1e-06,injected,2
66,1.8949020022968373,13511.322609329234,7130.272575692968,3.5906535983085632,False,1e-06,injected,2
67,1.177102040955185,8069.675093767476,6955.353338096288,1.3855692148208618,False,1e-06,injected,2
68,-0.053214256253696086,-372.460285533718,7053.10882037557,0.002831757068634033,False,1e-06,injected,2
69,-1.1722774831698977,-8148.479731472324,6972.526918422411,1.3742344975471497,False,1e-06,injected,2
70,-2.0877909623171256,-14209.94677173015,6805.273267738989,4.358871102333069,False,1e-06,injected,2
71,-2.440350064508658,-16692.95199346467,6853.85310207465,5.955308437347412,False,1e-06,injected,2
72,-2.073885271237446,-13907.476442485218,6703.258473135192,4.301000118255615,False,1e-06,injected,2
73,-1.3153110328860087,-9088.920905886276,6905.667938674547,1.730043113231659,False,1e-06,injected,2
74,-0.4759608989732028,-3016.687918492475,6917.509719968084,0.2265387773513794,False,1e-06,injected,2
75,0.03503907066523734,144.59771195448005,6889.949806945819,0.001227736473083496,False,1e-06,injected,2
76,0.2976123286805811,2029.1447312164805,6842.114831476092,0.08857309818267822,False,1e-06,injected,2
77,0.34195753408879104,2344.4692326323275,6869.029207895074,0.11693495512008667,False,1e-06,injected,2
78,0.48236139204053274,3229.3891215497,6680.795814341346,0.23267251253128052,False,1e-06,injected,2
79,0.7351613400290173,4887.332863442343,6648.912928569993,0.5404621958732605,False,1e-06,injected,2
80,1.1424965853817453,7743.229660183628,6764.666400684669,1.3052984476089478,False,1e-06,injected,2
60,-0.12712039198724365,-859.7921235955191,6787.561284695576,0.01615959405899048,False,1e-06,background,3
61,0.4848003980535818,3401.855238776623,7016.693763580773,0.23503142595291138,False,1e-06,background,3
62,0.9350173821593013,6317.693124219902,6756.6448558571765,0.874257504940033,False,1e-06,background,3
63,0.6755492412992882,4647.28475516816,6846.618789075919,0.45636677742004395,False,1e-06,background,3
64,0.8793388149947644,5768.543471087889,6810.751052888811,0.7732367515563965,False,1e-06,background,3
65,0.3548329294655435,2467.994439607748,6959.128549195928,0.12590640783309937,False,1e-06,background,3
66,0.43864549810607656,3172.9004172503,7124.597593080086,0.19240987300872803,False,1e-06,background,3
67,0.32129898751648733,2194.4474279382825,6952.238970271908,0.10323303937911987,False,1e-06,background,3
68,-0.2386446823387635,-1688.5949588164654,7052.433012720496,0.056951284408569336,False,1e-06,background,3
69,-0.5636775089862668,-3859.3770953538187,6968.282449460972,0.3177323341369629,False,1e-06,background,3
70,-1.0605623022822597,-7221.986933187328,6800.9143316507625,1.1247923970222473,False,1e-06,background,3
71,-1.5193304993276764,-10418.447833678065,6852.940503194085,2.3083651661872864,False,1e-06,background,3
72,-1.240476161186508,-8330.406842319891,6702.031056172865,1.5387811064720154,False,1e-06,background,3
73,-0.6664727395843737,-4729.0031676876,6902.8130069255485,0.44418591260910034,False,1e-06,background,3
74,-0.23895867779769836,-1606.7457262096207,6916.632963028487,0.05710124969482422,False,1e-06,background,3
75,-0.07366293536383978,-547.6635236867282,6890.579531501753,0.005426228046417236,False,1e-06,background,3
76,0.06801847195773969,464.955061180035,6844.828714984969,0.00462651252746582,False,1e-06,background,3
77,0.24468969020131234,2283.99331718305,6870.54703829044,0.05987304449081421,False,1e-06,background,3
78,0.545018122660449,3640.71354295567,6681.800008673602,0.2970447540283203,False,1e-06,background,3
79,0.4509868820549491,2999.1453091709664,6651.66057512897,0.20338916778564453,False,1e-06,background,3
80,0.5189994442078659,3386.109281744875,6767.416591715733,0.26936042308807373,False,1e-06,background,3
60,-1.7238124332366418,-11726.717980968266,6794.897883026002,2.9715293049812317,False,1e-06,injected,3
61,-1.291239916641142,-9074.980794827818,7024.173238752608,1.667300522327423,False,1e-06,injected,3
62,-0.3798033329603002,-2551.677713145264,6762.320768499079,0.14425057172775269,False,1e-06,injected,3
63,0.39132482782042194,2675.3831117749523,6850.754787949015,0.15313512086868286,False,1e-06,injected,3
64,1.811985271633997,12331.14575922738,6814.3783825077935,3.2832906246185303,False,1e-06,injected,3
65,2.271797191436587,15801.4829501056,6962.26900126783,5.161062479019165,False,1e-06,injected,3
66,2.7397306146424083,19551.964001093722,7127.710894328553,7.506123840808868,False,1e-06,injected,3
67,2.248566263420649,15638.427495954815,6955.294116200056,5.0560502409935,False,1e-06,injected,3
68,0.7769502957130958,5477.298775992547,7055.514931825855,0.603651762008667,False,1e-06,injected,3
69,-0.6724667715350827,-4688.772712152238,6971.680528998516,0.45221155881881714,False,1e-06,injected,3
70,-2.172621235158955,-14784.754937434152,6804.5279118236385,4.720283031463623,False,1e-06,injected,3
71,-3.1770187162905223,-21785.60706255178,6856.487156361137,10.093447923660278,False,1e-06,injected,3
72,-2.9884230835608867,-20030.19603880261,6705.273843696051,8.930672526359558,False,1e-06,injected,3
73,-2.1090626661984797,-14573.886000496303,6905.715705373735,4.44814532995224,False,1e-06,injected,3
74,-1.1026022582952857,-7633.538293520923,6918.456002419043,1.2157317399978638,False,1e-06,injected,3
75,-0.38128153561100775,-2631.009458210226,6891.2823746267395,0.14537560939788818,False,1e-06,injected,3
76,0.26048122877264634,1781.1984840108194,6844.15479033458,0.06785047054290771,False,1e-06,injected,3
77,0.8476596955260115,5822.023222168214,6869.196252686453,0.7185269594192505,False,1e-06,injected,3
78,1.276731431818942,8559.982703553034,6679.930821318859,1.6300431489944458,False,1e-06,injected,3
79,1.30638792961569,8589.55397649177,6649.5447274976905,1.7066494226455688,False,1e-06,injected,3
80,1.330947099173208,8988.466627990272,6765.147126377863,1.771420180797577,False,1e-06,injected,3
60,1.2217559180806208,8283.277476718878,6780.355572230202,1.4926875233650208,False,1e-06,background,4
61,0.7236707834430951,5112.851858774504,7009.168196882706,0.5236994028091431,False,1e-06,background,4
62,0.48500764201720986,3264.601253848936,6750.901331934275,0.235232412815094,False,1e-06,background,4
63,-0.0007720404443770458,-68.53377527111786,6844.814802837169,5.960464477539062e-07,False,1e-06,background,4
64,0.4985804074904136,3490.2600288359063,6810.657463896265,0.24858242273330688,False,1e-06,background,4
65,0.43180436700871594,2933.844270823031,6961.825814953444,0.18645501136779785,False,1e-06,background,4
66,0.4199844668558678,2988.798306394745,7131.553423912446,0.17638695240020752,False,1e-06,background,4
67,0.127099524962155,883.0349281927382,6953.426606387016,0.01615428924560547,False,1e-06,background,4
68,-0.9403882676111108,-6639.890774186322,7053.673466588355,0.8843300938606262,False,1e-06,background,4
69,-1.8142427254717979,-12660.583983408053,6972.887705737201,3.2914766669273376,False,1e-06,background,4
70,-2.08908380969755,-14143.69368554323,6802.575945831547,4.36427116394043,False,1e-06,background,4
71,-2.010430821844943,-13778.059597915943,6853.75906467751,4.041832089424133,False,1e-06,background,4
72,-1.0035368540334788,-6729.455416931907,6704.2791465640785,1.0070862174034119,False,1e-06,background,4
73,0.17618294488675607,1175.6809563699276,6905.678837586088,0.031040430068969727,False,1e-06,background,4
74,0.9200703365452672,6362.405686502281,6919.239644536423,0.8465294241905212,False,1e-06,background,4
75,1.058194327925133,7187.798794544575,6892.064525869039,1.1197752356529236,False,1e-06,background,4
76,0.9305122307676154,6399.916003109144,6844.30908986554,0.8658530116081238,False,1e-06,background,4
77,0.9183514710300785,6286.856756632645,6869.816464951916,0.8433694243431091,False,1e-06,background,4
78,1.0724021116013958,7199.646723438686,6682.084570993053,1.1500462889671326,False,1e-06,background,4
79,1.0899020217029047,7257.643828606496,6651.57245400093,1.1878864169120789,False,1e-06,background,4
80,0.8933040746895903,6046.30835519654,6769.746436276898,0.7979921698570251,False,1e-06,background,4
60,-0.37107262802244867,-2529.9744463435845,6787.709823297084,0.13769489526748657,False,1e-06,injected,4
61,-1.0993848879804837,-7459.6953606333345,7016.716985845005,1.2086471319198608,False,1e-07,injected,4
62,-0.8572154220166566,-5800.0100088413465,6756.5838190077575,0.7348182797431946,False,1e-06,injected,4
63,-0.3290421520002699,-2255.365614562241,6849.035716250584,0.10826873779296875,False,1e-06,injected,4
64,1.4540144956409258,9900.271207898097,6814.402775138626,2.1141581535339355,False,1e-06,injected,4
65,2.3315077534357904,16236.443102603207,6965.038829760143,5.435928404331207,False,1e-06,injected,4
66,2.7258313901208777,19444.852617586002,7134.699640266247,7.430156767368317,False,1e-06,injected,4
67,2.0801316805110406,14472.333811419758,6956.516352620666,4.326947808265686,False,1e-06,injected,4
68,0.10219261133318881,715.5010891920753,7056.806203966531,0.010443329811096191,False,1e-06,injected,4
69,-1.9038158259091762,-13280.508376070657,6976.322901293145,3.6245146989822388,False,1e-06,injected,4
70,-3.1616913281743946,-21518.506292780465,6806.209031289303,9.996292054653168,False,1e-06,injected,4
71,-3.662063378617391,-25070.45028748044,6857.36427851667,13.41070818901062,False,1e-06,injected,4
72,-2.753632757796679,-18477.279928841443,6707.570125988413,7.582493364810944,False,1e-06,injected,4
73,-1.277043905266651,-8831.5772941327,6908.595381140351,1.6308411359786987,False,1e-06,injected,4
74,0.021251456266880506,140.28272783268682,6921.035414179838,0.00045162439346313477,False,1e-06,injected,4
75,0.7138242695610251,4917.914008851131,6892.798969766858,0.509545087814331,False,1e-06,injected,4
76,1.111584571788691,7588.794703536797,6843.665440490984,1.2356202602386475,False,1e-06,injected,4
77,1.4235903275789588,9768.573359410146,6868.418624304343,2.026609420776367,False,1e-06,injected,4
78,1.8114672875763442,12119.444894947908,6680.2117893402465,3.281413733959198,False,1e-06,injected,4
79,1.9376078237248826,12887.192386367742,6649.4351146611825,3.7543240785598755,False,1e-06,injected,4
80,1.7307184353531226,11711.418816860225,6767.506254142735,2.995386302471161,False,1e-06,injected,4
60,-0.24809997470829445,-1684.1522949201456,6785.089823219625,0.06155359745025635,False,1e-06,background,5
61,-0.8388252647502489,-5805.9012420198105,7015.56022250129,0.7036278247833252,False,1e-06,background,5
62,-0.7973383883849731,-5389.136266708366,6755.932884506959,0.6357485055923462,False,1e-06,background,5
63,-0.602732721550207,-4127.0067436797135,6846.902860651358,0.36328673362731934,False,1e-06,background,5
64,0.3785586778467634,2581.610267816289,6813.447279228076,0.1433066725730896,False,1e-06,background,5
65,0.8755161261824396,6092.995947782243,6959.823717138798,0.7665284872055054,False,1e-06,background,5
66,1.3448691919241964,9580.811854853751,7124.788090014532,1.8086731433868408,False,1e-06,background,5
67,1.301811245782464,8936.143907814327,6950.042283269518,1.694712519645691,False,1e-06,background,5
68,0.8455256392586075,5957.331316725458,7048.039047568157,0.7149136066436768,False,1e-06,background,5
69,0.35191827362281414,2450.5774248599773,6967.715279184022,0.12384647130966187,False,1e-06,background,5
70,-0.4284144182060247,-2914.991479612386,6802.060059101446,0.18353891372680664,False,1e-06,background,5
71,-1.2202525535639621,-8367.055833468461,6853.05298331445,1.4890162944793701,False,1e-06,background,5
72,-1.8125804685948512,-12157.345252766065,6702.760231234978,3.2854479551315308,False,1e-06,background,5
73,-1.998080285949882,-13795.771201910055,6903.751533874036,3.9923248291015625,False,1e-06,background,5
74,-1.997605917441602,-13820.634049159109,6917.690118814363,3.990429401397705,False,1e-06,background,5
75,-1.619449636608428,-11157.490088292232,6890.35227968893,2.6226171255111694,False,1e-06,background,5
76,-0.6761642869934578,-4626.778748317457,6842.094471885539,0.4571981430053711,False,1e-06,background,5
77,0.6725211030988631,4616.051981193862,6866.533120936717,0.45228463411331177,False,1e-06,background,5
78,1.8178045489652286,12142.205348892654,6680.3003323081675,3.304413378238678,False,1e-06,background,5
79,2.630708323378317,17488.54468765665,6648.939833791793,6.920626282691956,False,1e-06,background,5
80,2.961332752751009,20012.13762010043,6764.396093356803,8.76949167251587,False,1e-06,background,5
60,-1.8333114835853166,-12463.014934082496,6792.472042827894,3.3610309958457947,False,1e-06,injected,5
61,-2.6041765797744265,-18343.57562598759,7023.133183778841,6.78173565864563,False,1e-06,injected,5
62,-2.1410558503646744,-14478.499800153413,6761.647030479297,4.584120154380798,False,1e-06,injected,5
63,-0.9301038178568467,-6370.017629880611,6851.039076675705,0.8650931119918823,False,1e-06,injected,5
64,1.303146800309384,8884.181173177943,6817.173055333949,1.6981915831565857,False,1e-06,injected,5
65,2.7745281063112937,19316.736930801097,6962.992620494563,7.698006212711334,False,1e-06,injected,5
66,3.6514728344153995,26024.659239807537,7127.905980690166,13.333253860473633,False,1e-06,injected,5
67,3.2470967181286525,22572.555978858603,6953.111671060964,10.543637096881866,False,1e-06,injected,5
68,1.8987236121317317,13384.327399476224,7051.131129441421,3.605151355266571,False,1e-06,injected,5
69,0.27254000921250354,1896.0815662716454,6971.097828011259,0.07427805662155151,False,1e-06,injected,5
70,-1.5140368802921533,-10305.712361658141,6805.695492301797,2.292307674884796,False,1e-06,injected,5
71,-2.8642021249221306,-19647.626020990796,6856.592205818011,8.203653812408447,False,1e-06,injected,5
72,-3.555777380566923,-23916.123278826035,6706.013432571423,12.643552780151367,False,1e-06,injected,5
73,-3.4498717401684624,-23798.37635541453,6906.701210694712,11.901615023612976,False,1e-06,injected,5
74,-2.892587150441165,-20021.5463352094,6919.538819002022,8.367060422897339,False,1e-06,injected,5
75,-1.9457145183591902,-13409.724695702947,6891.075121745181,3.7858049869537354,False,1e-06,injected,5
76,-0.5019664243131161,-3434.8089037354066,6841.476970101841,0.2519702911376953,False,1e-06,injected,5
77,1.177055403566538,8078.184601134651,6865.164310149882,1.3854594230651855,False,1e-06,injected,5
78,2.551214336181504,17036.172753851086,6678.44234055849,6.508694589138031,False,1e-06,injected,5
79,3.474755569821867,23088.959212734302,6646.82335128837,12.073926270008087,False,1e-06,injected,5
80,3.7969834347535114,25652.869147731788,6762.158594652897,14.417083203792572,False,1e-06,injected,5
60,0.015032006131701312,103.57588017883324,6780.149559179257,0.00022596120834350586,False,1e-06,background,6
61,-0.4866926673035808,-3279.951876254418,7012.603799593154,0.23686975240707397,False,1e-06,background,6
62,-0.3847654700884047,-2599.869284498935,6756.058748016008,0.14804446697235107,False,1e-06,background,6
63,-0.05580309186456883,-393.84826143003244,6846.038104281025,0.003113985061645508,False,1e-06,background,6
64,0.4571074071831041,3113.43071457176,6813.421012509004,0.20894718170166016,False,1e-06,background,6
65,0.22327124005270824,1491.0920042053342,6962.7661538972225,0.04985004663467407,False,1e-06,background,6
66,-0.2739179477489546,-2122.9627906941487,7131.165418711364,0.07503104209899902,False,1e-06,background,6
67,-0.7114834627895638,-4827.132874889918,6950.46754279347,0.5062087178230286,False,1e-06,background,6
68,-1.080195056731919,-7584.001861377198,7047.369907215033,1.1668213605880737,False,1e-06,background,6
69,-0.8416524882743303,-6031.587780451485,6968.8592710206,0.7083789110183716,False,1e-06,background,6
70,-0.15601789401204313,-1061.1736197929677,6801.473235451609,0.024341583251953125,False,1e-06,background,6
71,0.581052994925975,3981.05623414302,6850.311665056299,0.33762258291244507,False,1e-06,background,6
72,0.980154313812703,6568.0340719345395,6700.964090290186,0.9607024788856506,False,1e-06,background,6
73,0.9758356059368545,6666.047808087506,6903.279722238817,0.952255129814148,False,1e-06,background,6
74,0.3791730275860684,2619.1178850960773,6917.529431007449,0.1437721848487854,False,1e-06,background,6
75,-0.3444977343945686,-2373.7474896491995,6889.542205599057,0.11867868900299072,False,1e-06,background,6
76,-0.9677603804461007,-6620.1317726412,6842.437346903169,0.9365601539611816,False,1e-06,background,6
77,-1.183401589484644,-8131.534988759882,6869.321289930316,1.4004393219947815,False,1e-06,background,6
78,-1.0529669962906743,-6939.063605443988,6682.647795126022,1.1087394952774048,False,1e-06,background,6
79,-0.5154051456484686,-3427.4925666484496,6650.42283748606,0.2656424641609192,False,1e-06,background,6
80,0.16952538546074092,1147.617583929402,6765.500290435714,0.028738856315612793,False,1e-06,background,6
60,-1.5676168011614513,-10644.597963953978,6787.469049076411,2.457422435283661,False,1e-06,injected,6
61,-2.2277242340226304,-15705.969298088607,7020.147145375428,4.962755262851715,False,1e-06,injected,6
62,-1.7084043553948622,-11549.449218827593,6761.82764586512,2.918645441532135,False,1e-06,injected,6
63,-0.3633699206353832,-2489.8849671245375,6850.105184978286,0.1320376992225647,False,1e-06,injected,6
64,1.3831327466234964,9488.437243254737,6817.2000057367495,1.913056194782257,False,1e-06,injected,6
65,2.106909278561353,14675.414036353293,6966.016244500348,4.439066708087921,False,1e-06,injected,6
66,1.9758564438092436,14225.566143924527,7134.32329098596,3.904008686542511,False,1e-06,injected,6
67,1.2508174369194978,8695.417038646508,6953.561648192959,1.5645442605018616,False,1e-06,injected,6
68,-0.036373675922009116,-263.3673383233914,7050.482004869828,0.0013230443000793457,False,1e-06,injected,6
69,-0.9565005952680683,-6670.793436809278,6972.318838167605,0.914893388748169,False,1e-06,injected,6
70,-1.2456140820703765,-8445.280355567167,6805.073888491788,1.5515544414520264,False,1e-06,injected,6
71,-1.0646068776930628,-7276.153503026872,6853.8688565269695,1.133387804031372,False,1e-06,injected,6
72,-0.7587133342801495,-5118.325804026706,6704.172043922558,0.575645923614502,False,1e-06,injected,6
73,-0.4758892619483616,-3290.943070947305,6906.271612714224,0.22647058963775635,False,1e-06,injected,6
