mass_MeV,signed_r,A_hat_window,sigma_A_window,raw_twice_delta_nll,null_feasible_fallback,diagonal_load_relative,lane,pair
74,-0.5035607388027528,-3519.6441192029715,6919.317075709837,0.2535734176635742,False,1e-06,injected,6
75,-0.6600173262287049,-4593.435526719789,6890.21964941729,0.4356228709220886,False,1e-06,injected,6
76,-0.7991632257678514,-5419.966289008525,6841.806779994803,0.6386618614196777,False,1e-06,injected,6
77,-0.6786494604576382,-4661.44685744499,6867.916569424027,0.46056509017944336,False,1e-06,injected,6
78,-0.30546460941562154,-2040.76418429449,6680.789337399462,0.09330862760543823,False,1e-06,injected,6
79,0.3268294416082761,2172.212829158518,6648.302757005699,0.10681748390197754,False,1e-06,injected,6
80,1.0028206265442101,6780.555071564472,6763.267335177604,1.005649209022522,False,1e-06,injected,6
60,-0.03147426244039711,-216.22149878892986,6775.258820515543,0.0009906291961669922,False,1e-06,background,7
61,-0.7309971494501688,-5125.48231652314,7015.006538863102,0.5343568325042725,False,1e-06,background,7
62,-0.7431516708965057,-5037.668369499105,6760.146601013949,0.5522744059562683,False,1e-06,background,7
63,-0.49204663879809446,-3275.3773645922465,6846.3741420737415,0.24210989475250244,False,1e-06,background,7
64,-0.2775328085810166,-1892.3171541253896,6815.305967726403,0.07702445983886719,False,1e-06,background,7
65,-0.4840124680907228,-3387.3685805565106,6964.038724289157,0.23426806926727295,False,1e-06,background,7
66,-0.33256801526235685,-2352.399458634708,7128.75782292594,0.11060148477554321,False,1e-06,background,7
67,-0.06975247625515231,-437.3549109870862,6950.018587306774,0.004865407943725586,False,1e-06,background,7
68,0.39349061808859265,2770.967764573485,7045.834422236084,0.15483486652374268,False,1e-06,background,7
69,0.7822325440748398,5447.681828869532,6968.574797254651,0.6118877530097961,False,1e-06,background,7
70,1.3072757061393094,8887.899282200562,6800.118797606299,1.70896977186203,False,1e-06,background,7
71,1.14549540247134,7847.534331715218,6850.302186773538,1.3121597170829773,False,1e-06,background,7
72,0.5676134596010419,3801.1819707439645,6701.554484347194,0.32218503952026367,False,1e-06,background,7
73,-0.2844036045988832,-1982.2580616092612,6904.616864756848,0.08088541030883789,False,1e-06,background,7
74,-1.3078460834890069,-9046.366744540575,6918.202597196867,1.7104613780975342,False,1e-06,background,7
75,-2.1880245124866478,-15075.188593877567,6890.886739781609,4.787451267242432,False,1e-06,background,7
76,-2.500520163304698,-17117.279400629737,6844.380457784363,6.252601087093353,False,1e-06,background,7
77,-2.0793337927433853,-14291.751622038484,6870.474062171379,4.323629021644592,False,1e-06,background,7
78,-1.081792701839316,-7232.48386856862,6682.9689123874305,1.1702754497528076,False,1e-06,background,7
79,-0.039911578916679236,-265.9953070709062,6651.768549918325,0.0015929341316223145,False,1e-06,background,7
80,1.0481535093448462,7090.551452804068,6766.509934431398,1.0986257791519165,False,1e-06,background,7
60,-1.6398213370919223,-11114.856465377496,6782.613473876953,2.6890140175819397,False,1e-06,injected,7
61,-2.523914669969587,-17719.92939243749,7022.6109030036,6.370145261287689,False,1e-06,injected,7
62,-2.0735289725254247,-14032.051432275706,6765.860536957913,4.299522399902344,False,1e-06,injected,7
63,-0.7698616828788635,-5273.2478075854615,6850.474793063033,0.5926870107650757,False,1e-06,injected,7
64,0.6906917349906714,4709.806470799068,6819.0139002971955,0.47705507278442383,False,1e-06,injected,7
65,1.4439673066189487,10057.760639381415,6967.238685697159,2.085041582584381,False,1e-06,injected,7
66,1.997817413190376,14149.403374433194,7131.908692749857,3.991274416446686,False,1e-06,injected,7
67,1.8944259142350082,13079.66276398157,6953.075175884745,3.5888495445251465,False,1e-06,injected,7
68,1.40314295105188,9941.527545258807,7048.933345533029,1.9688101410865784,False,1e-06,injected,7
69,0.6571107396724011,4576.085568212067,6972.006615630283,0.43179452419281006,False,1e-06,injected,7
70,0.18896279346231054,1283.3468392320026,6803.772593334287,0.035706937313079834,False,1e-06,injected,7
71,-0.5144630402208359,-3529.432410411535,6853.827066266558,0.2646722197532654,False,1e-06,injected,7
72,-1.185685126147971,-7961.59857032962,6704.844281245993,1.4058492183685303,False,1e-06,injected,7
73,-1.7184378427191942,-11886.031228024047,6907.5109299124315,2.953028619289398,False,1e-06,injected,7
74,-2.1819118375572386,-15109.293004606854,6919.973292420284,4.760739266872406,False,1e-06,injected,7
75,-2.497414790065977,-17184.065904509655,6891.547563899254,6.237080633640289,False,1e-06,injected,7
76,-2.3140181506927915,-15806.275260388282,6843.73351611782,5.354680001735687,False,1e-06,injected,7
77,-1.5616975058655926,-10731.31618921423,6869.055552450244,2.4388990998268127,False,1e-06,injected,7
78,-0.34107694828243407,-2280.707723317509,6681.092662861895,0.1163334846496582,False,1e-06,injected,7
79,0.805574021365275,5356.130869610701,6649.6453232036665,0.6489495038986206,False,1e-06,injected,7
80,1.881470086920554,12721.987614416106,6764.27861799726,3.539929687976837,False,1e-06,injected,7
60,-0.5366158732471836,-3639.1306286743184,6782.115788901583,0.2879565954208374,False,1e-06,background,8
61,-1.0574406893084747,-7282.464409548103,7012.909918406166,1.1181808114051819,False,1e-06,background,8
62,-0.8516331914555094,-6004.339908128092,6754.386860633848,0.7252790927886963,False,1e-06,background,8
63,-0.561191839080496,-3841.7104911621013,6844.643050000978,0.3149362802505493,False,1e-06,background,8
64,0.23790598852598452,1620.1099645758288,6812.428817222545,0.05659925937652588,False,1e-06,background,8
65,0.6157808329288722,4237.046398790054,6957.374404512357,0.3791860342025757,False,1e-06,background,8
66,0.9264300684344846,6596.858704414201,7122.739482567948,0.8582726716995239,False,1e-06,background,8
67,0.8575474119286025,5976.717497400824,6949.609423032914,0.7353875637054443,False,1e-06,background,8
68,0.5411011666107151,3812.5684994022718,7047.5812532556465,0.2927904725074768,False,1e-06,background,8
69,0.15327423764053075,1067.6921569185156,6968.353821680199,0.02349299192428589,False,1e-06,background,8
70,-0.2582660500264852,-1755.6523809899327,6800.149140034873,0.06670135259628296,False,1e-06,background,8
71,-0.9603557221169545,-6583.537981033525,6852.537071276288,0.9222831130027771,False,1e-06,background,8
72,-1.2227596933888887,-8234.729956186502,6702.452942222826,1.4951412677764893,False,1e-06,background,8
73,-1.0035558898141712,-6903.426764205909,6902.798416545761,1.007124423980713,False,1e-06,background,8
74,-0.8232481606697782,-5668.3977820489545,6916.564256731756,0.6777375340461731,False,1e-06,background,8
75,-0.518073712008896,-3593.7790948665797,6889.707127806729,0.2684003710746765,False,1e-06,background,8
76,-0.043105860346686356,-303.0571680379716,6843.518277212684,0.0018581151962280273,False,1e-06,background,8
77,0.34961858129900125,2350.0511236020347,6870.336144258747,0.12223315238952637,False,1e-06,background,8
78,0.49975925848792135,3495.5411901002817,6682.341257426214,0.24975931644439697,False,1e-06,background,8
79,0.46857309182051293,3110.082372276578,6649.942309312247,0.21956074237823486,False,1e-06,background,8
80,0.1189851841238442,794.5451660514132,6766.348717508365,0.014157474040985107,False,1e-06,background,8
60,-2.126333351318045,-14443.752281387537,6789.539882738334,4.521293520927429,False,1e-06,injected,8
61,-2.8106989391934154,-19771.66306272215,7020.458480002298,7.9000285267829895,False,1e-06,injected,8
62,-2.21958395906438,-15005.234160795824,6760.140212561101,4.926552951335907,False,1e-06,injected,8
63,-0.868583243303594,-5946.961724134232,6848.763309749191,0.7544368505477905,False,1e-06,injected,8
64,1.1870474957088424,8089.540669032258,6816.100413701418,1.409081757068634,False,1e-06,injected,8
65,2.5292706698087466,17604.223879061883,6960.590621434313,6.397210121154785,False,1e-06,injected,8
66,3.2461916912190394,23130.569891950614,7125.892083700451,10.537760496139526,False,1e-06,injected,8
67,2.8220774762753553,19617.43557388773,6952.673987913117,7.9641212821006775,False,1e-06,injected,8
68,1.5783735589410317,11122.973640658169,7050.699315492898,2.4912630915641785,False,1e-06,injected,8
69,0.040390334580224035,284.51530889848107,6971.761753682802,0.0016313791275024414,False,1e-06,injected,8
70,-1.375578866832391,-9360.57007684063,6803.770708299538,1.892217218875885,False,1e-06,injected,8
71,-2.6343310473521173,-18067.15577202413,6856.097885860483,6.939700067043304,False,1e-06,injected,8
72,-2.9887385298964744,-20070.34139710712,6705.703822695057,8.932558000087738,False,1e-06,injected,8
73,-2.455768230258335,-16873.024552054627,6905.737849824773,6.030797600746155,False,1e-06,injected,8
74,-1.6982384144772367,-11752.00661989015,6918.349265697877,2.8840137124061584,False,1e-06,injected,8
75,-0.8266060051528913,-5696.513341517478,6890.3648537639565,0.6832774877548218,False,1e-06,injected,8
76,0.15037199623361305,1030.725343771398,6842.851560542154,0.02261173725128174,False,1e-06,injected,8
77,0.8485287864850759,5929.946677970073,6868.914917574214,0.7200011014938354,False,1e-06,injected,8
78,1.2636510738211415,8465.782089018185,6680.468556354322,1.5968140363693237,False,1e-06,injected,8
79,1.313089919350207,8752.650068055464,6647.799108202544,1.7242051362991333,False,1e-06,injected,8
80,0.9531887533409619,6444.760416720227,6764.102907044041,0.908568799495697,False,1e-06,injected,8
60,-1.0617582873799514,-7203.867758248017,6784.7684535008375,1.1273306608200073,False,1e-06,background,9
61,-1.2811269468437303,-9005.296040992767,7019.5979247035575,1.6412862539291382,False,1e-06,background,9
62,-0.8039505185467993,-5434.681490399777,6756.419939493446,0.6463364362716675,False,1e-06,background,9
63,-0.21290868280102304,-1460.8837798282382,6843.171993429688,0.04533010721206665,False,1e-06,background,9
64,0.7983228582505962,5432.329985598926,6811.431175404298,0.6373193860054016,False,1e-06,background,9
65,1.4463656532052187,10061.30577199021,6958.198159229484,2.091973602771759,False,1e-06,background,9
66,2.18274998612885,15457.73820715965,7121.728860906966,4.764397501945496,False,1e-06,background,9
67,1.851982632385658,12864.525794511748,6949.408194818794,3.4298396706581116,False,1e-06,background,9
68,0.8477184782610999,5973.807529618071,7048.982741240264,0.7186266183853149,False,1e-06,background,9
69,-0.34090643289281214,-2375.8272168657277,6968.245985489933,0.11621719598770142,False,1e-06,background,9
70,-1.4349056758185348,-9755.478437569545,6799.9676551919165,2.0589542984962463,False,1e-06,background,9
71,-2.1515495371930164,-14741.842147921929,6850.763361039147,4.629165410995483,False,1e-06,background,9
72,-2.2550289326437802,-15158.391319982635,6703.548281554304,5.085155487060547,False,1e-06,background,9
73,-1.5522060815118661,-10724.425312703925,6904.864162624099,2.409343719482422,False,1e-06,background,9
74,-0.8124959652140278,-5622.6854303824,6917.822076870328,0.6601496934890747,False,1e-06,background,9
75,-0.1897464330084139,-1307.6173104402853,6890.058249010381,0.036003708839416504,False,1e-06,background,9
76,0.271462638588582,1856.4184699696689,6843.946799045368,0.0736919641494751,False,1e-06,background,9
77,0.7072767390013467,4858.415575698583,6869.406241621853,0.5002403855323792,False,1e-06,background,9
78,1.0000822212273026,6670.623621382252,6681.4502078428995,1.0001644492149353,False,1e-06,background,9
79,0.961285411842201,6410.349912043793,6650.671906909405,0.9240696430206299,False,1e-06,background,9
80,0.9046057550529347,6128.845064961939,6766.437846125347,0.8183115720748901,False,1e-06,background,9
60,-2.6303547330595003,-17870.86143747594,6792.035197998669,6.918766021728516,False,1e-06,injected,9
61,-3.011055938972635,-21169.82088204466,7027.12368567723,9.066457867622375,False,1e-06,injected,9
62,-2.0681671399053903,-13987.470318459329,6762.008175936296,4.277315318584442,False,1e-06,injected,9
63,-0.46761961380814493,-3210.055103656345,6847.163978723685,0.2186681032180786,False,1e-06,injected,9
64,1.7567751557468227,11959.761427255762,6815.05849338334,3.0862589478492737,False,1e-06,injected,9
65,3.3249478913289674,23146.180648242203,6961.366377992013,11.055278480052948,False,1e-06,injected,9
66,4.4182009783487945,31481.20734499227,7124.789415511419,19.520499885082245,False,1e-06,injected,9
67,3.73237177856617,25954.878408418128,6952.430852203546,13.930599093437195,False,1e-06,injected,9
68,1.8249218257726205,12870.436195350738,7052.089793255299,3.3303396701812744,False,1e-06,injected,9
69,-0.4727854276320361,-3298.4656757920857,6971.642514757051,0.22352606058120728,False,1e-06,injected,9
70,-2.53446812393935,-17245.85045501587,6803.558611517529,6.423528671264648,False,1e-06,injected,9
71,-3.7753330311178654,-25882.644729796375,6854.196748844116,14.25313949584961,False,1e-06,injected,9
72,-3.9631951348115297,-26631.954096168436,6706.745916754878,15.70691567659378,False,1e-06,injected,9
73,-2.9442321252946733,-20356.47567287442,6907.73480660327,8.668502807617188,False,1e-06,injected,9
74,-1.6553801465592881,-11462.222642952336,6919.527083134196,2.74028342962265,False,1e-06,injected,9
75,-0.4790756996162815,-3303.1784017719483,6890.697823581526,0.2295135259628296,False,1e-06,injected,9
76,0.4651584361482759,3180.788681184433,6843.277536545143,0.21637237071990967,False,1e-06,injected,9
77,1.2180559187081081,8364.796915722443,6868.008801092557,1.4836602210998535,False,1e-06,injected,9
78,1.7238094941702868,11522.840454396171,6679.613733803523,2.97151917219162,False,1e-06,injected,9
79,1.7908592863082449,11907.210327122744,6648.636645459599,3.207176983356476,False,1e-06,injected,9
80,1.7165652000507403,11628.40370356269,6764.261594655765,2.946596086025238,False,1e-06,injected,9
