dataset,mass_GeV,mass_MeV,provenance_class,archived_constant,archived_length,archived_lml,archived_length_lower,archived_length_upper,archived_n_train,geometry_closure_pass,selected_source,selected_source_sha256,selected_source_hash_ok,row_source,archived_branch_multiplicity,archived_interpolated,n_train,n_train_low,n_train_high,train_centers_sha256,train_counts_sha256,query_centers_sha256,fixed_lml,recorded_lml_difference,analytic_lml_difference,gradient_constant_log,gradient_length_log,gradient_infinity,prediction_closure_pass,prediction_mean_max_abs_difference,prediction_covariance_max_abs_difference,prediction_mean_sha256,prediction_covariance_sha256,polish_success,polish_status,polish_message,polish_warning_count,polish_lml_improvement,polish_constant_relative_movement,polish_length_relative_movement,coordinates_interior,length_lower,length_upper,covariance_ok,minimum_eigenvalue,maximum_diagonal,median_diagonal,jitter_relative_median_diagonal,nlpd_per_bin,mahalanobis_per_bin,poisson_deviance_per_bin,max_abs_marginal_standardized_residual,fixed_certificate_pass,source_count,reproducing_source_count,selected_matches_source_max,sources_json,source_reproduction_pass,archive_reuse_pass
2016,0.039,39,raw_single_source,79.01011823860603,0.3896811001359248,2360.806355552618,0.0394970657621359,0.5266275434951453,688,True,study_results/v4p1_2016_ls_upper_optimization_20260804/k12/raw_attempt_01/results_single.csv,0951a83e9615587519ac0aabbd2fbd036e90ca176378e9300b2ed30b829a830e,True,study_results/v4p1_2016_ls_upper_optimization_20260804/k12/raw_attempt_01/results_single.csv,1,False,688,20,668,dd6e2554360e136150fa2cef795e23618f4fbae6069e2582ec2359acd7a0a6f3,e72a12e0add7355bca380cfeb8bd47b9510c65156ca3e10c8280b1a7f372d468,6fa7c909ec1e7a02e7d9b91d814f2d3e8ed2971809db010af77cb4beeae40019,2360.806354470325,-1.082292783394223e-06,0.0,-0.0017320955844457666,0.026807804494648795,0.026807804494648795,True,4.511093720793724e-10,3.836930773104541e-13,d2eec42d1990c42e83a20f39305ea4da22910459c78f041fac37cc6141ab9662,c9ed3216499de1c52b023064c63bddf038693e6971cba66d5c97aa3f79b9e3e2,True,0,CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH,0,2.990335360664176e-06,4.81251158552296e-06,7.448664273091896e-05,True,0.03949706576213592,0.5266275434951456,True,30309.544593822913,231680.65418027565,193089.6338587458,0.0,,,,,False,1,1,True,,False,False
2016,0.04,40,raw_single_source,91.6192879765415,0.3983641065686693,2355.974935913487,0.0392473360607505,0.5232978141433406,688,True,study_results/v4p1_2016_ls_upper_optimization_20260804/k12/raw_attempt_01/results_single.csv,0951a83e9615587519ac0aabbd2fbd036e90ca176378e9300b2ed30b829a830e,True,study_results/v4p1_2016_ls_upper_optimization_20260804/k12/raw_attempt_01/results_single.csv,1,False,688,24,664,d42d0c78047c695731f2eb5f4add084af8b0abf9c74f98ee0657760bbf401810,d1adbc789515953d1929b221669c3bbc78cbf18a53981c221d8bada708eb2884,7f181fa1c063609ea25a5dd44399b00a2c9337fe62fa4eb5ee07b1387a80b27e,2355.9749333831614,-2.5303256734332535e-06,0.0,1.4868361952684117e-05,9.69001793990699e-05,9.69001793990699e-05,True,8.149072527885437e-10,4.689582056016661e-13,b7506deee966221b751570974649ae8a0c9dec354c7884134d58d9f7fbc6de72,762743439a1a3c711531b7c801eb63ce2634c30a8b37b00f3d795693525e62b9,True,0,CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH,0,5.92322521697497e-07,5.149616508309274e-08,3.359584417681213e-07,True,0.039247336060750676,0.5232978141433423,True,45825.13816710054,252166.66579428833,218314.89024852202,0.0,,,,,False,1,1,True,,False,False
2016,0.041,41,raw_single_source,94.773938066107,0.4085251693277789,2353.2473153407054,0.0390114952446454,0.5201532699286062,688,True,study_results/v4p1_2016_ls_upper_optimization_20260804/k12/raw_attempt_01/results_single.csv,0951a83e9615587519ac0aabbd2fbd036e90ca176378e9300b2ed30b829a830e,True,study_results/v4p1_2016_ls_upper_optimization_20260804/k12/raw_attempt_01/results_single.csv,1,False,688,28,660,ef57b69bdf0c42d002e6c320505abb4d4a438a5367d1ac2b7c0982b87b68672f,9bc64dd2b750617bb5cab0be75da9d16cc72f9a5ddd4d23fc96253e60fa2e80c,7dbc043409a41ecde3834467c1e03e6c3ee6b613466d00fb82c4c2039397cacd,2353.247311945179,-3.3955266189877875e-06,0.0,-0.0003696342080390043,0.00258138502231687,0.00258138502231687,True,4.3928594095632434e-10,4.121147867408581e-13,48eaa22d511ecc0bb69954e481fae6eab6cb29fc840b9ff21d155da8e298e8fd,5edc547378d6c7f01f65831dc8708c95c6cbbc3f152f569a563c7aeef29fc934,True,0,CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH,0,4.660476861317875e-06,1.9780968688217463e-06,1.3814379337732211e-05,True,0.0390114952446454,0.5201532699286053,True,64804.45862584535,269832.93137823883,232202.78664620506,0.0,,,,,False,1,1,True,,False,False
2016,0.042,42,raw_single_source,89.1903060395186,0.3970047868192475,2339.8741158889025,0.0387887651419872,0.5171835352264971,686,True,study_results/v4p1_2016_ls_upper_optimization_20260804/k12/raw_attempt_01/results_single.csv,0951a83e9615587519ac0aabbd2fbd036e90ca176378e9300b2ed30b829a830e,True,study_results/v4p1_2016_ls_upper_optimization_20260804/k12/raw_attempt_01/results_single.csv,1,False,686,31,655,0c1a9c7bf9263a903eaf3359a714c337a334bf4f377b195a6f6fa42747b39759,d7b9578a13bb43f1dad7b9246159b86573bd77fe6ab2c339b92f87db565357e1,2a1cd874ec1f130d7d422f9a69d8b4af051c33f8df5b17c0c0641f2d983249ec,2339.874115339512,-5.493902790476568e-07,0.0,-0.0013838812016536619,0.0066903166521988045,0.0066903166521988045,True,4.019966581836343e-10,3.694822225952521e-13,1095fc4821133de814312ac09c1ffa18f14412f85b1be47076c107fae4aceed3,538bb61a5e2a1b0cc318e61cebe8cff29fca0a78d660006e5b3a082a6d09f6c9,True,0,CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH,0,2.533479346311651e-06,4.8645601139387475e-12,1.9148319762768277e-11,True,0.03878876514198719,0.5171835352264958,True,80577.05194010198,294894.53194093367,267278.98609740054,0.0,,,,,True,1,1,True,,False,False
2016,0.043,43,repair_three_source,84.63272413615005,0.3927523635892367,2338.068284447671,0.0385784342846851,0.514379123795802,686,True,study_results/v4p1_2016_ls_upper_optimization_20260804/k12/repairs/m043_attempt_01/results_single.csv,6722a6939e61f15c06c8b1192c1c7112c94806946ec52f636f45325f851eabcf,True,study_results/v4p1_2016_ls_upper_optimization_20260804/k12/repairs/m043_attempt_01/results_single.csv,3,False,686,35,651,e21ef5208975fa0901f7c3054f17f5edaaaf60dd8fabf6747ddf23c48ebd7c36,962a9cbd5ee521a2ed028287638d4f5eba7773e1c93c1ee0c7993f70be2e7c3a,cee1735e0a33a759fe0aa522bf09085aba05f46958ebe12c1a36740c9b112d84,2338.068281849749,-2.597922048153123e-06,0.0,-6.095839433833303e-05,0.0005616487749967328,0.0005616487749967328,True,3.7834979593753815e-10,3.979039320256561e-13,c7f1d3b301da98690dff4cfd55e7b8fb54e2c56653e0a55559e58ec69d9fc79d,700dbeaf6ae37921bf4ac9c61acb095a56c3d55d548989e11de846848adaaa3e,True,0,CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH,0,3.124937393295113e-06,1.7824363679061134e-07,1.3187144281196957e-06,True,0.03857843428468507,0.5143791237958009,True,103189.89369251016,312713.37703925034,285653.15730409464,0.0,,,,,False,3,3,True,"[{""constant"": 84.63272413615005, ""length"": 0.3927523635892367, ""lml"": 2338.068284447671, ""source"": ""study_results/v4p1_2016_ls_upper_optimization_20260804/k12/repairs/m043_attempt_01/results_single.csv"", ""source_sha256"": ""6722a6939e61f15c06c8b1192c1c7112c94806946ec52f636f45325f851eabcf""}, {""constant"": 84.63198290450353, ""length"": 0.3927525881066026, ""lml"": 2338.068283669315, ""source"": ""study_results/v4p1_2016_ls_upper_optimization_20260804/k12/repairs/m043_attempt_02/results_single.csv"", ""source_sha256"": ""3ff8c2068a35ff2c804d573436da944ab4fe423344585dfa47b566ea62a933da""}, {""constant"": 84.63752862773148, ""length"": 0.3927552761187536, ""lml"": 2338.0682838758657, ""source"": ""study_results/v4p1_2016_ls_upper_optimization_20260804/k12/repairs/m043_attempt_03/results_single.csv"", ""source_sha256"": ""8850464eecd8fc811da690e8a52ebab640f7319b2d3acdcd79c408a443cc7a28""}]",True,False
2016,0.044,44,raw_single_source,82.39330433673354,0.3927840001720973,2336.445293997818,0.0383798503556107,0.5117313380748101,686,True,study_results/v4p1_2016_ls_upper_optimization_20260804/k12/raw_attempt_01/results_single.csv,0951a83e9615587519ac0aabbd2fbd036e90ca176378e9300b2ed30b829a830e,True,study_results/v4p1_2016_ls_upper_optimization_20260804/k12/raw_attempt_01/results_single.csv,1,False,686,39,647,5e5f4176298fe6c291f7e1685951d0b6a815f0792adc72fa2b4077142daf43d3,959e6e6a8ae976fa425628663cfaf0d34348b6037c65831bd3ac89a6230d2eeb,bb942fd4fc416f545dd5135a78e9044377c032165d8b35a9fabe55146918be6e,2336.4452933548637,-6.429545464925468e-07,0.0,0.0001077212714686663,-0.00013615572912932717,0.00013615572912932717,True,2.9103830456733704e-10,4.121147867408581e-13,e2b6d4523500a7c27891075253047578782b140f40dd829036da21244ce008d5,a0d0b6815d909901b1cd2b3696add94bf01dcca9ad3288a1250519de422b08bf,False,2,ABNORMAL_TERMINATION_IN_LNSRCH,0,2.2935182641958818e-06,3.65752275037985e-12,4.665218291327929e-12,True,0.03837985035561083,0.5117313380748111,True,126665.66115379351,328669.75983798044,305357.1223628321,0.0,,,,,False,1,1,True,,False,False
2016,0.045,45,raw_single_source,116.94678782878071,0.4373490654096554,2321.8090826286434,0.0381924136391077,0.5092321818547703,684,True,study_results/v4p1_2016_ls_upper_optimization_20260804/k12/raw_attempt_01/results_single.csv,0951a83e9615587519ac0aabbd2fbd036e90ca176378e9300b2ed30b829a830e,True,study_results/v4p1_2016_ls_upper_optimization_20260804/k12/raw_attempt_01/results_single.csv,1,False,684,42,642,ab9c9ce600ed4b268c3850d699f3f82e4e20ba935a7f3d0bd39282aaa4673663,3776227960bf54b8ccfdc01c09b3c5f1274f87698e7b8dbc6f50564799bef524,eb5e58ebb45de39809ee8d50d43a34a424bf385c94e91700cee286f42b6dd2e2,2321.809077113966,-5.514677468454465e-06,0.0,0.00014984558963167523,-0.002562428475506228,0.002562428475506228,True,1.0550138540565968e-09,4.263256414560601e-13,1c9822371b32294ffed761f7615cb9686dc806144f854c9cb3c2159eeebfa14f,b63d5df5f5c5e2aea93ec53f78c8a87fdcca19baf7f2db3c456cb22d928aa45c,True,0,CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH,0,4.909778908768203e-06,9.946821215891822e-07,1.70096450431348e-05,True,0.038192413639107844,0.5092321818547713,True,144460.88769320722,338761.7579792091,314083.89697120216,0.0,,,,,False,1,1,True,,False,False
2016,0.046,46,raw_single_source,79.07674038700547,0.383658441225713,2320.833227482355,0.0380155713227023,0.5068742843026985,684,True,study_results/v4p1_2016_ls_upper_optimization_20260804/k12/raw_attempt_01/results_single.csv,0951a83e9615587519ac0aabbd2fbd036e90ca176378e9300b2ed30b829a830e,True,study_results/v4p1_2016_ls_upper_optimization_20260804/k12/raw_attempt_01/results_single.csv,1,False,684,46,638,5e2b1cffcc85217ab519fb10548e6566c1737c4165989188442e5083267cdf4e,6d5c0b61df5708d682ffa3864504e526a7280c994bc134c3718c17634d55e2c3,995b31cd59ea0856850e8bf7e46c5617ac9a2bd44daa8fcbc838042e7e03f8c6,2320.833226724917,-7.574381015729159e-07,0.0,0.00010174410979369466,0.0003573783888929492,0.0003573783888929492,True,3.5288394428789616e-10,3.126388037344441e-13,51d9b8970ee5d8be2072df43f82e4b611dc47d60093cd4f60baab34f915adca9,06d21b1727528104af283961096df5238e3259c61fa99bd3411cc7116239923c,False,2,ABNORMAL_TERMINATION_IN_LNSRCH,0,3.184341039741412e-07,3.9347431680489195e-12,1.3821270798248987e-11,True,0.03801557132270237,0.5068742843026983,True,168177.94658619264,369145.3064273801,354086.606207518,0.0,,,,,False,1,1,True,,False,False
2016,0.047,47,raw_single_source,81.5805502186379,0.3860204342379199,2323.3980660222023,0.0378488125237264,0.504650833649686,684,True,study_results/v4p1_2016_ls_upper_optimization_20260804/k12/raw_attempt_01/results_single.csv,0951a83e9615587519ac0aabbd2fbd036e90ca176378e9300b2ed30b829a830e,True,study_results/v4p1_2016_ls_upper_optimization_20260804/k12/raw_attempt_01/results_single.csv,1,False,684,50,634,01b1eb5c10f367f6059b83d3ee120a1b8beb3ca89c94512919148d8fd36e7004,95c89af440317d9cd7d53e90ac60a51225e75a757b4aefd8bb5e82b8b9930013,f761867a45052bcc6272eb04d36e28acae63305649322ebcc422b130c582679b,2323.398066884558,8.623555913800374e-07,0.0,0.00021801628094231658,-0.0033616875639410028,0.0033616875639410028,True,4.0745362639427185e-10,3.410605131648481e-13,0d17595967d100b1008ae60c408d5e398f1c727aaa91158a495b4b179e540526,96afb5741ee10bf0df2fd70da4f321a2859c431ad761cdddaa07a4929ace6fd1,True,0,CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH,0,0.0,0.0,0.0,True,0.037848812523726336,0.5046508336496844,True,190748.27909619588,373074.11081525165,361126.59341720614,0.0,,,,,True,1,1,True,,False,False
2016,0.048,48,raw_single_source,82.44511366503036,0.3881165134534831,2325.7041260851383,0.0376916639355224,0.5025555191402997,684,True,study_results/v4p1_2016_ls_upper_optimization_20260804/k12/raw_attempt_01/results_single.csv,0951a83e9615587519ac0aabbd2fbd036e90ca176378e9300b2ed30b829a830e,True,study_results/v4p1_2016_ls_upper_optimization_20260804/k12/raw_attempt_01/results_single.csv,1,False,684,54,630,6c472030a9a02db200cce43beb41e0511cf63b4e0f1071c9bf37feeba4953378,68b066f10c578a7356adcb709af302163b2e92e9ce4a3cc1272afe58d06f21bc,0482388ca16c38f4ada29663444278ee3747bec84c409f5360c30e42445c10c3,2325.704125599297,-4.85841155750677e-07,0.0,3.613785968563514e-05,-0.00016866698549608544,0.00016866698549608544,True,2.510205376893282e-10,4.405364961712621e-13,04e17c64536a1cfb2ad48d8081ab8b7a4350672d889f7571d27f02ae9e7dec84,a2b212f6d2097e4854a7e1e56451b0d68727cfc1ab6642917f625abe13185720,True,0,CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH,0,1.925840479088947e-06,5.9480521929830356e-08,2.776146223238454e-07,True,0.03769166393552246,0.5025555191402995,True,212032.38139948118,377559.8755591616,366916.68930697575,0.0,,,,,True,1,1,True,,False,False
