model,source,support_deviance_per_ndf,support_pearson_per_ndf,support_rebin5_deviance_per_ndf,support_rebin5_pearson_per_ndf,primary_deviance_per_ndf,primary_pearson_per_ndf,pooled_heldout_deviance_per_bin,best_basin_repeats,minimum_normalized_bound_distance,strict_source_qualification_passed
knot_spline,one_pct,1.101637391037866,1.104226815517512,1.6033171102244248,1.6087562167672576,1.086137043934137,1.0860246451961653,1.1529063841672647,23,0.49992300790426447,False
knot_spline,ten_pct,2.693859671632254,2.708232575558377,9.330457370288606,9.395979997637122,2.6001564516612437,2.5998415513413504,3.1782569972839156,2,0.12499999987614811,False
regional_blend,one_pct,1.4257016654528203,1.4296486683224379,3.258424804285214,3.266441096329146,1.4974287718768724,1.4974256697297414,1715.005251795182,10,0.0,False
regional_blend,ten_pct,6.333986758198513,6.3485384606554005,27.63628417554925,27.704327816375624,7.193194488525842,7.1881877546984505,8.168179912293617,1,0.0,False
