model,source,mass_GeV,mass_MeV,z,sigmaA_diagonal_poisson,injected_amplitude,refit_absorption_fraction,z_times_abs_absorption,gap_projection_amplitude,gap_abs_shift_sigmaA,tangent_absorption_fraction,tangent_solver_absorption_spread,refit_best_basin_repeats,gap_best_basin_repeats,refit_optimizer_success,gap_optimizer_success,refit_constraints_feasible,gap_constraints_feasible,refit_failure,gap_failure
knot_spline,one_pct,0.13499999999999995,134.99999999999994,3.0,842.5159000742159,2527.5477002226476,0.13901407838706692,0.41704223516120076,-8.29102671599116,0.009840795544939647,0.13900730626123456,0.0,4,4,True,True,True,True,,
knot_spline,one_pct,0.13499999999999995,134.99999999999994,5.0,842.5159000742159,4212.579500371079,0.1390191434223978,0.6950957171119889,-8.29102671599116,0.009840795544939647,0.13900730626123456,0.0,4,4,True,True,True,True,,
knot_spline,one_pct,0.13999999999999996,139.99999999999997,1.0,804.6180788113952,804.6180788113952,0.13859268740643324,0.13859268740643324,156.08853181145852,0.19399083356669908,0.1385922970225166,0.0,4,4,True,True,True,True,,
knot_spline,one_pct,0.13999999999999996,139.99999999999997,3.0,804.6180788113952,2413.8542364341856,0.1385972288633625,0.41579168659008753,156.08853181145852,0.19399083356669908,0.1385922970225166,0.0,4,4,True,True,True,True,,
knot_spline,one_pct,0.13999999999999996,139.99999999999997,5.0,804.6180788113952,4023.090394056976,0.138600258351199,0.6930012917559949,156.08853181145852,0.19399083356669908,0.1385922970225166,0.0,4,4,True,True,True,True,,
knot_spline,one_pct,0.14499999999999996,144.99999999999997,1.0,767.5505552206337,767.5505552206337,0.1423090092704298,0.1423090092704298,165.28104759752136,0.21533571498754378,0.14230861568210898,0.0,4,4,True,True,True,True,,
knot_spline,one_pct,0.14499999999999996,144.99999999999997,3.0,767.5505552206337,2302.651665661901,0.14231117060134713,0.4269335118040414,165.28104759752136,0.21533571498754378,0.14230861568210898,0.0,4,4,True,True,True,True,,
knot_spline,one_pct,0.14499999999999996,144.99999999999997,5.0,767.5505552206337,3837.7527761031683,0.14231245347981195,0.7115622673990597,165.28104759752136,0.21533571498754378,0.14230861568210898,0.0,4,4,True,True,True,True,,
knot_spline,one_pct,0.14999999999999997,149.99999999999997,1.0,731.5087078119333,731.5087078119333,0.14941538183956743,0.14941538183956743,332.05366098322247,0.4539298814042164,0.14941483136485223,0.0,3,4,True,True,True,True,,
knot_spline,one_pct,0.14999999999999997,149.99999999999997,3.0,731.5087078119333,2194.5261234358,0.1494146094774569,0.44824382843237076,332.05366098322247,0.4539298814042164,0.14941483136485223,0.0,3,4,True,True,True,True,,
knot_spline,one_pct,0.14999999999999997,149.99999999999997,5.0,731.5087078119333,3657.5435390596663,0.14941524046672144,0.7470762023336073,332.05366098322247,0.4539298814042164,0.14941483136485223,0.0,4,4,True,True,True,True,,
knot_spline,one_pct,0.15499999999999994,154.99999999999994,1.0,696.6311383385497,696.6311383385497,0.15878792328209526,0.15878792328209526,485.00429017376524,0.6962139121867134,0.15878792080250068,0.0,4,3,True,True,True,True,,
