dataset,mass_GeV,toy,strength,inj_nsigma,sigmaA_ref,sigmaA_ref_prefit,sigmaA_ref_matched,sigmaA_ref_mode,sigmaA_ref_matched_ok,sigmaA_ref_error,integral_density,A_per_eps2_unit,sigma_val,sigma_x,kernel_ls_policy,kernel_ls_res_lower_factor,kernel_ls_res_upper_factor,ls_lo,ls_hi,ls_init,initial_ls_opt,initial_const_opt,refit_ls_opt,refit_const_opt,ls_opt,const_opt,f_win,f_full,f_train,f_train_frac,n_train,n_train_low,n_train_high,n_blind,blind_nsigma,train_exclude_nsigma,signal_model,inj_shape_mode,inj_background_mode,extract_background_mode,A_hat,sigma_A,Zhat,pull_param,Nsig_win,Nsig_train,success,nll,toy_mode,refit_gp_on_toy,refit_ok,refit_restarts,refit_optimize,refit_kernel_lock_mode,refit_lock_const_opt,refit_lock_ls_opt,refit_tail_alpha_scale,refit_tail_alpha_threshold,refit_tail_alpha_n_bins,refit_tail_alpha_max,refit_tail_alpha_mean,refit_fallback_used,refit_error,nuisance_beta0,nuisance_beta1,nuisance_beta2,nuisance_pull_norm,profiled_background_shift_blind_counts,profiled_background_abs_shift_blind_counts,profile_shift_abs_fraction_observed,profiled_total_blind_counts,gpr_background_blind_counts,source_model,source_label,source_root,container,function_tag,toy_hist,toy_index,injection_toy
2021,0.06,0,0.0,0.0,9434.05759164479,15847.181957131355,9434.05759164479,matched_refit_bonly,1.0,,195797760.00000003,379219509.91589063,0.00165992,0.027289562797501166,resolution_scaled_local,1.1,9.0,0.030018519077251286,0.2456060651775105,0.08586460477414265,0.08364556974386309,20.396492831427185,0.08586460477414264,1.0,0.08586460477414264,1.0,0.9761256344476862,1.0,0.02387436555231387,0.02387436555231387,1588,90,1498,12,2.25,2.25,default,full,fixed_hist,majd_phi_beta_profiled,3634.306873225562,8367.50091488127,0.4343359995051917,0.4343359995051917,0,0,True,0.37563722150387197,full_refit,True,1.0,0,True,none,,,0.0,0.0,0,1.0,1.0,False,,0.001916287464599218,-0.0034023050224075485,-0.0003693862218568737,0.05145629913924307,2809.9269961845857,2809.9269961845857,0.001915121123438274,1467092.7160568442,1460735.2489582547,functional_form,fSigPowExpQ,/Users/emryspeets/Desktop/gp_mods/funcform_studies/func_form_inputs/funcform_2021_dataset_mod_toys_2.root,fSigPowExpQ,fSigPowExpQ,fSigPowExpQ_toy_0,0,0
2021,0.06,0,9434.05759164479,1.0,9434.05759164479,15847.181957131355,9434.05759164479,matched_refit_bonly,1.0,,195797760.00000003,379219509.91589063,0.00165992,0.027289562797501166,resolution_scaled_local,1.1,9.0,0.030018519077251286,0.2456060651775105,0.08586460477414265,0.08364556974386309,20.396492831427185,0.08586460477414264,1.0,0.08586460477414264,1.0,0.9761256344476862,1.0,0.02387436555231387,0.02387436555231387,1588,90,1498,12,2.25,2.25,default,full,fixed_hist,majd_phi_beta_profiled,11018.845704422292,8391.319201311928,1.313124365796926,0.18886042525110122,9021,221,True,0.362301752969834,full_refit,True,1.0,0,True,none,,,0.0,0.0,0,1.0,1.0,False,,0.0011113594164215226,-0.004731495960389274,-0.0003360460487500476,0.0524442383752076,1638.799584738983,1638.799584738983,0.0011101075389780633,1476098.8885776512,1463704.3112388018,functional_form,fSigPowExpQ,/Users/emryspeets/Desktop/gp_mods/funcform_studies/func_form_inputs/funcform_2021_dataset_mod_toys_2.root,fSigPowExpQ,fSigPowExpQ,fSigPowExpQ_toy_0,0,0
2021,0.06,0,18868.11518328958,2.0,9434.05759164479,15847.181957131355,9434.05759164479,matched_refit_bonly,1.0,,195797760.00000003,379219509.91589063,0.00165992,0.027289562797501166,resolution_scaled_local,1.1,9.0,0.030018519077251286,0.2456060651775105,0.08586460477414265,0.08364556974386309,20.396492831427185,0.08586460477414264,1.0,0.08586460477414264,1.0,0.9761256344476862,1.0,0.02387436555231387,0.02387436555231387,1588,90,1498,12,2.25,2.25,default,full,fixed_hist,majd_phi_beta_profiled,18701.280889070626,8411.895373182902,2.2231946617750684,-0.019833139478983876,18166,443,True,0.32944320988630954,full_refit,True,1.0,0,True,none,,,0.0,0.0,0,1.0,1.0,False,,0.0004705890999731432,-0.0029166075176172567,-0.0002646695351100135,0.03082510159395199,697.1023379295366,697.1023379295366,0.0004693034041580348,1485252.139882101,1466300.237871343,functional_form,fSigPowExpQ,/Users/emryspeets/Desktop/gp_mods/funcform_studies/func_form_inputs/funcform_2021_dataset_mod_toys_2.root,fSigPowExpQ,fSigPowExpQ,fSigPowExpQ_toy_0,0,0
2021,0.06,0,28302.17277493437,3.0,9434.05759164479,15847.181957131355,9434.05759164479,matched_refit_bonly,1.0,,195797760.00000003,379219509.91589063,0.00165992,0.027289562797501166,resolution_scaled_local,1.1,9.0,0.030018519077251286,0.2456060651775105,0.08586460477414265,0.08364556974386309,20.396492831427185,0.08586460477414264,1.0,0.08586460477414264,1.0,0.9761256344476862,1.0,0.02387436555231387,0.02387436555231387,1588,90,1498,12,2.25,2.25,default,full,fixed_hist,majd_phi_beta_profiled,26666.48637331098,8433.789585541006,3.161862897199657,-0.19394441668637663,27446,686,True,0.3368745647955352,full_refit,True,1.0,0,True,none,,,0.0,0.0,0,1.0,1.0,False,,-0.0003847173863587746,-0.003985230775662653,-0.0002859478420205156,0.040745372550526765,-555.6266571092274,555.6266571092274,0.0003717366931936025,1494525.8952559168,1469051.680983387,functional_form,fSigPowExpQ,/Users/emryspeets/Desktop/gp_mods/funcform_studies/func_form_inputs/funcform_2021_dataset_mod_toys_2.root,fSigPowExpQ,fSigPowExpQ,fSigPowExpQ_toy_0,0,0
2021,0.06,0,47170.287958223955,5.0,9434.05759164479,15847.181957131355,9434.05759164479,matched_refit_bonly,1.0,,195797760.00000003,379219509.91589063,0.00165992,0.027289562797501166,resolution_scaled_local,1.1,9.0,0.030018519077251286,0.2456060651775105,0.08586460477414265,0.08364556974386309,20.396492831427185,0.08586460477414264,1.0,0.08586460477414264,1.0,0.9761256344476862,1.0,0.02387436555231387,0.02387436555231387,1588,90,1498,12,2.25,2.25,default,full,fixed_hist,majd_phi_beta_profiled,42709.000716715185,8474.381301537935,5.039778031815058,-0.5264440060891682,46218,1101,True,0.288466824228103,full_refit,True,1.0,0,True,none,,,0.0,0.0,0,1.0,1.0,False,,-0.0016816266688352325,-0.003253433715816828,-0.00025847033223952486,0.046904892876519534,-2469.107390194564,2469.107390194564,0.0016314429880039405,1513330.4113391154,1474110.1683080797,functional_form,fSigPowExpQ,/Users/emryspeets/Desktop/gp_mods/funcform_studies/func_form_inputs/funcform_2021_dataset_mod_toys_2.root,fSigPowExpQ,fSigPowExpQ,fSigPowExpQ_toy_0,0,0
2021,0.105,0,0.0,0.0,3885.648533331082,2545.0167490047156,3885.648533331082,matched_refit_bonly,1.0,,43074666.66666671,145996662.4258953,0.0021205175,0.019994182244344127,resolution_scaled_local,1.1,9.0,0.021993600468778542,0.17994764019909715,0.06291022574938399,0.08466220337748345,20.579398200946645,0.06291022574938399,1.0,0.06291022574938399,1.0,0.9816220990116901,1.0,0.018377900988309936,0.018377900988309936,1584,160,1424,16,2.25,2.25,default,full,fixed_hist,majd_phi_beta_profiled,11386.174725709185,3400.5021580357215,3.3483803851741523,3.3483803851741523,0,0,True,1.5013389889358713,full_refit,True,1.0,0,True,none,,,0.0,0.0,0,1.0,1.0,False,,-0.0029333169843832533,-0.01876390098152088,-0.002018761576481816,0.19820927930239332,-1178.8527604913324,1178.8527604913324,0.002731101752597842,431375.31090098503,421377.2429275118,functional_form,fSigPowExpQ,/Users/emryspeets/Desktop/gp_mods/funcform_studies/func_form_inputs/funcform_2021_dataset_mod_toys_2.root,fSigPowExpQ,fSigPowExpQ,fSigPowExpQ_toy_0,0,0
2021,0.105,0,3885.648533331082,1.0,3885.648533331082,2545.0167490047156,3885.648533331082,matched_refit_bonly,1.0,,43074666.66666671,145996662.4258953,0.0021205175,0.019994182244344127,resolution_scaled_local,1.1,9.0,0.021993600468778542,0.17994764019909715,0.06291022574938399,0.08466220337748345,20.579398200946645,0.06291022574938399,1.0,0.06291022574938399,1.0,0.9816220990116901,1.0,0.018377900988309936,0.018377900988309936,1584,160,1424,16,2.25,2.25,default,full,fixed_hist,majd_phi_beta_profiled,14683.854226606105,3412.5217327993973,4.302933541923697,3.1642892086190235,3736,77,True,1.4387942509355225,full_refit,True,1.0,0,True,none,,,0.0,0.0,0,1.0,1.0,False,,-0.004231451048641796,-0.017966630516249953,-0.0019777973624539296,0.20013308766330437,-1730.729658642802,1730.729658642802,0.003975252789870829,435119.16153378517,422435.89538492524,functional_form,fSigPowExpQ,/Users/emryspeets/Desktop/gp_mods/funcform_studies/func_form_inputs/funcform_2021_dataset_mod_toys_2.root,fSigPowExpQ,fSigPowExpQ,fSigPowExpQ_toy_0,0,0
2021,0.105,0,7771.297066662164,2.0,3885.648533331082,2545.0167490047156,3885.648533331082,matched_refit_bonly,1.0,,43074666.66666671,145996662.4258953,0.0021205175,0.019994182244344127,resolution_scaled_local,1.1,9.0,0.021993600468778542,0.17994764019909715,0.06291022574938399,0.08466220337748345,20.579398200946645,0.06291022574938399,1.0,0.06291022574938399,1.0,0.9816220990116901,1.0,0.018377900988309936,0.018377900988309936,1584,160,1424,16,2.25,2.25,default,full,fixed_hist,majd_phi_beta_profiled,18073.36655957649,3421.390119085559,5.282462955264216,3.0110771161248864,7620,139,True,1.312008499910111,full_refit,True,1.0,0,True,none,,,0.0,0.0,0,1.0,1.0,False,,-0.004662482024912273,-0.019762361657031085,-0.0018602990157235457,0.219752873920322,-1910.166017562955,1910.166017562955,0.004348599958027034,439011.5400882007,423180.4900873445,functional_form,fSigPowExpQ,/Users/emryspeets/Desktop/gp_mods/funcform_studies/func_form_inputs/funcform_2021_dataset_mod_toys_2.root,fSigPowExpQ,fSigPowExpQ,fSigPowExpQ_toy_0,0,0
2021,0.105,0,11656.945599993247,3.0,3885.648533331082,2545.0167490047156,3885.648533331082,matched_refit_bonly,1.0,,43074666.66666671,145996662.4258953,0.0021205175,0.019994182244344127,resolution_scaled_local,1.1,9.0,0.021993600468778542,0.17994764019909715,0.06291022574938399,0.08466220337748345,20.579398200946645,0.06291022574938399,1.0,0.06291022574938399,1.0,0.9816220990116901,1.0,0.018377900988309936,0.018377900988309936,1584,160,1424,16,2.25,2.25,default,full,fixed_hist,majd_phi_beta_profiled,21161.07690036574,3434.055608966834,6.162124120853197,2.767611355959345,11273,223,True,1.5282958273602776,full_refit,True,1.0,0,True,none,,,0.0,0.0,0,1.0,1.0,False,,-0.005900830044249076,-0.025434956833898653,-0.0019833459440779196,0.28148935246443013,-2421.1814678398587,2421.1814678398587,0.005466494475980291,442646.1972656026,424295.19800915767,functional_form,fSigPowExpQ,/Users/emryspeets/Desktop/gp_mods/funcform_studies/func_form_inputs/funcform_2021_dataset_mod_toys_2.root,fSigPowExpQ,fSigPowExpQ,fSigPowExpQ_toy_0,0,0
2021,0.105,0,19428.24266665541,5.0,3885.648533331082,2545.0167490047156,3885.648533331082,matched_refit_bonly,1.0,,43074666.66666671,145996662.4258953,0.0021205175,0.019994182244344127,resolution_scaled_local,1.1,9.0,0.021993600468778542,0.17994764019909715,0.06291022574938399,0.08466220337748345,20.579398200946645,0.06291022574938399,1.0,0.06291022574938399,1.0,0.9816220990116901,1.0,0.018377900988309936,0.018377900988309936,1584,160,1424,16,2.25,2.25,default,full,fixed_hist,majd_phi_beta_profiled,28280.53804157964,3454.285768645724,8.187086979971323,2.562699199723372,19262,366,True,1.3247083773005561,full_refit,True,1.0,0,True,none,,,0.0,0.0,0,1.0,1.0,False,,-0.007616676982258124,-0.022194912245458748,-0.0017089484935541958,0.2700430505645147,-3167.2936660271807,3167.2936660271807,0.00702435044871653,450636.96582655446,426043.45837902627,functional_form,fSigPowExpQ,/Users/emryspeets/Desktop/gp_mods/funcform_studies/func_form_inputs/funcform_2021_dataset_mod_toys_2.root,fSigPowExpQ,fSigPowExpQ,fSigPowExpQ_toy_0,0,0
