mass_MeV,A90,Ahat,Ahat_bounded,sigma_A,signed_r,Z0,p0_fixed_mass,p_signed,cls,q_obs,q_asimov,cls_branch,max_score,max_iterations,boundary_fits,min_lambda,min_background,n_profiles,n_cls_evaluations,monotonicity_error,nll_null,nll_free,n_bins,nuisance_rank,zero_bins,ok,status,calibration,cov_load,cov_load_over_poisson,prior_relative_error,feature_rank,density_observed,K_counts_per_epsilon2,branching_factor,epsilon2_90,epsilon2_90_fixed_density
50,41957.417487008097,18740.944294963974,18740.944294963974,17034.236754140162,1.1001973314019748,1.1001973314019748,0.13562307653650901,0.13562307653650901,0.10000000000020284,1.8575592785656831,6.0705120768824603,interior,1.9307066145834995e-07,3,0,1019916.8687341579,1019061.5480650179,18,8,0,0.92593381915286221,0.32071673514084881,15,7,0,True,converged,fixed-mass asymptotic reference,1e-10,7.41633735143194e-10,7.6480773804979175e-14,25,4326222530.882061,6661299140.596921,1,6.2986838755372692e-06,6.2986838755372692e-06
51,33811.591626421032,7358.3599283124076,7358.3599283124076,17582.543680252122,0.41850480031453891,0.41850480031453891,0.33778903879753064,0.33778903879753064,0.099999998912215005,2.2635286502494716,3.6984719712734746,interior,1.5023661603663641e-07,2,0,1410630.6833376442,1409664.1851742503,20,9,0,0.17552030119758488,0.087947167254428832,14,7,0,True,converged,fixed-mass asymptotic reference,1e-10,4.3354699144653938e-10,2.2271174763555241e-14,26,5058448691.9001436,7944518913.9594851,1,4.2559646458906348e-06,4.2559646458906348e-06
52,31470.203888967801,-1037.5572161185576,0,19514.990545059645,-0.053167179205245482,0,0.5,0.52120064709330127,0.1000000000006885,2.7719736323053432,2.6004438530237386,deficit,9.1201353136227681e-08,2,0,1634366.0230791552,1633722.4889020114,22,10,0,0.055342203705352047,0.053928829233030703,15,7,0,True,converged,fixed-mass asymptotic reference,1e-10,5.6004245694591844e-10,7.3798648620803293e-14,26,5824497721.5715809,9326998379.2468128,1,3.3740977117559154e-06,3.3740977117559154e-06
53,29748.443435797941,-4848.3334414441351,0,19804.636248681109,-0.2448076535473819,0,0.5,0.59669731623064504,0.099999999999854677,2.9916769249790449,2.2560775870001915,deficit,5.7327139701968122e-08,2,0,2130557.6215827633,2129695.7417696407,24,11,0,0.073333902808627588,0.043368509190940104,14,7,0,True,converged,fixed-mass asymptotic reference,1e-10,3.3786854990013024e-10,5.371088037930954e-14,26,6625471786.6828518,10813661145.688242,1,2.7510056987183857e-06,2.7510056987183857e-06
54,29461.493206867006,-7104.5498181077273,0,20376.273813137177,-0.3486670043434088,0,0.5,0.63633034087071771,0.099999999608199164,3.0987337659957306,2.0902935846395763,deficit,2.9141106416830098e-08,2,0,2681641.9952709232,2680493.7925306917,22,10,0,0.09132495374081584,0.030540613781912515,14,7,0,True,converged,fixed-mass asymptotic reference,1e-10,2.769377425604834e-10,6.8034219651214427e-14,26,7430809268.3105898,12356911944.026228,1,2.3842116331588607e-06,2.3842116331588607e-06
55,28993.747606700075,-10065.330313131144,0,21025.036429425985,-0.47872951794600022,0,0.5,0.68393446815055114,0.10000000044519319,3.221954789687274,1.9013386117114521,deficit,2.26984950835174e-08,2,0,2973337.2582887821,2972511.3965434572,18,8,0,0.18133101742533009,0.066740041748925227,15,7,0,True,converged,fixed-mass asymptotic reference,1e-10,2.9974229094875213e-10,3.9314340180516574e-14,26,8260829736.9448195,13991569642.562836,1,2.0722298031880638e-06,2.0722298031880638e-06
56,31445.993347001575,-5612.2592931790978,0,21098.819926739525,-0.26599824677370176,0,0.5,0.60487972036448878,0.10000000136976567,3.0141594665477847,2.2211444455827936,deficit,2.09284614083316e-08,2,0,3581582.8021960189,3580504.5328454217,20,9,0,0.062709501374745291,0.027331967731403714,14,6,0,True,converged,fixed-mass asymptotic reference,1e-10,1.9813408809004949e-10,6.7770489748335308e-14,26,9084865296.0722141,15667027193.361946,1,2.0071448755974018e-06,2.0071448755974018e-06
57,34898.899614844187,-2606.2092039856611,0,22165.38996276274,-0.11758004329018241,0,0.5,0.54679979080541186,0.10000000000013543,2.8491791540900357,2.4788412741588446,deficit,4.0462058148449387e-08,2,0,3895226.8935205857,3894440.4813906983,22,10,0,0.038605063115299723,0.031692529825239138,15,7,0,True,converged,fixed-mass asymptotic reference,1e-10,2.3129052168403387e-10,6.9647507975167257e-14,26,9905624796.8132343,17387486566.300827,1,2.0071273373394126e-06,2.0071273373394126e-06
58,37056.711998528452,93.720860484527094,93.720860484527094,22493.717318789259,0.0041665354151784271,0.0041665354151784271,0.498337797669407,0.498337797669407,0.10000000000227038,2.7002454542967902,2.7139708636189126,interior,1.2760160905678219e-07,2,0,4535880.6841574796,4534836.2023818064,22,10,0,0.031704270892555078,0.03169559088387211,15,6,0,True,converged,fixed-mass asymptotic reference,1e-10,1.9685517787845279e-10,6.6382081545329006e-14,26,10724657908.985699,19155412982.743111,1,1.9345295260359261e-06,1.9345295260359261e-06
59,40664.861263896935,3754.9099207410982,3754.9099207410982,23277.198436403589,0.1613129424424303,0.1613129424424303,0.43592346508126384,0.43592346508126384,0.10000000000013702,2.5143033855045855,3.0519950518410908,interior,2.3054503417441197e-08,2,0,4860672.621106891,4859885.8236977858,22,10,0,0.028331030035220257,0.015320097335502842,15,6,0,True,converged,fixed-mass asymptotic reference,1e-10,1.8960448054869687e-10,8.9537522824141359e-14,26,11518039306.683477,20927176919.123516,1,1.9431603900063976e-06,1.9431603900063976e-06
