scenario,background_toy_index,mass_GeV,inj_nsigma,strength,role,attempt,optimizer_seed,optimizer_restarts,fit_ok,refit_fallback_used,error,gp_lml,gp_ls,gp_const,gp_const_lo,gp_const_hi,gp_ls_lo,gp_ls_hi,gp_ls_init,gp_const_init,sigma_A,sigmaA_reference,A_hat,Zhat,pull,amplitude_nll,n_blind,integral_density,A_per_eps2_unit,optimizer_warning_count,optimizer_warnings,n_train,n_train_low,n_train_high,train_domain_lo,train_domain_hi,bin_width_median,n_zero_train,min_y_train,max_y_train,training_counts_sha256,ls_at_lower,ls_at_upper,const_at_lower,const_at_upper,covariance_valid,covariance_min_eigenvalue,covariance_min_eigenvalue_relative,signal_seed,reference_attempt_selected,reference_gp_lml,reference_gp_ls,reference_gp_const,Nsig_full,Nsig_win,Nsig_train,signal_counts_sha256
2016_full,23,0.044,0.0,0.0,reference_bonly,0,4086228285,12,True,False,,2214.4927506383524,0.20101110514469064,35.15173164347371,1e-08,1e+18,0.038379850355610756,0.5117313380748101,0.14014339862293787,1.0,15040.046149988806,15047.203261054541,-6952.94836813365,-0.46229568039848234,-0.46229568039848234,-81957110.35694548,34,860452214.6919184,1136564494.9367712,0,,674,27,647,0.033,0.21,0.0002500000000000002,0,690.0,354382.0,397ca8bcfd1824536542912ede7ec8ebf1d816787699489621c921b8b68b4f36,False,False,False,False,True,-0.010569233775338686,-9.585867041404836e-09,,,,,,,,,
2016_full,23,0.044,2.0,30080.092299977612,injected_refit,0,1492478178,12,True,False,,2214.5756802933806,0.20106220181928702,35.188390219199846,1e-08,1e+18,0.038379850355610756,0.5117313380748101,0.14014339862293787,1.0,15067.26545239217,15040.046149988806,22133.8190846277,1.4690004071783045,-0.5273865546775984,-82314563.9999139,34,860452214.6919184,1136564494.9367712,0,,674,27,647,0.033,0.21,0.0002500000000000002,0,690.0,354382.0,08e8d098e49532d8f2a2dde29ed9019a26215c1289cd389dd2610c3b520be54e,False,False,False,False,True,-0.014947560584916125,-1.353468217602283e-08,621834124.0,0.0,2214.4927506383524,0.20101110514469064,35.15173164347371,29935.0,29134.0,801.0,b8414e693c9f109d7ba0715538d6802acfa05627260f933a3792ffef6ae8f726
2016_full,23,0.044,5.0,75200.23074994404,injected_refit,0,1660178040,12,True,False,,2214.837904986651,0.2010953315373136,35.25374729221289,1e-08,1e+18,0.038379850355610756,0.5117313380748101,0.14014339862293787,1.0,15116.388093991774,15040.046149988806,65120.76104507459,4.307957737004501,-0.6667908790245782,-82855167.41055647,34,860452214.6919184,1136564494.9367712,0,,674,27,647,0.033,0.21,0.0002500000000000002,0,690.0,354382.0,8c99bf2857bd364e0d36ed19f881a5e1b3fc94f73cadba4c45f480febf5e4fb1,False,False,False,False,True,-0.013729697650810198,-1.2387506693902628e-08,1798382592.0,0.0,2214.4927506383524,0.20101110514469064,35.15173164347371,75092.0,73175.0,1917.0,56e2a3c63c2264d1f421c40ee0e1ba2a9cb38059a3c4c82bf861c9f4d1cb8aec
2016_full,23,0.049,0.0,0.0,reference_bonly,0,1254530436,12,True,False,,2193.9013037005343,0.20141309396122994,35.16997733752466,1e-08,1e+18,0.037543686005039725,0.5005824800671963,0.1370901581123418,1.0,15493.219194034962,15485.706515825206,20289.17398132299,1.3095518579595464,1.3095518579595464,-128912136.35288219,38,1181877453.324214,1738533964.15094,0,,670,45,625,0.033,0.21,0.0002500000000000002,0,690.0,354382.0,84e0ad0efaf3002b41e740affe7ceaa5d583335b39f712b284c814704bb59ad6,False,False,False,False,True,-0.02771913920470209,-2.463773525159826e-08,,,,,,,,,
2016_full,23,0.049,2.0,30985.60595942961,injected_refit,0,1361805501,12,True,False,,2193.8260965501368,0.2015861940985174,35.15776057588262,1e-08,1e+18,0.037543686005039725,0.5005824800671963,0.1370901581123418,1.0,15486.436573824145,15492.802979714805,50661.1363533924,3.271323013004946,1.2705008218106957,-129291065.19690567,38,1181877453.324214,1738533964.15094,0,,670,45,625,0.033,0.21,0.0002500000000000002,0,690.0,354382.0,0d846e6324c07fc105d16e56d3daa544adab6a70ac2ca2c0a1066a151d62570b,False,False,False,False,True,-0.031317213253189743,-2.792581566483728e-08,1023517863.0,1.0,2193.901304094368,0.20141733521815622,35.179456185617255,30789.0,30084.0,705.0,15a2745ff526697ccba92f485caa379776ed7d66bb944b21c55f083efb2a53c8
2016_full,23,0.049,5.0,77464.01489857402,injected_refit,0,1137755257,12,True,False,,2193.7201894180153,0.20181605319693333,35.12529854752606,1e-08,1e+18,0.037543686005039725,0.5005824800671963,0.1370901581123418,1.0,15480.948056246352,15492.802979714805,94918.5912575292,6.131316435703099,1.1274875605510797,-129865442.2313613,38,1181877453.324214,1738533964.15094,0,,670,45,625,0.033,0.21,0.0002500000000000002,0,690.0,354382.0,590d26ef46d87b7287d4576fba398f0ddd7bad25fc76f5aeae6fb3d89d1f4471,False,False,False,False,True,-0.028447354516866852,-2.5470518390150935e-08,1423111298.0,1.0,2193.901304094368,0.20141733521815622,35.179456185617255,77457.0,75670.0,1787.0,73395c5a667db7047a973cb02b09ee3d74c9bf8352d5554b9c2bdbb150394268
2016_full,23,0.054,0.0,0.0,reference_bonly,0,1117564590,12,True,False,,2191.0056426355386,0.20316602316838778,35.38540706063631,1e-08,1e+18,0.03692794192605447,0.4923725590140595,0.13484177863427202,1.0,15120.461877824722,15126.56976377668,-17193.52289370349,-1.1371030218937337,-1.1371030218937337,-157476026.49720433,40,1351656810.3295817,2191163821.1697173,0,,668,64,604,0.033,0.21,0.0002500000000000002,0,690.0,354382.0,72a6ce539a16f3e3a6890fe16ffbcd4f5d66fecd802c66330a702058ae1d1904,False,False,False,False,True,-0.04205298073410002,-5.372697826409031e-08,,,,,,,,,
2016_full,23,0.054,2.0,30240.380072733442,injected_refit,0,1200358723,12,True,False,,2191.0236233277237,0.2028969106626373,35.395135034141425,1e-08,1e+18,0.03692794192605447,0.4923725590140595,0.13484177863427202,1.0,15180.930721775474,15120.190036366721,12530.78787295961,0.8254294879947968,-1.1665682772908814,-157853743.9014531,40,1351656810.3295817,2191163821.1697173,0,,668,64,604,0.033,0.21,0.0002500000000000002,0,690.0,354454.0,cb3212c453577669bf8f1a49046524792960ce4ef8a84f29aaafd74ef7878121,False,False,False,False,True,-0.04437521366202056,-5.622155001021854e-08,1219766880.0,2.0,2191.00564269388,0.2031681723693622,35.38793234158608,30494.0,29667.0,827.0,c206392f06019ff312f1e4c9cad694d4815f7961daf90e964160bd2f607f0686
2016_full,23,0.054,5.0,75600.9501818336,injected_refit,0,2974535204,12,True,False,,2191.066914869509,0.20250549293892783,35.40227297914258,1e-08,1e+18,0.03692794192605447,0.4923725590140595,0.13484177863427202,1.0,15269.25609700186,15120.190036366721,53459.63226863174,3.5011287995312763,-1.4500587175002804,-158408719.60812387,40,1351656810.3295817,2191163821.1697173,0,,668,64,604,0.033,0.21,0.0002500000000000002,0,690.0,354564.0,71668d5aabd74ca38409777b48175b6ed1a2dd74468c789a68953d10db0209c0,False,False,False,False,True,-0.05307660045297694,-6.643301443960026e-08,2756101692.0,2.0,2191.00564269388,0.2031681723693622,35.38793234158608,75348.0,73246.0,2102.0,4b33bb6c9395b5c8c659db28bf1d99e197d7547c8d2b9fe1a68e0a483056eb15
2016_full,23,0.059,0.0,0.0,reference_bonly,0,1266895508,12,True,False,,2161.7325996397344,0.2655951904835826,34.274084740243886,1e-08,1e+18,0.03649001309630249,0.48653350795069983,0.1332426886433587,1.0,9803.649631431157,9817.242190012359,-51116.032310828945,-5.213979918962783,-5.213979918962783,-181344032.16891432,44,1408039010.2475183,2493913296.49068,0,,664,82,582,0.033,0.21,0.0002500000000000002,0,690.0,347465.0,4d6d298737ee947947e27304f7f14855f08d68af55ba2e64194991e02111c80a,False,False,False,False,True,-0.03958799446513594,-1.859165567660025e-07,,,,,,,,,
