support_low_MeV,source,fit_target,family,comparison,rebin_factor,bin_width_MeV,pearson_chi2ndf,poisson_deviance_ndf,max_abs_pearson_residual,ndf,fit_success,best_restart,seeded_from_one_pct,x0_fixed_GeV
30,one_pct,raw,ggt6_fixed_x0,raw,1,0.1250000000000001,2.2603194144879164,1.9481192243211565,15.906287946919047,2154,True,5,False,0.026034898414558486
30,one_pct,raw,ggt6_fixed_x0,raw,5,0.6250000000000006,7.024259242620944,5.859710141687632,19.80668710446,426,True,5,False,0.026034898414558486
30,one_pct,raw,ggt6_fixed_x0,raw,20,2.500000000000002,23.90589282238884,20.636255450999638,27.13224709053894,102,True,5,False,0.026034898414558486
30,one_pct,raw,ggt6_fixed_x0,raw,40,5.000000000000004,37.08244369502521,35.29483183671953,21.0499072170291,48,True,5,False,0.026034898414558486
30,one_pct,raw,ggt6_fixed_x0,raw,80,10.000000000000009,23.580982357421117,23.570276276294386,7.337965966586345,21,True,5,False,0.026034898414558486
30,one_pct,raw,ggt6_fixed_x0,target,1,0.1250000000000001,2.2603194144879164,1.9481192243211565,15.906287946919047,2154,True,5,False,0.026034898414558486
30,one_pct,raw,ggt6_fixed_x0,target,5,0.6250000000000006,7.024259242620944,5.859710141687632,19.80668710446,426,True,5,False,0.026034898414558486
30,one_pct,raw,ggt6_fixed_x0,target,20,2.500000000000002,23.90589282238884,20.636255450999638,27.13224709053894,102,True,5,False,0.026034898414558486
30,one_pct,raw,ggt6_fixed_x0,target,40,5.000000000000004,37.08244369502521,35.29483183671953,21.0499072170291,48,True,5,False,0.026034898414558486
30,one_pct,raw,ggt6_fixed_x0,target,80,10.000000000000009,23.580982357421117,23.570276276294386,7.337965966586345,21,True,5,False,0.026034898414558486
30,one_pct,raw,spq6_identifiable,raw,1,0.1250000000000001,5.251731187190492,5.413031868298466,8.424526564202946,2154,True,5,False,
30,one_pct,raw,spq6_identifiable,raw,5,0.6250000000000006,22.658672151199397,23.357486449920525,15.868149886309734,426,True,5,False,
30,one_pct,raw,spq6_identifiable,raw,20,2.500000000000002,90.09634704703973,92.83274168453212,29.981666095230562,102,True,5,False,
30,one_pct,raw,spq6_identifiable,raw,40,5.000000000000004,179.75618581570984,185.10784826634685,33.67863224629622,48,True,5,False,
30,one_pct,raw,spq6_identifiable,raw,80,10.000000000000009,300.6207199028674,312.50202925088024,37.27312005587405,21,True,5,False,
30,one_pct,raw,spq6_identifiable,target,1,0.1250000000000001,5.251731187190492,5.413031868298466,8.424526564202946,2154,True,5,False,
30,one_pct,raw,spq6_identifiable,target,5,0.6250000000000006,22.658672151199397,23.357486449920525,15.868149886309734,426,True,5,False,
30,one_pct,raw,spq6_identifiable,target,20,2.500000000000002,90.09634704703973,92.83274168453212,29.981666095230562,102,True,5,False,
30,one_pct,raw,spq6_identifiable,target,40,5.000000000000004,179.75618581570984,185.10784826634685,33.67863224629622,48,True,5,False,
30,one_pct,raw,spq6_identifiable,target,80,10.000000000000009,300.6207199028674,312.50202925088024,37.27312005587405,21,True,5,False,
30,one_pct,raw,cheb5_fixed_turn,raw,1,0.1250000000000001,9.218034007502249,10.264081440794989,12.638309954652604,2154,True,0,False,
30,one_pct,raw,cheb5_fixed_turn,raw,5,0.6250000000000006,42.71156962957772,47.88181859008828,25.923395701095025,426,True,0,False,
30,one_pct,raw,cheb5_fixed_turn,raw,20,2.500000000000002,173.46387101480704,194.34090025587554,50.22818592995201,102,True,0,False,
30,one_pct,raw,cheb5_fixed_turn,raw,40,5.000000000000004,353.2048213081999,394.23855751066475,61.54722567633949,48,True,0,False,
30,one_pct,raw,cheb5_fixed_turn,raw,80,10.000000000000009,666.850383798011,737.8463597350152,71.55706886431227,21,True,0,False,
30,one_pct,raw,cheb5_fixed_turn,target,1,0.1250000000000001,9.218034007502249,10.264081440794989,12.638309954652604,2154,True,0,False,
30,one_pct,raw,cheb5_fixed_turn,target,5,0.6250000000000006,42.71156962957772,47.88181859008828,25.923395701095025,426,True,0,False,
30,one_pct,raw,cheb5_fixed_turn,target,20,2.500000000000002,173.46387101480704,194.34090025587554,50.22818592995201,102,True,0,False,
30,one_pct,raw,cheb5_fixed_turn,target,40,5.000000000000004,353.2048213081999,394.23855751066475,61.54722567633949,48,True,0,False,
30,one_pct,raw,cheb5_fixed_turn,target,80,10.000000000000009,666.850383798011,737.8463597350152,71.55706886431227,21,True,0,False,
30,one_pct,raw,ggtq6_fixed_x0w,raw,1,0.1250000000000001,1.9640537732536385,1.7186396155581856,14.401362732654137,2154,True,3,False,0.026034898414558486
30,one_pct,raw,ggtq6_fixed_x0w,raw,5,0.6250000000000006,5.601040666107868,4.704423838896802,17.866788482376545,426,True,3,False,0.026034898414558486
30,one_pct,raw,ggtq6_fixed_x0w,raw,20,2.500000000000002,18.581538707889436,15.99786812882325,25.18492975074859,102,True,3,False,0.026034898414558486
30,one_pct,raw,ggtq6_fixed_x0w,raw,40,5.000000000000004,27.62920976764823,26.24020473872204,20.0754449084014,48,True,3,False,0.026034898414558486
30,one_pct,raw,ggtq6_fixed_x0w,raw,80,10.000000000000009,9.603758527834609,9.60274543716298,6.1644231305087365,21,True,3,False,0.026034898414558486
30,one_pct,raw,ggtq6_fixed_x0w,target,1,0.1250000000000001,1.9640537732536385,1.7186396155581856,14.401362732654137,2154,True,3,False,0.026034898414558486
30,one_pct,raw,ggtq6_fixed_x0w,target,5,0.6250000000000006,5.601040666107868,4.704423838896802,17.866788482376545,426,True,3,False,0.026034898414558486
30,one_pct,raw,ggtq6_fixed_x0w,target,20,2.500000000000002,18.581538707889436,15.99786812882325,25.18492975074859,102,True,3,False,0.026034898414558486
30,one_pct,raw,ggtq6_fixed_x0w,target,40,5.000000000000004,27.62920976764823,26.24020473872204,20.0754449084014,48,True,3,False,0.026034898414558486
30,one_pct,raw,ggtq6_fixed_x0w,target,80,10.000000000000009,9.603758527834609,9.60274543716298,6.1644231305087365,21,True,3,False,0.026034898414558486
30,one_pct,raw,pow2exp6_fixed_w,raw,1,0.1250000000000001,7.122449656217205,8.376021302058307,12.965882365172853,2154,True,3,False,
30,one_pct,raw,pow2exp6_fixed_w,raw,5,0.6250000000000006,32.13129882345914,38.31986703664496,26.437696295138476,426,True,3,False,
30,one_pct,raw,pow2exp6_fixed_w,raw,20,2.500000000000002,128.7375140783655,153.75225810017886,50.613130441272865,102,True,3,False,
30,one_pct,raw,pow2exp6_fixed_w,raw,40,5.000000000000004,255.67377385603643,305.00592460740774,66.21149309644437,48,True,3,False,
30,one_pct,raw,pow2exp6_fixed_w,raw,80,10.000000000000009,405.5290242127023,495.98226181384564,78.67378115744926,21,True,3,False,
30,one_pct,raw,pow2exp6_fixed_w,target,1,0.1250000000000001,7.122449656217205,8.376021302058307,12.965882365172853,2154,True,3,False,
30,one_pct,raw,pow2exp6_fixed_w,target,5,0.6250000000000006,32.13129882345914,38.31986703664496,26.437696295138476,426,True,3,False,
30,one_pct,raw,pow2exp6_fixed_w,target,20,2.500000000000002,128.7375140783655,153.75225810017886,50.613130441272865,102,True,3,False,
30,one_pct,raw,pow2exp6_fixed_w,target,40,5.000000000000004,255.67377385603643,305.00592460740774,66.21149309644437,48,True,3,False,
30,one_pct,raw,pow2exp6_fixed_w,target,80,10.000000000000009,405.5290242127023,495.98226181384564,78.67378115744926,21,True,3,False,
30,one_pct,raw,ggt34_6_fixed_turn,raw,1,0.1250000000000001,2.008773140084264,1.7948618762820978,13.977935847083003,2154,True,0,False,0.026034898414558486
30,one_pct,raw,ggt34_6_fixed_turn,raw,5,0.6250000000000006,5.849946477644921,5.086315116838297,17.241518396793346,426,True,0,False,0.026034898414558486
30,one_pct,raw,ggt34_6_fixed_turn,raw,20,2.500000000000002,19.58943569512613,17.480025476528674,23.766506295102605,102,True,0,False,0.026034898414558486
30,one_pct,raw,ggt34_6_fixed_turn,raw,40,5.000000000000004,29.842503263365543,28.934628477961194,20.08781567488104,48,True,0,False,0.026034898414558486
30,one_pct,raw,ggt34_6_fixed_turn,raw,80,10.000000000000009,8.980199357066297,8.993943141381608,4.394139765161824,21,True,0,False,0.026034898414558486
30,one_pct,raw,ggt34_6_fixed_turn,target,1,0.1250000000000001,2.008773140084264,1.7948618762820978,13.977935847083003,2154,True,0,False,0.026034898414558486
30,one_pct,raw,ggt34_6_fixed_turn,target,5,0.6250000000000006,5.849946477644921,5.086315116838297,17.241518396793346,426,True,0,False,0.026034898414558486
30,one_pct,raw,ggt34_6_fixed_turn,target,20,2.500000000000002,19.58943569512613,17.480025476528674,23.766506295102605,102,True,0,False,0.026034898414558486
30,one_pct,raw,ggt34_6_fixed_turn,target,40,5.000000000000004,29.842503263365543,28.934628477961194,20.08781567488104,48,True,0,False,0.026034898414558486
30,one_pct,raw,ggt34_6_fixed_turn,target,80,10.000000000000009,8.980199357066297,8.993943141381608,4.394139765161824,21,True,0,False,0.026034898414558486
30,one_pct,raw,ggt26_6_fixed_turn,raw,1,0.1250000000000001,2.0487383056133344,1.8047799126375546,14.862378171345187,2154,True,2,False,0.026034898414558486
30,one_pct,raw,ggt26_6_fixed_turn,raw,5,0.6250000000000006,6.024377645166361,5.136129199100872,18.399834103375177,426,True,2,False,0.026034898414558486
30,one_pct,raw,ggt26_6_fixed_turn,raw,20,2.500000000000002,20.037697613759207,17.6268549644975,25.05643620649757,102,True,2,False,0.026034898414558486
30,one_pct,raw,ggt26_6_fixed_turn,raw,40,5.000000000000004,29.92381446577976,28.958405357858283,21.707756811504822,48,True,2,False,0.026034898414558486
30,one_pct,raw,ggt26_6_fixed_turn,raw,80,10.000000000000009,8.503592948186094,8.527621898479062,5.989454082407586,21,True,2,False,0.026034898414558486
30,one_pct,raw,ggt26_6_fixed_turn,target,1,0.1250000000000001,2.0487383056133344,1.8047799126375546,14.862378171345187,2154,True,2,False,0.026034898414558486
30,one_pct,raw,ggt26_6_fixed_turn,target,5,0.6250000000000006,6.024377645166361,5.136129199100872,18.399834103375177,426,True,2,False,0.026034898414558486
30,one_pct,raw,ggt26_6_fixed_turn,target,20,2.500000000000002,20.037697613759207,17.6268549644975,25.05643620649757,102,True,2,False,0.026034898414558486
30,one_pct,raw,ggt26_6_fixed_turn,target,40,5.000000000000004,29.92381446577976,28.958405357858283,21.707756811504822,48,True,2,False,0.026034898414558486
30,one_pct,raw,ggt26_6_fixed_turn,target,80,10.000000000000009,8.503592948186094,8.527621898479062,5.989454082407586,21,True,2,False,0.026034898414558486
30,one_pct,smooth_2.25sigma,ggt6_fixed_x0,raw,1,0.1250000000000001,14.975001137681273,17.373341966925626,18.81060037486449,2154,True,0,False,0.026034898414558486
30,one_pct,smooth_2.25sigma,ggt6_fixed_x0,raw,5,0.6250000000000006,71.95226902636719,83.81836550555909,40.34160926628502,426,True,0,False,0.026034898414558486
30,one_pct,smooth_2.25sigma,ggt6_fixed_x0,raw,20,2.500000000000002,294.41497956848076,342.4811755094278,76.78198376557991,102,True,0,False,0.026034898414558486
30,one_pct,smooth_2.25sigma,ggt6_fixed_x0,raw,40,5.000000000000004,603.1396033920414,697.2670362405096,107.40715651417065,48,True,0,False,0.026034898414558486
30,one_pct,smooth_2.25sigma,ggt6_fixed_x0,raw,80,10.000000000000009,1202.1419141772258,1348.3701491745978,111.50576247419716,21,True,0,False,0.026034898414558486
30,one_pct,smooth_2.25sigma,ggt6_fixed_x0,target,1,0.1250000000000001,0.8026560261498447,0.6440376484612429,9.411031169093112,2154,True,0,False,0.026034898414558486
30,one_pct,smooth_2.25sigma,ggt6_fixed_x0,target,5,0.6250000000000006,4.015544895920813,3.2388063140239796,19.19416926290737,426,True,0,False,0.026034898414558486
30,one_pct,smooth_2.25sigma,ggt6_fixed_x0,target,20,2.500000000000002,14.544818385568146,12.478410881652332,26.641434393481372,102,True,0,False,0.026034898414558486
30,one_pct,smooth_2.25sigma,ggt6_fixed_x0,target,40,5.000000000000004,22.43083245970382,21.195633329426034,21.397252144141344,48,True,0,False,0.026034898414558486
30,one_pct,smooth_2.25sigma,ggt6_fixed_x0,target,80,10.000000000000009,23.252816574156423,23.26090284570301,8.408720330892956,21,True,0,False,0.026034898414558486
30,one_pct,smooth_2.25sigma,spq6_identifiable,raw,1,0.1250000000000001,16.052049258720512,19.25972296978144,17.513681565041143,2154,True,0,False,
30,one_pct,smooth_2.25sigma,spq6_identifiable,raw,5,0.6250000000000006,77.50131020482601,93.35225036930753,37.12862734601993,426,True,0,False,
30,one_pct,smooth_2.25sigma,spq6_identifiable,raw,20,2.500000000000002,318.03062797664165,382.53315081936876,73.1595656154757,102,True,0,False,
30,one_pct,smooth_2.25sigma,spq6_identifiable,raw,40,5.000000000000004,656.5935054930269,785.6539583935818,96.35934063185773,48,True,0,False,
30,one_pct,smooth_2.25sigma,spq6_identifiable,raw,80,10.000000000000009,1320.188797016782,1551.5347734659583,102.06675951566632,21,True,0,False,
30,one_pct,smooth_2.25sigma,spq6_identifiable,target,1,0.1250000000000001,2.6015570889143462,2.6919639658495917,4.691538246819374,2154,True,0,False,
30,one_pct,smooth_2.25sigma,spq6_identifiable,target,5,0.6250000000000006,13.14233377263238,13.598580953311394,10.482339847559516,426,True,0,False,
30,one_pct,smooth_2.25sigma,spq6_identifiable,target,20,2.500000000000002,54.116910318871135,55.96645960657623,20.518737768023104,102,True,0,False,
30,one_pct,smooth_2.25sigma,spq6_identifiable,target,40,5.000000000000004,110.07362541443717,113.66033355189843,26.968623499746048,48,True,0,False,
